,GAPDHS (26330)
ACH-000004,0.07314164224311608
ACH-000005,0.041503243982786216
ACH-000007,0.1861335621525986
ACH-000009,0.15256530192249804
ACH-000011,-0.02555336392836571
ACH-000012,0.09778110433127196
ACH-000013,-0.06455229796549837
ACH-000014,-0.06032065471877654
ACH-000015,0.05212126286711003
ACH-000017,0.16990296426902715
ACH-000018,0.03273081040986642
ACH-000019,0.26053779741625144
ACH-000021,-0.011914729913393143
ACH-000022,-0.04774354593581665
ACH-000025,0.05455220277268652
ACH-000028,0.0043643705457180335
ACH-000030,0.028275176794776525
ACH-000035,0.05120235767629629
ACH-000036,0.08242287775968689
ACH-000037,0.06106192760723825
ACH-000039,0.09335686163516337
ACH-000040,0.1910591099698684
ACH-000041,0.10107602493647354
ACH-000042,0.10878091334148604
ACH-000045,-0.09352024165912512
ACH-000047,0.2152088714958088
ACH-000052,0.02348095211545029
ACH-000053,-0.025837837728938613
ACH-000054,0.05259536043845352
ACH-000055,0.0829472355291592
ACH-000060,0.09255590486258183
ACH-000067,0.034134189336621094
ACH-000070,-0.050800598177090726
ACH-000075,0.19565325239478246
ACH-000078,0.0974482589278434
ACH-000082,0.0999830902486037
ACH-000085,0.026515537292627175
ACH-000086,0.010914873195897441
ACH-000087,0.06378887868173927
ACH-000092,-0.0122528481353436
ACH-000095,0.048755203181380095
ACH-000097,0.04255654069102198
ACH-000098,0.060575134980386
ACH-000099,0.07610557296035159
ACH-000108,-0.08050823395064491
ACH-000113,0.062008275159423726
ACH-000116,0.14836804068522896
ACH-000118,0.11138104320575004
ACH-000120,-0.001934945363169464
ACH-000123,-0.017338211643555586
ACH-000127,0.03757811324989736
ACH-000128,0.009433142764858795
ACH-000132,0.029791169406191663
ACH-000133,-0.02811590800477257
ACH-000137,0.03723894911071228
ACH-000138,0.09814372868901396
ACH-000142,-0.02994461102216218
ACH-000143,0.07222451367581767
ACH-000146,0.050091252154806185
ACH-000148,0.17448652226052158
ACH-000150,0.08812300793227823
ACH-000152,-0.06578211847699927
ACH-000153,0.1783428506534862
ACH-000159,0.04298598393994295
ACH-000160,0.006301256476854257
ACH-000163,0.15430843571144565
ACH-000167,0.4359371051499695
ACH-000168,0.12334314493831144
ACH-000169,0.04640483838959582
ACH-000178,0.043484342878068384
ACH-000183,0.03739874469755848
ACH-000188,0.016439649405379602
ACH-000189,0.2685074880659503
ACH-000190,-0.08245289558535104
ACH-000198,0.01217211408964983
ACH-000203,-0.02330961934505844
ACH-000204,0.05589214138082236
ACH-000206,0.045461340790493715
ACH-000207,-0.00651911657593038
ACH-000208,-0.04849340799935427
ACH-000210,0.2691102026020469
ACH-000211,0.16235559806278124
ACH-000215,0.0799943660309071
ACH-000221,0.06522087669148338
ACH-000222,-0.1958551077050042
ACH-000223,0.07975695839335123
ACH-000226,0.019240810758170662
ACH-000227,-0.03961357617303045
ACH-000228,-0.024496969078821824
ACH-000231,0.22146463809012268
ACH-000232,0.023280035861202742
ACH-000233,0.0871499539163127
ACH-000234,0.04135674943651983
ACH-000235,0.01900273774376937
ACH-000237,0.08269315707962711
ACH-000238,0.2571244555316343
ACH-000242,0.3423110348102054
ACH-000243,0.059952163736491114
ACH-000244,-0.26552695739356863
ACH-000246,-0.07310808472084303
ACH-000248,0.030138813897979524
ACH-000250,0.10347352003752328
ACH-000251,-0.17816011866207407
ACH-000252,0.2368296889441605
ACH-000253,-0.023288103935830508
ACH-000255,-0.032608540707993176
ACH-000256,0.033528138457181104
ACH-000257,0.07059354499779348
ACH-000258,0.11370257863001786
ACH-000259,-0.0019344542922274809
ACH-000260,0.02881967799339032
ACH-000261,0.07349845006242563
ACH-000262,-0.029762975009626963
ACH-000263,-0.07559365508380239
ACH-000264,0.151226172921977
ACH-000265,0.06038894624669
ACH-000266,-0.01675562617380677
ACH-000272,0.16844930927700785
ACH-000274,0.053601688737309784
ACH-000277,-0.03385502694886448
ACH-000278,-0.012084388787176959
ACH-000279,0.16531689016759946
ACH-000280,0.06912932861778016
ACH-000281,0.13796918440190115
