,EIF1 (10209)
ACH-000004,-0.5026046650642421
ACH-000005,-0.3551532624871899
ACH-000007,-0.7817191119656468
ACH-000009,-0.5642360773049317
ACH-000011,-0.7919680374669056
ACH-000012,-0.7851535880632293
ACH-000013,-0.4967351902537524
ACH-000014,-0.7366783302724127
ACH-000015,-0.43322112309883504
ACH-000017,-0.9052113641419292
ACH-000018,-0.6158880805132614
ACH-000019,-0.9281195081779552
ACH-000021,-0.4641351479059145
ACH-000022,-0.4888426425380525
ACH-000025,-0.3598745423212997
ACH-000028,-0.7938490135464311
ACH-000030,-0.7642428550522642
ACH-000035,-0.6693981997260622
ACH-000036,-0.4027240327788871
ACH-000037,-0.5456573073142561
ACH-000039,-0.4118949180493624
ACH-000040,-0.5697062723332371
ACH-000041,-0.6875853028307926
ACH-000042,-0.5440963329296934
ACH-000045,-0.4563882571616005
ACH-000047,-0.9587286082299612
ACH-000052,-0.8120315625417849
ACH-000053,-0.7506785321986577
ACH-000054,-0.465663215957696
ACH-000055,-0.6233643949817059
ACH-000060,-0.5198733615970548
ACH-000067,-0.5624095309705692
ACH-000070,-0.5591073588792838
ACH-000075,-0.3449127888863185
ACH-000078,-0.5588857919415736
ACH-000082,-0.53130407757025
ACH-000085,-0.5612497590095991
ACH-000086,-0.458573538821448
ACH-000087,-0.6114303945439921
ACH-000092,-0.7497457541782925
ACH-000095,-0.6953537246849149
ACH-000097,-0.8844790532698005
ACH-000098,-0.6562174504399737
ACH-000099,-0.6264403177367805
ACH-000108,-0.6677868940892543
ACH-000113,-0.6049903194079074
ACH-000116,-0.4891782975303499
ACH-000118,-0.6668495039189223
ACH-000120,-0.8276128270719794
ACH-000123,-0.5389891323000268
ACH-000127,-0.6244500260457727
ACH-000128,-0.4029407185950611
ACH-000132,-0.6095369800420717
ACH-000133,-0.3773041375234559
ACH-000137,-0.23186821549016684
ACH-000138,-0.6570042401273171
ACH-000142,-0.6829102503461297
ACH-000143,-0.6542078653705216
ACH-000146,-0.5293621911001449
ACH-000148,-0.6731207653159211
ACH-000150,-0.5652839798640147
ACH-000152,-0.6266748524304678
ACH-000153,-0.8933398392210635
ACH-000159,-0.9524839913468148
ACH-000160,-0.5423625374339596
ACH-000163,-0.3571048958843722
ACH-000167,-0.5107469763146021
ACH-000168,-0.533886810702601
ACH-000169,-0.7498303312179555
ACH-000178,-0.8105770031585475
ACH-000183,-0.7286133137030405
ACH-000188,-0.8669851845849172
ACH-000189,-0.44703288409032105
ACH-000190,-0.5651944328702007
ACH-000198,-0.4878059281383833
