,RBAK (57786)
ACH-000004,-0.03980932978187757
ACH-000005,-0.0752214326839549
ACH-000007,-0.1268050728874675
ACH-000009,-0.20133186371431552
ACH-000011,0.01995626107468048
ACH-000012,-0.09186958718415562
ACH-000013,-0.2371326632938025
ACH-000014,0.00897868006846534
ACH-000015,-0.09527846754315114
ACH-000017,-0.004514325177978581
ACH-000018,0.06319448901457972
ACH-000019,-0.07725265252934148
ACH-000021,-0.01273147628566634
ACH-000022,-0.1814615390286717
ACH-000025,-0.08697665841948421
ACH-000028,-0.01844501698059893
ACH-000030,-0.09936474317582693
ACH-000035,-0.21384492221448434
ACH-000036,-0.1402336693643186
ACH-000037,-0.029814064498199868
ACH-000039,-0.09469105146016964
ACH-000040,-0.17503098380575188
ACH-000041,-0.0951293471082076
ACH-000042,-0.15139657353220856
ACH-000045,-0.05121521041062113
ACH-000047,-0.13787458608298014
ACH-000052,-0.26366711221974176
ACH-000053,-0.1400118147797557
ACH-000054,-0.03357166113712762
ACH-000055,-0.1837325527573936
ACH-000060,-0.1480450462582327
ACH-000067,0.005705998961544275
ACH-000070,0.06458428997209162
ACH-000075,-0.1375331761192464
ACH-000078,-0.11743795667538685
ACH-000082,-0.2015821674194752
ACH-000085,-0.1762424990428055
ACH-000086,0.039251059089573784
ACH-000087,0.02732502852371881
ACH-000092,-0.22046403782012688
ACH-000095,-0.17046738933849026
ACH-000097,-0.11241376568888396
ACH-000098,-0.032054546199115304
ACH-000099,-0.14756231984811946
ACH-000108,-0.06985182165217728
ACH-000113,-0.048429099999933126
ACH-000116,-0.19529098250852112
ACH-000118,-0.0404976519665945
ACH-000120,-0.23974193714261854
ACH-000123,-0.1271701726927189
ACH-000127,-0.15718509653099227
ACH-000128,-0.20412176064346524
ACH-000132,-0.10601957808980747
ACH-000133,-0.2688666937359583
ACH-000137,-0.18743359437781776
ACH-000138,-0.0681440194405588
ACH-000142,-0.16172646855509054
ACH-000143,0.002277520988834718
ACH-000146,-0.18222671652330924
ACH-000148,-0.05622662182875012
ACH-000150,-0.06274759093042873
ACH-000152,-0.031211509047601067
ACH-000153,-0.1038606462033141
ACH-000159,0.020110980566405774
ACH-000160,-0.2495227381796933
ACH-000163,-0.011567993385892964
ACH-000167,-0.4939521528455944
ACH-000168,-0.23509871732869084
ACH-000169,-0.2888263039080293
ACH-000178,-0.12348215473432292
ACH-000183,-0.0827537329485306
ACH-000188,-0.17010128712644768
ACH-000189,0.01809888949634212
