,LY6G5B (58496)
ACH-000004,-0.15130302750600513
ACH-000005,0.2369315462608154
ACH-000007,-0.05684642122631976
ACH-000009,0.03746581490121383
ACH-000011,-0.07750126766124309
ACH-000012,0.05817844843888305
ACH-000013,-0.06429979170760496
ACH-000014,6.545759074849207e-05
ACH-000015,0.12104226311046525
ACH-000017,-0.025370988221021986
ACH-000018,-0.191945130006017
ACH-000019,-0.0387875716254612
ACH-000021,-0.06622091131427445
ACH-000022,-0.03956800267251818
ACH-000025,-0.0676533500907755
ACH-000028,-5.9259552333649815e-05
ACH-000030,-0.017045169590596182
ACH-000035,-0.19050052565601336
ACH-000036,-0.1578944412029314
ACH-000037,-0.0083018857308429
ACH-000039,-0.1762734585651141
ACH-000040,-0.14282112349931098
ACH-000041,0.07546885856234159
ACH-000042,-0.019074688871255914
ACH-000045,-0.07168497031797827
ACH-000047,-0.18894560994544035
ACH-000052,-0.2608224277106823
ACH-000053,-0.08072266360450678
ACH-000054,0.08628408429919332
ACH-000055,0.041566746570796384
ACH-000060,-0.04499869985283502
ACH-000067,-0.1564528676003728
ACH-000070,0.0059879384841205995
ACH-000075,0.09102638072341268
ACH-000078,0.01673255959279793
ACH-000082,0.11124402823875038
ACH-000085,-0.06175812550805116
ACH-000086,0.011968785601874254
ACH-000087,-0.3299468594465099
ACH-000092,-0.03441789207334101
ACH-000095,-0.055897996887195184
ACH-000097,-0.05549924573160362
ACH-000098,-0.02937480011391253
ACH-000099,0.01540635412738074
ACH-000108,-0.029683826601916062
ACH-000113,-0.1025599357442368
ACH-000116,0.011224964053270921
ACH-000118,-0.031209942506947974
ACH-000120,-0.19335440049769256
ACH-000123,-0.05150787188155693
ACH-000127,-0.2044561497558092
ACH-000128,-0.21548883760006546
ACH-000132,0.04845625613999206
ACH-000133,-0.16283328516129222
ACH-000137,-0.10785329765814658
ACH-000138,-0.0931433217234802
ACH-000142,-0.01959624758194656
ACH-000143,-0.01822712870036016
ACH-000146,0.04760533947309074
ACH-000148,-0.0177045440652483
ACH-000150,0.08642485765835148
ACH-000152,-0.014780843526790172
ACH-000153,-0.0909987559956695
ACH-000159,-0.04522701937414409
ACH-000160,0.09545540711125884
ACH-000163,-0.13704058255059626
ACH-000167,-0.244209831231714
ACH-000168,-0.08205643961495533
ACH-000169,-0.01068353135089433
ACH-000178,-0.02593769140587748
ACH-000183,-0.08500538738333199
ACH-000188,-0.03793705457581885
ACH-000189,0.05748430860578404
ACH-000190,-0.09475387108315032
ACH-000198,-0.004169668163745849
ACH-000203,-0.4343227234280397
ACH-000204,0.05511187389257387
ACH-000206,0.18558872784916872
ACH-000207,-0.13798771162149992
ACH-000208,0.07649861222967555
ACH-000210,0.20372405853214748
ACH-000211,-0.13416735268859892
ACH-000215,-0.14191527012362914
ACH-000221,-0.0773902296620103
ACH-000222,-0.13898772731324527
ACH-000223,-0.15419678599398992
ACH-000226,-0.03996601089499747
ACH-000227,-0.17026968852129978
ACH-000228,-0.1166654619205031
ACH-000231,-0.09607829144178416
ACH-000232,0.01707720949269701
ACH-000233,-0.08238024805313024
ACH-000234,-0.1284344864289417
ACH-000235,-0.0379501144302756
ACH-000237,-0.0849230597321013
ACH-000238,-0.054647031143186066
ACH-000242,-0.03625281514321289
ACH-000243,-0.07443686686596594
ACH-000244,0.07021406963666947
ACH-000246,0.0006683873485465267
ACH-000248,-0.08030513464848063
ACH-000250,-0.0229516184103014
ACH-000251,-0.1673039158103098
ACH-000252,-0.08597161391742678
ACH-000253,-0.02112427866231336
ACH-000255,-0.027719881761829424
ACH-000256,-0.15393761134360584
ACH-000257,-0.007902021131214803
ACH-000258,-0.07944510796535299
ACH-000259,-0.024607961375418232
ACH-000260,-0.026721782667315383
ACH-000261,-0.0297880203114948
ACH-000262,0.10754718841212263
ACH-000263,0.1840712870119797
ACH-000264,0.0001297966145938077
ACH-000265,-0.1701465295442823
ACH-000266,-0.0763313084804195
ACH-000272,-0.07358091945220405
ACH-000274,-0.010880181558712492
ACH-000277,0.07114159854131741
ACH-000278,-0.06285020932357989
ACH-000279,-0.06569943846403753
ACH-000280,-0.0580152295200483
ACH-000281,-0.2783676506991304
ACH-000288,-0.04619217010936175
ACH-000291,-0.05087982671175618
ACH-000293,-0.05078897068106037
ACH-000294,-0.043243180583631406
ACH-000295,0.07673717013351462
ACH-000296,0.08581548616970723
ACH-000302,0.02643671789689765
ACH-000304,-0.06158843291568409
ACH-000307,-0.0185215205339754
ACH-000308,-0.09518993637933086
ACH-000310,0.16605472893649398
ACH-000311,-0.11169926440139538
ACH-000312,-0.03794621014773407
ACH-000315,0.03838559688093123
ACH-000316,-0.03190567317317882
ACH-000317,0.1640457583944555
ACH-000318,0.0345308086204811
ACH-000319,-0.16196447845790996
ACH-000320,-0.08557388750610727
ACH-000322,-0.0023919224537170872
ACH-000323,0.00843690663762665
