,PTPN20B (26095)
ACH-000004,0.17831301086469453
ACH-000005,0.18163747159929186
ACH-000007,0.003472480552548052
ACH-000009,0.005242057554561274
ACH-000011,0.018358081487740426
ACH-000012,-0.17355738068082718
ACH-000013,0.027328035861981563
ACH-000014,0.055861171100774605
ACH-000015,0.0024287044529232352
ACH-000017,0.17037818529378362
ACH-000018,-0.10637657630409544
ACH-000019,0.043134072094356345
ACH-000021,0.1936145919035517
ACH-000022,0.057947680121901324
ACH-000025,-0.10968477570073012
ACH-000028,0.05526193182585869
ACH-000030,-0.16076728217757566
ACH-000035,-0.05557100501674138
ACH-000036,-0.2042529185676528
ACH-000037,-0.024325076733380014
ACH-000039,0.20031117345742305
ACH-000040,-0.11058226285771322
ACH-000041,0.2103017424765883
ACH-000042,0.06762774683760908
ACH-000045,-0.00865122995530884
ACH-000047,0.12907227457213824
ACH-000052,0.13801662267718792
ACH-000053,-0.10593925423254637
ACH-000054,0.11280236012940095
ACH-000055,0.190898945213233
ACH-000060,0.133658549937756
ACH-000067,-0.1152034422159032
ACH-000070,0.2669329200796713
ACH-000075,0.21271052020026215
ACH-000078,0.010461124657295684
ACH-000082,0.2013625837891765
ACH-000085,0.014354148981777457
ACH-000086,-0.11924977134414183
ACH-000087,0.07441997016632182
ACH-000092,-0.05563138557118457
ACH-000095,0.18198246601078116
ACH-000097,-0.04362225878926074
ACH-000098,-0.054004216569955264
ACH-000099,-0.12506134770496216
ACH-000108,0.02247262788957846
ACH-000113,0.036005933305741984
ACH-000116,0.07145681437733778
ACH-000118,0.12498403864012912
ACH-000120,0.10047015193581664
ACH-000123,0.012882933914481169
ACH-000127,-0.0272131136075563
ACH-000128,0.07500059297150817
ACH-000132,-0.05420583125254919
ACH-000133,0.053881831697666735
ACH-000137,-0.0960153569210487
ACH-000138,0.1968780898985436
ACH-000142,0.08405023016470532
ACH-000143,0.02436039822961446
ACH-000146,-0.03372334410614556
ACH-000148,-0.16961373404861918
ACH-000150,0.1111553341591488
ACH-000152,-0.03657252154487274
ACH-000153,0.09009004069523767
ACH-000159,-0.039766358395358865
ACH-000160,0.008358825707127619
ACH-000163,-0.025641208506127656
ACH-000167,-0.4992049111347083
ACH-000168,0.12023071975839512
ACH-000169,-0.013354909953865596
ACH-000178,-0.0064552217247924645
ACH-000183,0.029208919025493375
ACH-000188,-0.06967919034618547
ACH-000189,-0.14945393473901908
ACH-000190,0.03045616326725477
ACH-000198,0.09395073110447053
ACH-000203,-0.16898581466026227
ACH-000204,-0.04824236051549891
ACH-000206,-0.0034824110099029304
ACH-000207,-0.15076628798792913
ACH-000208,0.2509800354153631
ACH-000210,0.11367978520394605
ACH-000211,-0.005950391297617388
ACH-000215,0.0027489178879051865
ACH-000221,0.1741779903339928
ACH-000222,0.10534861914802893
ACH-000223,-0.06979457679914175
ACH-000226,-0.02667748470679281
ACH-000227,0.08546021739576277
ACH-000228,-0.1907196270125587
ACH-000231,-0.05761138424613975
ACH-000232,0.08506216445645721
ACH-000233,-0.007139924750038593
ACH-000234,0.07878267656671006
ACH-000235,0.12858091960749438
ACH-000237,0.3300786236933961
ACH-000238,0.12373548757308345
ACH-000242,0.02418005369096937
ACH-000243,-0.0054880539742967385
ACH-000244,-0.2408648976617019
ACH-000246,-0.08403813536163356
ACH-000248,-0.06088346757828275
ACH-000250,0.05972754437977385
ACH-000251,0.27103113031119674
ACH-000252,-0.002895930982891766
ACH-000253,0.0403740384514498
ACH-000255,0.012251722312396057
ACH-000256,-0.09644437572250524
ACH-000257,0.14909527290663266
ACH-000258,0.048540129385381235
ACH-000259,-0.009669905440715871
ACH-000260,0.03326713118902328
ACH-000261,0.2883054849906157
ACH-000262,-0.0185126328552294
ACH-000263,-0.1148449097216937
ACH-000264,0.02467957657996933
ACH-000265,0.1190264920045076
ACH-000266,0.14309836149467528
ACH-000272,0.2404853640487192
ACH-000274,0.11847870877984712
ACH-000277,0.2228333677026068
ACH-000278,0.16402367765966774
ACH-000279,0.03710188076786988
ACH-000280,-0.018299701678376724
ACH-000281,0.1296593728811347
ACH-000288,-0.10695750314835084
ACH-000291,-0.02712089124080081
ACH-000293,-0.026238782432303445
ACH-000294,-0.10835139012710142
ACH-000295,-0.09795641347056147
ACH-000296,-0.15435511008527342
ACH-000302,0.0231915187469338
ACH-000304,-0.07865131959053495
ACH-000307,0.10649383536784876
ACH-000308,0.05817010846529235
ACH-000310,-0.02322474277216999
ACH-000311,0.024936269839765383
ACH-000312,0.11144422379547496
ACH-000315,0.1081915449429906
ACH-000316,-0.10890741748143573
ACH-000317,0.13655992841405512
ACH-000318,0.031277786270816364
ACH-000319,-0.09699244960053566
ACH-000320,0.2584275637219359
ACH-000322,0.1712385753221221
ACH-000323,-0.2933705885499268
ACH-000324,-0.07340969937489987
ACH-000329,-0.12171696508235595
ACH-000330,-0.09029055157520123
ACH-000331,-0.01919708466875939
ACH-000332,-0.01769834977442697
ACH-000334,-0.14175508981194493
ACH-000335,0.042448889720151865
ACH-000336,0.012816021700606944
ACH-000337,-0.0406587247300542
ACH-000338,0.5487831772233089
ACH-000339,0.04310017803737467
ACH-000341,0.062209090633926524
ACH-000348,-0.04202586968732155
ACH-000350,-0.038062178743839416
ACH-000352,0.2283086202055676
ACH-000356,-0.10540316567481063
ACH-000361,0.03942756794345748
ACH-000362,0.09862858059922204
ACH-000363,0.1892490237318944
ACH-000364,0.07985067125457011
ACH-000365,0.11343729065679745
ACH-000366,0.051446639083048834
ACH-000368,-0.06449860242635362
ACH-000374,-0.2424763086158317
ACH-000375,-0.014315489018710716
ACH-000376,-0.06833414482862757
ACH-000381,0.014309980673193787
ACH-000383,0.1838293385760258
ACH-000387,0.08663676452780847
ACH-000389,0.072736980012557
ACH-000390,0.01626150173022235
ACH-000393,0.07607896776238465
ACH-000395,0.16190405748577902
ACH-000396,-0.0007840017127780487
ACH-000397,0.14143908185370702
ACH-000401,-0.003407929458551577
ACH-000402,0.16380205460666367
ACH-000403,-0.09343555724410273
ACH-000404,0.14054749339075925
ACH-000406,-0.03107369179413708
ACH-000407,0.012574856619248363
ACH-000408,-0.009396692191804086
ACH-000410,0.033646151290498624
ACH-000411,-0.04372091021392845
ACH-000414,0.06634095613375933
ACH-000415,-0.12676107508650158
ACH-000416,-0.022290008977023417
ACH-000420,0.03341619174182026
ACH-000421,0.05279843782895925
ACH-000424,-0.0882997856180662
ACH-000425,-0.19883566964696545
ACH-000426,0.1512261610732294
ACH-000427,0.110028026781327
ACH-000433,-0.11434322421109833
ACH-000435,0.15575584436594533
ACH-000436,0.10445373191194032
ACH-000444,0.12862326396095225
ACH-000445,-0.050560953707944487
ACH-000448,0.1407521068713018
ACH-000450,-0.05726494356692124
ACH-000452,-0.07007777427934381
ACH-000454,-0.06400390256724718
ACH-000458,-0.0587208214546757
ACH-000459,0.121539774950633
