,FANCL (55120)
ACH-000004,-0.11858698887737787
ACH-000005,-0.02354274843281357
ACH-000007,-0.22920817018737505
ACH-000009,-0.16071203122110728
ACH-000011,-0.1899356345707245
ACH-000012,-0.2093859468077308
ACH-000013,-0.11892023315229985
ACH-000014,-0.11619339943980757
ACH-000015,0.016894283842877462
ACH-000017,-0.14494603238349374
ACH-000018,-0.1784806047872798
ACH-000019,-0.3356377112366557
ACH-000021,-0.2447828007087825
ACH-000022,-0.14334336257280555
ACH-000025,-0.2649418382092192
ACH-000028,-0.2941730014801879
ACH-000030,-0.17720522897879673
ACH-000035,-0.3287738792093388
ACH-000036,-0.17534968469700074
ACH-000037,-0.2938843485764852
ACH-000039,-0.10129976422407336
ACH-000040,-0.1987272470904268
ACH-000041,0.008814018705183314
ACH-000042,-0.09059248273151232
ACH-000045,-0.4828630617817734
ACH-000047,-0.12804209931820842
ACH-000052,-0.32238674788617955
ACH-000053,-0.0537202665472555
ACH-000054,-0.2332191396820549
ACH-000055,-0.2521433646545091
ACH-000060,-0.06594031016832316
ACH-000067,-0.24975578913296664
ACH-000070,-0.21165936549522352
ACH-000075,-0.20595256646462348
ACH-000078,-0.12863821122724953
ACH-000082,-0.2782688402848694
ACH-000085,-0.056772757826438376
ACH-000086,-0.07773874463840638
ACH-000087,-0.4324269556187971
ACH-000092,-0.19594673365956164
ACH-000095,-0.2458575792930886
ACH-000097,-0.11976622033469535
ACH-000098,-0.08070127604008696
ACH-000099,-0.3520180507273982
ACH-000108,-0.04779635513664018
ACH-000113,-0.4609052498070126
ACH-000116,-0.1972343259000944
ACH-000118,-0.5124749796435203
ACH-000120,-0.2955393490450865
ACH-000123,-0.181123396855481
ACH-000127,-0.30249625725466106
ACH-000128,-0.12352191350875345
ACH-000132,-0.6103834928433092
ACH-000133,-0.6784420666107875
ACH-000137,-0.09746111104707553
ACH-000138,-0.04217830105037298
ACH-000142,-0.2241904284773616
ACH-000143,-0.2802341328481482
ACH-000146,-0.16730825544602462
ACH-000148,-0.33573379592706065
ACH-000150,-0.13805259199536665
ACH-000152,-0.5294838287621754
ACH-000153,-0.25686375151667706
ACH-000159,-0.07903429923164816
ACH-000160,-0.14556793864312415
ACH-000163,-0.11976483685369504
ACH-000167,-0.4825079274807386
ACH-000168,-0.6809476816251638
ACH-000169,-0.02928514847809236
ACH-000178,-0.07521536418160353
ACH-000183,-0.04028031748170244
ACH-000188,-0.3057324399125722
ACH-000189,-0.3621130142776204
ACH-000190,-0.09256562459363134
ACH-000198,-0.3617379176677412
ACH-000203,0.024701573342690863
ACH-000204,0.007470073530771783
ACH-000206,-0.3972039785696079
ACH-000207,-0.08111252666261552
ACH-000208,-0.29951964210618537
ACH-000210,-0.09640434000445204
ACH-000211,-0.25607538973133337
ACH-000215,-0.18032769809707724
ACH-000221,-0.0017413775356970472
ACH-000222,-0.17030069956750124
ACH-000223,-0.22411019390181394
ACH-000226,-0.2680276699539841
ACH-000227,-0.2465422608291822
ACH-000228,-0.24989769089641786
ACH-000231,-0.2798392190932798
ACH-000232,-0.17769365775797022
ACH-000233,-0.34177366168452505
ACH-000234,-0.11192412933080306
ACH-000235,-0.08587214948937892
ACH-000237,-0.2358847038856752
ACH-000238,-0.2253040389859791
ACH-000242,-0.1547110334792815
ACH-000243,-0.20726043637541766
ACH-000244,-0.3571282499993073
ACH-000246,-0.16472041696814085
ACH-000248,-0.0322913015079363
ACH-000250,0.031918071729362264
ACH-000251,-0.02051663718517161
ACH-000252,-0.15597449720922166
ACH-000253,-0.01914521932403104
ACH-000255,-0.32230995391085937
ACH-000256,-0.04559219419536816
ACH-000257,-0.12674998592782927
ACH-000258,-0.2577716938790406
ACH-000259,-0.15992956479766965
ACH-000260,-0.04305658916782238
ACH-000261,-0.364651752397373
ACH-000262,-0.1432415616090139
ACH-000263,-0.023969442367915303
ACH-000264,-0.2510035629224088
ACH-000265,-0.14662152154512315
ACH-000266,-0.30177525099627883
ACH-000272,-0.2434021853119918
ACH-000274,-0.1847720623434248
ACH-000277,-0.2844620132418857
ACH-000278,-0.4057793575744705
ACH-000279,-0.10283242220858678
ACH-000280,-0.05052892426418557
ACH-000281,-0.1171851819278583
ACH-000288,-0.22930336600349385
ACH-000291,-0.07996243300929526
ACH-000293,-0.3021387395795089
ACH-000294,-0.2681730577395963
ACH-000295,-0.18883201067252112
ACH-000296,-0.12658054168550667
ACH-000302,-0.08660917412327299
ACH-000304,-0.2710839556291862
ACH-000307,-0.12247627237594197
ACH-000308,-0.2266172026090052
ACH-000310,-0.08004190964328249
ACH-000311,-0.27098357957996283
ACH-000312,0.016257864567609845
ACH-000315,-0.14664856078571728
ACH-000316,-0.1741242886184843
ACH-000317,-0.3124246741584063
ACH-000318,-0.04298251206447163
ACH-000319,-0.18582217125345213
ACH-000320,-0.07556137772629151
ACH-000322,-0.13597381601957834
ACH-000323,-0.4079771505371593
ACH-000324,-0.08269471021518299
ACH-000329,-0.10036934085727854
ACH-000330,-0.05955323076128573
ACH-000331,-0.031435071742560584
ACH-000332,-0.08531986705230261
ACH-000334,-0.12090329293473878
ACH-000335,-0.2425481061397657
ACH-000336,-0.7379545798087795
ACH-000337,0.07195319452948687
ACH-000338,-0.5841072409361382
ACH-000339,-0.2324572741456007
ACH-000341,-0.5105474988489855
ACH-000348,-0.35514576431000194
ACH-000350,-0.12837167873300226
ACH-000352,-0.08478300907626682
ACH-000356,-0.20034419923588506
ACH-000361,-0.1925708631676944
ACH-000362,-0.7022733977340796
ACH-000363,-0.12717878027924742
ACH-000364,-0.4843448850750134
ACH-000365,-0.45252916545454
ACH-000366,-0.0368247341321818
ACH-000368,-0.12316112660382406
ACH-000374,-0.34180388968878195
ACH-000375,-0.4003753635332394
ACH-000376,-0.14283291753042987
ACH-000381,-0.2527036733511836
ACH-000383,-0.10287049719356027
ACH-000387,-0.2274407461595665
ACH-000389,-0.1427237162309869
ACH-000390,-0.14640069164395367
ACH-000393,-0.3621309696044808
ACH-000395,0.029865700593581505
ACH-000396,-0.2285731882834164
ACH-000397,-0.2101646200268194
ACH-000401,-0.1651136485087786
ACH-000402,0.0563487204136955
ACH-000403,-0.07941741185370063
ACH-000404,-0.2019437956518218
ACH-000406,-0.32059126655290576
ACH-000407,-0.19503886278012791
ACH-000408,-0.4837297563840292
ACH-000410,-0.5179445480951567
ACH-000411,-0.04634790882970155
ACH-000414,-0.07145402407709207
ACH-000415,-0.24994804453526945
ACH-000416,-0.15900984256209325
ACH-000420,-0.0865053246748542
ACH-000421,-0.2091662574066216
ACH-000424,-0.18715670399383155
ACH-000425,-0.30507080663679204
ACH-000426,-0.24707787547461085
ACH-000427,-0.2053684260452102
ACH-000433,-0.11349326807178935
ACH-000435,-0.15840628933112985
ACH-000436,-0.02588407210778693
ACH-000444,-0.5004732366471668
ACH-000445,-0.11849976954278095
ACH-000448,-0.38256712921876
ACH-000450,-0.17968398322563942
ACH-000452,-0.22197049999843932
ACH-000454,-0.14413473961706774
ACH-000458,-0.17707318112788364
ACH-000459,-0.3686404614987955
ACH-000460,-0.14901457552898428
ACH-000461,-0.1037532281575391
ACH-000463,-0.08065492878857321
ACH-000464,-0.12810406450947295
ACH-000466,-0.2280792860942309
ACH-000467,-0.1216997286449294
ACH-000468,-0.31151728124927525
ACH-000469,-0.19555281403442892
ACH-000470,-0.07683743297675963
ACH-000471,-0.1416355820752348
ACH-000472,-0.25872545823648274
ACH-000473,-0.3556343276906557
ACH-000475,-0.07819294957077312
ACH-000476,-0.11189764142790708
ACH-000477,-0.22088258963281168
ACH-000479,-0.22145500072865426
ACH-000480,-0.07546563032200827
ACH-000481,-0.11449375309597948
ACH-000483,-0.28457386566373805
ACH-000484,-0.3487683420608117
ACH-000485,-0.11245621072551078
ACH-000486,-0.23671454089563965
ACH-000487,0.1099794048814169
ACH-000488,-0.025536241389976042
ACH-000490,0.0573877384987718
ACH-000491,0.1437981605224849
ACH-000495,-0.6213299070798541
ACH-000496,-0.11685590273206226
ACH-000499,-0.09399394214378867
ACH-000500,-0.2055974766440723
ACH-000502,-0.14270458564551372
ACH-000503,-0.24981178598780254
ACH-000505,-0.2742542013938747
ACH-000507,-0.4261731334453863
ACH-000510,-0.17303400474758868
ACH-000511,-0.32414682252761023
ACH-000512,-0.4124177500172838
ACH-000516,-0.3907797359710625
ACH-000517,-0.1935950966724061
ACH-000518,-0.08350973877467283
ACH-000520,-0.194804055791376
ACH-000521,-0.36252964505170815
ACH-000522,-0.2138883139652908
ACH-000524,-0.11547194069712592
ACH-000527,-0.05574714709718726
ACH-000528,-0.4940920284093148
ACH-000537,-0.16483600650353974
ACH-000541,-0.0725715520601945
ACH-000542,-0.3977282414839747
ACH-000544,-0.3067319671571501
ACH-000545,-0.1746274561880369
ACH-000547,-0.4662764156816354
ACH-000548,-0.3838401314165257
ACH-000549,-0.1452338086637611
ACH-000550,-0.21175166262333026
ACH-000552,-0.041746133023367236
ACH-000556,-0.07624700530104044
ACH-000557,-0.13269105117029678
ACH-000569,0.09415660940184993
ACH-000570,-0.09954005939265656
ACH-000571,-0.15516462192749406
ACH-000573,-0.3830991667425648
ACH-000576,-0.0025727284940202173
ACH-000579,-0.1349516206947345
ACH-000580,-0.2564862678736564
ACH-000584,-0.7582662141042941
ACH-000585,-0.3029076767266641
ACH-000588,-0.2619732816979524
ACH-000589,-0.2047429475136843
ACH-000591,0.0025599754481860147
ACH-000593,-0.089930397233581
ACH-000600,-0.09279458057997872
ACH-000601,0.04036400289117495
ACH-000605,-0.1227194000977592
ACH-000606,-0.11986515629668065
ACH-000608,-0.21297484409889944
ACH-000614,-0.33280697812554705
ACH-000616,-0.3680429574303412
ACH-000618,-0.2445560577579408
ACH-000619,-0.1138060545378108
ACH-000620,-0.17107699286760444
ACH-000621,-0.20341334783932144
ACH-000622,-0.18341477225125466
ACH-000623,-0.08481351126122354
ACH-000624,-0.42320496560836457
ACH-000627,-0.3757447777376185
ACH-000630,-0.12721960516014685
ACH-000631,-0.2786450034554379
ACH-000632,-0.11963465978024547
ACH-000633,-0.15489003371873694
ACH-000637,-0.3009464006495694
ACH-000638,-0.2963037399323648
ACH-000646,-0.1333597145819559
ACH-000647,-0.10321972737490594
ACH-000648,-0.09961126691437644
ACH-000649,-0.16830361760342494
ACH-000651,-0.09057374013459668
ACH-000652,-0.0527281022421929
ACH-000653,-0.2299254845436718
ACH-000657,-0.10293211776523442
ACH-000658,-0.02217251779420545
ACH-000661,-0.12067826695244105
ACH-000662,0.03612637564004397
ACH-000663,-0.0829381781899327
ACH-000665,-0.2529775833281862
ACH-000671,-0.09412808057807674
ACH-000672,-0.12150426234514435
ACH-000673,-0.12978686425739971
ACH-000676,-0.20863744009403287
ACH-000677,-0.2621206836552052
ACH-000681,0.10990352204323564
ACH-000683,-0.1305316547534393
ACH-000684,-0.4452840789318955
ACH-000688,-0.38041796916530995
ACH-000693,-0.3162751129084459
ACH-000694,-0.1450378070770927
ACH-000695,-0.07061407533216496
ACH-000696,-0.2773485759280943
ACH-000697,-0.25462106378318383
ACH-000699,-0.20208991452885808
ACH-000701,-0.30508390657325324
ACH-000706,-0.11026178217948733
ACH-000711,-0.1138411920753828
ACH-000713,-0.13285904404093307
ACH-000714,-0.036662928508587767
ACH-000718,-0.27741445444697826
ACH-000720,-0.26496279829333386
ACH-000721,-0.04237540295052264
ACH-000724,-0.11036154991706526
ACH-000725,-0.2312615704447487
ACH-000732,-0.2875252230405813
ACH-000734,0.008257014987573065
ACH-000735,-0.17454323917568698
ACH-000736,-0.03480841383418312
ACH-000738,-0.09081099633160418
ACH-000746,-0.03042128922904112
ACH-000747,-0.017016995243756737
ACH-000748,-0.05464010532098424
ACH-000753,-0.09321409263303912
ACH-000756,-0.17883482014800295
ACH-000757,-0.0048772376936622
ACH-000758,-0.2557241021428697
ACH-000760,-0.13655804315360245
ACH-000762,-0.383839477226288
ACH-000763,-0.3268509280696927
ACH-000764,-0.056031214395838434
ACH-000765,-0.10294246085873687
ACH-000766,-0.002466450023687902
ACH-000767,-0.08511888299953113
ACH-000768,-0.5581322821849899
ACH-000769,-0.15337429149418633
ACH-000770,-0.4273205954223948
ACH-000771,-0.19762293186653954
ACH-000773,-0.11941401839088625
ACH-000776,0.007942311084946897
ACH-000777,-0.7204340638316461
ACH-000778,-0.28331231979792343
