,FANCL (55120)
ACH-000781,-0.009829347723395295
ACH-000782,-0.5550714532385937
ACH-000783,-0.03760800978820545
ACH-000784,-0.15525253555734192
ACH-000785,-0.2807673828325263
ACH-000787,-0.2252548319544382
ACH-000788,-0.24214205560550284
ACH-000791,-0.1768994232112935
ACH-000792,-0.07110099532051377
ACH-000794,-0.3345247997374205
ACH-000796,-0.3447133779318686
ACH-000798,-0.05673129284121544
ACH-000799,-0.21358594498422864
ACH-000800,-0.2117950313929012
ACH-000802,-0.21454121417111086
ACH-000804,-0.29855658259251977
ACH-000805,-0.3031872593112162
ACH-000809,-0.3701841893843827
ACH-000810,-0.2421887122515166
ACH-000811,-0.2720392015624177
ACH-000817,-0.2572303048037331
ACH-000819,-0.10792616575775577
ACH-000820,-0.104365141998517
ACH-000821,-0.2485319348983617
ACH-000822,-0.20021225574021356
ACH-000823,-0.1862256391788354
ACH-000824,-0.026679898449471016
ACH-000827,-0.1911140468537474
ACH-000829,-0.5459320146097603
ACH-000831,0.06693999155021793
ACH-000832,-0.4542816810532208
ACH-000833,-0.11628368213719045
ACH-000834,-0.3490910639066225
ACH-000835,-0.4217389771649258
ACH-000836,-0.14074839108247528
ACH-000837,-0.271377744499101
ACH-000838,-0.1918857310469376
ACH-000839,-0.06024089547538122
ACH-000840,0.023470239461713317
ACH-000841,-0.042527766593948836
ACH-000843,-0.2632076905882861
ACH-000846,-0.17266681327543326
ACH-000847,-0.061749339879592136
ACH-000848,-0.055885777958423116
ACH-000849,-0.2164269230877397
ACH-000851,-0.024220561284279987
ACH-000855,-0.34209741454991194
ACH-000856,-0.2974007212843559
ACH-000858,-0.1984032602161388
ACH-000859,-0.21408197491937767
ACH-000861,-0.2354088853772416
ACH-000862,-0.12991424875288704
ACH-000865,-0.2651525597215247
ACH-000866,-0.0266785235486606
ACH-000867,-0.10587518033170204
ACH-000869,-0.19868891541303552
ACH-000872,-0.15238974476200065
ACH-000873,-0.3724435948018623
ACH-000876,-0.18422543843617672
ACH-000878,-0.1016650545063211
ACH-000880,0.06606679363877062
ACH-000881,-0.2752345191868553
ACH-000882,-0.19269885979623005
ACH-000884,-0.2130574463219099
ACH-000885,-0.0017818692348841195
ACH-000887,-0.2011817944936606
ACH-000889,-0.1323399075534937
ACH-000896,-0.11669102775112852
ACH-000898,-0.0860555154403348
ACH-000900,-0.17096577255848827
ACH-000901,-0.25716400642699244
ACH-000905,-0.20414337224367307
ACH-000906,-0.3525487991725198
ACH-000907,-0.2639741976293397
ACH-000910,-0.12573010972286386
ACH-000911,-0.06937157823556968
ACH-000912,-0.1423254281001595
ACH-000913,0.027419258083833026
ACH-000915,-0.06921300749557455
ACH-000916,-0.00732162905666961
ACH-000917,-0.1499038611635886
ACH-000920,0.19388758371933293
ACH-000921,-0.19926694673940504
ACH-000924,-0.10776551647657176
ACH-000926,-0.0386325132002761
ACH-000928,-0.2662749503659764
ACH-000929,-0.11091382111068428
ACH-000932,-0.07953584015268564
ACH-000935,-0.270964458649798
ACH-000936,-0.13035206592800114
ACH-000937,-0.11004259434252167
ACH-000938,-0.4420666371463596
ACH-000939,-0.12799609250067615
ACH-000941,-0.013911917322133502
ACH-000943,-0.06771102150469017
ACH-000946,-0.5371859445647807
ACH-000947,-0.3131216522857225
ACH-000948,-0.2229461746240785
ACH-000950,-0.15695315091684167
ACH-000953,-0.0382144206928851
ACH-000954,-0.19517475895070907
ACH-000957,-0.11745414214044797
ACH-000958,-0.2340583923335101
ACH-000960,-0.30894373482703025
ACH-000963,-0.1071358864934686
ACH-000968,-0.1874214792925913
ACH-000969,0.045619132379152
ACH-000972,-0.15611025823101168
ACH-000973,-0.17694526821102952
ACH-000974,-0.4940916062440198
ACH-000978,-0.17562849053459031
ACH-000984,-0.2576217112514612
ACH-000986,-0.012791350207864486
ACH-000988,-0.13762688577668955
ACH-000993,-0.2723158653868029
ACH-000994,-0.02528754844329377
ACH-000996,-0.08337793120995797
ACH-001001,-0.3672213095915466
ACH-001020,-0.4401451230886843
ACH-001028,-0.14665357849087896
ACH-001031,-0.17311559479930805
ACH-001038,-0.1497952807463493
ACH-001048,-0.11320488278148827
ACH-001050,-0.061765030014436326
ACH-001053,-0.221283066709947
ACH-001054,-0.1776460362469982
ACH-001061,-0.1090202923600339
ACH-001067,-0.22238896480755774
ACH-001075,-0.11869597674398842
ACH-001096,-0.1426770349269108
ACH-001111,-0.5200407318841254
ACH-001119,-0.3479163587623107
ACH-001128,-0.4054997094488861
ACH-001134,-0.10983885182499008
ACH-001151,-0.2378495049391336
ACH-001163,-0.01328849699138883
ACH-001164,-0.3267509164676177
ACH-001183,-0.24370364640265746
ACH-001192,-0.20575981196913853
ACH-001193,-0.09233297367375078
ACH-001196,-0.0629203397896824
ACH-001197,-0.34064339454759
ACH-001205,-0.21141257384198692
ACH-001211,-0.09863262647807744
ACH-001212,-0.3572009133859214
ACH-001228,-0.11375026362071143
ACH-001232,-0.28320724454564805
ACH-001239,-0.04958665757770316
ACH-001270,-0.14030773438243485
ACH-001274,-0.21803736057748388
ACH-001275,-0.14261201730944298
ACH-001277,-0.08231082355847091
ACH-001278,-0.18130867166686213
ACH-001280,-0.5124636164019754
ACH-001283,-0.09212957135507874
ACH-001289,-0.2105877074842509
ACH-001300,0.09257804816757016
ACH-001301,-0.15109730515379216
ACH-001302,-0.2290565856009248
ACH-001306,-0.2621102743578414
ACH-001318,-0.1618544606335748
ACH-001322,0.06487189776378313
ACH-001328,-0.1407078688319559
ACH-001332,-0.22441507291912688
ACH-001336,-0.25463607832334617
ACH-001346,-0.1640887802338341
ACH-001353,-0.2565514191851993
ACH-001354,-0.17829688268762686
ACH-001367,-0.19753673210673786
ACH-001368,-0.12683414933343454
ACH-001374,-0.3813361188221736
ACH-001377,-0.2558505372969319
ACH-001380,-0.093699654579885
ACH-001391,-0.2097164839237908
ACH-001408,-0.5003077976402828
ACH-001430,-0.08445790488292344
ACH-001431,-0.07241835951202223
ACH-001450,-0.1424681464544708
ACH-001496,0.00010735832437445674
ACH-001500,0.010534879930998598
ACH-001523,-0.3655657642272137
ACH-001532,-0.4982528228143064
ACH-001550,-0.123660599197501
ACH-001552,-0.24360676938986064
ACH-001554,-0.1784502183521113
ACH-001654,-0.3189220408036259
ACH-001735,-0.4551514335112805
ACH-001736,-0.5402832238582054
ACH-001737,-0.3033041716265476
ACH-001740,-0.3799461904272048
ACH-001745,-0.372071554472276
ACH-001765,-0.5214507155608616
