,FYB (2533)
ACH-000004,0.142125279092616
ACH-000005,0.057340955661827564
ACH-000007,0.00031322610301153664
ACH-000009,0.10123130697035586
ACH-000011,0.04131129967578279
ACH-000012,0.2381385940240541
ACH-000013,0.1421791005442929
ACH-000014,0.1138024937383808
ACH-000015,0.2264499263071945
ACH-000017,0.18519880299611194
ACH-000018,0.15590783756715856
ACH-000019,0.11134294627909956
ACH-000021,0.23718459455777904
ACH-000022,0.08278418449722097
ACH-000025,0.01100334461939394
ACH-000028,0.14911053676887334
ACH-000030,0.2414844760321813
ACH-000035,0.006983696237409802
ACH-000036,0.04436297660624467
ACH-000037,0.1924487021040796
ACH-000039,0.2459848082205201
ACH-000040,0.1394733546141927
ACH-000041,0.0918281035331584
ACH-000042,-0.03981213105171585
ACH-000045,0.10858102788263674
ACH-000047,0.2756829717479817
ACH-000052,0.133193252095054
ACH-000053,0.095676126440737
ACH-000054,0.17806108942821708
ACH-000055,0.253941152447813
ACH-000060,0.04489851726551893
ACH-000067,0.06029333093189485
ACH-000070,0.13157493233467446
ACH-000075,0.05610974476115476
ACH-000078,0.16664527821880246
ACH-000082,0.12162650608672472
ACH-000085,0.2984656767756839
ACH-000086,0.13123956821897487
ACH-000087,0.08634611544291845
ACH-000092,0.1406310357252986
ACH-000095,0.018564403788486984
ACH-000097,0.14312939260301746
ACH-000098,0.10907518290523527
ACH-000099,0.16843132544401493
ACH-000108,0.2256862790278344
ACH-000113,-0.043485151482802964
ACH-000116,0.04081938795515451
ACH-000118,0.1153835771488738
ACH-000120,0.2444003321760688
ACH-000123,0.024573620761065427
ACH-000127,0.002285402578044697
ACH-000128,0.10683781612634184
ACH-000132,0.03126593365895433
ACH-000133,0.16697004586607936
ACH-000137,0.2606575506617946
ACH-000138,0.12183964574069953
ACH-000142,0.21613677068045356
ACH-000143,-0.04219460071275515
ACH-000146,0.10466694103659237
ACH-000148,0.08288143031933716
ACH-000150,-0.039515720908907856
ACH-000152,0.07900779446082487
ACH-000153,0.4209332254287325
ACH-000159,0.07174841792071561
ACH-000160,0.2257136632984812
ACH-000163,0.2323516790809506
ACH-000167,0.27623818688114704
ACH-000168,0.23095254353383204
ACH-000169,0.18301008776721772
ACH-000178,0.13800523133392786
ACH-000183,0.21058414173425924
ACH-000188,0.22430737814767868
ACH-000189,0.1441835266615507
ACH-000190,0.1995772974453674
ACH-000198,0.08440837842026437
ACH-000203,0.4747098957114861
ACH-000204,0.01024345129557551
ACH-000206,0.055835855726153336
ACH-000207,0.16689953208320554
ACH-000208,0.2464620330715028
ACH-000210,-0.12350534107137535
ACH-000211,0.14944177586113086
ACH-000215,0.05603382019127544
ACH-000221,0.01633155310411206
ACH-000222,0.1264757215458997
ACH-000223,0.2318767928651888
ACH-000226,0.18994045847957503
ACH-000227,0.15780734412540529
ACH-000228,0.1428633599478348
ACH-000231,0.03128445999327261
ACH-000232,-0.013191470563116179
ACH-000233,0.10512521821200917
ACH-000234,0.03013502309830497
ACH-000235,0.07848844581324291
ACH-000237,0.17001092198658996
ACH-000238,0.17790532061437547
ACH-000242,0.21558514279562332
ACH-000243,0.1392220490624258
ACH-000244,0.020196514361272868
ACH-000246,0.13791170814723108
ACH-000248,0.1215644667556818
ACH-000250,0.14948178551104124
ACH-000251,0.2299019611857014
ACH-000252,0.3208819346212312
ACH-000253,-0.013608953574287805
ACH-000255,0.15549901412687278
ACH-000256,0.04373631646286655
ACH-000257,-0.07225491056698727
ACH-000258,0.06487249752072917
ACH-000259,0.07211257461466772
ACH-000260,0.08361525775582385
ACH-000261,0.044958607120707934
ACH-000262,0.007143705142487508
ACH-000263,0.243644430803833
ACH-000264,0.12934440807963785
ACH-000265,0.012725348101247218
ACH-000266,0.06875052878929447
ACH-000272,0.092516294390492
ACH-000274,0.12720447260804554
ACH-000277,0.09693322063186413
ACH-000278,0.08058126078997792
ACH-000279,-0.040479155217490466
ACH-000280,0.15973566237771247
ACH-000281,0.1465252071005625
ACH-000288,0.1404748101484264
ACH-000291,0.1413376412527328
ACH-000293,0.04434871325200242
ACH-000294,0.14077666381067705
ACH-000295,0.040282685078204525
ACH-000296,0.3873439121878657
ACH-000302,0.08830767143881264
ACH-000304,0.14773212420899526
ACH-000307,0.10443362465539864
ACH-000308,-0.002668349793367821
ACH-000310,0.20344356101177086
ACH-000311,-0.035678544973221045
ACH-000312,0.01981437778159186
ACH-000315,0.15718048582622293
ACH-000316,0.10111697743297887
ACH-000317,0.2458941216992385
ACH-000318,0.3079588598244512
ACH-000319,0.19542690512962616
ACH-000320,-0.04627261129900563
ACH-000322,0.3410124113804228
ACH-000323,0.00693084165719289
ACH-000324,0.03243637453545497
ACH-000329,0.09051125906596284
ACH-000330,0.2443347547885488
ACH-000331,0.12586265650214565
ACH-000332,0.20939286095700654
ACH-000334,0.11946221515163692
ACH-000335,0.19770766188315791
ACH-000336,0.003020258548114321
ACH-000337,-0.018481975218636683
ACH-000338,0.5633479602437954
ACH-000339,0.11214922077322302
ACH-000341,0.09869823186254498
ACH-000348,0.13919135723921625
ACH-000350,0.19602858440144327
ACH-000352,0.08809152482256631
ACH-000356,0.033155942424274304
