,OC90 (729330)
ACH-000004,-0.130304220285195
ACH-000005,0.08088511554694558
ACH-000007,0.01740310094054335
ACH-000009,0.11734609324255227
ACH-000011,0.21009331610163973
ACH-000012,-0.16224404959609534
ACH-000013,0.07710508676395361
ACH-000014,0.2315975828187005
ACH-000015,0.13294437641146173
ACH-000017,-0.009929986806754977
ACH-000018,0.0690959309690161
ACH-000019,0.104865368258265
ACH-000021,0.0853850400157895
ACH-000022,0.06465969332667078
ACH-000025,-0.08082985433845227
ACH-000028,0.15008370664891807
ACH-000030,0.052474341178967786
ACH-000035,-0.08134509883518612
ACH-000036,-0.04477015231858323
ACH-000037,0.0013046217646722634
ACH-000039,0.027702957951269085
ACH-000040,0.0220752084603966
ACH-000041,-0.01882100291523583
ACH-000042,-0.08050918079834242
ACH-000045,0.05173939445419363
ACH-000047,-0.009822687048283178
ACH-000052,0.1295845016278243
ACH-000053,0.0386107377253659
ACH-000054,0.008344409880265807
ACH-000055,-0.1096754977730151
ACH-000060,0.05415887541892888
ACH-000067,0.02189968250511461
ACH-000070,-0.09153805831547096
ACH-000075,0.18969716971612816
ACH-000078,0.2394876790978854
ACH-000082,0.1302505698940689
ACH-000085,-0.08350193543681281
ACH-000086,-0.02847104007072005
ACH-000087,-0.23135638442330345
ACH-000092,-0.17782305274636906
ACH-000095,0.15320939473441994
ACH-000097,0.0015628565997783115
ACH-000098,0.03376092566212217
ACH-000099,0.028857892253890467
ACH-000108,-0.0040239925978617285
ACH-000113,0.013695701474888472
ACH-000116,0.06326855787325099
ACH-000118,-0.08772405981212078
ACH-000120,0.14353093658005264
ACH-000123,0.023661496642105363
ACH-000127,-0.01032247525933708
ACH-000128,-0.0338786570536975
ACH-000132,0.14266165904516714
ACH-000133,0.0484379373899717
ACH-000137,0.1457384857805504
ACH-000138,0.020297851162804702
ACH-000142,0.02577288825121897
ACH-000143,-0.06315298698192688
ACH-000146,0.015746938990888634
ACH-000148,0.09252031446541263
ACH-000150,-0.23639983229958295
ACH-000152,0.016122912978744724
ACH-000153,0.07541899481693183
ACH-000159,0.11435244840291955
ACH-000160,0.00035017687369545984
ACH-000163,-0.003580327628107769
ACH-000167,0.06497708467930698
ACH-000168,0.04957282240949982
ACH-000169,0.09902402573642466
ACH-000178,0.12787402528633468
ACH-000183,0.09272677768126676
ACH-000188,0.13123202374050288
ACH-000189,0.13282725177503135
ACH-000190,-0.12657406030028984
ACH-000198,0.04246033844605139
ACH-000203,-0.24164606543571415
ACH-000204,0.015407042173340706
ACH-000206,-0.0031918867330365955
ACH-000207,0.13647139609874775
ACH-000208,0.13333600017033465
ACH-000210,-0.08824287637019149
ACH-000211,0.05148455881736644
ACH-000215,0.012628387975161191
ACH-000221,0.0631276239640317
ACH-000222,-0.0911334099355088
ACH-000223,0.009790996005464368
ACH-000226,0.029739291441968425
ACH-000227,0.09297985407191392
ACH-000228,0.015066874041733796
ACH-000231,-0.00919416184929743
ACH-000232,0.021170388863145064
ACH-000233,0.08931942250657812
ACH-000234,0.18644651946526095
ACH-000235,0.01250553992224012
ACH-000237,-0.12661464185774185
ACH-000238,-0.04267990778603778
ACH-000242,-0.035225000309483376
ACH-000243,0.02677252246950974
ACH-000244,0.045905985284988515
ACH-000246,-0.004172593349280441
ACH-000248,0.027619022096315508
ACH-000250,-0.038004049744321665
ACH-000251,0.17153068346198966
ACH-000252,-0.007722172209558003
ACH-000253,0.03140699473594195
ACH-000255,0.12422633048185015
ACH-000256,0.050369468172682334
ACH-000257,-0.008254426764210688
ACH-000258,-0.005034310740497728
ACH-000259,-0.03673772760227829
ACH-000260,0.20505101589660807
ACH-000261,-0.020541954071750367
ACH-000262,0.09264169543106336
ACH-000263,-0.004070503974692408
ACH-000264,0.0659416427464114
ACH-000265,0.014235215835256441
ACH-000266,0.032528815762928695
ACH-000272,0.08292242070497136
ACH-000274,0.000618641550757024
ACH-000277,0.15048930974083444
ACH-000278,-0.08052708062816845
ACH-000279,0.05118547886441139
ACH-000280,-0.05145799528778087
ACH-000281,0.10110164363631896
ACH-000288,0.2086083837680378
ACH-000291,-0.060521645638228275
ACH-000293,0.14081296135526164
ACH-000294,0.06562416035670553
ACH-000295,0.10328852921610504
ACH-000296,-0.07529426321175199
ACH-000302,0.050150217510125834
ACH-000304,0.1709212462775223
ACH-000307,0.014409527075115416
ACH-000308,0.0973711816710108
ACH-000310,0.08017035883969552
ACH-000311,0.0748759672553657
ACH-000312,0.025422387743788532
ACH-000315,0.16025848112245106
ACH-000316,0.0
ACH-000317,0.09896848697301508
ACH-000318,-0.027662026861638343
ACH-000319,0.15336131065095024
ACH-000320,0.09931095983903657
ACH-000322,-0.4247625183361368
ACH-000323,0.029414124685501118
ACH-000324,0.08598398835303965
ACH-000329,0.02109856203195945
ACH-000330,-0.04152860593214843
ACH-000331,-0.06816813354748677
ACH-000332,0.08076536226426513
ACH-000334,-0.04819905669888397
ACH-000335,-0.006133356365338271
ACH-000336,-0.18777888570996254
ACH-000337,-0.2271983665409614
ACH-000338,0.4031670860831097
ACH-000339,0.02891343529373517
ACH-000341,0.15170102382826106
ACH-000348,-0.0019355130773597879
ACH-000350,0.11157329761312464
