,CNFN (84518)
ACH-000004,0.0010335979204591735
ACH-000005,-0.05658199311852544
ACH-000007,0.02230216785558931
ACH-000009,0.06907289973802791
ACH-000011,0.030065530346496363
ACH-000012,-0.036206194109128835
ACH-000013,-0.12063992465786234
ACH-000014,0.07993979414156675
ACH-000015,-0.017200452068705466
ACH-000017,0.12163215852454355
ACH-000018,0.042601688932887814
ACH-000019,-0.09774945411206452
ACH-000021,-0.06261386351334036
ACH-000022,-0.0002673687137878268
ACH-000025,0.07462829529783048
ACH-000028,-0.078200070274295
ACH-000030,0.025029256291752167
ACH-000035,0.11389454169987613
ACH-000036,-0.01620492988479079
ACH-000037,0.11932761516152512
ACH-000039,0.24506536872520235
ACH-000040,0.10017835042443944
ACH-000041,-0.0228897328481225
ACH-000042,0.02162290056372008
ACH-000045,0.09271476910610496
ACH-000047,-0.05970899679666297
ACH-000052,0.043097752734310914
ACH-000053,0.010391005241550543
ACH-000054,0.05560808952884354
ACH-000055,0.1248506253928416
ACH-000060,0.11857917413164447
ACH-000067,0.052783215638367416
ACH-000070,-0.09322519214294672
ACH-000075,-0.0871728100157734
ACH-000078,-0.05311581523920047
ACH-000082,0.009227189323048323
ACH-000085,0.13073040341373954
ACH-000086,-0.09964696450745393
ACH-000087,-0.02477470260237281
ACH-000092,-0.01915593344719154
ACH-000095,0.0397826646836098
ACH-000097,0.008520450141792377
ACH-000098,0.027975097862703097
ACH-000099,0.07311796837320776
ACH-000108,-0.09277659915575427
ACH-000113,0.1116606552960504
ACH-000116,0.024554065811349432
ACH-000118,0.03519955268117176
ACH-000120,0.03095711393223365
ACH-000123,-0.08882604030988236
ACH-000127,0.0802283439631509
ACH-000128,0.059441848557963514
ACH-000132,0.061611209365978026
ACH-000133,0.0173096314068943
ACH-000137,-0.060114077446332286
ACH-000138,-0.0485056596678421
ACH-000142,-0.034150447029881716
ACH-000143,0.003419278840529811
ACH-000146,-0.0034065120432436105
ACH-000148,0.013778713956954172
ACH-000150,0.04670056913918416
ACH-000152,0.03363446418634793
ACH-000153,0.1183031169070953
ACH-000159,0.0077679130926328705
ACH-000160,0.06971052185824471
ACH-000163,0.15124980483748104
ACH-000167,0.4073311105330966
ACH-000168,0.08738737213028197
ACH-000169,0.07647863862814065
ACH-000178,-0.002746161016688872
ACH-000183,-0.06258077614640893
ACH-000188,0.059490133086079006
ACH-000189,0.006732886041773097
ACH-000190,0.00559706552683702
ACH-000198,0.20964734705848084
ACH-000203,0.2629103870595056
ACH-000204,0.020803579579219453
ACH-000206,0.09060447045748513
ACH-000207,-0.039472648292499295
ACH-000208,-0.0689413460794331
ACH-000210,-0.03938466324404902
ACH-000211,0.05128318204465624
ACH-000215,-0.020038730969751662
ACH-000221,-0.1194586011268981
ACH-000222,0.16891903589486754
ACH-000223,0.0432312589918737
ACH-000226,-0.02031590177487057
ACH-000227,0.06682712480971023
ACH-000228,0.08335123369536468
ACH-000231,0.06520352763834614
ACH-000232,0.15835404291791336
ACH-000233,0.0440798881916435
ACH-000234,-0.008469009852213463
ACH-000235,0.03560226245529486
ACH-000237,0.026238721301430804
ACH-000238,0.13103333566512618
ACH-000242,0.03363752013404126
ACH-000243,0.12330288941894894
ACH-000244,0.1181133035265894
ACH-000246,-0.02827947351554572
ACH-000248,0.13649329243779834
ACH-000250,0.03152533061513612
ACH-000251,0.04515084040687622
ACH-000252,-0.12196013547119752
ACH-000253,0.03627199339093472
ACH-000255,0.004175572741596427
ACH-000256,-0.17529136234532136
ACH-000257,0.07254361762091269
ACH-000258,0.07185890387782967
ACH-000259,0.07785377701643711
ACH-000260,-0.010343925689563284
ACH-000261,0.04111201399698812
ACH-000262,-0.0595678070278213
ACH-000263,-0.033733539320028386
ACH-000264,0.07192660831303375
ACH-000265,0.02968004206626468
ACH-000266,-0.036229983694720566
ACH-000272,0.09364765267637648
ACH-000274,0.12911931665985962
ACH-000277,0.01275893567031196
ACH-000278,0.07525047230368671
ACH-000279,0.08356220654689063
ACH-000280,-0.019000292930770973
ACH-000281,0.12117154746399166
ACH-000288,0.1804415439921269
ACH-000291,0.012635017645330366
ACH-000293,0.028795490582826044
ACH-000294,0.08695657031598991
ACH-000295,-0.006282665734975123
ACH-000296,0.1993795916348384
ACH-000302,-0.11144231863454146
ACH-000304,0.052487564956450336
ACH-000307,0.17297192367675365
ACH-000308,-0.045861633547733
ACH-000310,0.05434171030458847
ACH-000311,0.06911476355161097
ACH-000312,0.08748564409628375
ACH-000315,-0.13664525852882248
ACH-000316,0.2621193595477345
ACH-000317,0.2714186243985122
ACH-000318,0.0272593912993165
ACH-000319,-0.011139103774425849
ACH-000320,0.09440076838987232
ACH-000322,0.1744745081650573
ACH-000323,0.04255909772012398
ACH-000324,0.05354990088640338
ACH-000329,0.023861771506313408
ACH-000330,0.13522746950573622
ACH-000331,-0.02419252883634784
ACH-000332,0.04391268167271625
ACH-000334,-0.11839059775156174
ACH-000335,-0.01268146237800392
ACH-000336,0.15941594588601146
ACH-000337,0.011644212480717907
ACH-000338,-0.0858314820859575
ACH-000339,-0.024012188480747144
ACH-000341,0.013568899080473585
ACH-000348,0.04028512470495843
ACH-000350,0.04547195175626082
ACH-000352,0.04027781670989774
ACH-000356,-0.10415468976062346
ACH-000361,0.07822723463377901
ACH-000362,0.12029562223581132
ACH-000363,-0.032564392792775614
ACH-000364,-0.0811872372859596
ACH-000365,0.01776752055703834
ACH-000366,-0.02883728112831285
ACH-000368,0.015380487337947757
ACH-000374,0.1781890396417181
ACH-000375,-0.015541702256433013
ACH-000376,0.1491453139786151
ACH-000381,0.05911446601408495
ACH-000383,0.05311763631542697
ACH-000387,0.15754149963274988
ACH-000389,0.008334478257497637
