,PITPNM2 (57605)
ACH-000004,-0.2378039142319062
ACH-000005,0.17471502511958995
ACH-000007,-0.0033549896109601658
ACH-000009,-0.044439857519451
ACH-000011,0.044260483939138485
ACH-000012,-0.054071254040227015
ACH-000013,-0.04766631468385861
ACH-000014,-0.08474996836679265
ACH-000015,-0.07298424919859775
ACH-000017,-0.02396804864420935
ACH-000018,-0.1667581203949468
ACH-000019,-0.02648500830397775
ACH-000021,-0.27939940737896657
ACH-000022,-0.01772094046676057
ACH-000025,-0.07642128050377603
ACH-000028,0.00867107566784411
ACH-000030,-0.06315511698455896
ACH-000035,-0.048743342414282284
ACH-000036,0.20303187461705444
ACH-000037,-0.10214601688613176
ACH-000039,-0.07115274335801433
ACH-000040,-0.19240712669941515
ACH-000041,-0.0956000164407491
ACH-000042,-0.10720637061098742
ACH-000045,-0.17081700766511476
ACH-000047,-0.05571085498065162
ACH-000052,-0.10278232226867974
ACH-000053,-0.0715404234887246
ACH-000054,0.002006428766765693
ACH-000055,-0.08625751420177784
ACH-000060,-0.09166463613262213
ACH-000067,-0.038856251368463365
ACH-000070,-0.0030487403210387987
ACH-000075,-0.12539043512056075
ACH-000078,-0.01983800260844419
ACH-000082,-0.04089775429376093
ACH-000085,0.004849142450360957
ACH-000086,-0.02896173179458865
ACH-000087,0.041128412889935566
ACH-000092,-0.04974834654024258
ACH-000095,-0.03511421704291247
ACH-000097,0.013761186763379256
ACH-000098,0.057210056662675125
ACH-000099,-0.02392242701397122
ACH-000108,-0.08256432833107487
ACH-000113,0.03804152203803257
ACH-000116,-0.004672264316273581
ACH-000118,-0.17118044256722093
ACH-000120,-0.0005938683221844254
ACH-000123,-0.0030390104276243773
ACH-000127,-0.09778888338858857
ACH-000128,-0.16042963886320735
ACH-000132,-0.03219584920051896
ACH-000133,-0.003732606629908532
ACH-000137,-0.00047249941053205565
ACH-000138,-0.07829629314693377
ACH-000142,-0.1031262540795822
ACH-000143,-0.03718954087320587
ACH-000146,-0.09066511613800388
ACH-000148,0.0024538193181857983
ACH-000150,-0.1944168059836805
ACH-000152,-0.07936763038731873
ACH-000153,-0.10513153977308423
ACH-000159,0.043796814121827315
ACH-000160,-0.09788295062474743
ACH-000163,-0.19736106617870064
ACH-000167,0.15224668783647946
ACH-000168,-0.0567300661427977
ACH-000169,-0.14735973507965258
ACH-000178,-0.09699635497306854
ACH-000183,-0.1986697710490849
ACH-000188,-0.06508469439539058
ACH-000189,-0.17183103724463508
ACH-000190,-0.03690849981094118
ACH-000198,-0.19911676247489712
ACH-000203,-0.1750328824940383
ACH-000204,0.012812044716770544
ACH-000206,0.0981622566527296
ACH-000207,-0.0001224087375988736
ACH-000208,-0.2686267957616427
ACH-000210,0.034082180608132145
ACH-000211,-0.058737791957233165
ACH-000215,-0.06132841095523455
ACH-000221,0.053444781349067036
ACH-000222,-0.12780553850373208
ACH-000223,0.06019470409385256
ACH-000226,-0.01128388522420225
ACH-000227,-0.11663786863240888
ACH-000228,0.04575854155835343
ACH-000231,-0.07312078461904717
ACH-000232,-0.07194766131144115
ACH-000233,-0.11465869400117505
ACH-000234,-0.07365804063543564
ACH-000235,-0.05417921275688077
ACH-000237,-0.04514828805266954
ACH-000238,-0.0026702919698135567
ACH-000242,-0.048769808582315013
ACH-000243,0.018644976989405825
ACH-000244,-0.0009906822597940189
ACH-000246,-0.03906439751124555
ACH-000248,0.0118980064856724
ACH-000250,-0.047097783337660966
ACH-000251,-0.07985706260805152
ACH-000252,-0.04992778727487627
ACH-000253,-0.012463387051550302
ACH-000255,0.01025531599032109
ACH-000256,0.026267910997550718
ACH-000257,-0.0386937548504972
ACH-000258,-0.2354408667055125
ACH-000259,0.0020124091119752847
ACH-000260,-0.10188769064859886
ACH-000261,-0.06576681614464074
ACH-000262,-0.2929259196603081
ACH-000263,-0.2874714749857055
ACH-000264,-0.038854814002171625
ACH-000265,-0.11265303022815287
ACH-000266,-0.05618613632656143
ACH-000272,-0.021174043767734543
ACH-000274,-0.01850439788599552
ACH-000277,-0.17756660208022915
ACH-000278,-0.035208495817145184
ACH-000279,-0.15425196010913012
ACH-000280,-0.07694229810261949
ACH-000281,-0.2447125472303124
ACH-000288,-0.09218795421884476
ACH-000291,0.002167199663822453
ACH-000293,0.0005563402207147803
ACH-000294,-0.151590511647386
ACH-000295,-0.372145346034647
ACH-000296,-0.04201196050715977
ACH-000302,0.03594860528954318
ACH-000304,-0.018902092087104017
ACH-000307,-0.043802173276223495
ACH-000308,-0.05970147318086195
ACH-000310,-0.0709260278094012
ACH-000311,0.01600822967887433
ACH-000312,-0.06159978140952591
ACH-000315,-0.07408391309619816
ACH-000316,-0.07160223446959536
ACH-000317,-0.09330105990256017
ACH-000318,-0.11139002261235023
ACH-000319,-0.015373249939988802
ACH-000320,-0.09694923711110963
ACH-000322,-0.07594317953375608
ACH-000323,-0.11789347338140288
ACH-000324,-0.0322947792836666
ACH-000329,-0.19312500689251488
ACH-000330,-0.06065107854811674
ACH-000331,-0.10193789072448968
ACH-000332,-0.08638380517930679
ACH-000334,-0.045057023778141504
ACH-000335,-0.16118997690840198
ACH-000336,0.01304931008739168
ACH-000337,-0.1692204531964635
ACH-000338,-0.4817688123062551
ACH-000339,-0.036853782667586654
ACH-000341,-0.006944452701140406
ACH-000348,-0.1357604324083147
ACH-000350,-0.13645462631300367
ACH-000352,-0.03576066123404018
ACH-000356,-0.24952738556021525
ACH-000361,0.052521494971835316
ACH-000362,-0.2692274217199728
ACH-000363,-0.16328295007295054
ACH-000364,0.014773362766108841
ACH-000365,-0.1221681429848992
ACH-000366,-0.13736417029825532
ACH-000368,-0.15882019190876046
ACH-000374,-0.023161972439559843
ACH-000375,-0.02241223024700989
ACH-000376,-0.010121284033538623
ACH-000381,-0.1739362058092443
ACH-000383,-0.053508879282308616
ACH-000387,0.09274606559709887
ACH-000389,-0.07236371208374784
ACH-000390,0.012194214162281523
ACH-000393,-0.07010547807431701
ACH-000395,-0.06672380963753012
ACH-000396,0.057126552072659875
ACH-000397,-0.012596998105069444
ACH-000401,-0.13790771325585335
ACH-000402,-0.12678604523856807
ACH-000403,-0.029286974996887313
ACH-000404,0.03323613615988648
ACH-000406,-0.0526429814878879
ACH-000407,-0.015791358054192555
ACH-000408,-0.04574914801729495
ACH-000410,-0.14140415497213288
ACH-000411,-0.028603244433778006
ACH-000414,0.005380306464020256
ACH-000415,-0.009225097166268242
ACH-000416,-0.03932271488160645
ACH-000420,-0.09945683489651996
ACH-000421,-0.10777425870382512
ACH-000424,0.20364750716138266
ACH-000425,0.038301794697604655
ACH-000426,-0.08613957352793182
ACH-000427,-0.010128111647070448
ACH-000433,-0.06736096120175081
ACH-000435,-0.14185751176229186
ACH-000436,-0.13832654046541362
ACH-000444,-0.06592073462495968
ACH-000445,-0.050587168462424364
ACH-000448,-0.0159421973571494
ACH-000450,-0.12613455088481246
ACH-000452,-0.14298101325420118
ACH-000454,-0.16116676016509499
ACH-000458,-0.04687672515257819
ACH-000459,0.11611633066234035
ACH-000460,0.05361031453781804
ACH-000461,-0.05296800297976547
ACH-000463,0.07227652721378637
ACH-000464,-0.2494742431209745
ACH-000466,0.011411116836498258
ACH-000467,-0.00036428146738600353
ACH-000468,-0.22888473364750506
ACH-000469,-0.05697787357205224
ACH-000470,-0.1313560020836164
ACH-000471,-0.020546440708396813
ACH-000472,-0.014756207914611463
ACH-000473,-0.10372839336100667
ACH-000475,0.03658659735801836
ACH-000476,-0.04038505659352852
ACH-000477,-0.16585733780804002
ACH-000479,-0.049916098620762135
ACH-000480,-0.12964106848093093
ACH-000481,-0.10629384012801983
ACH-000483,-0.073056571498082
ACH-000484,-0.03522021832468319
ACH-000485,-0.41910003757240905
ACH-000486,-0.053688199515812204
ACH-000487,-0.2271096779581024
ACH-000488,-0.10710936210808696
ACH-000490,-0.0716741218715666
ACH-000491,-0.10061172750374163
ACH-000495,-0.08882186758133777
ACH-000496,-0.042573969895589966
ACH-000499,0.06831151414792655
ACH-000500,-0.16678415571410704
ACH-000502,-0.05835371072652984
ACH-000503,0.2055112351379952
ACH-000505,0.006403907389373778
ACH-000507,-0.019715037114638474
ACH-000510,-0.04803330684122835
ACH-000511,-0.10047750599245286
ACH-000512,0.01997717046529869
ACH-000516,-0.09863407441115367
ACH-000517,-0.08285881783421414
ACH-000518,0.006752934844017157
ACH-000520,-0.09123957129734976
ACH-000521,0.11354053605567635
ACH-000522,0.0936849379167341
ACH-000524,-0.0738760866290935
ACH-000527,-0.06732717461824259
ACH-000528,-0.09127209969537066
ACH-000537,-0.03859725677902806
ACH-000541,-0.2775619401377339
ACH-000542,-0.026033811962239646
ACH-000544,0.13122877504798092
ACH-000545,-0.0925252220325113
ACH-000547,0.07391246423787251
ACH-000548,-0.00857019708020063
ACH-000549,-0.04978206060844955
ACH-000550,-0.13833424837337124
ACH-000552,-0.1903793220765372
ACH-000556,-0.019184346719999624
ACH-000557,-0.038580515459130715
ACH-000569,-0.0737402009056113
ACH-000570,-0.07186338683599408
ACH-000571,-0.05544435284853677
ACH-000573,-0.05402797704121114
ACH-000576,-0.104290502030263
