,IFI44L (10964)
ACH-000242,-0.10505645084603338
ACH-000243,-0.035929765129445915
ACH-000244,-0.10510361721509803
ACH-000246,-0.09046760276345896
ACH-000248,-0.07549482993056973
ACH-000250,-0.14601662744438915
ACH-000251,-0.39244605508825803
ACH-000252,0.13604146809023987
ACH-000253,-0.1068425028703133
ACH-000255,-0.08496195363779907
ACH-000256,-0.10197013271045044
ACH-000257,-0.1556809258217308
ACH-000258,-0.014667732054557287
ACH-000259,-0.10628314392464867
ACH-000260,-0.11114167507284096
ACH-000261,-0.060814889140618965
ACH-000262,-0.3095247503271805
ACH-000263,-0.0601040909192294
ACH-000264,-0.1301192873112961
ACH-000265,-0.15829045081636636
ACH-000266,-0.06930085197988503
ACH-000272,-0.15109751852748884
ACH-000274,-0.14281842561250965
ACH-000277,-0.09994222516246076
ACH-000278,-0.14615935362145593
ACH-000279,-0.2348975319551032
ACH-000280,-0.018560684586349668
ACH-000281,0.02057416145636909
ACH-000288,-0.24740134956932786
ACH-000291,-0.12985581063429175
ACH-000293,-0.07365019762178668
ACH-000294,-0.18717430577959998
ACH-000295,-0.21670680026725586
ACH-000296,-0.27955118815782704
ACH-000302,-0.2340846898206125
ACH-000304,-0.03128155856363354
ACH-000307,-0.15751790231812024
ACH-000308,-0.09406375210013923
ACH-000310,-0.2885857039711457
ACH-000311,-0.12165097846953785
ACH-000312,-0.059343065633510585
ACH-000315,-0.09860493621979093
ACH-000316,-0.0634293866037407
ACH-000317,-0.0174529860155598
ACH-000318,0.002209300355211459
ACH-000319,-0.1947813125443341
ACH-000320,0.02361678744599755
ACH-000322,-0.05419095861536755
ACH-000323,-0.2194116567937369
ACH-000324,-0.142272942547057
ACH-000329,-0.15612933367504014
ACH-000330,-0.17611708584469513
ACH-000331,-0.2065972270863639
ACH-000332,-0.04546416086336898
ACH-000334,-0.10722254616850288
ACH-000335,-0.08887356927341199
ACH-000336,-0.14560765329493344
ACH-000337,0.07946135691942761
ACH-000338,-0.0935266541563022
ACH-000339,-0.11034245780988383
ACH-000341,-0.069060152336432
ACH-000348,-0.14279494609858165
ACH-000350,-0.04199709782667306
ACH-000352,0.0166605435581443
ACH-000356,-0.3587467025271017
ACH-000361,-0.14919128466089931
ACH-000362,-0.052382688528818035
ACH-000363,-0.07298093153496908
ACH-000364,0.003157844811004837
ACH-000365,-0.1384593324659233
ACH-000366,-0.1999084127744904
ACH-000368,-0.15379961688591332
ACH-000374,-0.2811609965814021
ACH-000375,-0.003858558129524357
ACH-000376,-0.069060317136318
ACH-000381,0.0009013094147148217
ACH-000383,-0.16659607085671854
ACH-000387,-0.09355919762170886
ACH-000389,-0.03763384337721122
ACH-000390,-0.08276335310911624
ACH-000393,-0.04828603108889595
ACH-000395,-0.1655833506915817
ACH-000396,-0.11541688834058428
ACH-000397,-0.05749641978863945
ACH-000401,-0.08281925484684505
ACH-000402,-0.23142361887969576
ACH-000403,-0.059313494026084164
ACH-000404,0.3004389560159391
ACH-000406,-0.0920516811053394
ACH-000407,-0.15129920711476055
ACH-000408,-0.22581994490647764
ACH-000410,-0.14486951510271184
ACH-000411,-0.18207051958706125
ACH-000414,-0.006908284691439878
ACH-000415,-0.13524156950659355
ACH-000416,-0.06259944113548821
ACH-000420,-0.09488045774201874
ACH-000421,-0.09305534905603198
ACH-000424,0.0037934181503898297
ACH-000425,-0.00697779138077434
ACH-000426,-0.06926517590119219
ACH-000427,-0.23320128751036254
ACH-000433,0.027175219035098862
ACH-000435,-0.042811275641561036
ACH-000436,-0.03673602142536933
ACH-000444,-0.011247542389769794
ACH-000445,-0.0042966984821606186
ACH-000448,-0.06851160956951383
ACH-000450,0.05173592645220978
ACH-000452,-0.1346103805466941
ACH-000454,-0.09912702673544167
ACH-000458,-0.11758694508403275
ACH-000459,0.10846187097073733
ACH-000460,-0.15868400892341242
ACH-000461,-0.034486114901411916
ACH-000463,-0.12962752434166724
ACH-000464,-0.0986983761228346
ACH-000466,-0.01056705184864115
ACH-000467,-0.045681042244866917
ACH-000468,-0.07681680349731299
ACH-000469,-0.16725964227204068
ACH-000470,-0.18827492669609397
ACH-000471,-0.032805245599034964
ACH-000472,-0.10567132660376337
ACH-000473,-0.008990831242749929
ACH-000475,-0.12705509476616547
ACH-000476,-0.1057215398392551
ACH-000477,-0.008599362469221366
ACH-000479,-0.3299124285081954
ACH-000480,-0.04528790135776037
ACH-000481,-0.15768027623206154
ACH-000483,-0.12565555577385795
ACH-000484,-0.14130712376831012
ACH-000485,0.041066415222508534
ACH-000486,-0.1250272899367922
ACH-000487,-0.04080963670271138
ACH-000488,-0.0518600199340348
ACH-000490,-0.025896664325131408
ACH-000491,-0.2421276997966415
ACH-000495,-0.16610446729801084
ACH-000496,-0.17700196608395755
ACH-000499,-0.10355183582290513
ACH-000500,-0.20213003464273527
ACH-000502,-0.04677557642468003
ACH-000503,-0.14196587188182969
ACH-000505,-0.10749572949756056
ACH-000507,-0.11926741963551933
ACH-000510,-0.102071203420582
ACH-000511,-0.12081580490400168
ACH-000512,-0.025602470419447056
ACH-000516,-0.04939180142339997
ACH-000517,-0.1184842905204969
ACH-000518,0.03246294792301186
ACH-000520,-0.13980633906655462
ACH-000521,-0.10482705203218612
ACH-000522,-0.2574664827664729
ACH-000524,-0.07806475731021137
ACH-000527,-0.10575460740006136
ACH-000528,-0.12924718644371014
ACH-000537,-0.040718656651607565
ACH-000541,-0.19167303838907115
ACH-000542,-0.13850889580009404
ACH-000544,-0.16144775932581348
ACH-000545,-0.21468646458343646
ACH-000547,0.07252631080811661
ACH-000548,0.011350071167731434
ACH-000549,-0.04723359598630838
ACH-000550,-0.3168967396098624
ACH-000552,-0.0991587716213288
ACH-000556,-0.15811816247308325
ACH-000557,-0.09053662801356452
ACH-000569,-0.061891252465042124
ACH-000570,-0.023143814310462186
ACH-000571,-0.25948803561043443
ACH-000573,-0.1572259992256416
ACH-000576,-0.12360971327369365
ACH-000579,-0.025170971425186886
ACH-000580,0.014428304842116987
ACH-000584,-0.02371792813350649
ACH-000585,-0.13755794668118534
ACH-000588,-0.06776691963954871
ACH-000589,-0.040886578324064365
ACH-000591,-0.21641763374359846
ACH-000593,-0.15080293686805218
ACH-000600,-0.13237309824820806
ACH-000601,-0.07657509263112229
ACH-000605,-0.18677251735340036
ACH-000606,-0.16129971861352654
ACH-000608,-0.14455010057742368
ACH-000614,-0.05858686159433834
ACH-000616,-0.05303439521173487
ACH-000618,-0.0619036190882649
ACH-000619,-0.015131844988484374
ACH-000620,-0.2739365315359891
ACH-000621,-0.14684498902579834
ACH-000622,-0.1621646441461775
ACH-000623,-0.2084349785308493
ACH-000624,-0.13941927882584815
ACH-000627,-0.19150861436030928
ACH-000630,-0.2414724164991014
ACH-000631,0.06734756080684186
ACH-000632,-0.1316561214602885
ACH-000633,-0.15870501132300308
ACH-000637,0.0025154049691576328
ACH-000638,-0.1248419554819559
ACH-000646,0.014472673990279732
ACH-000647,-0.06451808065559671
ACH-000648,-0.09663714830142783
ACH-000649,-0.09520857646013524
ACH-000651,-0.17367159784867064
ACH-000652,-0.11680972560003143
ACH-000653,-0.07863139392542713
ACH-000657,-0.18835513976211496
ACH-000658,-0.13896624511370326
ACH-000661,-0.013217236244508296
ACH-000662,-0.06628137646175652
ACH-000663,-0.1701412546476423
ACH-000665,-0.1325426761000532
ACH-000671,-0.0717936020134065
ACH-000672,-0.14189600776740918
ACH-000673,-0.16974845150810347
ACH-000676,-0.027621559149888453
ACH-000677,-0.2866039423501988
ACH-000681,-0.11858529858506743
ACH-000683,-0.20585405133148066
ACH-000684,-0.034064426577770986
ACH-000688,-0.12006598731364547
ACH-000693,-0.16521234113987912
ACH-000694,-0.10989077857852338
ACH-000695,0.014636068595587566
ACH-000696,-0.09346370051107436
ACH-000697,-0.3018152868961044
ACH-000699,-0.14575262236483338
ACH-000701,-0.08602501765043974
ACH-000706,-0.10605126462690123
ACH-000711,-0.17568732259723815
ACH-000713,-0.27432900555075257
ACH-000714,-0.0222463518131064
ACH-000718,-0.1821731009657247
ACH-000720,-0.11395211241958388
ACH-000721,-0.13403347059683135
ACH-000724,0.033243048516460434
ACH-000725,-0.030871090037076058
ACH-000732,-0.18452617511476693
ACH-000734,-0.20274036607898507
ACH-000735,-0.12592566248141188
ACH-000736,-0.07665628960044006
ACH-000738,-0.04588395967572968
ACH-000746,-0.047450940777491984
ACH-000747,-0.11612604689876893
ACH-000748,-0.13596684011659832
ACH-000753,-0.1228266499237929
ACH-000756,-0.12037944794203875
ACH-000757,-0.1769575156812238
ACH-000758,-0.1355444332135779
ACH-000760,-0.1402391940855467
ACH-000762,-0.1635116679461654
ACH-000763,-0.15133254791375952
ACH-000764,-0.13758195691147104
ACH-000765,-0.20994762608171735
ACH-000766,-0.0986296078741032
ACH-000767,-0.1249742192149892
ACH-000768,-0.08593671178549167
ACH-000769,-0.20896298433579394
ACH-000770,-0.15919106278366202
ACH-000771,-0.15477726416945545
ACH-000773,-0.09726797595008163
ACH-000776,-0.03506172053453334
ACH-000777,-0.14896640543016415
ACH-000778,-0.204059103423006
ACH-000781,-0.08530007961175254
ACH-000782,-0.1958425401599924
ACH-000783,-0.1741947152731921
ACH-000784,-0.13536125419856784
ACH-000785,-0.1909291041508336
ACH-000787,-0.0875501557854292
ACH-000788,-0.1244116097073607
ACH-000791,-0.15823306900464246
ACH-000792,-0.04505010565485365
ACH-000794,-0.2843090253513794
ACH-000796,-0.05470072933550085
ACH-000798,-0.11761737031903947
ACH-000799,-0.2346404707095578
ACH-000800,-0.34510649699418944
ACH-000802,-0.08136730892132878
ACH-000804,-0.1423057341144523
ACH-000805,0.12369150744330447
ACH-000809,-0.0016157340065954466
ACH-000810,-0.2028297352282731
ACH-000811,-0.1409330703745591
ACH-000817,-0.13732463632259154
ACH-000819,-0.09817582887937656
ACH-000820,-0.014796684263799204
ACH-000821,-0.1822374358866285
ACH-000822,-0.03852145431423567
ACH-000823,-0.06596511250163382
ACH-000824,-0.1769644978100011
ACH-000827,-0.1381332067209553
ACH-000829,-0.11651491085971015
ACH-000831,-0.13769606477199414
ACH-000832,-0.10540376753492417
ACH-000833,-0.14343666296695387
ACH-000834,-0.134862996609052
ACH-000835,-0.1028985903245462
ACH-000836,-0.06869020073219205
ACH-000837,-0.21003075899141685
ACH-000838,-0.2866053207131691
ACH-000839,-0.04972531358354328
ACH-000840,-0.18530314435855208
ACH-000841,-0.011160613037490372
ACH-000843,-0.039077293947963776
ACH-000846,-0.22056518429081132
ACH-000847,-0.20007438824342214
ACH-000848,-0.14138393013074793
ACH-000849,-0.12447542525317425
ACH-000851,-0.3554985486031996
ACH-000855,-0.2667320769309157
ACH-000856,-0.10164568830644698
ACH-000858,-0.2273017882006736
ACH-000859,-0.12972897226633653
ACH-000861,-0.050893818499817965
ACH-000862,-0.05261529099562121
ACH-000865,-0.10818773156949997
ACH-000866,-0.18124782797730807
ACH-000867,-0.09228505357021204
ACH-000869,-0.22264970666143202
ACH-000872,-0.2035746466391669
ACH-000873,-0.24972774256065006
ACH-000876,-0.12492374334548155
ACH-000878,0.013360242124030442
ACH-000880,-0.0932507830171674
ACH-000881,-0.13564482779242415
ACH-000882,-0.1464161683878177
ACH-000884,-0.15615285911662394
ACH-000885,-0.07056748651132523
ACH-000887,-0.17492608453501768
ACH-000889,-0.11811153600878113
ACH-000896,-0.1600736686769605
ACH-000898,-0.2212220093661437
ACH-000900,-0.00011930439523018804
ACH-000901,-0.20487944541762776
ACH-000905,-0.10775443290169068
ACH-000906,-0.18024073241300675
ACH-000907,-0.023764257356273816
ACH-000910,-0.07293870402467058
ACH-000911,-0.17819685802896912
ACH-000912,-0.153122517294553
ACH-000913,-0.09787315665758403
ACH-000915,-0.09087748848590918
ACH-000916,-0.10363621648343514
ACH-000917,-0.08540152197313564
ACH-000920,0.2023348926026128
ACH-000921,-0.207292174796721
ACH-000924,-0.25944402900490104
ACH-000926,-0.15010139941413495
ACH-000928,0.007336789904935645
ACH-000929,-0.1227037418969788
ACH-000932,-0.005695847691834591
ACH-000935,-0.1654282699111775
ACH-000936,-0.3188297672743068
ACH-000937,-0.11419661476907216
ACH-000938,-0.15578743896498012
ACH-000939,-0.06287410348893051
ACH-000941,-0.08276457435923028
ACH-000943,-0.08164515590679439
ACH-000946,-0.04460091308546967
ACH-000947,-0.10487624214254662
ACH-000948,-0.1803188942396121
ACH-000950,-0.16894406247714294
ACH-000953,-0.1526888117579237
ACH-000954,-0.3288429014291343
ACH-000957,-0.036954193852211804
ACH-000958,-0.02336733773053673
ACH-000960,-0.10753169206418413
ACH-000963,-0.11802770208891215
ACH-000968,-0.11510330911623128
ACH-000969,-0.1846743568893724
ACH-000972,-0.02025854743607405
ACH-000973,-0.1231142286180569
ACH-000974,-0.0705894477573003
ACH-000978,-0.3711268885238129
ACH-000984,-0.05214277885229211
ACH-000986,-0.09148179665414342
ACH-000988,-0.030814772527646212
ACH-000993,-0.1251078161064874
ACH-000994,-0.03856425955232234
ACH-000996,-0.2138597584834079
ACH-001001,-0.03453422130644022
ACH-001020,-0.19010285134694166
ACH-001028,-0.08671683310738877
ACH-001031,-0.0866488528485331
ACH-001038,-0.1030614082217416
ACH-001048,-0.04471556068796595
ACH-001050,-0.181202050687374
ACH-001053,0.04359036332191537
ACH-001054,-0.0605090355188017
ACH-001061,-0.1221132494292366
ACH-001067,0.0260624435759788
ACH-001075,-0.034744390538437815
ACH-001096,-0.025478813683927855
ACH-001111,-0.1585056587130003
ACH-001119,-0.1682635561079697
ACH-001128,0.03252291728018136
ACH-001134,0.012409381929293131
ACH-001151,-0.11425912461962212
ACH-001163,-0.12558981600663252
ACH-001164,0.17801349347233109
ACH-001183,-0.09579293746209623
ACH-001192,-0.21106276050398934
ACH-001193,0.1713314819725182
ACH-001196,-0.1975917083889744
ACH-001197,-0.09785040232099322
ACH-001205,-0.06264740608557749
ACH-001211,0.009448687909251343
ACH-001212,0.020570122765800888
ACH-001228,-0.04205205788835671
ACH-001232,-0.1298021590964731
ACH-001239,-0.05744487700348842
ACH-001270,0.008550960870259333
ACH-001274,-0.1347552708506873
ACH-001275,-0.03420599194087033
ACH-001277,-0.17384455381025546
ACH-001278,0.03821092073905953
ACH-001280,0.050514900741302715
ACH-001283,-0.0742061086862449
ACH-001289,-0.04023551275321702
ACH-001300,-0.21052183088775228
ACH-001301,-0.1826409953921508
ACH-001302,0.0502494022366201
ACH-001306,-0.058908530827833185
ACH-001318,-0.2521088795651181
ACH-001322,-0.06466902190298117
ACH-001328,-0.09242691761595727
ACH-001332,-0.3040141114320805
ACH-001336,-0.2304166874496429
ACH-001346,-0.07154738159462956
ACH-001353,-0.08436078172736536
ACH-001354,-0.03147873645702458
ACH-001367,-0.07493271903604035
ACH-001368,-0.18974191389037906
ACH-001374,-0.07863353095065348
ACH-001377,-0.07385730037191032
ACH-001380,-0.1545287746401667
ACH-001391,-0.1345793635259213
ACH-001408,-0.08526460410606101
ACH-001430,-0.22006380475506174
ACH-001431,-0.16476876844151128
ACH-001450,-0.19335291610325506
ACH-001496,-0.1644593923580547
ACH-001500,-0.2049953427922009
ACH-001523,-0.2332184154533033
ACH-001532,-0.041712062189478816
ACH-001550,-0.12664567110976346
ACH-001552,-0.19473608075490476
ACH-001554,-0.1023957609885674
ACH-001654,-0.1205603903182119
ACH-001735,-0.0530615784111365
ACH-001736,-0.12589255962864598
ACH-001737,-0.3539428255235276
ACH-001740,-0.11266806836342907
ACH-001745,-0.16787316259678775
ACH-001765,-0.028828448111403875
