,DCDC2B (149069)
ACH-000350,-0.016503704129906854
ACH-000352,-0.3220642150951656
ACH-000356,-0.2670232558539029
ACH-000361,-0.012474761240955262
ACH-000362,-0.2039158223387711
ACH-000363,-0.2895065919033763
ACH-000364,-0.36138167466095417
ACH-000365,-0.3326167790126721
ACH-000366,-0.31471582048829183
ACH-000368,-0.31657652454477186
ACH-000374,-0.31481785730123296
ACH-000375,-0.013087042524375488
ACH-000376,-0.3653438515950858
ACH-000381,-0.2134093939585959
ACH-000383,-0.2068233480590184
ACH-000387,-0.3071070555157949
ACH-000389,-0.16522489762493592
ACH-000390,-0.21524658394837426
ACH-000393,-0.17698340600694634
ACH-000395,-0.4253553613104752
ACH-000396,0.13094570007191395
ACH-000397,-0.2726800891783583
ACH-000401,-0.19086761697560226
ACH-000402,-0.20590673180006375
ACH-000403,-0.18581444655969812
ACH-000404,-0.08901496872103977
ACH-000406,-0.14593381697457886
ACH-000407,-0.2775805674376384
ACH-000408,-0.11381176360277462
ACH-000410,-0.2816761091495105
ACH-000411,-0.2237180453719275
ACH-000414,-0.2846482901232249
ACH-000415,-0.3881123267516041
ACH-000416,-0.1959572548797948
ACH-000420,-0.2876743850663915
ACH-000421,-0.2278056027625218
ACH-000424,-0.12363616796676052
ACH-000425,-0.2352583969246775
ACH-000426,-0.009315084688509577
ACH-000427,-0.0991315741585377
ACH-000433,-0.22962060940243256
ACH-000435,-0.23565345200723076
ACH-000436,-0.1994963159497694
ACH-000444,-0.0018834584388452101
ACH-000445,-0.19851670960516374
ACH-000448,-0.22211985323245725
ACH-000450,-0.4567673907560954
ACH-000452,-0.1916855303231918
ACH-000454,-0.20006086183562416
ACH-000458,-0.2220409577328612
ACH-000459,-0.05577309512660536
ACH-000460,-0.14616417891336678
ACH-000461,-0.2718347423930001
ACH-000463,-0.20882937745045704
ACH-000464,-0.1775845829860355
ACH-000466,-0.11364106693309728
ACH-000467,-0.22846540710458066
ACH-000468,-0.1902210807159335
ACH-000469,-0.2390662904696369
ACH-000470,-0.07233077941315244
ACH-000471,-0.2058480779611556
ACH-000472,-0.13099941921481922
ACH-000473,-0.2577827423362643
ACH-000475,-0.3282193035274867
ACH-000476,-0.16833314475220945
ACH-000477,-0.27880549590750736
ACH-000479,-0.09666686137676377
ACH-000480,-0.19439929655956592
ACH-000481,-0.19065789969192284
ACH-000483,-0.32511386898889993
ACH-000484,-0.18271640255058635
ACH-000485,-0.1682974638451782
ACH-000486,-0.2698819965810019
ACH-000487,-0.16849241501960632
ACH-000488,-0.21171158062656534
ACH-000490,-0.10071437162353572
ACH-000491,-0.10273858873512737
ACH-000495,-0.2503891008839444
ACH-000496,-0.31430339469909424
ACH-000499,-0.2326412185533961
ACH-000500,-0.5354858371106462
ACH-000502,-0.2766293395804699
ACH-000503,-0.06579907516135265
ACH-000505,-0.17960976582318106
ACH-000507,-0.4513040382357811
ACH-000510,-0.17123502004701338
ACH-000511,-0.23076471140971275
ACH-000512,-0.3624481836523688
ACH-000516,-0.21737679866718515
ACH-000517,-0.1865537268822002
ACH-000518,-0.2640025412257466
ACH-000520,-0.4292336458131324
ACH-000521,-0.22115175019764927
ACH-000522,-0.23012753128420416
ACH-000524,-0.1825872936765186
ACH-000527,-0.2150179631348306
ACH-000528,-0.22429299330534486
ACH-000537,-0.259946262550836
ACH-000541,-0.182139052265324
ACH-000542,-0.2798953859668279
ACH-000544,-0.1426970914195167
ACH-000545,-0.1789138429217935
ACH-000547,-0.19353334268881425
ACH-000548,0.0013065862009916385
ACH-000549,-0.15238351516071733
ACH-000550,-0.5526265924141348
ACH-000552,-0.16244575380429885
ACH-000556,-0.113482232670952
ACH-000557,-0.11824526648673472
ACH-000569,-0.15727971602877364
ACH-000570,-0.24178279982810444
ACH-000571,-0.14992576696924906
ACH-000573,-0.3054525482518537
ACH-000576,-0.3059844872960425
ACH-000579,-0.024056301757390625
ACH-000580,-0.18054393171666525
ACH-000584,-0.08766524406236638
ACH-000585,-0.2511792712862684
ACH-000588,-0.057165702708926736
ACH-000589,-0.15230454880294464
ACH-000591,-0.3647215451678701
ACH-000593,-0.3246519348838002
ACH-000600,-0.4899054970087524
ACH-000601,-0.25468448353179257
ACH-000605,-0.2942248172705713
ACH-000606,-0.3507757736189576
ACH-000608,-0.16160125859481134
ACH-000614,-0.2652975463391173
ACH-000616,-0.1264670872945774
ACH-000618,-0.2236122119252643
ACH-000619,-0.24449899307059386
ACH-000620,-0.3286988889980487
ACH-000621,-0.2987566652360679
ACH-000622,-0.14491575590146252
ACH-000623,-0.2613416624974027
ACH-000624,-0.245274531621035
ACH-000627,-0.2943407704418389
ACH-000630,-0.32154426855305185
ACH-000631,-0.4325911225870404
ACH-000632,-0.2420896342692421
ACH-000633,-0.19450692101431288
ACH-000637,-0.17439105062224589
ACH-000638,-0.3409413935256217
ACH-000646,-0.3720908908945893
ACH-000647,-0.12349539138090106
ACH-000648,-0.66001853461634
ACH-000649,-0.2186340637873036
ACH-000651,-0.1787193252166442
ACH-000652,-0.15715146078180126
ACH-000653,-0.2923780792106538
ACH-000657,-0.2192512255817696
ACH-000658,-0.13195941772421008
ACH-000661,-0.10180232259068568
ACH-000662,-0.2211415997628174
ACH-000663,-0.2335581755121628
ACH-000665,-0.16230703506760638
ACH-000671,-0.2734338675679697
ACH-000672,0.07778409355104242
ACH-000673,-0.2536108406332808
ACH-000676,-0.31790143636075396
ACH-000677,-0.2938881821007876
ACH-000681,-0.16368454698942392
ACH-000683,-0.24047641704401695
ACH-000684,-0.25698040472728545
ACH-000688,-0.35589989587989435
ACH-000693,-0.17447396040489996
ACH-000694,-0.3093766022980725
ACH-000695,-0.4260012979328995
ACH-000696,-0.2462669593935513
ACH-000697,-0.3759684725621936
ACH-000699,-0.38410279375500495
ACH-000701,-0.28123131425290776
ACH-000706,-0.08351342960196158
ACH-000711,-0.2950053321722083
ACH-000713,-0.14757360141379852
ACH-000714,-0.2532141969399335
ACH-000718,-0.21398051501455206
ACH-000720,-0.23660187269231475
ACH-000721,-0.1905673269085646
ACH-000724,-0.07123120388199597
ACH-000725,0.0048047847575581615
ACH-000732,-0.3783543120745794
ACH-000734,-0.18432453536071094
ACH-000735,-0.3198733844410516
ACH-000736,-0.3168627921626497
ACH-000738,-0.15741727761491567
ACH-000746,-0.26454020022123703
ACH-000747,-0.2379843096252132
ACH-000748,-0.30902245623348057
ACH-000753,-0.2553430963731301
ACH-000756,-0.10847590888273684
ACH-000757,-0.3899569116232492
ACH-000758,-0.28813178645965115
ACH-000760,-0.2613446842621006
ACH-000762,0.01285459552235763
ACH-000763,0.06823173753008961
ACH-000764,-0.1513018581645712
ACH-000765,-0.4098230897304232
ACH-000766,-0.29433122074836465
ACH-000767,-0.14559324945251956
ACH-000768,-0.0270679371993972
ACH-000769,-0.12119610034077948
ACH-000770,-0.2527842427843169
ACH-000771,-0.18589523926802776
ACH-000773,-0.11900163436452672
ACH-000776,-0.12585805409989606
ACH-000777,-0.13004421310853656
ACH-000778,-0.31962483398053737
ACH-000781,-0.2105229776197782
ACH-000782,-0.23341393193487986
ACH-000783,-0.2643170157418767
ACH-000784,-0.1832198406129723
ACH-000785,-0.2552638815744519
ACH-000787,-0.20206557727875324
ACH-000788,-0.1619037652064362
ACH-000791,-0.28640653065051697
ACH-000792,-0.2448391624512836
ACH-000794,-0.21176353878908608
ACH-000796,-0.1014932589129882
ACH-000798,-0.3593683001903367
ACH-000799,-0.1822446247985687
ACH-000800,-0.23375807374478325
ACH-000802,-0.2522710623604057
ACH-000804,-0.1410895721025497
ACH-000805,-0.16673404458530725
ACH-000809,-0.096124916187067
ACH-000810,-0.27902142119691536
ACH-000811,-0.32540262224806776
ACH-000817,-0.4197090794704487
ACH-000819,-0.05367296950528366
ACH-000820,-0.4017998630770333
ACH-000821,-0.10683198571879048
ACH-000822,-0.08547174311538208
ACH-000823,-0.26342211559897083
ACH-000824,-0.2627843866398242
ACH-000827,-0.18859050017036574
ACH-000829,-0.2800287406935304
ACH-000831,-0.3517008819839378
ACH-000832,-0.2899825832050857
ACH-000833,-0.2197397818392403
ACH-000834,-0.1930000978929223
ACH-000835,-0.1309427326379624
ACH-000836,-0.17419232389554198
ACH-000837,-0.34016249137183624
ACH-000838,-0.10545387412417367
ACH-000839,-0.3935248675424745
ACH-000840,-0.2586174269281469
ACH-000841,-0.16624347169234388
ACH-000843,-0.1489275991934242
ACH-000846,-0.17440624823279754
ACH-000847,-0.27146580161146744
ACH-000848,-0.17711534138338456
ACH-000849,-0.1561726398466531
ACH-000851,-0.2665361501687061
ACH-000855,-0.13347521253115022
ACH-000856,-0.19628113404312456
ACH-000858,-0.19090585388269374
ACH-000859,-0.12783133683596387
ACH-000861,-0.15553459826504493
ACH-000862,0.03045066717440148
ACH-000865,-0.15514965237917186
ACH-000866,-0.2479272315136009
ACH-000867,-0.14548061823695266
ACH-000869,-0.06371156102040205
ACH-000872,-0.2034414125714966
ACH-000873,-0.1828741158335316
ACH-000876,-0.1833063800259051
ACH-000878,-0.10220680439994373
ACH-000880,-0.1301122543511408
ACH-000881,-0.14726907372749318
ACH-000882,-0.1521877273644875
ACH-000884,-0.22602509891942005
ACH-000885,-0.2454431614631249
ACH-000887,-0.2853182152909352
ACH-000889,-0.17265081079029876
ACH-000896,0.007569000642684575
ACH-000898,-0.2043989550285952
ACH-000900,-0.1782621416056741
ACH-000901,-0.2668220780685529
ACH-000905,-0.25796699866309725
ACH-000906,-0.1727221088542063
ACH-000907,-0.2841338641273725
ACH-000910,-0.1954348220837522
ACH-000911,-0.2458048684868391
ACH-000912,-0.20686222766391335
ACH-000913,-0.2676593548260934
ACH-000915,-0.21393834451377133
ACH-000916,-0.2986972399848418
ACH-000917,-0.3418602250573393
ACH-000920,-0.2504446213300702
ACH-000921,-0.2843299345739444
ACH-000924,-0.2227536142782276
ACH-000926,-0.15209548625140928
ACH-000928,-0.2789384723086497
ACH-000929,-0.3863548839612001
ACH-000932,-0.16410608246945765
ACH-000935,-0.07094514342196266
ACH-000936,-0.22486906938864126
ACH-000937,-0.1681279024138674
ACH-000938,-0.16760606686865892
ACH-000939,-0.4106415905783159
ACH-000941,-0.09876940752552484
ACH-000943,-0.14910587672010078
ACH-000946,-0.2478443601355379
ACH-000947,-0.21343204115436354
ACH-000948,-0.05124775251675928
ACH-000950,-0.2619318729977582
ACH-000953,-0.2614235298477345
ACH-000954,-0.07932512213559975
ACH-000957,-0.2839136968584643
ACH-000958,-0.3479629504730366
ACH-000960,-0.19104634962123626
ACH-000963,-0.21664470104402891
ACH-000968,-0.1501348885443128
ACH-000969,-0.14805421510676642
ACH-000972,-0.3750229904213801
ACH-000973,-0.2716020783511091
ACH-000974,-0.07678406151416586
ACH-000978,-0.1490941773457135
ACH-000984,-0.07657977685627959
ACH-000986,-0.2590087155004415
ACH-000988,-0.17351406997728155
ACH-000993,-0.2748714581693123
ACH-000994,-0.27216788325781177
ACH-000996,-0.45507341491655395
ACH-001001,-0.17892317863880322
ACH-001020,-0.40247352514515
ACH-001028,-0.2255404934496507
ACH-001031,-0.14259084317466347
ACH-001038,-0.22230593642269936
ACH-001048,-0.24225656728245276
ACH-001050,-0.2532660251049664
ACH-001053,-0.2274327881237883
ACH-001054,-0.1847969827773754
ACH-001061,-0.231818757603722
ACH-001067,-0.2977301799846888
ACH-001075,-0.22152861369163152
ACH-001096,-0.2357278631749472
ACH-001111,-0.18306786106478687
ACH-001119,-0.2433095288190356
ACH-001128,-0.3201177157413099
ACH-001134,-0.2160396925834638
ACH-001151,-0.14757175843012674
ACH-001163,-0.2490793101575553
ACH-001164,0.03194546537946134
ACH-001183,-0.07943220816903297
ACH-001192,-0.14767087057860326
ACH-001193,-0.3720869414836216
ACH-001196,-0.5556011963849647
ACH-001197,-0.2679427709134832
ACH-001205,-0.11949836946944087
ACH-001211,-0.26501980034019074
ACH-001212,-0.3096945409801735
ACH-001228,-0.19946769034592046
ACH-001232,-0.18239992819059192
ACH-001239,-0.25080733366143365
ACH-001270,-0.3618318293168714
ACH-001274,-0.1671220373339786
ACH-001275,-0.1907118212402101
ACH-001277,-0.2389964767811102
ACH-001278,-0.17626673997799938
ACH-001280,-0.4554944049951216
ACH-001283,-0.028958579718568408
ACH-001289,-0.029682373571806624
ACH-001300,-0.18708269233050867
ACH-001301,-0.17330091802147302
ACH-001302,-0.11711877508875558
ACH-001306,-0.20653447347398785
ACH-001318,-0.13583697235082676
ACH-001322,-0.1536196427805218
ACH-001328,-0.23302836234122665
ACH-001332,-0.3193766755982611
ACH-001336,-0.32987174354673604
ACH-001346,-0.22558145201097965
ACH-001353,-0.12711368906657505
ACH-001354,-0.4010007653266282
ACH-001367,-0.2287184884272872
ACH-001368,-0.26355247380039554
ACH-001374,0.11699726627114874
ACH-001377,-0.1784680473903996
ACH-001380,-0.2380787258070605
ACH-001391,-0.08876540553194176
ACH-001408,-0.23721675930091102
ACH-001430,0.034452399660308136
ACH-001431,-0.04748948781520723
ACH-001450,-0.14389096609034038
ACH-001496,-0.25958678419343617
ACH-001500,-0.4110111447398773
ACH-001523,-0.1959154268952916
ACH-001532,-0.2803916661197335
ACH-001550,-0.1992530883256876
ACH-001552,-0.18928753059021536
ACH-001554,-0.2181728415691621
ACH-001654,-0.14851171266253044
ACH-001735,-0.2656056600802875
ACH-001736,-0.2088554045260583
ACH-001737,0.4613884368556873
ACH-001740,-0.3149047778599698
ACH-001745,-0.2564479610315566
ACH-001765,-0.21946387465246836
