,RAVER1 (125950)
ACH-000004,-0.4623337915970807
ACH-000005,-0.264469805444639
ACH-000007,-0.3102484059161463
ACH-000009,-0.06427311516253133
ACH-000011,-0.040545832403853316
ACH-000012,-0.2668048855677736
ACH-000013,-0.2833014544609232
ACH-000014,-0.1604923231314061
ACH-000015,-0.05261105660243355
ACH-000017,-0.19728985678228575
ACH-000018,-0.0913514584238744
ACH-000019,-0.4158178714438175
ACH-000021,-0.21708902930108434
ACH-000022,-0.09291567428123064
ACH-000025,0.1164644258152477
ACH-000028,-0.2799182282633753
ACH-000030,-0.06839515773386598
ACH-000035,-0.09836798528210088
ACH-000036,-0.2206315722961556
ACH-000037,0.014993802179856838
ACH-000039,-0.10623022530586412
ACH-000040,0.0075327274014489074
ACH-000041,-0.1449338887998002
ACH-000042,-0.11417999414963027
ACH-000045,-0.29151613995918946
ACH-000047,-0.2284410618602465
ACH-000052,-0.16828075773502885
ACH-000053,-0.2804347331474302
ACH-000054,-0.17877354697043754
ACH-000055,-0.3673022884674125
ACH-000060,-0.009558373848381149
ACH-000067,-0.07607902081464075
ACH-000070,-0.15864907870028355
ACH-000075,-0.3796374027248149
ACH-000078,-0.15544114464929684
ACH-000082,0.11787144077752836
ACH-000085,0.06664235786518823
ACH-000086,-0.20611977961083355
ACH-000087,-0.4901299936383156
ACH-000092,-0.17217571627457628
ACH-000095,-0.24546812706708696
ACH-000097,-0.02230166384506875
ACH-000098,-0.08795693036215291
ACH-000099,-0.1393597892228601
ACH-000108,-0.3417921833172025
ACH-000113,-0.3604303870491751
ACH-000116,-0.2316128276045196
ACH-000118,-0.060713542108240176
ACH-000120,-0.1736839225749536
ACH-000123,-0.09031309871785376
ACH-000127,-0.19475121642895799
ACH-000128,-0.12166801253794801
ACH-000132,-0.13219233719326054
ACH-000133,0.015335453080856888
ACH-000137,-0.17719329933772568
ACH-000138,-0.10574086541059367
ACH-000142,-0.17199983614314926
ACH-000143,-0.2398034521730113
ACH-000146,-0.2025342049743848
ACH-000148,-0.02674472865384475
ACH-000150,-0.02032028192229099
ACH-000152,-0.23191592541563785
ACH-000153,0.029945829709284437
ACH-000159,-0.3518668943064823
ACH-000160,-0.2463314884586753
ACH-000163,-0.040279875136675414
ACH-000167,0.093613740592572
ACH-000168,-0.1467019894982637
ACH-000169,-0.046786738229495375
ACH-000178,-0.1619244296084819
ACH-000183,-0.01982364688540105
ACH-000188,0.0054647041372755095
ACH-000189,0.00767823468236796
ACH-000190,-0.08153836121370166
ACH-000198,-0.3619805265831341
ACH-000203,0.5499623867151628
ACH-000204,-0.35018387245562776
ACH-000206,-0.10042827904881932
ACH-000207,-0.3512908116926153
ACH-000208,-0.04096103666746537
ACH-000210,0.4472316335951592
ACH-000211,-0.0834929176079756
ACH-000215,-0.14433233568929255
ACH-000221,-0.015853376103779068
ACH-000222,-0.2317099838262691
ACH-000223,-0.2730401965461708
ACH-000226,-0.23715422675337824
ACH-000227,-0.1324930375549456
ACH-000228,-0.4170625800309508
ACH-000231,-0.15643875170797394
ACH-000232,-0.09845447207459652
ACH-000233,-0.26234211116602674
ACH-000234,-0.17951296994844695
ACH-000235,-0.15390635177264333
ACH-000237,-0.17531152422136098
ACH-000238,-0.18030369571814
ACH-000242,-0.3617431642550978
ACH-000243,-0.2882068448954113
ACH-000244,-0.03099567766536406
ACH-000246,-0.07310756332138396
ACH-000248,-0.2494667814472251
ACH-000250,-0.12464400644460055
ACH-000251,-0.2398564442806645
ACH-000252,-0.17418080390206114
ACH-000253,-0.04869932959344342
ACH-000255,-0.31563546607719034
ACH-000256,-0.2749360412160746
ACH-000257,-0.25958499305855404
ACH-000258,-0.17464403301844708
ACH-000259,-0.12456328863052192
ACH-000260,-0.2687540016357362
ACH-000261,-0.2388204250888611
ACH-000262,0.04672207698870059
ACH-000263,-0.3640234793160261
ACH-000264,-0.05167441575072339
ACH-000265,-0.012482321484296186
ACH-000266,-0.1598961282236357
ACH-000272,-0.08015689848645169
ACH-000274,-0.0916807728874303
ACH-000277,-0.08561544514021957
ACH-000278,-0.08438067989751334
ACH-000279,0.005715773650967224
ACH-000280,0.06719249927582888
ACH-000281,-0.05224339298003595
ACH-000288,-0.05899219162556237
ACH-000291,-0.21416026748030906
ACH-000293,-0.22742977663108005
ACH-000294,-0.2622112978910851
ACH-000295,-0.1381901089235565
ACH-000296,0.0937133449503305
ACH-000302,-0.31452435037883586
ACH-000304,-0.021657093015998326
ACH-000307,0.007583296244330235
ACH-000308,-0.305021708210343
ACH-000310,-0.07430775235301366
ACH-000311,-0.22252913419037865
ACH-000312,-0.2882652806865309
ACH-000315,-0.3159991083652821
ACH-000316,-0.14352700100235544
ACH-000317,-0.045997745245195766
ACH-000318,-0.3056456697277918
ACH-000319,-0.4233555204236307
ACH-000320,-0.2726145640871506
ACH-000322,0.019739715168760302
ACH-000323,-0.17990330373186622
ACH-000324,-0.055182016673355816
ACH-000329,-0.02331177720678812
ACH-000330,-0.10035446958897327
ACH-000331,-0.29377291395364985
ACH-000332,-0.07147493600838446
ACH-000334,-0.3947885150242612
ACH-000335,-0.03867482843818189
ACH-000336,-0.10176179966882852
ACH-000337,-0.3667887876927813
ACH-000338,-0.4510360965787031
ACH-000339,-0.060388006675890574
ACH-000341,-0.3274767857475131
ACH-000348,0.02708696325811505
ACH-000350,-0.15985458532804506
ACH-000352,-0.14030689177277167
ACH-000356,-0.15031767090677808
ACH-000361,-0.04781755170487146
ACH-000362,-0.21812493652609344
ACH-000363,-0.3188079063643314
ACH-000364,-0.2958629713984314
ACH-000365,-0.16875844499430778
ACH-000366,-0.1838293462953285
ACH-000368,-0.015111747248218331
ACH-000374,-0.06307950214587232
ACH-000375,-0.1497216820953625
ACH-000376,0.0300927335151795
ACH-000381,0.2507939345083849
ACH-000383,-0.16495289318824322
ACH-000387,-0.06827895925010517
ACH-000389,-0.09649828125488803
ACH-000390,-0.16922381017325552
ACH-000393,-0.21940971061649464
ACH-000395,-0.27667579500143485
