,NR4A1 (3164)
ACH-000004,0.009261811238058077
ACH-000005,0.039505578205779913
ACH-000007,-0.10259437945836196
ACH-000009,-0.016209209427693782
ACH-000011,-0.11492166474267693
ACH-000012,-0.14059400048422094
ACH-000013,-0.29984754532385605
ACH-000014,-0.2459052250538496
ACH-000015,-0.1877320888390823
ACH-000017,-0.1588562384580656
ACH-000018,-0.2849483449224446
ACH-000019,0.02994345984179273
ACH-000021,-0.20960178217152226
ACH-000022,-0.09763287741153266
ACH-000025,-0.15061215268103306
ACH-000028,-0.18868923075651506
ACH-000030,-0.13988692977157008
ACH-000035,-0.4192182902688504
ACH-000036,0.010744294346737154
ACH-000037,-0.1703564401190668
ACH-000039,-0.03141795675864741
ACH-000040,-0.32130005133368417
ACH-000041,-0.34543537593408496
ACH-000042,0.027476929503821256
ACH-000045,-0.1651824382848537
ACH-000047,-0.12704540927441926
ACH-000052,-0.16548211796947002
ACH-000053,-0.1651664436651217
ACH-000054,-0.1905921967240512
ACH-000055,-0.19382325399635134
ACH-000060,-0.07139269681790414
ACH-000067,-0.2249769648995194
ACH-000070,-0.10778446068629324
ACH-000075,-0.2011513160989601
ACH-000078,-0.20515789274897145
ACH-000082,-0.07936892792779869
ACH-000085,-0.2464218210928441
ACH-000086,-0.1480111824899459
ACH-000087,-0.2108180393816018
ACH-000092,-0.08509717487693916
ACH-000095,-0.07155003141478489
ACH-000097,-0.07775486366228845
ACH-000098,-0.12118536781108245
ACH-000099,-0.09344304684961792
ACH-000108,-0.030574051582752518
ACH-000113,-0.1240500054925221
ACH-000116,-0.10411454859564102
ACH-000118,-0.1093838068679295
ACH-000120,-0.15078688961003964
ACH-000123,-0.07794901701088912
ACH-000127,-0.07348479356883761
ACH-000128,-0.2347993188902448
ACH-000132,0.023902006181678127
ACH-000133,-0.06825501335736378
ACH-000137,-0.2701448508050739
ACH-000138,-0.1266543113343121
ACH-000142,-0.16786899562340835
ACH-000143,-0.003465931758329511
ACH-000146,-0.1496976315429072
ACH-000148,-0.09180605553071698
ACH-000150,-0.208151676138238
ACH-000152,-0.2465662695387975
ACH-000153,-0.14951407023793262
ACH-000159,-0.09961646442765623
ACH-000160,-0.1900635631342175
ACH-000163,-0.08759403344229795
ACH-000167,-0.06995669286433166
ACH-000168,-0.1108223352680654
ACH-000169,-0.1565843556596823
ACH-000178,-0.15892383113117384
ACH-000183,-0.1357967772021446
ACH-000188,-0.14218211620079807
ACH-000189,-0.2735721805456633
ACH-000190,0.02185116183265675
ACH-000198,-0.15842571815816012
ACH-000203,-0.11345852237466167
ACH-000204,-0.05366707980117411
ACH-000206,-0.3186518780627435
ACH-000207,-0.1419319690712335
ACH-000208,-0.06611223397548624
ACH-000210,-0.2322377928082487
ACH-000211,-0.08515849322332579
ACH-000215,-0.07795516760346337
ACH-000221,-0.0072493408182729546
ACH-000222,0.13416106073389988
ACH-000223,-0.1333811068952956
ACH-000226,-0.12971671369518026
ACH-000227,-0.14570611896917166
ACH-000228,-0.11170331460762037
ACH-000231,-0.1565766187974276
ACH-000232,-0.1944807288797419
ACH-000233,-0.10636111213766763
ACH-000234,-0.2775847389544476
ACH-000235,-0.1206603289107166
ACH-000237,-0.0369093945033579
ACH-000238,-0.1268814514248996
ACH-000242,-0.07143549013198712
ACH-000243,-0.11047180080709873
ACH-000244,-0.12839701928405522
ACH-000246,-0.16673928613909858
ACH-000248,-0.21602351829404293
ACH-000250,-0.036950821635040515
ACH-000251,-0.2094630507377986
ACH-000252,-0.12782121339810526
ACH-000253,-0.033861391118330995
ACH-000255,-0.10783066406965493
ACH-000256,-0.16485254550020995
ACH-000257,-0.13740495881341752
ACH-000258,0.029178944919255063
ACH-000259,-0.09613359618778493
ACH-000260,-0.14779037409194165
ACH-000261,-0.13843449313705036
ACH-000262,-0.1927286025805072
ACH-000263,-0.2681464199868913
ACH-000264,-0.15619530733194792
ACH-000265,0.005975801930419559
ACH-000266,-0.16214981101415185
ACH-000272,-0.05588465933111357
ACH-000274,-0.1580558386934962
ACH-000277,-0.14307661014689466
ACH-000278,-0.06884113665274592
ACH-000279,-0.1604713893020202
ACH-000280,-0.1941669868661949
ACH-000281,-0.33500994279384394
ACH-000288,-0.19679753373172096
ACH-000291,-0.175879817496013
ACH-000293,-0.2539039915175354
ACH-000294,-0.14913632057046702
ACH-000295,-0.13072207331222965
ACH-000296,-0.012593977294258058
ACH-000302,-0.12380539170253588
ACH-000304,0.05210025699745715
ACH-000307,-0.07611911942889918
ACH-000308,-0.13150776607217735
ACH-000310,-0.045892531973215286
ACH-000311,-0.26507751081173625
ACH-000312,-0.11638806335635872
ACH-000315,-0.08306487532284293
ACH-000316,-0.33304969852410465
ACH-000317,0.011020568160047926
ACH-000318,-0.16873318728873488
ACH-000319,-0.31248248459243394
ACH-000320,-0.15281155969836482
ACH-000322,-0.26142794090720045
ACH-000323,-0.031446061649141814
ACH-000324,-0.0700335097872665
ACH-000329,-0.15434221620601707
ACH-000330,-0.2101460137151755
ACH-000331,-0.04887386966158072
ACH-000332,-0.3368192275498414
ACH-000334,-0.1836752518818026
ACH-000335,-0.08267131963249134
ACH-000336,-0.073609834000932
ACH-000337,-0.19929331431391745
ACH-000338,-0.2269224388993372
ACH-000339,-0.1015860873658015
ACH-000341,-0.23456546119069344
ACH-000348,-0.22129235392695806
ACH-000350,-0.21242109697171865
ACH-000352,-0.06087823517978123
ACH-000356,-0.1568740837282606
ACH-000361,-0.043670506840415936
ACH-000362,-0.10601402887835036
ACH-000363,-0.07361628462470851
ACH-000364,-0.01763467966427557
ACH-000365,0.07288759685720779
ACH-000366,-0.1132375833612643
ACH-000368,-0.13364598639176628
ACH-000374,-0.12239564976704324
ACH-000375,-0.057724663863313215
ACH-000376,-0.01179615590893682
ACH-000381,0.05233298869880994
ACH-000383,-0.11159396677859793
ACH-000387,-0.11560691979725535
ACH-000389,-0.061250257313608523
ACH-000390,-0.133826446172282
ACH-000393,-0.07442419832545506
ACH-000395,-0.13772359781973612
ACH-000396,-0.25375565617299123
ACH-000397,-0.06958701380136803
ACH-000401,0.01458427275162966
ACH-000402,-0.4301710677104396
ACH-000403,-0.030823256067869217
ACH-000404,0.060445554235761985
ACH-000406,-0.1387959700913243
ACH-000407,-0.049955249884287116
ACH-000408,-0.2762700223966367
ACH-000410,-0.18898397211489776
ACH-000411,-0.07331727895226363
ACH-000414,-0.5545360264056126
ACH-000415,-0.05085974270298045
ACH-000416,-0.17457644029543856
ACH-000420,-0.17895037747181824
ACH-000421,-0.20676765786968104
ACH-000424,-0.2819974103629195
ACH-000425,-0.14791242889052933
ACH-000426,-0.21546696430727064
ACH-000427,-0.11541240804590322
ACH-000433,-0.021233507179996676
ACH-000435,-0.2751913084701306
ACH-000436,0.05232968141913632
ACH-000444,-0.11189324293781247
ACH-000445,-0.2060978993936437
ACH-000448,-0.059284965351977185
ACH-000450,-0.062217312998954825
ACH-000452,-0.21301630725309065
ACH-000454,-0.1904385116354508
ACH-000458,-0.13655979265616944
ACH-000459,-0.16426160098037104
ACH-000460,-0.1411933050863986
ACH-000461,-0.28151894152655105
ACH-000463,-0.12706817307226995
ACH-000464,-0.2312668424765157
ACH-000466,-0.12575758369853735
ACH-000467,-0.1856507457299803
ACH-000468,-0.2758509786199212
ACH-000469,-0.15585784962543467
ACH-000470,-0.07076768953953687
ACH-000471,-0.003158499432034807
ACH-000472,-0.09828455489209907
ACH-000473,-0.05193720411797072
ACH-000475,-0.132689355572359
ACH-000476,-0.09450250908672632
ACH-000477,-0.2173044243461195
ACH-000479,0.00453721981013039
ACH-000480,-0.10336724070899957
ACH-000481,-0.20917493451487248
ACH-000483,-0.29076241156592114
ACH-000484,0.004764805502223673
ACH-000485,-0.09358521622622848
ACH-000486,-0.17233211903026752
ACH-000487,-0.23020066741634945
ACH-000488,-0.1163723660514607
ACH-000490,-0.055459627115907836
ACH-000491,-0.33341296094349565
ACH-000495,0.06907542458738138
ACH-000496,-0.05394327121349605
ACH-000499,-0.13046354964675494
ACH-000500,-0.2251046927426089
ACH-000502,-0.01137485005887772
ACH-000503,-0.2426186714256636
ACH-000505,-0.07342748396690628
ACH-000507,-0.26466866171009873
ACH-000510,-0.11099399408224307
ACH-000511,-0.12196146327902027
ACH-000512,-0.09095016396463633
ACH-000516,-0.11096118503334358
ACH-000517,-0.054258495134536254
ACH-000518,-0.15016872365498096
ACH-000520,-0.09637886771257588
ACH-000521,-0.03487610663923111
ACH-000522,-0.011632142091098785
ACH-000524,-0.14921126394742829
ACH-000527,-0.14907852871440655
ACH-000528,-0.18549589895414587
ACH-000537,-0.09073338974004533
ACH-000541,0.015194699628296959
ACH-000542,-0.12869692383460465
ACH-000544,-0.17328728621160547
ACH-000545,-0.1884422665566857
ACH-000547,0.020549726224734086
ACH-000548,-0.06740638480175908
ACH-000549,-0.1446709746748737
ACH-000550,-0.31878643529811523
ACH-000552,-0.13504982214302744
ACH-000556,-0.13287357628002247
ACH-000557,-0.06304463868853942
ACH-000569,-0.04810891102116119
ACH-000570,-0.13123040350135612
ACH-000571,-0.11260297618177985
ACH-000573,0.01066211831130135
ACH-000576,-0.06642104324269016
ACH-000579,-0.290994373058394
ACH-000580,-0.12975675890996094
ACH-000584,-0.1957158972127506
ACH-000585,-0.05907105252103256
ACH-000588,-0.14473171767950233
ACH-000589,-0.2624340123078914
ACH-000591,-0.2029667764841381
ACH-000593,-0.23235100823430946
ACH-000600,-0.018859144258888433
ACH-000601,-0.10396286792138787
ACH-000605,-0.1783611716871142
ACH-000606,-0.1707787443312194
ACH-000608,-0.187324916230944
ACH-000614,-0.30005992088003586
ACH-000616,-0.19314090816949928
ACH-000618,-0.11071881990850599
ACH-000619,-0.14693476592836488
ACH-000620,-0.17168919017766493
ACH-000621,-0.07394022530834525
ACH-000622,-0.02477262380963396
ACH-000623,-0.06811288737720046
ACH-000624,-0.12232127452024392
ACH-000627,-0.01818858160802946
ACH-000630,-0.0996787751372173
ACH-000631,0.05328530318132231
ACH-000632,-0.1546303304810205
ACH-000633,-0.04545323424735394
ACH-000637,-0.06721000853368987
ACH-000638,-0.2236369661713432
ACH-000646,-0.04300632128734155
ACH-000647,-0.14860574712889585
ACH-000648,-0.08654952789093127
ACH-000649,-0.1099672221332865
ACH-000651,-0.4029009926527669
ACH-000652,-0.07291726859232966
ACH-000653,-0.07386279129726153
ACH-000657,-0.1231882998115608
ACH-000658,0.015459907364304169
ACH-000661,-0.05141876907908891
ACH-000662,-0.1766339142853623
ACH-000663,-0.16715235170293946
ACH-000665,-0.2415676023911681
ACH-000671,0.09047452056298268
ACH-000672,0.24008968145691434
ACH-000673,-0.026535689239789544
ACH-000676,-0.2029014386865144
ACH-000677,-0.0789459431430227
ACH-000681,-0.26403034580979834
ACH-000683,-0.08990175193644913
ACH-000684,0.047938133403217134
ACH-000688,-0.03731741693607949
ACH-000693,-0.10830737890370408
ACH-000694,-0.19139865755964586
