,S1PR5 (53637)
ACH-000004,0.1303595643362951
ACH-000005,0.014166248658603853
ACH-000007,0.060986742573187626
ACH-000009,0.10705747499751556
ACH-000011,0.04243387964129089
ACH-000012,-0.05672698274396805
ACH-000013,0.0963512434832364
ACH-000014,0.1757022461956281
ACH-000015,-0.08147318809206212
ACH-000017,-0.06528040232085576
ACH-000018,-0.14901046244225485
ACH-000019,-0.13956551803124728
ACH-000021,-0.024892967060756967
ACH-000022,0.15482559627153472
ACH-000025,-0.04216428246609705
ACH-000028,-0.07306302236508998
ACH-000030,0.007201149511612142
ACH-000035,-0.05809708076716984
ACH-000036,0.009060677939067176
ACH-000037,0.11496731159968923
ACH-000039,-0.09201761629860228
ACH-000040,-0.05248133878134298
ACH-000041,0.002461845785135833
ACH-000042,0.06167201005337342
ACH-000045,-0.05258285573654934
ACH-000047,-0.0492171538383921
ACH-000052,0.1385917745171844
ACH-000053,0.06884331055478314
ACH-000054,0.08799952922648538
ACH-000055,0.1251231918548502
ACH-000060,0.07709345048886727
ACH-000067,0.034377245764024685
ACH-000070,0.13960232983476895
ACH-000075,0.3195773120412521
ACH-000078,0.13835518766487376
ACH-000082,-0.047711045085998084
ACH-000085,0.08701851510718085
ACH-000086,0.037428076487282746
ACH-000087,-0.3660110729614924
ACH-000092,0.03229050268598276
ACH-000095,0.0477879072052114
ACH-000097,0.17985302295877187
ACH-000098,0.07005120356661586
ACH-000099,0.15509952334109645
ACH-000108,0.01658321849309681
ACH-000113,0.20834513200647065
ACH-000116,-0.07981863354297337
ACH-000118,0.0987498972170296
ACH-000120,0.11869912195176385
ACH-000123,0.11087630506262963
ACH-000127,-0.03889269079627093
ACH-000128,-0.026619233011641846
ACH-000132,0.0822394604555048
ACH-000133,0.04336899354536288
ACH-000137,-0.0234436995654338
ACH-000138,-0.06517906256623793
ACH-000142,0.012999913837758987
ACH-000143,0.0978811685744825
ACH-000146,0.032276407842691326
ACH-000148,0.13886790474275568
ACH-000150,-0.12452113044686346
ACH-000152,0.15435285050144135
ACH-000153,-0.003846953122917013
ACH-000159,0.06100330900005111
ACH-000160,0.09395590355580064
ACH-000163,0.041891448557975726
ACH-000167,-0.30672823496362633
ACH-000168,0.05110193587811294
ACH-000169,0.012807966196960506
ACH-000178,0.05207184339362411
ACH-000183,-0.029379310798484125
ACH-000188,-0.06383710169311434
ACH-000189,-0.0043510146232415975
ACH-000190,0.021483509783387245
ACH-000198,0.1579674531960554
ACH-000203,0.1781664856727075
ACH-000204,0.04568521550595983
ACH-000206,0.038259823565627966
ACH-000207,0.16822410456595369
ACH-000208,0.10782747905495127
ACH-000210,-0.22447769858239516
ACH-000211,-0.007991333283844817
ACH-000215,0.0658417905612309
ACH-000221,-0.027693569293872147
ACH-000222,-0.1549676440140129
ACH-000223,0.08020726652707451
ACH-000226,-0.011951666544434063
ACH-000227,0.08222107801020849
ACH-000228,0.08982339765530559
ACH-000231,-0.07805271973232299
ACH-000232,0.015047908127898682
ACH-000233,-0.00041025689321880725
ACH-000234,-0.12794842173452126
ACH-000235,0.059151861769563385
ACH-000237,0.058869341246556586
ACH-000238,0.062387039785954834
ACH-000242,0.02324279696926063
ACH-000243,0.04359481597745825
ACH-000244,0.3848177505608457
ACH-000246,0.07035546578336206
ACH-000248,-0.10815366285423443
ACH-000250,-0.05998700580714926
ACH-000251,-0.06084128776368913
ACH-000252,0.12044417915558428
ACH-000253,-0.10495159720503258
ACH-000255,-0.019625629745390238
ACH-000256,0.011042922893304349
ACH-000257,-0.08278127429322017
