,GEMIN2 (8487)
ACH-000004,-0.3323202732096198
ACH-000005,0.2160362769002146
ACH-000007,-0.7957736287224755
ACH-000009,-0.2721431778970469
ACH-000011,-0.4745754578217355
ACH-000012,-0.27299412249785043
ACH-000013,-0.5636262678685755
ACH-000014,-0.4234073754818178
ACH-000015,-0.2295231775062121
ACH-000017,-0.4610303542658478
ACH-000018,-0.4680814071653692
ACH-000019,-0.2780366588083234
ACH-000021,-0.23936604615224666
ACH-000022,-0.1633145338479738
ACH-000025,-0.21496439397143235
ACH-000028,-0.20830617382991226
ACH-000030,-0.3457526075225215
ACH-000035,-0.2901927385713375
ACH-000036,-0.4183760468953249
ACH-000037,-0.3506777846144393
ACH-000039,-0.4525410898425409
ACH-000040,-0.6182030443505794
ACH-000041,-0.4101266933563879
ACH-000042,-0.3501316061806902
ACH-000045,-0.21003339371201604
ACH-000047,-0.5696748933814072
ACH-000052,-0.2537860472132781
ACH-000053,-0.19738318736169266
ACH-000054,-0.1396349333942749
ACH-000055,-0.3164889721736866
ACH-000060,-0.2358848900136546
ACH-000067,-0.11117004420781612
ACH-000070,-0.4349780143413873
ACH-000075,-0.2328185224581232
ACH-000078,-0.16000048303166542
ACH-000082,-0.3139949346502321
ACH-000085,-0.35547407266400083
ACH-000086,-0.14172043988443678
ACH-000087,-0.21648782388723367
ACH-000092,-0.2833671849137283
ACH-000095,-0.27744574526913124
ACH-000097,-0.2485975718831665
ACH-000098,-0.32366891896527106
ACH-000099,-0.20396968417640188
ACH-000108,-0.43839915630648607
ACH-000113,-0.3460137198943298
ACH-000116,-0.3657399731683577
ACH-000118,-0.2531590988662202
ACH-000120,-0.25067001414238965
ACH-000123,-0.17277914992975954
ACH-000127,-0.2679204885170837
ACH-000128,-0.2271477345612193
ACH-000132,-0.17765556270346808
ACH-000133,-0.6068774828625322
ACH-000137,-0.5895853104578064
ACH-000138,-0.4091978802418865
ACH-000142,-0.2349408821426895
ACH-000143,-0.3423849233709478
ACH-000146,-0.3142855998316884
ACH-000148,-0.38760407462496216
ACH-000150,-0.1845081289939464
ACH-000152,-0.5861916885314795
ACH-000153,-0.22319167155156056
ACH-000159,-0.3849287945513962
ACH-000160,-0.5170003730320034
ACH-000163,-0.4251427606973068
ACH-000167,-0.4758278165611048
ACH-000168,-0.4978231913188345
ACH-000169,-0.2417741371218593
ACH-000178,-0.3666366338338421
ACH-000183,-0.3173359409016293
ACH-000188,-0.2779390914472507
ACH-000189,-0.2749189349422237
ACH-000190,-0.33240171112089184
ACH-000198,-0.2493856924337109
ACH-000203,0.08333169508846587
ACH-000204,-0.15948724256414942
ACH-000206,-0.6859165423437299
