,PAPL (390928)
ACH-000004,0.06399041834935698
ACH-000005,-0.13026617298409024
ACH-000007,0.17413298605677607
ACH-000009,-0.15181739602710426
ACH-000011,-0.06352175493729344
ACH-000012,-0.09481054494521786
ACH-000013,-0.5081530231703677
ACH-000014,-0.12760008174114776
ACH-000015,-0.18479884524551451
ACH-000017,0.07175598791782091
ACH-000018,-0.2399868683979193
ACH-000019,-0.0770991836634819
ACH-000021,-0.14267697895415585
ACH-000022,0.004171837143340429
ACH-000025,-0.061760020264282615
ACH-000028,-0.1030025239301932
ACH-000030,-0.15509999755856127
ACH-000035,-0.08349219728446182
ACH-000036,-0.02229423595467636
ACH-000037,0.11431909072787065
ACH-000039,0.0813771910460914
ACH-000040,0.1315081577421997
ACH-000041,-0.05450065081329608
ACH-000042,-0.08971804520628927
ACH-000045,-0.20046074624687035
ACH-000047,0.008518644305817214
ACH-000052,-0.17876494382821995
ACH-000053,-0.15803024597478488
ACH-000054,-0.05682209687161487
ACH-000055,-0.19074787569611812
ACH-000060,0.03559896564710708
ACH-000067,0.07568739798832982
ACH-000070,-0.07957893108806799
ACH-000075,-0.15919191561505452
ACH-000078,-0.08567414659090747
ACH-000082,-0.08192737530187108
ACH-000085,-0.12844809307488048
ACH-000086,-0.13492434424980776
ACH-000087,0.05051246287100871
ACH-000092,-0.08172603103162422
ACH-000095,0.006866372470116787
ACH-000097,-0.14352166389596072
ACH-000098,-0.09262177955675653
ACH-000099,-0.020850637646670517
ACH-000108,-0.05992913165618085
ACH-000113,0.02328251700029944
ACH-000116,-0.0011842328848355314
ACH-000118,-0.0531002535288346
ACH-000120,-0.11608000116084688
ACH-000123,-0.15725380823243598
ACH-000127,-0.037830539588427164
ACH-000128,0.0436750632712174
ACH-000132,-0.03747346017212293
ACH-000133,-0.10713239743402224
ACH-000137,0.010431891092446036
ACH-000138,-0.10429321191644507
ACH-000142,-0.12661797611868267
ACH-000143,-0.2554414512429739
ACH-000146,-0.02602089319672924
ACH-000148,0.04999669118056724
ACH-000150,0.0921302960683797
ACH-000152,-0.019681389516315977
ACH-000153,-0.0053888727268338035
ACH-000159,-0.10047023887147744
ACH-000160,-0.07683520755482233
ACH-000163,0.004223296915634684
ACH-000167,0.15219552162594396
ACH-000168,-0.18271432749839647
ACH-000169,-0.06877776876807089
ACH-000178,0.007854324348719173
ACH-000183,-0.053761588913953474
ACH-000188,-0.06646657617843299
ACH-000189,-0.30738131728075024
ACH-000190,-0.3000558679820169
ACH-000198,-0.1499101387959654
ACH-000203,0.18948787628364414
ACH-000204,-0.25143203821717763
ACH-000206,0.031033256978592556
ACH-000207,-0.16068634619541575
ACH-000208,0.22744826673839866
ACH-000210,-0.16214429483468748
ACH-000211,0.019954072787934242
ACH-000215,-0.011108612940746072
ACH-000221,-0.26003445137140385
ACH-000222,-0.09901862751462062
ACH-000223,0.009666843594928457
ACH-000226,-0.04822753998222987
ACH-000227,-0.2747106256831939
ACH-000228,-0.13477317172766273
ACH-000231,0.09502519118382376
ACH-000232,-0.014713768809319494
ACH-000233,-0.1035147803277036
ACH-000234,-0.1333256000340816
ACH-000235,-0.016638336190746374
ACH-000237,-0.09068483671724106
ACH-000238,-0.11973106217877842
ACH-000242,0.10306436262970783
ACH-000243,-0.025615473789479398
ACH-000244,-0.19465801238650016
ACH-000246,-0.118783647049585
ACH-000248,0.04101337181944382
ACH-000250,0.0018490474305263196
ACH-000251,0.15018968708750888
ACH-000252,-0.1145111802443367
ACH-000253,-0.06297404654177692
ACH-000255,-0.1256910273101504
ACH-000256,0.09497358153362546
ACH-000257,-0.030327772927612
ACH-000258,0.07921802027397427
ACH-000259,-0.0343436714831875
ACH-000260,-0.06822207920094071
ACH-000261,0.024450124561498945
ACH-000262,0.03936184789644962
ACH-000263,-0.25061679911735274
ACH-000264,-0.04803085926276703
ACH-000265,-0.1628658077692806
ACH-000266,-0.09917042436933864
ACH-000272,-0.01957486037951443
ACH-000274,-0.0029983875994225037
ACH-000277,-0.0812283184438091
