,PMVK (10654)
ACH-000004,-0.7076765203387807
ACH-000005,-0.7309339370307156
ACH-000007,-0.4844332418028466
ACH-000009,-0.4435430309951802
ACH-000011,-0.6113521663438931
ACH-000012,-0.5045360347812509
ACH-000013,-0.04937540511181067
ACH-000014,-0.9557344127488558
ACH-000015,-0.5796509181979261
ACH-000017,-0.24915582383322574
ACH-000018,-0.8366134684193017
ACH-000019,-0.48142178478945
ACH-000021,-0.3437393633536249
ACH-000022,-0.25864844372002466
ACH-000025,-0.854169307116667
ACH-000028,-0.31837403844375234
ACH-000030,-0.6657942726725166
ACH-000035,-0.6525795339885521
ACH-000036,-0.5841883261686167
ACH-000037,-0.3915762656822503
ACH-000039,-0.321133838769584
ACH-000040,-0.4781209587251535
ACH-000041,-0.22141290128304728
ACH-000042,-0.4119844058521278
ACH-000045,-0.5092502137205158
ACH-000047,-0.5034507767785691
ACH-000052,-0.4024084803800193
ACH-000053,-0.09214018004270727
ACH-000054,-0.7121256207226607
ACH-000055,-0.14231011165419247
ACH-000060,-0.20536175210537336
ACH-000067,-0.2342728899075784
ACH-000070,-0.4747000280771047
ACH-000075,-0.3694232742001232
ACH-000078,-0.2200104028136115
ACH-000082,-0.15454491575883794
ACH-000085,-0.9508663246189708
ACH-000086,-0.6438945144535799
ACH-000087,-0.3368449911464767
ACH-000092,-0.5740355370303064
ACH-000095,0.07975326453214343
ACH-000097,-0.18298680575049367
ACH-000098,-0.1396626884393341
ACH-000099,-0.2876039415577835
ACH-000108,-0.2979601876187923
ACH-000113,-0.33502927116040226
ACH-000116,-0.013220514886274749
ACH-000118,-0.5767162177948307
ACH-000120,-0.23460262769508025
ACH-000123,-0.5054434636387798
ACH-000127,-0.7720350354919695
ACH-000128,-0.16287927212793565
ACH-000132,-0.4812872237338972
ACH-000133,-0.5933909026386541
ACH-000137,-0.1810354706338952
ACH-000138,-0.6080692074779921
ACH-000142,-0.761760375064828
ACH-000143,-0.30697940191098355
ACH-000146,0.02404198564001943
ACH-000148,-0.24357052961491216
ACH-000150,-0.2325484517577072
ACH-000152,-0.4190407983874542
ACH-000153,-0.5144925781135693
ACH-000159,-0.35378537814330624
ACH-000160,-0.2113223422288816
ACH-000163,-0.15108279434789115
ACH-000167,-0.33803427191840224
ACH-000168,-0.6336577327221969
ACH-000169,-0.6035112564672157
ACH-000178,-0.704068803636482
ACH-000183,-0.5346986151432747
ACH-000188,-0.6070819461590079
ACH-000189,-0.5684773689265984
ACH-000190,-0.5221126860566282
ACH-000198,-0.4696124934833289
ACH-000203,-0.2450091776587303
ACH-000204,-0.3597641358785222
ACH-000206,-0.7133206130494013
ACH-000207,-0.3231927329199032
ACH-000208,-0.6178362807521162
ACH-000210,-0.4772438586320403
ACH-000211,-0.3207144253084194
ACH-000215,-0.031179883420168437
ACH-000221,0.010351009048615243
ACH-000222,-0.7148983896697338
ACH-000223,-0.3052039888407046
ACH-000226,-0.3390208875091168
ACH-000227,-0.35867105057404985
ACH-000228,-0.1980913806366092
ACH-000231,-0.3125644081711068
ACH-000232,-0.1524252851513978
ACH-000233,-0.20542548409869116
ACH-000234,-0.5493185315829235
ACH-000235,-0.3624584752540072
ACH-000237,-0.32472380460198386
ACH-000238,-0.15232842532992755
ACH-000242,0.05018673765154685
ACH-000243,-0.8104311646789706
ACH-000244,-0.4056563298161234
ACH-000246,-0.5014515684539712
ACH-000248,-0.4719308038073102
ACH-000250,-0.6444103919219712
ACH-000251,-0.9147419429093164
ACH-000252,-0.43835406546102573
ACH-000253,-0.4820042032161792
ACH-000255,-0.8468420673681692
ACH-000256,-0.23233774348370936
ACH-000257,-0.5362787953604778
ACH-000258,-0.3694366825443378
ACH-000259,-0.3022579774236165
ACH-000260,-0.2021879380699237
ACH-000261,-0.5442855047151596
ACH-000262,-0.7249505958071224
ACH-000263,-0.4607402497296426
ACH-000264,-0.31981508013620963
ACH-000265,-0.6653821568568351
ACH-000266,-0.2582914787015798
ACH-000272,-0.5011791975243656
ACH-000274,-0.1249135275750846
ACH-000277,-0.3197996695423848
ACH-000278,-0.258039815497481
ACH-000279,-0.571641006220157
ACH-000280,-0.09889297380870968
ACH-000281,-0.4315133623715475
ACH-000288,-0.3873328849915095
ACH-000291,-0.2475708521158691
ACH-000293,-0.17904228151973295
ACH-000294,-0.8671083518815348
ACH-000295,-0.9279075361223628
ACH-000296,-0.7453536661487528
ACH-000302,-0.055851196768200766
ACH-000304,-0.29755314739617594
ACH-000307,-0.9082119221224988
ACH-000308,-0.30670292324287524
ACH-000310,-0.29323147233078284
ACH-000311,-0.645593355673869
ACH-000312,-0.301119363908156
ACH-000315,-0.6105075656290694
ACH-000316,-0.4115892664787976
ACH-000317,-0.9766071671380504
ACH-000318,-0.8793755620503217
ACH-000319,-0.4526818739972845
ACH-000320,-0.5885500580963751
ACH-000322,-0.4621231342138037
ACH-000323,-0.21046683539776906
ACH-000324,-0.5618042752402324
ACH-000329,-0.2359729923109816
ACH-000330,-0.3872703084247091
ACH-000331,-0.3637224380770298
ACH-000332,-0.8308385836549386
ACH-000334,-0.21246391286079527
ACH-000335,-0.7576728394937784
ACH-000336,-0.6105070573339985
ACH-000337,-0.8715852937096698
ACH-000338,-0.5996798956338795
ACH-000339,-0.5451261365450228
ACH-000341,-0.7189827710725696
ACH-000348,-0.8874231714518149
ACH-000350,-0.2705906075893553
ACH-000352,-0.2647396812338373
ACH-000356,-0.9258689036203096
ACH-000361,-0.4140229109865581
ACH-000362,-0.3563215402810282
ACH-000363,-0.1990597760641896
ACH-000364,-0.1269317780774038
ACH-000365,-0.492161211017543
ACH-000366,-0.7040742624094938
ACH-000368,-0.1308799876831704
ACH-000374,-0.8193088538267355
ACH-000375,-0.5251982515220242
ACH-000376,-0.5753390868929256
ACH-000381,-0.5705687944872739
ACH-000383,-0.4492712524042122
ACH-000387,-0.6610967806742247
ACH-000389,-0.017433467389248673
ACH-000390,-0.4658172463165242
ACH-000393,-0.07197796338587754
ACH-000395,-0.6289843375504495
ACH-000396,-0.4397616260211978
ACH-000397,-0.4592460482709486
ACH-000401,-0.7270166005401435
ACH-000402,-0.05717563206234179
ACH-000403,-0.1685296569696076
ACH-000404,-0.4852370138769357
ACH-000406,-0.40061348475235664
ACH-000407,-0.25777835023943
ACH-000408,-0.7707804461425701
ACH-000410,-0.5579690697239618
ACH-000411,-0.3429634073833982
ACH-000414,-0.3499254186958483
ACH-000415,-0.9860423940695676
ACH-000416,-0.6280578949426754
ACH-000420,-0.3511127688182297
ACH-000421,-0.37624408823697547
ACH-000424,-0.7033045639455439
ACH-000425,-0.7877394435200736
ACH-000426,-0.3419997074842562
ACH-000427,-0.4236441067606145
ACH-000433,-0.043202461805158916
ACH-000435,-0.4299444887134279
ACH-000436,-0.18849884653829602
ACH-000444,-0.9221553097900907
ACH-000445,-0.4676682168237624
ACH-000448,-0.18878864084370167
ACH-000450,-0.5343324127613834
ACH-000452,-0.7445789738535031
ACH-000454,-0.9076195616221784
ACH-000458,-0.7507813530910386
ACH-000459,-0.8533520400256641
ACH-000460,-0.3970451082098694
ACH-000461,-0.3158387436667654
ACH-000463,-0.3150898436417377
ACH-000464,-0.41698645311765387
ACH-000466,-0.3505904285536079
ACH-000467,-0.3454897087734522
ACH-000468,-0.4319120597839759
ACH-000469,-0.034592784172943515
ACH-000470,-0.6103366781781467
ACH-000471,-0.7452716658239051
ACH-000472,-0.3828737124540415
ACH-000473,-0.232550388015358
ACH-000475,-0.1937823061699532
ACH-000476,-0.21110625727220236
ACH-000477,-0.6223784538009025
ACH-000479,0.09699699694440528
ACH-000480,-0.03730273856235843
ACH-000481,-0.2723995687158451
ACH-000483,-0.21179538224401875
ACH-000484,-0.330225700460229
ACH-000485,-0.4808428492740297
ACH-000486,-0.7346330499937092
ACH-000487,-0.4802115328788663
ACH-000488,-0.2668813583056107
ACH-000490,-0.2789696790757337
ACH-000491,-0.2026347833326212
ACH-000495,-0.4566958449100022
ACH-000496,-0.7389860450926742
ACH-000499,-0.05878767347305632
ACH-000500,-0.6603076948539326
ACH-000502,-0.5152755969147897
ACH-000503,-0.4146747562787612
ACH-000505,-0.6838457869354454
ACH-000507,-0.5523576467535191
ACH-000510,-1.0243973496970622
ACH-000511,-0.4552711162254325
ACH-000512,-0.6098126975747139
ACH-000516,-0.24906885869859605
ACH-000517,-0.3235838631398925
ACH-000518,-0.6880313442625025
ACH-000520,-0.2101267215099536
ACH-000521,-0.5427939465707752
ACH-000522,-0.8397531655529564
ACH-000524,-0.08962860241138769
ACH-000527,-0.5532482697624739
ACH-000528,-0.15944556255968334
ACH-000537,-0.1451088110551612
ACH-000541,-0.2574272298523615
ACH-000542,-0.6147817675433375
ACH-000544,-0.4372288802687677
ACH-000545,-0.26346087138924745
ACH-000547,-0.53481699222929
ACH-000548,-0.8273033857697816
ACH-000549,-0.9059483795429946
ACH-000550,-0.408749268861804
ACH-000552,-0.4106919621635441
ACH-000556,-0.3002743293840069
ACH-000557,-0.2497742488572888
ACH-000569,-0.19098693352013604
ACH-000570,-0.7492198894406522
ACH-000571,-0.33206094941170555
ACH-000573,-0.6814007347634103
ACH-000576,-0.5104556468424912
ACH-000579,-0.625357099716621
ACH-000580,-0.5236076770577283
ACH-000584,-0.6805311268869471
ACH-000585,-0.5735865475995096
ACH-000588,-0.8633548821734516
ACH-000589,-0.01112776662728109
ACH-000591,0.1414061784701184
ACH-000593,-0.8464959505546658
ACH-000600,-0.4858458651464068
ACH-000601,-0.4604344912634663
ACH-000605,-0.3440268360585739
ACH-000606,-0.3868297166598809
ACH-000608,-0.39470359192655335
ACH-000614,-0.5891706903514312
ACH-000616,-0.9645436157744568
ACH-000618,-0.7491592590091634
ACH-000619,-0.8098635535239249
ACH-000620,-0.3883148062031193
ACH-000621,-0.2276034141107792
ACH-000622,-0.42253004614880857
ACH-000623,-0.17293713351519718
ACH-000624,-0.3643730917793344
ACH-000627,-0.8378314616906473
ACH-000630,-0.9165555037537572
ACH-000631,-0.6621376435802495
ACH-000632,-1.189599212308947
ACH-000633,-0.37789963719890096
ACH-000637,-0.23045317368868595
ACH-000638,-0.6253585245391939
ACH-000646,-0.27341952379867857
ACH-000647,-0.4175525200056061
ACH-000648,-0.6605677440353142
ACH-000649,-0.7300141211038116
ACH-000651,-0.5353660177447562
ACH-000652,-0.9465885722565406
ACH-000653,-0.3781976902220552
ACH-000657,-0.13056874402732385
ACH-000658,-0.26520544043999505
ACH-000661,-0.7231847589671464
ACH-000662,-0.6304229383556835
ACH-000663,-0.5365891485973329
ACH-000665,-0.3403325282109691
ACH-000671,-0.6090359439709729
ACH-000672,-0.6270500358182151
ACH-000673,-0.982177299423455
ACH-000676,-0.9209784556164141
ACH-000677,-0.3858726022230937
ACH-000681,-0.4007811194562644
ACH-000683,-0.3838148990475853
ACH-000684,-0.6630613840206213
ACH-000688,-0.4936339686695727
ACH-000693,-0.21283422039777308
ACH-000694,-0.8647677797687403
ACH-000695,-0.2741866277769254
ACH-000696,-0.6552798103231601
ACH-000697,-0.4571862555749025
ACH-000699,-0.38679851517670294
ACH-000701,-0.2813401240813884
ACH-000706,-0.5883931815743133
ACH-000711,-0.8050722262954797
ACH-000713,-0.5398591323757148
ACH-000714,-0.13155425273403712
ACH-000718,-0.27702039446504545
ACH-000720,-0.3022510006797933
ACH-000721,-0.8316060710816534
ACH-000724,-0.4717995730265333
ACH-000725,-0.4070967912508854
ACH-000732,-0.399968638268672
ACH-000734,-0.4204720089639392
ACH-000735,-0.8356594032103034
ACH-000736,-0.543434732623771
ACH-000738,-0.19490833927677773
ACH-000746,-0.26115775848850875
ACH-000747,-0.6751822231306491
ACH-000748,-0.4065117739084171
ACH-000753,-0.9085289278741996
ACH-000756,-0.04817142118298102
ACH-000757,-0.3766581143671564
ACH-000758,-0.5502957686612956
ACH-000760,-0.2602325896397911
ACH-000762,-0.7846083733042201
ACH-000763,-0.3042449893544124
ACH-000764,-0.7621083701395859
ACH-000765,-1.2391609495295484
ACH-000766,-0.701062107416246
ACH-000767,-0.29262642711372583
ACH-000768,-0.8482483972254871
ACH-000769,0.031207984407457968
ACH-000770,-0.5556000695565784
ACH-000771,-0.6498221483529277
ACH-000773,-0.0748086705093903
ACH-000776,-0.4616669642635576
ACH-000777,-0.9622262242120788
ACH-000778,-0.3494506858782796
ACH-000781,-0.9341554146381896
ACH-000782,-0.5511219178299075
ACH-000783,-0.13766498624469473
ACH-000784,-0.15847790195262296
ACH-000785,-0.4183021235188447
ACH-000787,-0.6157326213176921
ACH-000788,-0.7619904090671218
ACH-000791,-0.2820627030749144
ACH-000792,-0.835018781123797
ACH-000794,-0.8083932719441308
ACH-000796,-0.3402233941521068
ACH-000798,-0.3146749294376062
ACH-000799,0.10353230717155416
ACH-000800,-0.2563601408827416
ACH-000802,-0.6858532074607909
ACH-000804,-0.4522078956172338
ACH-000805,-0.5776504875681592
ACH-000809,-0.6951340921089106
ACH-000810,-0.7469407829896475
ACH-000811,-0.2496432647209715
ACH-000817,-0.4396736460044254
ACH-000819,-0.6570500610686277
ACH-000820,-0.4134250254045934
ACH-000821,-0.20198767439410087
ACH-000822,-0.38868292256559067
ACH-000823,-0.5201648959833339
ACH-000824,-0.10625036704627557
ACH-000827,-0.5402419704781513
ACH-000829,-0.3685382256626659
ACH-000831,-0.5694970349509557
ACH-000832,-0.4805157213109032
ACH-000833,-1.0792916691343184
ACH-000834,-0.07593356274137553
ACH-000835,-0.8874485818476052
ACH-000836,-0.8386983766574095
ACH-000837,-0.6605970293373915
ACH-000838,-0.3512018925485038
ACH-000839,-0.2577331973332457
ACH-000840,-0.65552182832228
ACH-000841,-0.4518868367212031
ACH-000843,-0.8896444253242379
ACH-000846,-0.28075134778452715
ACH-000847,-0.2929994294024741
ACH-000848,-0.8056947761004558
ACH-000849,-0.8150827176848003
ACH-000851,-0.4990503173114214
ACH-000855,-1.3868883376699508
ACH-000856,-0.4718417449415937
ACH-000858,0.041832209203896055
ACH-000859,-0.7346580638389136
ACH-000861,-0.30990321911581803
ACH-000862,-0.2828932473887913
ACH-000865,-0.3794269500427471
ACH-000866,-0.5051803405029694
ACH-000867,-0.11148432645224583
ACH-000869,-0.3339833497518257
ACH-000872,-0.3236649134810677
ACH-000873,-0.7575655105068769
ACH-000876,-0.2999521082139067
ACH-000878,-1.0171779174145128
ACH-000880,-0.6157557964562427
ACH-000881,-0.9083647613539704
ACH-000882,-0.7680214038385288
ACH-000884,-0.7468248426396469
ACH-000885,-0.16833083437594454
ACH-000887,-0.6428698256260014
ACH-000889,-0.5689354297594379
ACH-000896,-0.6865997877313562
ACH-000898,-0.34377036713543746
ACH-000900,-0.42824968624314746
ACH-000901,-0.458673028717348
ACH-000905,-0.5798865137768703
ACH-000906,-0.6716493655729956
ACH-000907,-0.3712316339760538
ACH-000910,-0.23300319020018345
ACH-000911,-0.2146092721176618
ACH-000912,-0.7191437288521525
ACH-000913,-1.092767732668057
ACH-000915,-0.9304320777081356
ACH-000916,-0.22219601438679104
ACH-000917,-0.7496694085255461
ACH-000920,-0.8617510487423056
ACH-000921,-0.6204242360510049
ACH-000924,-0.5853089299326438
ACH-000926,-0.390590393242875
ACH-000928,-0.6050535641217092
ACH-000929,-0.703595158612919
ACH-000932,-0.6234698957941831
ACH-000935,-0.5199938949438987
ACH-000936,-0.581982782291317
ACH-000937,-0.695991933134038
ACH-000938,-0.6905910753553897
ACH-000939,-0.3280212605791173
ACH-000941,-0.4803624425243959
ACH-000943,-0.8019993422743414
ACH-000946,-0.5133821090514286
ACH-000947,-0.37441281347948796
ACH-000948,-0.4613077653667336
ACH-000950,-1.0138008043870073
ACH-000953,-0.2289106487859173
ACH-000954,-0.685200755140392
ACH-000957,-0.4284180140083281
ACH-000958,-0.5801071519864524
