,CARD16 (114769)
ACH-000004,0.15992567286354062
ACH-000005,-0.4617120515440813
ACH-000007,0.0009545931488418744
ACH-000009,-0.01075610311591496
ACH-000011,-0.1034674331310761
ACH-000012,0.0062620064733042565
ACH-000013,-0.0997554140944611
ACH-000014,0.025063265559066024
ACH-000015,0.028186380957518194
ACH-000017,0.012688503749390977
ACH-000018,-0.04099160756111634
ACH-000019,-0.05234445488380026
ACH-000021,0.006947070965129357
ACH-000022,0.01650954372277569
ACH-000025,0.11383578015209035
ACH-000028,-0.022693943866864318
ACH-000030,-0.013585139259059052
ACH-000035,0.14288298365978092
ACH-000036,0.07807075493770216
ACH-000037,0.00929364478346562
ACH-000039,-0.08450891610975869
ACH-000040,-0.06301734705263255
ACH-000041,0.08261035381064517
ACH-000042,0.01987075817395381
ACH-000045,-0.10120532125515146
ACH-000047,-0.11833462551450212
ACH-000052,-0.4018914835260793
ACH-000053,-0.016376542731754082
ACH-000054,-0.12638467315644675
ACH-000055,-0.014527520922389169
ACH-000060,0.08327741779796914
ACH-000067,-0.0014015582196225866
ACH-000070,0.046164172774384636
ACH-000075,0.03303336746651861
ACH-000078,-0.17971303509529274
ACH-000082,-0.03163614531992753
ACH-000085,0.12801068921802294
ACH-000086,-0.05660890431641541
ACH-000087,-0.031855661140443935
ACH-000092,-0.04424715017686316
ACH-000095,-0.11912608259164895
ACH-000097,-0.08851927351713575
ACH-000098,0.0482690650144516
ACH-000099,0.023540918336068938
ACH-000108,-0.04141106227517816
ACH-000113,-0.16092633512326826
ACH-000116,-0.11383105583491733
ACH-000118,0.008725040797987188
ACH-000120,-0.06698576297342697
ACH-000123,-0.0367980248644234
ACH-000127,0.02618459012801558
ACH-000128,-0.015164221212898748
ACH-000132,-0.17002567285945086
ACH-000133,0.018081635758042683
ACH-000137,-0.0342936305609039
ACH-000138,-0.0691989146649163
ACH-000142,-0.0882451539315748
ACH-000143,0.2260480671660652
ACH-000146,-0.03903088725267683
ACH-000148,-0.0953866231856774
ACH-000150,-0.030367968077792087
ACH-000152,-0.011855942919618
ACH-000153,0.11105638721823828
ACH-000159,-0.05196668218395695
ACH-000160,-0.16750984779078326
ACH-000163,0.12635048380935954
ACH-000167,0.05175486378708732
ACH-000168,-0.24534893238045716
ACH-000169,-0.07420255983655763
ACH-000178,0.03834552085730473
ACH-000183,-0.0796972440566201
ACH-000188,-0.04264583392348327
ACH-000189,0.09831180072456988
ACH-000190,0.010333939233543707
ACH-000198,-0.19875928505050688
ACH-000203,-0.4444539756727484
ACH-000204,-0.0021684844535937733
ACH-000206,-0.1069973394443374
ACH-000207,-0.3384984397300119
ACH-000208,0.09925544420361064
ACH-000210,-0.23454066905091855
ACH-000211,-0.03485457902187211
ACH-000215,-0.040701868073961735
ACH-000221,-0.15783631949901572
ACH-000222,-0.09380788918920333
ACH-000223,-0.08695137033566602
ACH-000226,-0.033666497528548486
ACH-000227,-0.05952622093070128
ACH-000228,0.034921621933308326
ACH-000231,-0.1084187450829074
ACH-000232,-0.10894100037846756
ACH-000233,-0.09780372414041036
ACH-000234,0.02392337595704889
ACH-000235,-0.011953010037792844
ACH-000237,-0.17023770092434992
ACH-000238,0.10412211930111308
ACH-000242,-0.2506976335803744
ACH-000243,0.0002681556298315946
ACH-000244,-0.10603530233197668
ACH-000246,-0.1401924462157676
ACH-000248,-0.047473803981838224
ACH-000250,-0.08350946505607615
ACH-000251,0.08272576185262523
ACH-000252,-0.19353429111154036
ACH-000253,-0.06685799069736764
ACH-000255,-0.061350800594610275
ACH-000256,-0.04885385739152672
ACH-000257,-0.05805258571772096
ACH-000258,-0.12099578783267505
ACH-000259,-0.07263652577525975
ACH-000260,0.024263965450065657
ACH-000261,-0.01988462941677269
ACH-000262,-0.024050157620609715
ACH-000263,-0.19698128540690304
ACH-000264,-0.042852586357805166
ACH-000265,0.00029562750296295565
ACH-000266,-0.07949433771482141
ACH-000272,-0.06697847906737253
ACH-000274,-0.042350895705941416
ACH-000277,-0.01544389502782332
ACH-000278,-0.12969420488446282
ACH-000279,-0.16194440561245088
ACH-000280,0.008259273987866644
ACH-000281,-0.0015081102788523813
ACH-000288,-0.0947481539805746
ACH-000291,-0.04103965605739005
ACH-000293,-0.03154678138212335
ACH-000294,0.09204199142969943
ACH-000295,0.17521873802501842
ACH-000296,0.16051666377129856
ACH-000302,-0.06958574379904461
ACH-000304,0.22737777229539605
ACH-000307,0.050497337838597584
ACH-000308,-0.16078096427105767
ACH-000310,-0.1676047674320307
ACH-000311,-0.2089252780754701
ACH-000312,-0.04070667947417166
ACH-000315,0.037990081130658215
ACH-000316,-0.13857465651052225
ACH-000317,-0.1461012491082565
ACH-000318,-0.005985263324680604
ACH-000319,-0.009429963984947644
ACH-000320,-0.055476200974546086
ACH-000322,-0.06871847496993297
ACH-000323,0.0438334378738263
ACH-000324,-0.15314849333085429
ACH-000329,-0.02341053931397024
ACH-000330,-0.039065251164661904
ACH-000331,-0.0356344585402257
ACH-000332,-0.006096528840945739
ACH-000334,0.10835441646015456
ACH-000335,0.013107562860848307
ACH-000336,0.05827906572681374
ACH-000337,-0.08391950781471026
ACH-000338,0.2930864926893735
ACH-000339,-0.05851696585214485
ACH-000341,0.020315705889506902
ACH-000348,0.0010984350073723413
ACH-000350,-0.1483904208653782
ACH-000352,0.07036806362065569
ACH-000356,0.07919175217510725
ACH-000361,-0.17654925510517547
ACH-000362,0.022031119556198686
ACH-000363,-0.06385152796360245
ACH-000364,0.0035623668021289453
ACH-000365,0.0656721563391831
ACH-000366,-0.10619805151132546
ACH-000368,-0.12769575401349
ACH-000374,-0.22589114847432384
ACH-000375,-0.25462816889504897
ACH-000376,-0.09840325050196196
ACH-000381,-0.0010239033586955204
ACH-000383,-0.07928675845912506
ACH-000387,-0.013842437988081293
ACH-000389,0.12686280652328125
ACH-000390,-0.0729369970850233
ACH-000393,0.017222926255364104
ACH-000395,-0.015182960668592644
ACH-000396,0.2274794656196266
ACH-000397,-0.019877448974998085
ACH-000401,-0.2411590133728816
ACH-000402,-0.05085103928791648
ACH-000403,-0.055303251142220934
ACH-000404,-0.12085863365002973
ACH-000406,0.01776511637614099
ACH-000407,-0.028269843141698805
ACH-000408,0.1588168545308604
ACH-000410,-0.10189242679916524
ACH-000411,-0.05212121136007671
ACH-000414,0.026006287911582708
ACH-000415,-0.00348664706312189
ACH-000416,0.0007494044960085134
ACH-000420,-0.061465431752038675
ACH-000421,0.02507842533773532
ACH-000424,-0.05021396816690097
ACH-000425,-0.06119152953248545
ACH-000426,-0.12971447241198547
ACH-000427,0.00979460320788218
ACH-000433,-0.1288826328034921
ACH-000435,-0.1593557291017299
ACH-000436,-0.0958094851625134
ACH-000444,0.06270973791577375
ACH-000445,-0.007628543640618714
ACH-000448,-0.04444963681719195
ACH-000450,-0.14786023876123566
ACH-000452,-0.03274120565068957
ACH-000454,0.051873151073064505
ACH-000458,0.01744196609585925
ACH-000459,0.052133278403705664
ACH-000460,0.01887367701731092
ACH-000461,-0.021909252000659074
ACH-000463,-0.14216388353792844
ACH-000464,0.07023566578667344
ACH-000466,0.08845633296185468
ACH-000467,-0.14083232097317944
ACH-000468,-0.10507580759789467
ACH-000469,-0.05837613598617965
ACH-000470,0.07723485792291132
ACH-000471,-0.04683554299234985
ACH-000472,-0.06146912017405354
ACH-000473,-0.02377342190074461
ACH-000475,-0.05007575617620817
ACH-000476,-0.013710020154902896
ACH-000477,-0.028612724816070207
ACH-000479,-0.09466916919433567
ACH-000480,-0.049524160730143166
ACH-000481,0.02995518762270325
ACH-000483,-0.117678812481354
ACH-000484,0.00599213633324707
ACH-000485,-0.07989897919586088
ACH-000486,-0.03284775461824898
ACH-000487,-0.041427861986552864
ACH-000488,0.053227044322219634
ACH-000490,-0.07955611578936396
ACH-000491,0.0753185850057272
ACH-000495,-0.13063742319962302
ACH-000496,0.06100917655651721
ACH-000499,0.0454979753335241
ACH-000500,-0.04684491057328477
ACH-000502,-0.006660826642452131
ACH-000503,-0.1473727016281019
ACH-000505,-0.06145015246337734
ACH-000507,-0.08487320221575667
ACH-000510,0.06155869223736352
ACH-000511,-0.08612134876734999
ACH-000512,-0.30880543860792997
ACH-000516,-0.08084093688970602
ACH-000517,-0.11684238083548247
ACH-000518,0.049965106014490265
ACH-000520,-0.0452260731589759
ACH-000521,0.0399221287404552
ACH-000522,-0.050415092183825914
ACH-000524,-0.009819936271291152
ACH-000527,-0.06671860574068844
ACH-000528,-0.004376264127293693
ACH-000537,0.053319352764003486
ACH-000541,0.08197262982561265
ACH-000542,-0.02656778103004117
ACH-000544,0.014357446997830503
ACH-000545,0.0191421146640398
ACH-000547,-0.2669120872687364
ACH-000548,-0.06556521548957771
ACH-000549,0.1070605882344442
ACH-000550,0.006436673076752719
ACH-000552,0.12478680785369248
ACH-000556,0.013902487307730443
ACH-000557,-0.06694730213291668
ACH-000569,0.029621139255811082
ACH-000570,-0.12849280711654196
ACH-000571,-0.09790777024886632
ACH-000573,-0.0627173595445324
ACH-000576,-0.02803900629221804
ACH-000579,-0.062471058656190015
ACH-000580,-0.0084781736300048
ACH-000584,-0.1801686344522881
ACH-000585,-0.007941862381895676
ACH-000588,-0.17620304257488914
ACH-000589,-0.020634378700604708
ACH-000591,-0.0976433805111578
ACH-000593,0.05637989607483436
ACH-000600,-0.10066551882761116
ACH-000601,-0.08551880408265368
ACH-000605,0.1330609315327422
ACH-000606,-0.028350917955521526
ACH-000608,-0.0728653150621434
ACH-000614,-0.19333220239537352
ACH-000616,-0.008991647180853409
ACH-000618,0.021626805709258103
ACH-000619,0.09662760959144276
ACH-000620,0.00514399013095074
ACH-000621,-0.08250488232539999
ACH-000622,-0.01277670458754764
ACH-000623,-0.06500119199240546
ACH-000624,-0.0003736691698099873
ACH-000627,-0.03416101336276268
ACH-000630,-0.008374106823987674
ACH-000631,-0.3131615596572053
ACH-000632,-0.03528774657972162
ACH-000633,-0.15209588934497428
ACH-000637,-0.1412575897341486
ACH-000638,-0.05391731214380137
ACH-000646,0.08321210484364984
ACH-000647,-0.07512496495100951
ACH-000648,-0.2060276400804213
ACH-000649,-0.06832832185401022
ACH-000651,0.017723712207848758
ACH-000652,-0.202935926338066
ACH-000653,-0.0520430782424556
ACH-000657,-0.008424445533966613
ACH-000658,-0.16669226288988184
ACH-000661,-0.18529863906011976
