,GUCA1C (9626)
ACH-000004,0.02965234426272448
ACH-000005,-0.01682086667160658
ACH-000007,-0.18235034716634765
ACH-000009,0.010317993759499705
ACH-000011,0.10823614631371643
ACH-000012,0.0010601757468952757
ACH-000013,0.05868951726046545
ACH-000014,-0.12287965198820615
ACH-000015,-0.01718357032048529
ACH-000017,-0.0011466749921870785
ACH-000018,-0.021696780841749055
ACH-000019,-0.0842300659771176
ACH-000021,-0.021943530580076216
ACH-000022,-0.028397737873653607
ACH-000025,-0.04587165406294228
ACH-000028,0.02055693439653427
ACH-000030,-0.030804922802560725
ACH-000035,0.1022362031869168
ACH-000036,0.07477539405374442
ACH-000037,0.017204656108011834
ACH-000039,-0.10539663348019744
ACH-000040,-0.05893372635040438
ACH-000041,-0.04080322017197239
ACH-000042,-0.02153588020223176
ACH-000045,0.0997855205404226
ACH-000047,0.010702424035841778
ACH-000052,-0.029341761072814356
ACH-000053,0.019118824497330086
ACH-000054,-0.06275854659587753
ACH-000055,0.08984183469574569
ACH-000060,0.02952723046451855
ACH-000067,-0.07240661204419004
ACH-000070,-0.03741681520062859
ACH-000075,0.18868672755196486
ACH-000078,-0.014423941080985166
ACH-000082,0.02642941137204697
ACH-000085,-0.07677536351860226
ACH-000086,-0.07221623926395165
ACH-000087,-0.04069615046584249
ACH-000092,0.0159604353146182
ACH-000095,-0.008999778505998564
ACH-000097,-0.03458871555333971
ACH-000098,0.04372187839965184
ACH-000099,-0.001490040547571497
ACH-000108,-0.09062231845587362
ACH-000113,0.025882896229831736
ACH-000116,0.08878057375865801
ACH-000118,0.01087688342687393
ACH-000120,0.1205696180576369
ACH-000123,0.010647178493007779
ACH-000127,-0.030303785903527936
ACH-000128,-0.1478248924225579
ACH-000132,0.06097329402544543
ACH-000133,0.05666283206610096
ACH-000137,-0.002988603418401786
ACH-000138,0.005932483318188283
ACH-000142,-0.01598039752311526
ACH-000143,0.015672194153438224
ACH-000146,0.034602817717238187
ACH-000148,0.028168124125983667
ACH-000150,0.054213505207340265
ACH-000152,-0.002715075419510357
ACH-000153,0.12349251633513833
ACH-000159,-0.11268585055688278
ACH-000160,-0.1014843218651356
ACH-000163,0.04575276615761669
ACH-000167,-0.03725514263419805
ACH-000168,0.11766894827343027
ACH-000169,-0.11745591834690627
ACH-000178,0.04681028822139783
ACH-000183,0.0413131001048247
ACH-000188,0.049013135471250455
ACH-000189,0.05546882703127113
ACH-000190,-0.08763624783933388
ACH-000198,-0.01893995843452714
ACH-000203,0.5418920314931778
ACH-000204,-0.02245228278925927
ACH-000206,-0.15822481149873716
ACH-000207,0.07982021525035925
ACH-000208,-0.14620405992527666
ACH-000210,-0.027356045521311656
ACH-000211,0.006959145103713382
ACH-000215,-0.039805860359177526
ACH-000221,0.0685956653666246
ACH-000222,0.1480312858267611
ACH-000223,0.03858261105643823
ACH-000226,0.10031524007025376
ACH-000227,-0.1290262828087943
ACH-000228,-0.008416673971316546
ACH-000231,0.00233654144036054
ACH-000232,-0.06880412389842401
ACH-000233,0.006529033351775523
ACH-000234,0.0369917099165864
ACH-000235,-0.008993052393566256
ACH-000237,0.08276912445298018
ACH-000238,0.028730649817683487
ACH-000242,0.031751297962253934
ACH-000243,0.03924244743424737
ACH-000244,-0.2050196287161102
ACH-000246,-0.0237257108714776
ACH-000248,0.07186687654428213
ACH-000250,0.02810150875399343
ACH-000251,-0.0048975908737094705
ACH-000252,-0.04934018570362969
ACH-000253,0.05618629123976188
ACH-000255,0.13569951333193253
ACH-000256,0.08816729000918617
ACH-000257,0.09654991400530337
ACH-000258,-0.0038196394967920703
ACH-000259,0.04192843020382369
ACH-000260,0.021003178257549042
ACH-000261,-0.005755143295042521
ACH-000262,-0.05369837171342076
ACH-000263,-0.06095582907319081
ACH-000264,-0.02366138320947565
ACH-000265,0.031526090400665424
ACH-000266,0.04233819367446197
ACH-000272,-0.014295536288872297
ACH-000274,-0.04628084241924243
ACH-000277,0.0515577396160185
ACH-000278,0.05858808003650645
ACH-000279,-0.015325354437719587
ACH-000280,0.08470788428697205
ACH-000281,0.07701332581097148
ACH-000288,0.013577393087713637
ACH-000291,-0.0177166122098242
ACH-000293,0.03687951152461038
ACH-000294,-0.07093425258355378
ACH-000295,-0.0022858423991907297
ACH-000296,-0.03625764407590095
ACH-000302,-0.04240156244885168
ACH-000304,-0.08070701292589935
