,ATE1 (11101)
ACH-000004,-0.008850341310678779
ACH-000005,-0.3159689216927422
ACH-000007,0.2715486529168249
ACH-000009,-0.07759177254672545
ACH-000011,0.0510804455931053
ACH-000012,-0.09764229909976417
ACH-000013,0.054179880825705816
ACH-000014,0.19366204317648208
ACH-000015,-0.07599495866902177
ACH-000017,0.038476406544770886
ACH-000018,0.03793776248231172
ACH-000019,-0.2649106834547514
ACH-000021,0.057340795314714074
ACH-000022,-0.09730583785479703
ACH-000025,0.16143710559238572
ACH-000028,-0.08301970352222979
ACH-000030,0.02329378025821589
ACH-000035,-0.04531424637367664
ACH-000036,0.1244038969062889
ACH-000037,-0.03746953706875802
ACH-000039,0.21319659789630588
ACH-000040,0.1178247582320068
ACH-000041,0.09350944265339364
ACH-000042,0.03830275025327619
ACH-000045,0.24044621737008165
ACH-000047,-0.02150258889060276
ACH-000052,0.0016690976059037892
ACH-000053,0.0879994127158918
ACH-000054,-0.138878912740695
ACH-000055,0.07301207529892187
ACH-000060,0.17468226083754407
ACH-000067,0.0804661897787243
ACH-000070,0.12734778446808862
ACH-000075,0.3038424878565325
ACH-000078,-0.09151348092436984
ACH-000082,0.04235878564833071
ACH-000085,-0.013972252983638809
ACH-000086,0.0057212522063228785
ACH-000087,0.0407599636162177
ACH-000092,0.03003973977424935
ACH-000095,0.03251761851399065
ACH-000097,0.05600848533056455
ACH-000098,-0.06383323258688336
ACH-000099,-0.2618267980023085
ACH-000108,-0.06911012730218254
ACH-000113,0.15734155291903326
ACH-000116,-0.06390127729193887
ACH-000118,-0.4660064778518194
ACH-000120,-0.02109562880817905
ACH-000123,-0.01653079454016866
ACH-000127,0.05943287457302762
ACH-000128,-0.04787835989848502
ACH-000132,-0.07093788584984649
ACH-000133,-0.07178702428593509
ACH-000137,0.14243560006217112
ACH-000138,0.05474757695950685
ACH-000142,0.023635809961182103
ACH-000143,0.02241168883676369
ACH-000146,0.053501955389200835
ACH-000148,-0.13919916470024193
ACH-000150,-0.017095511113337902
ACH-000152,0.03303236344140978
ACH-000153,-0.09445208268335084
ACH-000159,-0.0037140806754780353
ACH-000160,0.009452821718204765
ACH-000163,0.04435593893805327
ACH-000167,0.16786531793404133
ACH-000168,0.23971978800169344
ACH-000169,-0.1749349993371619
ACH-000178,-0.10211636582314997
ACH-000183,-0.09392800019035663
ACH-000188,0.013202763514008837
ACH-000189,0.012092633257533356
ACH-000190,0.05404254914805464
ACH-000198,0.20285000596051
ACH-000203,-0.19195422458703928
ACH-000204,0.11278817595232565
ACH-000206,-0.060921984984426136
ACH-000207,-0.18047859503498692
ACH-000208,-0.4525019218023985
ACH-000210,0.10154273801442752
ACH-000211,0.014606540525429541
ACH-000215,0.04761510528183973
ACH-000221,-0.14572030612691111
ACH-000222,-0.04083957299213184
ACH-000223,-0.17715769271871334
ACH-000226,-0.015386551495627643
ACH-000227,-0.21717005402688225
ACH-000228,-0.18730776071158747
ACH-000231,-0.055418895686888035
ACH-000232,0.0409244688347775
ACH-000233,-0.005904922226934166
ACH-000234,0.04895893267054142
ACH-000235,-0.0020665578647601525
ACH-000237,-0.0344088389084147
ACH-000238,-0.2252713399696156
ACH-000242,0.14977392167594386
ACH-000243,-0.040140424616880464
ACH-000244,-0.02194679428996769
