,NPFFR1 (64106)
ACH-000004,-0.10715658434407868
ACH-000005,0.02139607304260435
ACH-000007,-0.009525568904305124
ACH-000009,-0.1227679392639336
ACH-000011,-0.01306922616584039
ACH-000012,-0.0037842702684814204
ACH-000013,0.07236402683120992
ACH-000014,0.017639754774335725
ACH-000015,-0.15136121097136745
ACH-000017,0.10441064570236976
ACH-000018,-0.2777450002512353
ACH-000019,-0.04102789394394789
ACH-000021,-0.0414629084181035
ACH-000022,-0.14564778244030302
ACH-000025,-0.09219465321965124
ACH-000028,-0.10916317288434538
ACH-000030,-0.2978290657404292
ACH-000035,-0.3445079696770515
ACH-000036,-0.1059553503435807
ACH-000037,-0.0934869271541001
ACH-000039,-0.07433742221789055
ACH-000040,-0.1063335449332494
ACH-000041,-0.08463316823318859
ACH-000042,-0.013592473284867552
ACH-000045,-0.15867875173257456
ACH-000047,-0.02843535393405624
ACH-000052,0.011020575255676013
ACH-000053,-0.12501300256627032
ACH-000054,-0.09809710849356178
ACH-000055,0.06786538908394972
ACH-000060,-0.021144262911851543
ACH-000067,-0.19641915401274251
ACH-000070,0.032740072084977215
ACH-000075,0.04218157024735942
ACH-000078,-0.029316024170365537
ACH-000082,-0.023191040603728324
ACH-000085,-0.1004169629966888
ACH-000086,-0.14462671132861868
ACH-000087,-0.2744443725740669
ACH-000092,0.06018342322029852
ACH-000095,-0.060990835245364874
ACH-000097,-0.16960917406684384
ACH-000098,-0.12573815631930227
ACH-000099,-0.11335712773072774
ACH-000108,-0.10623815349330867
ACH-000113,-0.05679810151805693
ACH-000116,-0.10729018220836818
ACH-000118,-0.12082998102586515
ACH-000120,-0.051051150228296815
ACH-000123,-0.0264745983397373
ACH-000127,-0.2966305732124557
ACH-000128,0.0761151801697463
ACH-000132,-0.02841675019382512
ACH-000133,0.028881640571660094
ACH-000137,-0.2515549047204914
ACH-000138,-0.01811034482877448
ACH-000142,0.0582197985898083
ACH-000143,-0.16303878924465345
ACH-000146,-0.08054515716763243
ACH-000148,-0.13153630708648933
ACH-000150,-0.07798178662294984
ACH-000152,-0.16596178103663245
ACH-000153,0.23506345436856324
ACH-000159,-0.0018998800080258344
ACH-000160,-0.04306537139817046
ACH-000163,-0.11601072165884788
ACH-000167,-0.05534669946190236
ACH-000168,-0.19586400283653346
ACH-000169,0.04516652695511356
ACH-000178,0.046912856380957636
ACH-000183,0.0325545467820674
ACH-000188,-0.009293394768851864
ACH-000189,-0.11902302011035965
ACH-000190,-0.32576891858932
ACH-000198,-0.032216447445989865
ACH-000203,0.33887453783165744
ACH-000204,-0.21180085056343126
ACH-000206,0.08324267902938974
ACH-000207,-0.05471784590913901
ACH-000208,-0.6066659649279308
ACH-000210,-0.2587011243875666
ACH-000211,-0.055393157928258094
ACH-000215,-0.10831416620469868
ACH-000221,-0.15511565334484412
ACH-000222,-0.07349577039858912
ACH-000223,-0.08936431261528895
ACH-000226,-0.04672002342573822
ACH-000227,-0.11528242481469007
ACH-000228,-0.12121899149150075
ACH-000231,-0.10891353479198464
ACH-000232,-0.04772148996334482
ACH-000233,-0.07832272925268319
ACH-000234,-0.10183592070359414
ACH-000235,-0.032376949803919
ACH-000237,-0.10171985600163763
ACH-000238,-0.1078259715336664
ACH-000242,0.25612961298975245
ACH-000243,-0.061436451777460724
ACH-000244,0.1022459865380522
ACH-000246,0.012236161620768531
ACH-000248,-0.15747269359446836
ACH-000250,-0.07033340601297271
ACH-000251,-0.3519682887145531
ACH-000252,-0.052353654102830265
ACH-000253,-0.03792492893361018
ACH-000255,-0.2482584496578061
ACH-000256,-0.02595848659055457
ACH-000257,-0.1678394981720468
ACH-000258,-0.37448609515062736
ACH-000259,-0.11206739999030048
ACH-000260,-0.08547312579425449
ACH-000261,-0.030004951439284656
ACH-000262,-0.017186619236091882
ACH-000263,-0.19048770634288245
ACH-000264,-0.1446889602329879
ACH-000265,-0.06688756889344821
ACH-000266,-0.07406498346123981
ACH-000272,-0.030985588749467857
ACH-000274,0.00208129628405032
ACH-000277,0.042719407968743316
ACH-000278,0.04866946916716231
ACH-000279,-0.1110088388669178
ACH-000280,0.09556185346333668
ACH-000281,-0.0820387447830811
ACH-000288,-0.05233130516346415
ACH-000291,-0.06371836301396662
ACH-000293,-0.05525256211348716
ACH-000294,-0.14980131361870436
ACH-000295,-0.04093305112585648
ACH-000296,-0.19882288755819533
ACH-000302,-0.13212968215000298
ACH-000304,-0.3605675485401468
ACH-000307,-0.1430312715768979
ACH-000308,-0.09769219774817632
ACH-000310,0.012580243386793637
ACH-000311,0.0112155005017071
ACH-000312,-0.02489280453561272
ACH-000315,-0.2762335571123562
ACH-000316,-0.16216813572518204
ACH-000317,0.17313879402129329
ACH-000318,-0.08313528746119596
ACH-000319,-0.09224723528846536
ACH-000320,0.012685596562758262
ACH-000322,-0.1240330484207312
ACH-000323,0.0001820928268725923
ACH-000324,-0.0466152178673326
ACH-000329,-0.08112362186583598
ACH-000330,-0.03143815956737478
ACH-000331,-0.054518167018225816
ACH-000332,-0.1316884222750615
ACH-000334,-0.03633405678293207
ACH-000335,0.0856997744564758
ACH-000336,0.015124513899926431
ACH-000337,-0.2095106894329936
ACH-000338,-0.13938253031647552
ACH-000339,-0.09510204605078428
ACH-000341,-0.111438964857343
ACH-000348,-0.1868801144440055
ACH-000350,-0.015462461965561138
ACH-000352,-0.08246483135296499
ACH-000356,-0.1263464517570382
ACH-000361,-0.10107200383408776
ACH-000362,-0.20243864409631807
ACH-000363,-0.07872473479970495
ACH-000364,-0.12345772226843901
ACH-000365,0.035350199252511386
ACH-000366,-0.09331475843069394
ACH-000368,0.12590789127156682
ACH-000374,-0.1882669418777468
ACH-000375,0.08722491268766562
ACH-000376,-0.15513124114037274
ACH-000381,-0.12248486906829875
ACH-000383,0.00362033438251876
ACH-000387,-0.13520481875131496
ACH-000389,0.04383263771132912
ACH-000390,0.0011105366743609157
ACH-000393,-0.11542692665577155
ACH-000395,0.012896273042062523
ACH-000396,-0.13157731245804052
ACH-000397,-0.03859667376844208
ACH-000401,-0.08032300524060244
ACH-000402,0.08287409975411786
ACH-000403,-0.015159512234619787
ACH-000404,-0.1334296169115495
ACH-000406,-0.09462040299446556
ACH-000407,-0.11422039477042345
ACH-000408,-0.2294752137183349
ACH-000410,-0.023220413730982704
ACH-000411,-0.03218611518023108
