,NR4A3 (8013)
ACH-000004,-0.06021687341546461
ACH-000005,-0.3506805508496746
ACH-000007,0.022963440038758703
ACH-000009,-0.21057824174825512
ACH-000011,0.1458897580987464
ACH-000012,-0.09463667266538682
ACH-000013,0.055186002798253635
ACH-000014,-0.02680035847986441
ACH-000015,-0.07754387375249046
ACH-000017,0.060859254856064415
ACH-000018,0.1495109644709522
ACH-000019,-0.10632788874457544
ACH-000021,0.022678058737875886
ACH-000022,-0.01352233488403134
ACH-000025,0.062128131525589124
ACH-000028,0.11201480605305396
ACH-000030,-0.05301487250722582
ACH-000035,0.09577241678470123
ACH-000036,-0.0275058028829868
ACH-000037,0.039139289688313365
ACH-000039,0.08469110272834261
ACH-000040,0.07012921125689421
ACH-000041,-0.21190952804575253
ACH-000042,-0.031939457690185316
ACH-000045,-0.06532743448214545
ACH-000047,-0.02146589422641232
ACH-000052,-0.14892634796085374
ACH-000053,-0.023383812385975918
ACH-000054,-0.047679678798205456
ACH-000055,0.015425921949627937
ACH-000060,-0.013260415741737171
ACH-000067,0.08233030116280197
ACH-000070,-0.10424042616727597
ACH-000075,0.061498981851373875
ACH-000078,0.09000963101282325
ACH-000082,0.10026661393549227
ACH-000085,0.1894918418082414
ACH-000086,0.0009392626473063302
ACH-000087,0.2339844849309903
ACH-000092,0.0007295872906243233
ACH-000095,0.07042694250951681
ACH-000097,0.04845137956395629
ACH-000098,0.13311070068532935
ACH-000099,-0.10682160095430653
ACH-000108,-0.03139379158758123
ACH-000113,0.049950707055830934
ACH-000116,0.07813736161615803
ACH-000118,0.01191714012848226
ACH-000120,-0.07367819514310882
ACH-000123,-0.009615224690459976
ACH-000127,-0.027354055478105016
ACH-000128,-0.06095513670170245
ACH-000132,-0.010795013778480723
ACH-000133,-0.009801737266106406
ACH-000137,0.08780948694257364
ACH-000138,0.06073785050255319
ACH-000142,0.14044701468595802
ACH-000143,0.17501566209435107
ACH-000146,-0.056088632985418316
ACH-000148,0.030436459119024838
ACH-000150,0.10462520261198084
ACH-000152,0.07479081450946988
ACH-000153,0.10223874650410372
ACH-000159,-0.020167229939786098
ACH-000160,-0.16238469265242272
ACH-000163,-0.0791303773528574
ACH-000167,0.0777223705541878
