,TBC1D3C (414060)
ACH-000524,-1.5023110122872272
ACH-000527,-1.5102850083952009
ACH-000528,-1.5739366670942487
ACH-000537,-1.5695053723172545
ACH-000541,-1.7614181054558735
ACH-000542,-1.510248764342668
ACH-000544,-1.908929349119072
ACH-000545,-1.5803209116675772
ACH-000547,-1.7768639022296298
ACH-000548,-1.6023262792564
ACH-000549,-1.47459613202028
ACH-000550,-1.4332730167534367
ACH-000552,-1.6509281753407647
ACH-000556,-1.4498951239334918
ACH-000557,-1.751028733305547
ACH-000569,-1.5363442912725176
ACH-000570,-1.7847542350518928
ACH-000571,-1.644213568014232
ACH-000573,-1.7730623993900732
ACH-000576,-1.3917602871301524
ACH-000579,-1.69321943200964
ACH-000580,-1.7548197434241584
ACH-000584,-1.81834046951206
ACH-000585,-1.60908187854635
ACH-000588,-1.866888511630328
ACH-000589,-1.735980217880129
ACH-000591,-1.6806434476924172
ACH-000593,-1.7729538011698749
ACH-000600,-1.5356344438534593
ACH-000601,-1.589066206799548
ACH-000605,-1.570315121419098
ACH-000606,-1.4777482168093894
ACH-000608,-1.5796319031890755
ACH-000614,-1.944164921168376
ACH-000616,-1.6438764813135318
ACH-000618,-1.6768221317372354
ACH-000619,-1.489301909188118
ACH-000620,-1.7128996856171017
ACH-000621,-1.5905062375708838
ACH-000622,-1.4382354448163612
ACH-000623,-1.6737976496577396
ACH-000624,-1.7204262905540746
ACH-000627,-1.559190431057081
ACH-000630,-1.5741597660868358
ACH-000631,-1.7737326504389994
ACH-000632,-1.52681625481116
ACH-000633,-1.6666884007981082
ACH-000637,-1.8333846260729385
ACH-000638,-1.4487606880891568
ACH-000646,-1.5699250021223967
ACH-000647,-1.5443640026525658
ACH-000648,-1.7732919159561935
ACH-000649,-1.6228121538086788
ACH-000651,-1.5418881859748812
ACH-000652,-1.636094089952954
ACH-000653,-1.7260077713181714
ACH-000657,-1.5757032547983083
ACH-000658,-1.8334161465265881
ACH-000661,-1.7317260856558785
ACH-000662,-1.7641519902861105
ACH-000663,-1.675345606614287
ACH-000665,-1.3629418081580136
ACH-000671,-1.7003134128091049
ACH-000672,-1.668636724555847
ACH-000673,-1.5590483353185576
ACH-000676,-1.5135158128845396
ACH-000677,-1.5125600485914494
ACH-000681,-1.6660604532521568
ACH-000683,-1.5870690205052609
ACH-000684,-1.7809299928402598
ACH-000688,-1.4690835100868422
ACH-000693,-1.5628115449909403
ACH-000694,-1.610104409236158
ACH-000695,-1.6301518377398072
ACH-000696,-1.490134968927416
ACH-000697,-1.6137968071462412
ACH-000699,-1.3919712031637208
ACH-000701,-1.615167048898433
ACH-000706,-1.6204910659247458
ACH-000711,-1.5345402355822717
ACH-000713,-1.559385500380822
ACH-000714,-1.5130821210391938
ACH-000718,-1.8561662526351528
ACH-000720,-1.715449535507285
ACH-000721,-1.50598516234723
ACH-000724,-1.7644642714134267
ACH-000725,-1.6998690306169422
ACH-000732,-1.6885382232429542
ACH-000734,-1.6741039308405312
ACH-000735,-1.6674432145959734
ACH-000736,-1.7786140250110805
ACH-000738,-1.4981719988689368
ACH-000746,-1.8485001547467184
ACH-000747,-1.5976519732583534
ACH-000748,-1.5155312433515715
ACH-000753,-1.6388326199096757
ACH-000756,-1.729420320592502
ACH-000757,-1.4450009166554425
ACH-000758,-1.5940326353079777
ACH-000760,-1.4127124546704544
ACH-000762,-1.8669989800982696
ACH-000763,-1.8488571428434104
ACH-000764,-1.647176687600386
ACH-000765,-1.5305353057215156
ACH-000766,-1.7699337690178825
ACH-000767,-1.4854061108939325
ACH-000768,-1.7390292937913812
ACH-000769,-1.6348051559011674
ACH-000770,-1.5813375036820965
ACH-000771,-1.5603401595080375
ACH-000773,-1.7248623806846368
ACH-000776,-1.4569059085658995
ACH-000777,-1.6867150490014566
ACH-000778,-1.932948829765928
ACH-000781,-1.679858773826156
ACH-000782,-1.1480723914869864
ACH-000783,-1.5465697273386514
ACH-000784,-1.5179188505629848
ACH-000785,-1.641376763369086
ACH-000787,-1.7639740534829098
ACH-000788,-1.5963409338441206
ACH-000791,-1.6538487194231166
ACH-000792,-1.6672956231772251
ACH-000794,-1.487370231701297
ACH-000796,-1.6619176707549967
ACH-000798,-1.7864562289760941
ACH-000799,-1.4735210234776532
ACH-000800,-1.5070072116042297
ACH-000802,-1.7562092326882066
ACH-000804,-1.6554818735751666
ACH-000805,-1.5258008461946708
ACH-000809,-1.4784089863483765
ACH-000810,-1.2665827982472773
ACH-000811,-1.5992728301918848
ACH-000817,-1.6888295436450889
ACH-000819,-1.5156264343033508
ACH-000820,-1.7301167581213328
ACH-000821,-2.031254388301261
ACH-000822,-1.4526268340936483
ACH-000823,-1.5018854852478642
ACH-000824,-1.7369293886532255
ACH-000827,-1.5465094060126459
ACH-000829,-1.6476584109381942
ACH-000831,-1.544137018808697
ACH-000832,-1.4815581749732532
ACH-000833,-1.6897003306606393
ACH-000834,-1.4064534893946523
ACH-000835,-1.5940946056191208
ACH-000836,-1.4917470156613732
ACH-000837,-1.5064932442805197
ACH-000838,-1.7238422990712166
ACH-000839,-1.6487259262434593
ACH-000840,-1.6123183006731725
ACH-000841,-1.734181927874887
ACH-000843,-1.465409464356339
ACH-000846,-1.5126627435542743
ACH-000847,-1.4696056331203071
ACH-000848,-1.763659491304569
ACH-000849,-1.7694531482872755
ACH-000851,-1.6020326223474304
ACH-000855,-1.6645490358316708
ACH-000856,-1.7798561867298937
ACH-000858,-1.5491979556716249
ACH-000859,-1.5178483551658601
ACH-000861,-1.6867438999793647
ACH-000862,-1.6549798189715257
ACH-000865,-1.655625631907978
ACH-000866,-1.5586215129057541
ACH-000867,-1.580770367767922
ACH-000869,-1.5946636672208396
ACH-000872,-1.6228621747276473
ACH-000873,-1.5673557341863817
ACH-000876,-1.7820409435559184
ACH-000878,-1.493833054486425
ACH-000880,-1.7391106860419754
ACH-000881,-1.4068375164644271
ACH-000882,-1.7325136076232894
ACH-000884,-1.5780826578021472
ACH-000885,-1.7632942236048117
ACH-000887,-1.633996042077683
ACH-000889,-1.7757393122447065
ACH-000896,-1.5898772730275803
ACH-000898,-1.4606119308784895
ACH-000900,-1.4592686049824146
ACH-000901,-1.6203047893938574
ACH-000905,-1.6273913924623082
ACH-000906,-1.587320958830669
ACH-000907,-1.4315566826105957
ACH-000910,-1.572895352340856
ACH-000911,-1.5630070914813634
ACH-000912,-1.4968990660033274
ACH-000913,-1.6198129878988927
ACH-000915,-1.5853838962078783
ACH-000916,-1.9329261210242557
ACH-000917,-1.6273067484237225
ACH-000920,-1.9421760837692712
ACH-000921,-1.4505239132280272
ACH-000924,-1.559320663099055
ACH-000926,-1.7074947985915494
ACH-000928,-1.8315510142135991
ACH-000929,-1.5125760265521906
ACH-000932,-1.6952106412555237
ACH-000935,-1.6771683117571232
ACH-000936,-1.6154623514517183
ACH-000937,-1.7410199969640583
ACH-000938,-1.7230497629034862
ACH-000939,-1.6003560272007469
ACH-000941,-1.5941244982822778
ACH-000943,-1.7048330030419605
ACH-000946,-1.5537295972974323
ACH-000947,-1.6155399847337455
ACH-000948,-1.558318468156756
ACH-000950,-1.79372550951124
ACH-000953,-1.4985762279640942
ACH-000954,-1.5255250301930523
ACH-000957,-1.5380839386367915
ACH-000958,-1.7231734361949012
ACH-000960,-1.6923765456184858
ACH-000963,-1.7885254133065804
ACH-000968,-1.4203228300231012
ACH-000969,-1.5534095307417104
ACH-000972,-1.375691953570023
ACH-000973,-1.6424792633836565
ACH-000974,-1.5121224584126398
ACH-000978,-1.4574303265533806
ACH-000984,-1.5629936064507453
ACH-000986,-1.456177245402246
ACH-000988,-1.3575353718142116
ACH-000993,-1.6128587566017276
ACH-000994,-1.6980160704125729
ACH-000996,-1.3803652755709244
ACH-001001,-1.5612628195167242
ACH-001020,-1.4638155107684934
ACH-001028,-1.508155556338647
ACH-001031,-1.7657328231999356
ACH-001038,-1.6892431207708234
ACH-001048,-1.4350946858348568
ACH-001050,-1.4802189913433454
ACH-001053,-1.4184162020755176
ACH-001054,-1.5201227555142494
ACH-001061,-1.5322090028669373
ACH-001067,-1.7805883377483893
ACH-001075,-1.7811821329267672
ACH-001096,-1.301724236162529
ACH-001111,-1.842612224148552
ACH-001119,-1.6769776371692262
ACH-001128,-1.8152865547922945
ACH-001134,-1.8340354932253689
ACH-001151,-1.6286174584178776
ACH-001163,-1.5810307248980713
ACH-001164,-1.9041151956240103
ACH-001183,-1.4051692401435756
ACH-001192,-1.4888316880094488
ACH-001193,-1.6052482425715495
ACH-001196,-1.4426504282771822
ACH-001197,-1.741524491677532
ACH-001205,-1.304331014296212
ACH-001211,-1.443720406090991
ACH-001212,-1.6064179297426968
ACH-001228,-1.4342378746792313
ACH-001232,-1.5973843075240146
ACH-001239,-1.580385122666874
ACH-001270,-1.546290027276255
ACH-001274,-1.5270253043742106
ACH-001275,-1.328360215099368
ACH-001277,-1.6869969091207744
ACH-001278,-1.7146692114875324
ACH-001280,-1.7080507122606277
ACH-001283,-1.4464893310876292
ACH-001289,-1.711958806482136
ACH-001300,-1.4024079383649448
ACH-001301,-1.4084414980751585
ACH-001302,-1.7054786783805114
ACH-001306,-1.6059946743565163
ACH-001318,-1.6090974116993229
ACH-001322,-1.3815933247353156
ACH-001328,-1.4545779643876664
ACH-001332,-1.3808874212246836
ACH-001336,-1.5510655788661305
ACH-001346,-1.6620556091530445
ACH-001353,-1.6173769375090603
ACH-001354,-1.6459398454124097
ACH-001367,-1.4656428006091968
ACH-001368,-1.6238516222484265
ACH-001374,-1.4587326757802674
ACH-001377,-1.4052378303119444
ACH-001380,-1.5941902727051822
ACH-001391,-1.7212674391121707
ACH-001408,-1.5712844996970745
ACH-001430,-1.2007402957065028
ACH-001431,-1.4783112875110849
ACH-001450,-1.7207552188178783
ACH-001496,-1.7450555440556512
ACH-001500,-1.5383034491686902
ACH-001523,-1.7942840655823245
ACH-001532,-1.5443181924049505
ACH-001550,-1.6259235435774049
ACH-001552,-1.5612142743494055
ACH-001554,-1.70518124197248
ACH-001654,-1.5566594743359892
ACH-001735,-1.4592673250546109
ACH-001736,-1.5741104932049501
ACH-001737,-1.6600853033388236
ACH-001740,-1.7290601294235994
ACH-001745,-1.5720456071644306
ACH-001765,-1.6038857261529311
