,PGP (283871)
ACH-000004,-0.4296533364117096
ACH-000005,-0.07738893004608588
ACH-000007,-0.0280844646322864
ACH-000009,-0.012681417547444609
ACH-000011,-0.22442466352559096
ACH-000012,-0.3484790441177202
ACH-000013,-0.15801440267224692
ACH-000014,-0.12788989058513028
ACH-000015,-0.1367005581033566
ACH-000017,-0.4032448640133287
ACH-000018,-0.039022149170761855
ACH-000019,-0.07461005557633119
ACH-000021,-0.20298039623193276
ACH-000022,-0.14231875451063825
ACH-000025,-0.4636719666479887
ACH-000028,-0.21430998748232652
ACH-000030,-0.3215031048934916
ACH-000035,-0.4533189171674992
ACH-000036,-0.2363913967861617
ACH-000037,-0.25441199586699553
ACH-000039,-0.028480221694394136
ACH-000040,-0.22213678276324705
ACH-000041,-0.028756690941135213
ACH-000042,-0.16768677969381435
ACH-000045,0.3542894330390248
ACH-000047,-0.30999203711295464
ACH-000052,-0.1504566936807824
ACH-000053,-0.21205611691344126
ACH-000054,-0.14992892130206306
ACH-000055,-0.2301474721288325
ACH-000060,-0.3514504158652764
ACH-000067,-0.37803376366745867
ACH-000070,-0.13822831466519453
ACH-000075,-0.16248225316355222
ACH-000078,-0.0003986558907741542
ACH-000082,-0.2040131145088718
ACH-000085,-0.27989068858278765
ACH-000086,-0.15014543208951073
ACH-000087,-0.4122034364186245
ACH-000092,0.026243783893672573
ACH-000095,-0.13901967899566328
ACH-000097,-0.2846729300178641
ACH-000098,-0.16233432909157092
ACH-000099,-0.3498168513066495
ACH-000108,-0.2622099153222113
ACH-000113,-0.028385512411231894
ACH-000116,-0.22215425060713775
ACH-000118,0.08736650757776968
ACH-000120,-0.19181432891833444
ACH-000123,-0.04241355710046416
ACH-000127,-0.025249864648928387
ACH-000128,-0.2129598317387725
ACH-000132,-0.2447406145545538
ACH-000133,-0.25750434123710114
ACH-000137,-0.29466704708084995
ACH-000138,-0.5491309279836047
ACH-000142,-0.20365510153966834
ACH-000143,-0.2119821061646576
ACH-000146,-0.013922669023610449
ACH-000148,-0.08834320609767159
ACH-000150,-0.20888001107297727
ACH-000152,-0.19134992277268545
ACH-000153,-0.2456209466411261
ACH-000159,-0.3135450056849185
ACH-000160,0.055588404121243946
ACH-000163,-0.16561231286425848
ACH-000167,0.04068278208158591
ACH-000168,-0.06560048416858115
ACH-000169,-0.0943697156084762
ACH-000178,-0.3735553485017688
ACH-000183,-0.2611644887338282
ACH-000188,-0.13339735415339715
ACH-000189,-0.3311902679524283
ACH-000190,-0.21822971884980188
ACH-000198,-0.042351975425910265
ACH-000203,-0.27746309482854825
ACH-000204,-0.2452719510238999
ACH-000206,-0.1003533446330341
ACH-000207,-0.33971546870292146
ACH-000208,-0.10637836605159684
ACH-000210,0.2678430610658772
ACH-000211,-0.14330102192725505
ACH-000215,-0.1904691238208448
ACH-000221,-0.08763323124246761
ACH-000222,-0.13270269939777987
ACH-000223,-0.18960440459357986
ACH-000226,-0.16822737148907765
ACH-000227,0.01460805547002139
ACH-000228,-0.09627007421977027
ACH-000231,-0.06612057368503105
ACH-000232,-0.05280255519991253
ACH-000233,-0.2555656213362328
ACH-000234,-0.34197629287779185
ACH-000235,-0.4181971356359809
ACH-000237,-0.14093318654204307
ACH-000238,-0.015816722395733018
ACH-000242,-0.11340654618463465
ACH-000243,-0.09875959944054456
ACH-000244,-0.04778634914051642
ACH-000246,0.016828049263663467
ACH-000248,-0.7538800380570745
ACH-000250,-0.4546805640613122
ACH-000251,0.08892907702689982
ACH-000252,-0.06463537413327378
ACH-000253,-0.2783268019878009
ACH-000255,-0.2899051496761513
ACH-000256,-0.08767023973973681
ACH-000257,-0.09998214622896028
ACH-000258,-0.22781467115586
ACH-000259,-0.18893609536880096
ACH-000260,-0.44184859071199417
ACH-000261,-0.18693934136117926
ACH-000262,-0.11296726671399306
ACH-000263,-0.025935550230418318
ACH-000264,-0.0949488682064998
ACH-000265,-0.3771295736418575
ACH-000266,-0.09151574072029846
ACH-000272,-0.2408249350140183
ACH-000274,-0.3161870147724932
ACH-000277,-0.2175799203927139
ACH-000278,-0.2579347424610861
ACH-000279,-0.21704829040042914
ACH-000280,-0.2029854381192673
ACH-000281,-0.4166134760156658
ACH-000288,-0.15539389233993045
ACH-000291,-0.1380052718768524
ACH-000293,-0.22783009231075496
ACH-000294,0.4839693619703537
ACH-000295,-0.4263461441421129
ACH-000296,-0.20132225456840552
ACH-000302,-0.1674917102395643
ACH-000304,-0.17502880418772884
ACH-000307,-0.1954699033238911
ACH-000308,-0.10900789835121603
ACH-000310,-0.07102025062021791
ACH-000311,-0.20362779663029013
ACH-000312,-0.22349648579998452
ACH-000315,-0.4038409650359582
ACH-000316,-0.2038089107931875
ACH-000317,-0.3199321945063238
ACH-000318,-0.06229161564788865
ACH-000319,-0.33904710293754103
ACH-000320,0.02425909122386663
ACH-000322,-0.4451759312343331
