,CLEC4M (10332)
ACH-000004,0.006814934180702517
ACH-000005,0.4751965571149008
ACH-000007,0.2560779145609048
ACH-000009,0.22931588574013884
ACH-000011,0.25850035543698724
ACH-000012,0.14828005409759434
ACH-000013,0.13156923921959598
ACH-000014,0.16782937383737348
ACH-000015,0.09605986531769126
ACH-000017,0.02776689188625853
ACH-000018,0.2599495856425565
ACH-000019,0.1254823339498809
ACH-000021,0.09431178873195087
ACH-000022,0.16584185336970814
ACH-000025,0.1306851015811948
ACH-000028,0.1141978068693942
ACH-000030,0.1690347486519102
ACH-000035,0.18155390282420286
ACH-000036,0.2532614175752921
ACH-000037,0.2822968176336764
ACH-000039,0.1545087987459233
ACH-000040,0.19694459188149446
ACH-000041,0.21846078576468864
ACH-000042,0.2492011407578931
ACH-000045,0.10236927491074273
ACH-000047,0.08978670471438141
ACH-000052,0.06675696901177636
ACH-000053,0.1863863383884917
ACH-000054,0.0959390378180109
ACH-000055,0.08965242946741543
ACH-000060,0.2519217247986046
ACH-000067,0.2975069525320101
ACH-000070,0.16899277607072508
ACH-000075,0.15106996852729684
ACH-000078,0.2240931915207616
ACH-000082,0.13981802849599312
ACH-000085,0.2225374075902084
ACH-000086,0.2446429422339047
ACH-000087,0.1669921104467034
ACH-000092,0.21090688327823556
ACH-000095,0.14214873601202735
ACH-000097,0.1375690464956963
ACH-000098,0.09315461782755066
ACH-000099,0.16205931757429085
ACH-000108,0.1514780373955024
ACH-000113,0.19519082028665544
ACH-000116,0.03015138448999405
ACH-000118,0.08033311688580133
ACH-000120,0.1887544323130345
ACH-000123,0.2275405498103399
ACH-000127,0.09476575709027224
ACH-000128,0.2378385395479507
ACH-000132,0.19163158544630268
ACH-000133,0.20597248393994533
ACH-000137,0.12355832296272007
ACH-000138,0.2323829487900853
ACH-000142,0.1303485844866064
ACH-000143,0.1957832938445078
ACH-000146,0.1145976026486972
ACH-000148,0.3039223750801381
ACH-000150,0.14359611169354178
ACH-000152,0.17175698551904486
ACH-000153,0.2005609813823773
ACH-000159,0.19264764366515494
ACH-000160,0.3009478332504302
ACH-000163,0.09444887255378126
ACH-000167,0.22866840471037375
ACH-000168,0.2544808205354731
ACH-000169,0.190965766581714
ACH-000178,0.2346778648166212
ACH-000183,0.21485001646975171
ACH-000188,0.16389695827831385
ACH-000189,0.3772090292724167
ACH-000190,0.2269353714874136
ACH-000198,0.27652752401662983
ACH-000203,0.23594387960231436
ACH-000204,0.31308107668889057
ACH-000206,0.16983058167219786
ACH-000207,0.11301325712452022
ACH-000208,0.1734665714931675
ACH-000210,0.09503593123337647
ACH-000211,0.15477308505395154
ACH-000215,0.2371988316384924
ACH-000221,0.25963912247363397
ACH-000222,0.10128313636236612
ACH-000223,0.225971056296672
ACH-000226,0.18598723490990296
ACH-000227,0.24105360769452336
ACH-000228,0.19631216926885148
ACH-000231,0.1720739442530966
ACH-000232,0.1927114326329417
ACH-000233,0.20333546480663148
ACH-000234,0.16500120668136406
ACH-000235,0.19119224196009435
ACH-000237,0.1668097545813024
ACH-000238,0.2414844639110099
ACH-000242,0.2035489191660733
ACH-000243,0.10537984801179326
ACH-000244,0.2136866906122318
ACH-000246,0.1292346682795927
ACH-000248,0.15494987989205075
ACH-000250,0.20575184779322506
ACH-000251,0.020606549744740747
ACH-000252,0.5221413600658877
ACH-000253,0.14015912891009966
ACH-000255,0.21928953395573736
ACH-000256,0.3281077141478652
ACH-000257,0.15099847267494831
ACH-000258,0.2898522299121909
ACH-000259,0.15290228665828007
ACH-000260,0.111843035286114
ACH-000261,0.159495038769443
ACH-000262,0.21521386086164432
ACH-000263,0.3121942890178809
ACH-000264,0.2025095284480304
ACH-000265,0.2962882331482697
ACH-000266,0.13593967484072514
ACH-000272,0.17928753727894906
ACH-000274,0.18908610972462428
ACH-000277,0.1733377508290692
ACH-000278,0.22547097602013386
ACH-000279,0.2778608608108745
ACH-000280,0.2277235417036652
ACH-000281,0.15594523613294975
ACH-000288,0.2618574441825703
ACH-000291,0.2124501877540084
ACH-000293,0.20870825591012404
ACH-000294,0.05159979489787663
ACH-000295,0.0901715642572935
ACH-000296,0.13044982573070055
ACH-000302,0.1372018157661504
ACH-000304,0.21282064481680826
ACH-000307,0.17526646807935448
ACH-000308,0.1689314862858341
ACH-000310,0.22373253752837904
ACH-000311,0.29929203185563164
ACH-000312,0.16878614178649262
ACH-000315,0.2395449861077881
ACH-000316,0.1736629060765097
ACH-000317,0.2754624596517279
ACH-000318,0.1610995303925968
ACH-000319,0.14065922501659134
ACH-000320,0.17292926657932864
ACH-000322,0.302587654288711
ACH-000323,0.15764606890107558
ACH-000324,0.1829668040801595
ACH-000329,0.20455249850318352
ACH-000330,0.2790319330420413
ACH-000331,0.16114150532686572
ACH-000332,0.1850361548171007
ACH-000334,0.317611453804458
ACH-000335,0.2344913103747152
ACH-000336,0.21035437446391114
ACH-000337,0.3478897479270649
ACH-000338,0.4811464803481393
ACH-000339,0.17298204562341385
ACH-000341,0.3220570103538773
ACH-000348,0.1057471976392701
ACH-000350,0.27330628790044703
ACH-000352,0.17201180323718804
ACH-000356,0.12091598173796747
ACH-000361,0.26536918326139475
ACH-000362,0.1411306478138872
ACH-000363,0.18364447692317296
ACH-000364,0.19018633561287285
ACH-000365,0.32853715935043915
ACH-000366,0.13206022776114626
ACH-000368,0.21172774285506346
ACH-000374,0.2860179368526948
ACH-000375,0.1531124009756356
ACH-000376,0.15971914351234015
ACH-000381,0.31675437299131115
ACH-000383,0.14439062975153785
ACH-000387,0.16805608726716567
ACH-000389,0.20556666815698946
ACH-000390,0.14130841735866526
ACH-000393,0.14998048784744447
ACH-000395,0.08544348268290075
ACH-000396,0.08302754551875198
ACH-000397,0.23188847448849675
ACH-000401,0.2179458349241331
ACH-000402,0.1406260781484514
ACH-000403,0.2324838542861261
ACH-000404,0.2480205180401797
ACH-000406,0.18541793694939174
ACH-000407,0.20693776718510085
ACH-000408,0.19582009105744813
ACH-000410,0.21668862942269249
ACH-000411,0.059239260954121
ACH-000414,0.2370259994581313
ACH-000415,0.2425354676495083
ACH-000416,0.16908385594053854
ACH-000420,0.051480555516912566
ACH-000421,0.21408339920543806
ACH-000424,0.11588648603227245
ACH-000425,0.17838767360293575
ACH-000426,0.050307016005194265
ACH-000427,0.14284042968754376
ACH-000433,0.264521107045644
ACH-000435,0.15921731945760648
ACH-000436,0.1395452598929781
ACH-000444,0.19210317852999945
ACH-000445,0.16117570789039135
ACH-000448,0.17342529160552278
ACH-000450,0.2686501225362265
ACH-000452,0.16528507989389946
ACH-000454,0.06103331670337201
ACH-000458,0.1836931865139894
ACH-000459,-0.1054687452165833
ACH-000460,0.21592490965973996
ACH-000461,0.16496528201178076
ACH-000463,0.1294567441716078
ACH-000464,0.21922964632237169
ACH-000466,0.2621881421846395
ACH-000467,0.23215934362432114
ACH-000468,0.17913913982999805
ACH-000469,0.18061709942102333
ACH-000470,0.2224982548940765
ACH-000471,0.18536760182845716
ACH-000472,0.20758044743604512
ACH-000473,0.2196182151599243
ACH-000475,0.24630776109683766
ACH-000476,0.14124090345014592
ACH-000477,0.27212510489831965
ACH-000479,-0.1695881350026722
ACH-000480,0.21142823097744065
ACH-000481,0.3090410148698841
ACH-000483,0.2105433781888648
ACH-000484,0.2596348814077231
ACH-000485,0.28035493286957885
ACH-000486,0.2012437499200119
ACH-000487,0.1477657475314685
ACH-000488,0.1131984892013579
ACH-000490,0.1171474091087284
ACH-000491,0.15991546708507876
ACH-000495,0.18944015487849988
ACH-000496,0.23840698965756765
ACH-000499,0.08701327294512233
ACH-000500,0.582925029454132
ACH-000502,0.1871195418441309
ACH-000503,0.2326657061098636
ACH-000505,0.1388770273282079
ACH-000507,0.21625253241573208
ACH-000510,0.2141219419999788
ACH-000511,0.196071866865856
ACH-000512,-0.03453366946498269
ACH-000516,0.17452378214181632
ACH-000517,0.13362147813726075
ACH-000518,0.2159032134378072
ACH-000520,0.2513988513253442
ACH-000521,0.14084786987304473
