,PTEN (5728)
ACH-000004,0.3029819763503861
ACH-000005,0.39035487442672
ACH-000007,0.9004865319809476
ACH-000009,0.3038189515360317
ACH-000011,0.6658836256212322
ACH-000012,-0.07278458880374683
ACH-000013,0.6178742343059692
ACH-000014,0.24747033954239386
ACH-000015,0.7939694159648242
ACH-000017,1.0506054099239637
ACH-000018,0.6175184771961912
ACH-000019,0.36517956459370204
ACH-000021,0.04131156570450244
ACH-000022,0.6114577328018931
ACH-000025,0.10517810363717348
ACH-000028,-0.05124151030221324
ACH-000030,0.8258065460433451
ACH-000035,0.18417617382830026
ACH-000036,0.20068528749085304
ACH-000037,0.4122909953186787
ACH-000039,0.6262011583333661
ACH-000040,0.2669545112858421
ACH-000041,1.2913632585748471
ACH-000042,1.0355523415997785
ACH-000045,0.24558910365596776
ACH-000047,0.6622075351906295
ACH-000052,1.0810797290778331
ACH-000053,0.6123654400332795
ACH-000054,0.34088945286701805
ACH-000055,-0.017328408387109782
ACH-000060,1.4188486846332122
ACH-000067,0.78211311597981
ACH-000070,-0.7620939410148605
ACH-000075,0.011782725908851549
ACH-000078,0.7031692475210313
ACH-000082,1.1158103956939949
ACH-000085,0.3188630906581745
ACH-000086,0.12636642894294178
ACH-000087,0.8759651603508329
ACH-000092,0.5053766608476027
ACH-000095,1.4129357680960135
ACH-000097,0.3633008467062312
ACH-000098,1.0981973586690137
ACH-000099,0.8895010660153385
ACH-000108,0.7284980720156182
ACH-000113,0.6540659913274313
ACH-000116,0.6658931467828979
ACH-000118,0.3345611741743636
ACH-000120,0.8509741223657283
ACH-000123,0.4656502913590168
ACH-000127,0.6560329507924019
ACH-000128,0.5141529300313314
ACH-000132,0.8391004233703148
ACH-000133,0.4585984019357528
ACH-000137,0.4544380114646278
ACH-000138,0.5182082331872214
ACH-000142,0.8793781511189807
ACH-000143,0.7533162531151191
ACH-000146,0.2628465037299768
ACH-000148,0.19278416365555395
ACH-000150,0.5835535940112195
ACH-000152,0.3317964907587034
ACH-000153,0.5651909708730329
ACH-000159,0.2720362143270634
ACH-000160,0.21489475147842985
ACH-000163,0.2771139226172412
ACH-000167,0.608552407665862
ACH-000168,1.0703526500872982
ACH-000169,0.7443048852536435
ACH-000178,0.7240358289601658
ACH-000183,1.4502714072883456
ACH-000188,0.25996500695962554
ACH-000189,0.14532398172991912
ACH-000190,0.2269340428454525
ACH-000198,0.19447916156535505
ACH-000203,0.4906731909073845
ACH-000204,1.0888829182084503
ACH-000206,0.3910275031994477
ACH-000207,1.027678306809647
ACH-000208,0.14567497025100326
ACH-000210,0.5185500654076525
ACH-000211,0.6734489525209407
ACH-000215,0.20968971649854307
ACH-000221,0.3841831611871222
ACH-000222,1.5675579429863793
