,PRPH (5630)
ACH-000004,-0.19265447469617972
ACH-000005,-0.4550664729298619
ACH-000007,-0.2785669611619997
ACH-000009,-0.20030923729294148
ACH-000011,-0.1203523547195071
ACH-000012,-0.07529295425152971
ACH-000013,-0.1228429433449046
ACH-000014,-0.2243174349495524
ACH-000015,-0.19880722597837036
ACH-000017,-0.2832392037876412
ACH-000018,-0.1055796800418064
ACH-000019,0.08496602881391074
ACH-000021,-0.1279772680326286
ACH-000022,-0.04931348826413196
ACH-000025,-0.3233101674669222
ACH-000028,-0.2227281750591018
ACH-000030,-0.19215478059100224
ACH-000035,-0.21451265684190016
ACH-000036,-0.10295260390473897
ACH-000037,-0.12102014184657545
ACH-000039,-0.004084601767069308
ACH-000040,-0.0799945633131202
ACH-000041,-0.25069905529444336
ACH-000042,-0.1403699082580902
ACH-000045,-0.10341373783861997
ACH-000047,-0.19519882125823632
ACH-000052,-0.2483776118706559
ACH-000053,-0.03632933636872887
ACH-000054,-0.1634606552754166
ACH-000055,-0.06275125193815617
ACH-000060,0.05516598362699271
ACH-000067,-0.21517776234297795
ACH-000070,-0.03614927940160997
ACH-000075,-0.37960493584113103
ACH-000078,0.0030346127627635844
ACH-000082,-0.03137357525315463
ACH-000085,-0.15026105616025315
ACH-000086,-0.22217886511020346
ACH-000087,0.11580232972831192
ACH-000092,-0.08546961850484859
ACH-000095,-0.04325351702893721
ACH-000097,-0.200195243163209
ACH-000098,-0.08065923060436411
ACH-000099,-0.11056309920538693
ACH-000108,0.12181369593010855
ACH-000113,-0.17301268995802405
ACH-000116,-0.05524769093451957
ACH-000118,-0.06908949334975112
ACH-000120,0.050446909212371466
ACH-000123,-0.10941515246662613
ACH-000127,-0.037720413762852116
ACH-000128,-0.1360698270916582
ACH-000132,-0.059835506664636676
ACH-000133,-0.17182321760705907
ACH-000137,-0.1658277185999467
ACH-000138,-0.18084915178139316
ACH-000142,-0.07378380915100362
ACH-000143,-0.12292965982015434
ACH-000146,-0.009322980429326921
ACH-000148,-0.2068423008629432
ACH-000150,-0.3684949988035501
ACH-000152,-0.0866170107695154
ACH-000153,-0.07004324524335329
ACH-000159,-0.021405701662730817
ACH-000160,-0.09678616288551914
ACH-000163,-0.1559720530014091
ACH-000167,-0.08017673877943741
ACH-000168,-0.1257984288955272
ACH-000169,-0.03556741580515484
ACH-000178,0.010821524413454277
ACH-000183,-0.057818037805325524
ACH-000188,-0.04474073889476424
ACH-000189,-0.26295900962229235
ACH-000190,-0.129277236301062
ACH-000198,-0.13073131206293573
ACH-000203,-0.4624758510549583
ACH-000204,-0.15709061370785465
ACH-000206,-0.1372587453329873
ACH-000207,-0.07463450749938752
ACH-000208,-0.20385471109829836
ACH-000210,-0.0068286448930903855
ACH-000211,-0.11413799088765755
ACH-000215,-0.04859599714164448
ACH-000221,-0.2022230654647178
ACH-000222,-0.1607167346117748
ACH-000223,-0.20756534129887552
ACH-000226,0.05024632615874663
ACH-000227,0.044086123203331065
ACH-000228,-0.11695251572406552
ACH-000231,-0.011609768867224592
ACH-000232,-0.2303365348113753
ACH-000233,-0.0882276458366855
ACH-000234,-0.12516153278854594
ACH-000235,-0.11423781076236572
ACH-000237,-0.19855809828535206
ACH-000238,-0.04412018422004613
ACH-000242,-0.3611364421790223
ACH-000243,-0.06703104577561632
ACH-000244,-0.2585521990458938
ACH-000246,-0.19543171827725175
ACH-000248,-0.06492193235790916
ACH-000250,0.004844382489682856
ACH-000251,-0.08218347662121105
ACH-000252,0.006155378800910406
ACH-000253,-0.13740503221483066
ACH-000255,-0.14834573173129936
ACH-000256,-0.2388507590277163
ACH-000257,-0.06507365357310528
ACH-000258,0.02156010234327032
ACH-000259,-0.1705745633254955
ACH-000260,0.0038225982438910102
ACH-000261,-0.2267393625112275
ACH-000262,-0.08519331509467354
ACH-000263,-0.0969130478574278
ACH-000264,-0.1604153066154983
ACH-000265,-0.11991832290593638
ACH-000266,-0.1272395988288868
ACH-000272,0.02496755891517289
ACH-000274,-0.18685628156248954
ACH-000277,-0.07752296122585886
ACH-000278,-0.1409328726320138
ACH-000279,-0.10640353011696824
ACH-000280,-0.13493394222017044
ACH-000281,-0.23278428618264696
ACH-000288,-0.162230349429818
ACH-000291,-0.19260648457888385
ACH-000293,-0.16663929252425388
ACH-000294,-0.043231296135569176
ACH-000295,-0.1405120024481559
ACH-000296,-0.1211702842282652
ACH-000302,-0.11330170829809742
ACH-000304,-0.2605176210824157
ACH-000307,-0.1666846626034874
ACH-000308,-0.2250910777559094
ACH-000310,0.0148596769329206
ACH-000311,-0.0112935700215157
ACH-000312,-0.009627184965192477
ACH-000315,-0.005314719826583946
ACH-000316,-0.1743083549915656
ACH-000317,0.048436921992574704
ACH-000318,-0.13546630224061976
ACH-000319,-0.11235210807384954
ACH-000320,-0.2268858449006244
ACH-000322,0.03629787207542441
ACH-000323,-0.15360251685310167
ACH-000324,-0.1815778619116244
ACH-000329,-0.049114592283174816
ACH-000330,0.010576346133152077
ACH-000331,-0.03685742822882807
ACH-000332,-0.1744955599335481
ACH-000334,-0.192711157382091
ACH-000335,-0.17443921422711042
ACH-000336,-0.08954346976537683
ACH-000337,0.08436169888886264
ACH-000338,0.07125790529261497
ACH-000339,-0.16853039873936487
ACH-000341,-0.31287928961439426
ACH-000348,-0.11420220160283505
ACH-000350,-0.08840921051466175
ACH-000352,-0.19578115789647635
ACH-000356,-0.3048031141389595
ACH-000361,0.21476790492979966
ACH-000362,-0.14644750918440114
ACH-000363,-0.003945928901458001
ACH-000364,-0.15044839291626802
ACH-000365,-0.2265876315344593
ACH-000366,-0.19175362678847327
ACH-000368,-0.027561449840066726
ACH-000374,-0.19875164960460254
ACH-000375,0.16066567894710984
ACH-000376,-0.11877683750183304
ACH-000381,0.08059874275550911
ACH-000383,-0.07286554591238055
ACH-000387,-0.1822410853703173
ACH-000389,-0.05836177347847864
ACH-000390,-0.10566410380254314
ACH-000393,-0.19763403945805616
ACH-000395,-0.25286125231632045
ACH-000396,-0.13717577577219314
ACH-000397,-0.05886361491008753
ACH-000401,-0.19397613734090355
ACH-000402,-0.06461332152521902
ACH-000403,-0.0879321314836237
ACH-000404,-0.16141584919367102
ACH-000406,-0.09530800630450728
ACH-000407,-0.10749003226449352
ACH-000408,-0.1610341297660906
ACH-000410,-0.0783407437852053
ACH-000411,-0.06658009893419467
ACH-000414,-0.12679085125459827
ACH-000415,-0.1890133001229812
ACH-000416,-0.194306058930538
ACH-000420,-0.05401214617545616
ACH-000421,-0.09323354816421517
ACH-000424,-0.14740696123599947
ACH-000425,-0.18305929519921893
ACH-000426,0.054928480903179186
ACH-000427,-0.1574539433274626
ACH-000433,-0.06884224337593461
ACH-000435,-0.3811817456124961
ACH-000436,-0.4247842713175984
ACH-000444,-0.08289852630734383
ACH-000445,-0.14577247968856874
ACH-000448,-0.1046564757324666
ACH-000450,-0.05701558363366031
ACH-000452,-0.2331429119643481
ACH-000454,-0.3055865372380853
ACH-000458,-0.19825071022950005
ACH-000459,0.07430525932701505
ACH-000460,-0.11038868947766348
ACH-000461,-0.20319120732279006
