,CHD9 (80205)
ACH-000004,0.060035139495128516
ACH-000005,0.07053254486730738
ACH-000007,-0.003072339407475587
ACH-000009,0.16117845267037514
ACH-000011,-0.02408060484629424
ACH-000012,-0.003106538929315822
ACH-000013,0.1298978795084892
ACH-000014,0.07827719169538387
ACH-000015,0.17673349319364906
ACH-000017,0.1123201526463904
ACH-000018,0.4043495508770135
ACH-000019,0.06543479925262129
ACH-000021,0.15508252606416578
ACH-000022,0.16619787005195372
ACH-000025,0.07800064676116432
ACH-000028,0.19678896796782244
ACH-000030,0.09734328405521472
ACH-000035,0.09471217680857487
ACH-000036,0.1796036394256661
ACH-000037,0.2943873919363987
ACH-000039,0.03108775794748955
ACH-000040,0.10851556585394094
ACH-000041,0.118939929136426
ACH-000042,0.14018909970104235
ACH-000045,0.2846898623041784
ACH-000047,0.08748960673384715
ACH-000052,0.15018753513040206
ACH-000053,0.042858117333190456
ACH-000054,0.15110223323816718
ACH-000055,0.1154170980826902
ACH-000060,0.2180008895064834
ACH-000067,0.1845133262334664
ACH-000070,-0.07120254029159069
ACH-000075,0.23953111972509555
ACH-000078,0.04771479612009594
ACH-000082,-0.0076976836821488395
ACH-000085,-0.06688387741990913
ACH-000086,0.09830055166597244
ACH-000087,0.3531620841253947
ACH-000092,0.11024851784961236
ACH-000095,-0.024644969338954416
ACH-000097,-0.0179652770002948
ACH-000098,0.04545782499854585
ACH-000099,0.04693135303652945
ACH-000108,0.1985456478557602
ACH-000113,0.2611727579721217
ACH-000116,0.14060602547875786
ACH-000118,0.1967198110317777
ACH-000120,0.15075383956800914
ACH-000123,-0.06614394251339313
ACH-000127,0.17713643053357733
ACH-000128,0.1105171924532046
ACH-000132,-0.09170422881318743
ACH-000133,-0.02047372798145487
ACH-000137,-0.04230574609893911
ACH-000138,0.2352652344700749
ACH-000142,0.13709557421422805
ACH-000143,0.03371632751247235
ACH-000146,0.2105628314075669
ACH-000148,0.11593596368544296
ACH-000150,0.2566279071067005
ACH-000152,0.1554228129705523
ACH-000153,0.11321152917789118
ACH-000159,0.12630204237610554
ACH-000160,0.33199107193578403
ACH-000163,0.2383398925506948
ACH-000167,0.5832032938233285
ACH-000168,-0.0057600541908366006
ACH-000169,0.2580529457966426
ACH-000178,0.19853372129948574
ACH-000183,0.16137005918768998
ACH-000188,0.1231933198603231
ACH-000189,-0.06697857883214417
ACH-000190,0.40034136538101983
ACH-000198,0.13143007541015614
ACH-000203,-0.025687214577871976
ACH-000204,0.13527264445357998
ACH-000206,0.009909472435950077
ACH-000207,0.08350695922066996
ACH-000208,-0.1545380729909506
ACH-000210,0.01557343583972572
ACH-000211,0.12925557289589634
ACH-000215,0.09417784719399502
ACH-000221,-0.0990489341380004
ACH-000222,0.19804660281130215
ACH-000223,0.19806362552074214
ACH-000226,0.09157520915910528
ACH-000227,0.0240072487149578
ACH-000228,-0.02764547809399416
ACH-000231,0.14164427581000993
ACH-000232,0.12788552621250635
ACH-000233,0.12281919931661307
ACH-000234,0.050366876775996
ACH-000235,0.01839343553603891
ACH-000237,0.17046228342551373
ACH-000238,0.2629311814132429
ACH-000242,0.41316488257584333
ACH-000243,0.2878508225679364
ACH-000244,0.03858062635800073
ACH-000246,0.13392491053972208
ACH-000248,0.057630024525495926
ACH-000250,0.08903036762639971
ACH-000251,0.3364345296752409
ACH-000252,0.12082563390617225
ACH-000253,0.19955791971579406
ACH-000255,-0.017806142779371054
ACH-000256,-0.06888886360871965
ACH-000257,-0.006479473475169115
ACH-000258,0.17321888219067486
ACH-000259,0.23699822446338398
ACH-000260,0.15304602495025094
ACH-000261,0.029073149696939537
ACH-000262,0.14320860748888609
ACH-000263,0.28694101069045985
ACH-000264,0.06184989933036403
ACH-000265,0.2932905924630244
ACH-000266,0.17962841436229351
ACH-000272,0.0793390078211716
ACH-000274,0.1119396070659076
ACH-000277,0.11943956043524807
ACH-000278,0.01994839887116657
ACH-000279,0.0667767404984465
ACH-000280,0.14681243037412506
ACH-000281,0.16886763391023785
ACH-000288,0.11692109970670933
ACH-000291,0.18202190050404848
ACH-000293,0.11395752232996917
ACH-000294,0.05514732500889565
ACH-000295,0.16283031828655567
ACH-000296,0.013306970778428335
ACH-000302,0.09091870906069008
ACH-000304,-0.13225219873945648
