,HSPA12A (259217)
ACH-000004,0.05898342537618233
ACH-000005,0.23518885259382305
ACH-000007,0.11395500330266485
ACH-000009,0.17799711558594475
ACH-000011,0.13234478780388625
ACH-000012,0.1724652887652496
ACH-000013,0.16303975054560915
ACH-000014,0.13992593311263907
ACH-000015,0.09599516888516374
ACH-000017,0.1680880849783197
ACH-000018,0.1464962890146304
ACH-000019,0.19841061032578333
ACH-000021,0.18661644000482674
ACH-000022,0.1683096525144513
ACH-000025,0.04097888499123066
ACH-000028,0.2834698576014716
ACH-000030,0.07333843680546635
ACH-000035,0.1563231001525029
ACH-000036,0.1738665163735071
ACH-000037,0.09060713663073168
ACH-000039,0.04236129963851948
ACH-000040,0.08111441262425224
ACH-000041,0.038697570734531686
ACH-000042,-0.012812114256294416
ACH-000045,0.12295004009872368
ACH-000047,0.22421078437789715
ACH-000052,0.12275117529951785
ACH-000053,0.13309380402928492
ACH-000054,0.10491542205413863
ACH-000055,0.2557771611212877
ACH-000060,0.015223053455480568
ACH-000067,-0.017456865811643598
ACH-000070,0.13144673997339454
ACH-000075,0.1881909952329817
ACH-000078,0.12700580300159087
ACH-000082,0.10584466103659224
ACH-000085,0.03440429137231762
ACH-000086,0.08394084550645188
ACH-000087,0.056051894115124026
ACH-000092,0.201733846060506
ACH-000095,0.12637819914119772
ACH-000097,0.18659688824725565
ACH-000098,0.11411085096976603
ACH-000099,0.09802610824604714
ACH-000108,0.11184729628217893
ACH-000113,0.07152229032655823
ACH-000116,0.21119310822197326
ACH-000118,0.1322077236656034
ACH-000120,0.21679034319305074
ACH-000123,0.1713699019498092
ACH-000127,0.11732387869894285
ACH-000128,0.0946007205763733
ACH-000132,0.11284726237507775
ACH-000133,0.21441960119332887
ACH-000137,0.09477162925410693
ACH-000138,0.06425918958394652
ACH-000142,0.20211782057416025
ACH-000143,0.2046874315530169
ACH-000146,0.1180794068793164
ACH-000148,0.0037854347835752297
ACH-000150,0.2014104108074728
ACH-000152,0.11844659981068464
ACH-000153,0.04388053143283476
ACH-000159,0.14691821700682825
ACH-000160,-0.0007544704655148027
ACH-000163,0.19468498800254616
ACH-000167,0.1568304465543657
ACH-000168,0.197685654901457
ACH-000169,0.008946663374116075
ACH-000178,0.10565345681628706
ACH-000183,0.14366569652423247
ACH-000188,0.07816832199928057
ACH-000189,0.3749213290958505
ACH-000190,0.1240303701007588
ACH-000198,0.09978348725785532
ACH-000203,-0.05809001132206298
ACH-000204,0.0031332454640117693
ACH-000206,0.04204522491736778
ACH-000207,0.1387010318306723
ACH-000208,0.2045166845477872
ACH-000210,0.05825619411672898
ACH-000211,0.06509200295641
ACH-000215,0.09113906312491232
ACH-000221,0.09321851352736307
ACH-000222,0.08323547726867593
ACH-000223,0.08464399180330076
ACH-000226,0.11194657608673933
ACH-000227,0.13635839180774365
ACH-000228,0.07985457364719573
ACH-000231,0.029965356150465312
ACH-000232,0.1007720888247173
ACH-000233,0.14125207031538606
ACH-000234,-0.02062874109810473
ACH-000235,0.08170250623710909
ACH-000237,0.038601846431294086
ACH-000238,0.10331987655368537
