,NIFK (84365)
ACH-000004,-1.0325001711822666
ACH-000005,-0.6775859724745871
ACH-000007,-1.16268056124092
ACH-000009,-0.9684045794397612
ACH-000011,-0.8503457916089735
ACH-000012,-1.0357292569428305
ACH-000013,-1.0580760845139856
ACH-000014,-0.8928433377041584
ACH-000015,-1.0212448321969687
ACH-000017,-0.9526712312002504
ACH-000018,-1.0540373142567436
ACH-000019,-0.9530479058903324
ACH-000021,-1.0461645877806012
ACH-000022,-1.0858977771119325
ACH-000025,-0.9801857136506807
ACH-000028,-1.0076034501717068
ACH-000030,-1.0078810275852912
ACH-000035,-1.0938532477439211
ACH-000036,-1.0692640983504107
ACH-000037,-0.5418735031041946
ACH-000039,-0.8016231686094794
ACH-000040,-1.026107440742521
ACH-000041,-1.0376894443583626
ACH-000042,-0.9496534425941776
ACH-000045,-0.9691835106528812
ACH-000047,-0.8233729525086273
ACH-000052,-0.9736729303761008
ACH-000053,-1.0696702945219905
ACH-000054,-1.2188445817118938
ACH-000055,-0.8551199520903738
ACH-000060,-1.1033668308815183
ACH-000067,-0.8915007301610534
ACH-000070,-0.8663456563023194
ACH-000075,-1.2039560747909568
ACH-000078,-0.9180361991678929
ACH-000082,-0.8284184961125641
ACH-000085,-1.129455236439698
ACH-000086,-1.1057110518258777
ACH-000087,-0.9317517942979842
ACH-000092,-1.0113813771245443
ACH-000095,-0.9353366543141054
ACH-000097,-1.0214878133704994
ACH-000098,-1.0203443450684786
ACH-000099,-1.028200915222606
ACH-000108,-0.9588325156929818
ACH-000113,-0.9079904950579358
ACH-000116,-1.174932695887921
ACH-000118,-0.8551757286851507
ACH-000120,-1.0422193195959149
ACH-000123,-0.9281752370426734
ACH-000127,-1.1155304365059346
ACH-000128,-1.09714717629153
ACH-000132,-0.9375481610207316
ACH-000133,-1.0130204175504625
ACH-000137,-1.0874234024574343
ACH-000138,-1.0996252856997069
ACH-000142,-0.9511789628733888
ACH-000143,-0.9245015762832144
ACH-000146,-1.075384534504389
ACH-000148,-1.105194038467466
ACH-000150,-0.8174155560703968
ACH-000152,-0.9449379402754188
ACH-000153,-1.1202346782992476
ACH-000159,-1.1136363079696938
ACH-000160,-1.1321042507784669
ACH-000163,-1.2080690897346391
ACH-000167,-1.5752293713495775
ACH-000168,-1.0088797129720082
ACH-000169,-0.9799213939961348
ACH-000178,-1.0561189609370385
ACH-000183,-1.0769987544596094
ACH-000188,-1.0445991427165564
ACH-000189,-1.0686507586471985
ACH-000190,-1.0049381967883608
ACH-000198,-0.906268638453532
ACH-000203,-1.0967968245304829
ACH-000204,-1.2042550747954313
ACH-000206,-1.107436758535446
ACH-000207,-0.7955809938351288
ACH-000208,-1.2822690245197557
ACH-000210,-1.110050570184458
ACH-000211,-0.9548398660331012
ACH-000215,-1.063536686537701
ACH-000221,-1.2659417820012515
ACH-000222,-0.8622612491640939
ACH-000223,-1.0220929501075835
ACH-000226,-0.944925608991124
ACH-000227,-0.8302306184027789
ACH-000228,-1.1957991054125412
ACH-000231,-1.0403661992551068
ACH-000232,-1.0725728774393632
ACH-000233,-1.0089721025995635
ACH-000234,-1.1161357767551958
ACH-000235,-0.8745373878475549
ACH-000237,-1.2128633815582692
ACH-000238,-0.9007944071744594
ACH-000242,-0.44298757305018055
ACH-000243,-0.9665572728622032
ACH-000244,-1.0838044090719496
ACH-000246,-1.0960276169079552
ACH-000248,-1.0860824337698551
ACH-000250,-1.0982954033762509
ACH-000251,-1.1717152412577476
ACH-000252,-1.0864488825330465
ACH-000253,-0.9437331667105
ACH-000255,-1.0017789301057152
ACH-000256,-0.9245713837229697
ACH-000257,-0.8466643858015447
ACH-000258,-1.0864244505035705
ACH-000259,-1.1681373776487802
ACH-000260,-1.0223980333463776
ACH-000261,-1.0407032472677868
ACH-000262,-1.0806228403039058
ACH-000263,-0.9922680685141329
ACH-000264,-1.0768621349492569
ACH-000265,-0.860299801306844
ACH-000266,-1.0107488491145409
ACH-000272,-1.028561245492796
ACH-000274,-0.9366847469188776
ACH-000277,-0.817665404799552
ACH-000278,-1.032888829310742
ACH-000279,-1.0886608312913868
ACH-000280,-1.2100833204811958
ACH-000281,-1.068452748153902
ACH-000288,-0.9830520337883948
ACH-000291,-1.0820862623694376
ACH-000293,-0.8469686730966416
ACH-000294,-0.7599714390156859
ACH-000295,-0.9727887625846354
ACH-000296,-0.8963708010555491
ACH-000302,-1.0959736520066912
ACH-000304,-0.8242938634970279
ACH-000307,-1.1711698001569888
ACH-000308,-1.02273329737818
ACH-000310,-1.1585816385319423
ACH-000311,-1.0805047684326694
ACH-000312,-1.0075570112558447
ACH-000315,-0.9869918888187856
ACH-000316,-0.9769161404960056
ACH-000317,-1.3063401492872768
ACH-000318,-1.1361403433697148
ACH-000319,-1.0677568912489006
ACH-000320,-1.0078315188024054
ACH-000322,-1.1188142219453088
ACH-000323,-1.1565738667287688
ACH-000324,-0.9146934557157864
ACH-000329,-1.0930563202632184
ACH-000330,-1.1489466516953073
ACH-000331,-0.9811984963447123
ACH-000332,-0.9101183454388492
ACH-000334,-1.1162167280100876
ACH-000335,-0.971854238650646
ACH-000336,-1.0074744226720511
ACH-000337,-0.784691118742012
ACH-000338,-0.6783480872543561
ACH-000339,-1.0607454837388859
ACH-000341,-1.116535607200876
ACH-000348,-0.9406731086085416
ACH-000350,-0.8938518369129754
ACH-000352,-0.9615605784302352
ACH-000356,-0.9717916527011609
ACH-000361,-0.9276317735091753
ACH-000362,-0.996819574062726
ACH-000363,-1.0550398622280328
ACH-000364,-1.113480212911538
ACH-000365,-1.0191932968629278
ACH-000366,-0.9389331665133084
ACH-000368,-0.8720959708170053
ACH-000374,-1.1526620268502503
ACH-000375,-0.848136032601261
ACH-000376,-0.9500153745363192
ACH-000381,-1.0962032750809
ACH-000383,-1.0607904503943386
ACH-000387,-0.9113900061664466
ACH-000389,-1.1338888919994583
ACH-000390,-1.1913333879426145
ACH-000393,-1.1233897874503085
ACH-000395,-0.8962104686458771
ACH-000396,-1.1124325653254583
ACH-000397,-1.0346269499075458
ACH-000401,-1.1446618208994872
ACH-000402,-1.2907714789451852
ACH-000403,-1.0645954426867414
ACH-000404,-0.9621673727657816
ACH-000406,-0.8969733771616979
ACH-000407,-0.9331304885524344
ACH-000408,-1.156927165160843
ACH-000410,-0.9401321080807252
ACH-000411,-1.1774141124300326
ACH-000414,-1.0070806901721088
ACH-000415,-0.9306694226092088
ACH-000416,-0.9110018200552475
ACH-000420,-1.1726912479127218
ACH-000421,-0.9394728154641347
ACH-000424,-0.6662720759380508
ACH-000425,-1.2056898769260689
ACH-000426,-1.0613254240001415
ACH-000427,-0.8481437353657412
ACH-000433,-0.9109326549753134
ACH-000435,-1.1905662911173664
ACH-000436,-0.923898229257322
ACH-000444,-1.096968573414684
ACH-000445,-0.9845698721268299
ACH-000448,-1.0911236996400109
ACH-000450,-1.1814693132135738
ACH-000452,-1.1193077605716364
ACH-000454,-0.9327024605424026
ACH-000458,-0.9219901853227284
ACH-000459,-1.0058973401101503
ACH-000460,-0.844862531356333
ACH-000461,-1.003082805197869
ACH-000463,-1.0117032308245169
ACH-000464,-1.2040747548570414
ACH-000466,-0.8318939919404953
ACH-000467,-1.0420015096974042
ACH-000468,-1.101664225180451
ACH-000469,-1.1179886101741612
ACH-000470,-1.2052441973541672
ACH-000471,-1.0383739597037505
ACH-000472,-0.9880811987156436
ACH-000473,-1.0294507800801238
ACH-000475,-1.0284196086143216
ACH-000476,-0.7117283176555034
ACH-000477,-1.3189005554195103
ACH-000479,-1.1178485968618588
ACH-000480,-0.9254916321558776
ACH-000481,-1.0499505535709828
ACH-000483,-0.9883005764367822
ACH-000484,-1.0595346740458
ACH-000485,-1.0946632149170108
ACH-000486,-1.025376042723294
ACH-000487,-1.147708346154079
ACH-000488,-0.7172795296813009
ACH-000490,-0.884195086218837
ACH-000491,-0.7993341210402951
ACH-000495,-1.131778799618193
ACH-000496,-1.1270864404804104
ACH-000499,-0.9378666240348624
ACH-000500,-1.2652994796979973
ACH-000502,-0.8686556564316675
ACH-000503,-1.0554610575734678
ACH-000505,-1.0384668816414917
ACH-000507,-1.0936799585778272
ACH-000510,-1.046191286675406
ACH-000511,-1.0559787664066214
ACH-000512,-0.969834419211479
ACH-000516,-0.8787403450653943
ACH-000517,-1.0017354348391283
ACH-000518,-1.1664976855533151
ACH-000520,-1.0198164447186744
ACH-000521,-1.0002091842194172
ACH-000522,-1.1230682822742153
ACH-000524,-0.9127982463762371
ACH-000527,-0.8719415084228104
ACH-000528,-1.070506410833825
ACH-000537,-1.105761963413303
ACH-000541,-0.7816657912166539
ACH-000542,-1.0473901521092468
ACH-000544,-0.9955792352910876
ACH-000545,-1.1750364207582518
ACH-000547,-1.136583623980778
ACH-000548,-0.8996948375162832
ACH-000549,-1.0689334270615034
ACH-000550,-1.187754628531719
ACH-000552,-1.0531336563915414
ACH-000556,-0.9870862143023644
ACH-000557,-0.9379957981268126
ACH-000569,-1.2391988792030195
ACH-000570,-1.1969224531176623
ACH-000571,-1.0823406245507794
ACH-000573,-0.9992928266862308
ACH-000576,-0.8558747261226388
ACH-000579,-0.7889070522073699
ACH-000580,-1.1488557418805283
ACH-000584,-1.0928238805820083
ACH-000585,-0.9376760055858729
ACH-000588,-1.099733772675641
ACH-000589,-1.220447936925499
ACH-000591,-1.2396338929860569
ACH-000593,-0.9324209929401376
ACH-000600,-0.8901254237697341
ACH-000601,-1.0624731725625007
ACH-000605,-1.1742563257875784
ACH-000606,-1.0195372620695238
ACH-000608,-0.8707973838724422
ACH-000614,-1.1241275067452299
ACH-000616,-0.948855122588678
ACH-000618,-0.8773690660752613
ACH-000619,-0.8069045377961229
ACH-000620,-0.9827257243253388
ACH-000621,-1.0693337573649495
ACH-000622,-0.9851255240771962
ACH-000623,-1.1887167266136816
ACH-000624,-1.1664927453225489
ACH-000627,-1.2608339746188886
ACH-000630,-0.8999809882462578
ACH-000631,-1.042215723816515
ACH-000632,-0.8879359714892492
ACH-000633,-1.0100948867859187
ACH-000637,-0.939808311501858
ACH-000638,-0.8813929102690441
ACH-000646,-0.8314036317568051
ACH-000647,-1.0988330064950396
ACH-000648,-1.025486352614617
ACH-000649,-1.0611573703084145
ACH-000651,-1.1243115441031517
ACH-000652,-1.037713523788822
ACH-000653,-0.9775339727438744
ACH-000657,-0.9940162272184488
ACH-000658,-0.9267789353368666
ACH-000661,-1.0554782203576387
ACH-000662,-1.0788458234544134
ACH-000663,-1.081320944946949
ACH-000665,-1.066384778113399
ACH-000671,-0.8666246298282406
ACH-000672,-1.3514363001736498
ACH-000673,-1.0506903404050685
ACH-000676,-1.0140954756897609
ACH-000677,-1.0805619309130554
ACH-000681,-1.0271112033211496
ACH-000683,-1.1319604914074557
ACH-000684,-0.9835555978010242
ACH-000688,-0.81146946049742
ACH-000693,-1.1251045494246188
ACH-000694,-1.0476710243846965
ACH-000695,-1.0416888931671933
ACH-000696,-1.1174910929353212
ACH-000697,-1.039414722063667
ACH-000699,-1.162873061970802
ACH-000701,-1.109566366410427
ACH-000706,-1.1542523501273318
ACH-000711,-0.9272241837348014
ACH-000713,-1.013435548061722
ACH-000714,-1.0150093784300345
ACH-000718,-1.006179566560414
ACH-000720,-0.9241182943391448
ACH-000721,-1.1947972574726105
ACH-000724,-1.0391874953107043
ACH-000725,-0.7565370400650699
ACH-000732,-1.1322949176089132
ACH-000734,-0.8504998915833194
ACH-000735,-0.9900409123567632
ACH-000736,-0.8214148601817509
ACH-000738,-1.0507277171892444
ACH-000746,-0.8350855721579881
ACH-000747,-0.9984604896958952
ACH-000748,-1.049504592892632
ACH-000753,-0.941448003045194
ACH-000756,-1.3072531841198405
ACH-000757,-0.9359588399810173
ACH-000758,-0.9413526150773632
ACH-000760,-0.9590076855667408
ACH-000762,-0.9819008498504004
ACH-000763,-0.9319753550734938
ACH-000764,-1.1036702542653238
ACH-000765,-1.1207825730232592
ACH-000766,-1.051611919564775
ACH-000767,-0.9100329195224014
ACH-000768,-1.0317307418398776
ACH-000769,-1.0479112174601224
ACH-000770,-0.9743292298190348
ACH-000771,-0.9803897289616338
ACH-000773,-1.016317339946876
