,ADTRP (84830)
ACH-000004,-0.12713506974320551
ACH-000005,0.21398162264899834
ACH-000007,0.045526130836647125
ACH-000009,-0.03231906016678525
ACH-000011,0.10722585494920073
ACH-000012,-0.3174495645061261
ACH-000013,-0.0388896543881487
ACH-000014,0.05309974993786932
ACH-000015,0.04624374045022789
ACH-000017,0.022607161765236198
ACH-000018,-0.12385378520434295
ACH-000019,0.027522074693764567
ACH-000021,0.06793251043670508
ACH-000022,-0.029294138420247206
ACH-000025,0.05536506965035504
ACH-000028,-0.08001921074711835
ACH-000030,0.009380099062010865
ACH-000035,-0.014544902010819703
ACH-000036,0.0012708420473508872
ACH-000037,-0.09857342782581573
ACH-000039,-0.0016886278747587134
ACH-000040,-0.07632607494030483
ACH-000041,0.09415613537426606
ACH-000042,-0.029460779321246675
ACH-000045,0.08308745671003906
ACH-000047,-0.03948476003216926
ACH-000052,0.06791281361655642
ACH-000053,-0.023176534596813708
ACH-000054,0.04651562541383005
ACH-000055,-0.03923867793451877
ACH-000060,0.08947519507362459
ACH-000067,0.21323432774155107
ACH-000070,-0.019347488233936068
ACH-000075,-0.1475646884803064
ACH-000078,0.033907439382280816
ACH-000082,-0.06307639151848651
ACH-000085,-0.040842296881497965
ACH-000086,-0.11694212396744715
ACH-000087,0.060151910200753826
ACH-000092,0.045982319024450255
ACH-000095,0.053527817699749854
ACH-000097,-0.045392530772111264
ACH-000098,0.05504258899059821
ACH-000099,0.13847720764073154
ACH-000108,0.09466159799425862
ACH-000113,0.0636641404594497
ACH-000116,0.01993590174580817
ACH-000118,-0.03795065176442577
ACH-000120,0.17557859087279856
ACH-000123,-0.0009167810624662764
ACH-000127,0.04332988959752213
ACH-000128,0.08987773993908592
ACH-000132,0.058778472412478674
ACH-000133,-0.08740929960441975
ACH-000137,0.17879488871375634
ACH-000138,0.061156360750174624
ACH-000142,-0.014548566375512684
ACH-000143,0.12053852212375768
ACH-000146,-0.09391510724505604
ACH-000148,-0.01489592226091794
ACH-000150,0.14521073221014613
ACH-000152,-0.07677170762588617
ACH-000153,0.1261126551995897
ACH-000159,0.09903232272340112
ACH-000160,-0.03485333683349598
ACH-000163,0.047910938373424514
ACH-000167,-0.1886633624334072
ACH-000168,-0.20654091197600394
ACH-000169,0.0157103364912623
ACH-000178,-0.05557583190698012
ACH-000183,0.0594849450232824
ACH-000188,0.040567261566483145
ACH-000189,-0.1801713978481876
ACH-000190,0.10413745398787448
ACH-000198,-0.03996145422712132
ACH-000203,0.05306804466147197
ACH-000204,-0.11119249016919353
ACH-000206,-0.13255365321880913
ACH-000207,0.07362025097227362
ACH-000208,0.045592431320576166
ACH-000210,0.2020525937961829
ACH-000211,0.016751242129615984
ACH-000215,0.03963549802110848
ACH-000221,0.18289778981395274
ACH-000222,0.0024817969902307608
ACH-000223,-0.07283050177012552
ACH-000226,0.037176286061783984
ACH-000227,0.19980799855217446
ACH-000228,0.1201580361037058
ACH-000231,-0.02818525899485239
ACH-000232,0.054198452289653726
ACH-000233,0.18794882950329145
ACH-000234,-0.0563498748793731
ACH-000235,0.05224976406396048
ACH-000237,0.04603816981808116
ACH-000238,-0.04383158941309116
ACH-000242,0.16473081324170866
ACH-000243,0.036248661507964866
ACH-000244,-0.021466090681422263
ACH-000246,-0.048073639949654974
ACH-000248,-0.08263706031983471
ACH-000250,-0.016471474367705567
ACH-000251,0.1680232303507107
ACH-000252,0.29458868335631555
ACH-000253,-0.06859884333415232
ACH-000255,0.01869822527456245
ACH-000256,-0.06079361866515035
ACH-000257,0.05689410629315509
ACH-000258,0.2495569731960912
ACH-000259,0.04100757257965157
ACH-000260,-0.09576593030127237
ACH-000261,-0.06481033345888268
ACH-000262,0.1325487598080168
ACH-000263,-0.02548538989407645
ACH-000264,-0.06280730273624374
ACH-000265,0.05449200414306996
ACH-000266,-0.0424025217066468
ACH-000272,-0.06466188224261843
ACH-000274,-0.021973540541710544
ACH-000277,0.027607842795070458
ACH-000278,0.13630172091468354
ACH-000279,0.07230910900362703
ACH-000280,0.04448448562974692
ACH-000281,-0.16301998197544895
ACH-000288,0.08677819215962743
ACH-000291,0.08320038288119462
ACH-000293,-0.17086397874288745
ACH-000294,0.0998408534882939
ACH-000295,0.08888711739285889
ACH-000296,-0.17128291045818853
ACH-000302,0.024569553018348084
ACH-000304,0.07433369224814153
ACH-000307,0.03165772811417066
ACH-000308,-0.1427704166417952
ACH-000310,-0.15563341555759616
