,MAN1C1 (57134)
ACH-000004,-0.03682295471097215
ACH-000005,-0.1740933387614665
ACH-000007,0.11835383684339425
ACH-000009,-0.11096888902162698
ACH-000011,-0.062394457571817115
ACH-000012,-0.05415543984899916
ACH-000013,-0.06619876654473393
ACH-000014,-0.1786771786537687
ACH-000015,0.00978556362456148
ACH-000017,-0.14095485206401026
ACH-000018,-0.014588244384402937
ACH-000019,0.1877715669448773
ACH-000021,0.04421087514141665
ACH-000022,-0.1354204894773997
ACH-000025,0.024986553802541688
ACH-000028,0.10466536191555112
ACH-000030,-0.042826477645723095
ACH-000035,-0.1846883064062975
ACH-000036,-0.10389702861326243
ACH-000037,-0.062197209079362964
ACH-000039,-0.15551692994177932
ACH-000040,-0.08081292812833872
ACH-000041,-0.05651510371171462
ACH-000042,-0.06462946035197238
ACH-000045,0.0309923293203885
ACH-000047,-0.014128411529831238
ACH-000052,0.12151493803857907
ACH-000053,0.06961707007594012
ACH-000054,-0.1284358952540864
ACH-000055,0.024663916340862273
ACH-000060,-0.21007960400540185
ACH-000067,-0.16882367711801552
ACH-000070,0.02677513670965537
ACH-000075,-0.19916829511926087
ACH-000078,-0.08725929576898674
ACH-000082,-0.16557250711639945
ACH-000085,-0.17692044298535506
ACH-000086,-0.041602158118795765
ACH-000087,0.027634285424889198
ACH-000092,-0.18596952989877436
ACH-000095,-0.17043693123945164
ACH-000097,-0.1315191614492386
ACH-000098,-0.12718224566578376
ACH-000099,-0.028011427906047298
ACH-000108,-0.13574712450069473
ACH-000113,-0.07344447863720713
ACH-000116,-0.04307092367613998
ACH-000118,0.05003164350484413
ACH-000120,-0.061611395404841965
ACH-000123,0.06077447439205098
ACH-000127,-0.036288496139650864
ACH-000128,-0.22151348836682397
ACH-000132,-0.1991371921194992
ACH-000133,-0.07436426440939335
ACH-000137,-0.14263532696504325
ACH-000138,-0.0014573025644404904
ACH-000142,-0.12274624509949232
ACH-000143,0.07241224869969345
ACH-000146,-0.1010837535897686
ACH-000148,-0.07019898478638302
ACH-000150,-0.2272091823704696
ACH-000152,-0.20211043400416215
ACH-000153,-0.013431280693584841
ACH-000159,-0.1465396777059107
ACH-000160,0.033025130358431305
ACH-000163,-0.0865684783500796
ACH-000167,-0.19912434399262724
ACH-000168,-0.0020456585579171124
ACH-000169,0.017458091689901683
ACH-000178,0.02833025779014578
ACH-000183,-0.047506006645320266
ACH-000188,-0.022664919997467024
ACH-000189,0.23625854343079244
ACH-000190,-0.03287962201159884
ACH-000198,-0.07180792198238503
ACH-000203,-0.2282184117606383
ACH-000204,-0.1935493147238672
ACH-000206,-0.2098435986904868
ACH-000207,-0.2487494002231097
ACH-000208,0.056097239696681615
ACH-000210,0.012693123998900852
ACH-000211,-0.018297720594544143
ACH-000215,-0.03446265444977493
ACH-000221,0.011535143929544515
ACH-000222,-0.07672773794636395
ACH-000223,-0.1766756533007148
ACH-000226,0.026052515625930344
ACH-000227,-0.09357602197885168
ACH-000228,0.06550933653638266
ACH-000231,-0.11942160744672554
ACH-000232,-0.12774096222784925
ACH-000233,0.05881797951373467
ACH-000234,-0.0645704372323801
ACH-000235,-0.12067727864758646
ACH-000237,-0.1941383960422595
ACH-000238,-0.28472692985371384
ACH-000242,0.14663157575145802
ACH-000243,-0.1126792049756878
ACH-000244,-0.017459263576270475
ACH-000246,-0.1904225262760354
ACH-000248,-0.04393542762023946
ACH-000250,-0.1707193198042323
ACH-000251,-0.07451855079958432
ACH-000252,0.017489323204205258
ACH-000253,-0.07867285734132601
ACH-000255,-0.09212664753309416
ACH-000256,-0.07352670098891363
ACH-000257,-0.3847912307196793
ACH-000258,-0.05329910659681021
ACH-000259,-0.026304527461445
ACH-000260,-0.02802531626408336
ACH-000261,-0.15867034872117558
ACH-000262,-0.08786582044680853
ACH-000263,-0.0063947004503828245
ACH-000264,-0.04162576692403152
ACH-000265,0.05753218435696224
ACH-000266,-0.06948906367659619
ACH-000272,-0.1859716721945068
ACH-000274,-0.13466879749184493
ACH-000277,-0.022653392258079486
ACH-000278,-0.06187443144998599
ACH-000279,-0.08481474180851138
ACH-000280,0.012548387272161309
ACH-000281,-0.06847405928719502
ACH-000288,-0.06794701348260132
ACH-000291,-0.11595018960361025
ACH-000293,-0.03893243067244614
ACH-000294,-0.06427466864572799
ACH-000295,-0.07665778050784866
ACH-000296,-0.038577688239438926
ACH-000302,-0.0148529152045998
ACH-000304,-0.3114443826198641
ACH-000307,-0.10879805865970958
ACH-000308,-0.009874552985173177
ACH-000310,-0.1420236399406834
ACH-000311,-0.1590092712146577
ACH-000312,-0.1042902001755938
ACH-000315,-0.05346764136563098
ACH-000316,-0.07317889796279405
ACH-000317,-0.11682144158701553
ACH-000318,-0.129581120029414
ACH-000319,-0.07404911838132926
ACH-000320,-0.2525796553995091
ACH-000322,-0.15315214396519988
ACH-000323,-0.054068790845792525
ACH-000324,-0.17112472289722164
ACH-000329,-0.15326960743562165
ACH-000330,0.10950397976575656
ACH-000331,-0.1927405256864059
ACH-000332,-0.07974612771197362
ACH-000334,-0.025875072907753108
ACH-000335,0.03084891503474173
ACH-000336,-0.21101652368415486
ACH-000337,0.03161231491264495
ACH-000338,-0.19069907808604944
ACH-000339,0.018898085828874745
ACH-000341,-0.1295897851123622
ACH-000348,-0.10587738707299776
ACH-000350,0.006596810374275545
ACH-000352,-0.09182023291397336
ACH-000356,-0.33819684001504685
ACH-000361,-0.07114696827684852
ACH-000362,-0.042068790447245916
ACH-000363,-0.13087650820631694
ACH-000364,-0.045690706856272745
ACH-000365,-0.03523270568524984
ACH-000366,-0.047696822390185016
ACH-000368,-0.1660698855546571
ACH-000374,-0.2119224955253838
ACH-000375,0.04863456029139924
ACH-000376,-0.14975410810514925
ACH-000381,-0.1959444666417588
ACH-000383,-0.0956698217193245
ACH-000387,-0.20448007536041304
ACH-000389,-0.18210897778546026
ACH-000390,0.01294217967531952
ACH-000393,-0.07225745325885037
ACH-000395,-0.0030588228350287637
ACH-000396,0.037080515903197823
ACH-000397,0.05749505904344378
ACH-000401,-0.021393337133142
ACH-000402,-0.024826500866427258
ACH-000403,-0.025422889548900242
ACH-000404,0.07406943151819248
ACH-000406,-0.030859468527680917
ACH-000407,-0.11680410389584706
ACH-000408,-0.11233760842817103
ACH-000410,-0.1712334687195022
ACH-000411,-0.020009019781006897
ACH-000414,0.02563919223684679
ACH-000415,-0.0017647251989223167
ACH-000416,-0.03498331780890502
ACH-000420,-0.09125500380937288
ACH-000421,-0.06254876650409237
ACH-000424,-0.07760488053639837
ACH-000425,-0.13257683360757658
ACH-000426,-0.1425985888844407
ACH-000427,-0.25997492210564943
ACH-000433,-0.12791821280959914
ACH-000435,-0.09590550597458347
ACH-000436,-0.2592340232933081
ACH-000444,-0.02141739884786406
ACH-000445,-0.019547904501205592
ACH-000448,0.031928611261776985
ACH-000450,-0.0392313602075972
ACH-000452,-0.059456455724301985
ACH-000454,-0.2515633598427237
ACH-000458,0.030755401720891574
ACH-000459,-0.02625394091495636
