,PUS1 (80324)
ACH-000004,-0.3542942085290243
ACH-000005,-0.4538066553398158
ACH-000007,-0.2577701664101495
ACH-000009,-0.3095309724885719
ACH-000011,-0.09686186864721036
ACH-000012,-0.21115072602208104
ACH-000013,-0.1900582256123413
ACH-000014,-0.05729677682201183
ACH-000015,-0.23721986309413015
ACH-000017,-0.18643731724428564
ACH-000018,-0.104958368699218
ACH-000019,-0.17034702292183726
ACH-000021,-0.2415042909044061
ACH-000022,-0.1968802778938179
ACH-000025,-0.2873381401386852
ACH-000028,-0.06450484062927403
ACH-000030,-0.16707581051095555
ACH-000035,-0.05991756739080155
ACH-000036,-0.12238651957636205
ACH-000037,-0.4226565939172507
ACH-000039,-0.3302063738040497
ACH-000040,-0.3609023791054824
ACH-000041,-0.24175580908552916
ACH-000042,-0.2276942967591561
ACH-000045,-0.7560475316192575
ACH-000047,-0.3272205065189516
ACH-000052,-0.40687070485759796
ACH-000053,-0.06222809933657649
ACH-000054,-0.15092088085683095
ACH-000055,-0.24453518516538644
ACH-000060,-0.2241108960321173
ACH-000067,-0.2283130520297768
ACH-000070,-0.3762176427152129
ACH-000075,-0.11261080692424752
ACH-000078,-0.2691119156501243
ACH-000082,-0.14356231163823213
ACH-000085,-0.00896307474682402
ACH-000086,-0.20451714349879505
ACH-000087,-0.3338072185629799
ACH-000092,-0.21226810414860248
ACH-000095,-0.3017835166322365
ACH-000097,-0.1672234751800905
ACH-000098,-0.2338057022096593
ACH-000099,-0.16137071830878708
ACH-000108,-0.22261949092935332
ACH-000113,-0.6843882826399639
ACH-000116,-0.16304666062658155
ACH-000118,-0.15636291530513816
ACH-000120,-0.2529404416364208
ACH-000123,-0.15925350205233754
ACH-000127,-0.13104549221214315
ACH-000128,-0.17114775629454373
ACH-000132,-0.18996135483043688
ACH-000133,-0.24619026268340344
ACH-000137,-0.2284429356359896
ACH-000138,-0.186641643246868
ACH-000142,-0.09661487094383277
ACH-000143,-0.5565558097319436
ACH-000146,-0.3332302936829707
ACH-000148,-0.16766298525367926
ACH-000150,-0.24995691333757394
ACH-000152,-0.35218865364005114
ACH-000153,-0.2437722578648573
ACH-000159,-0.20539878150552032
ACH-000160,-0.12253577008274945
ACH-000163,-0.1954946911467895
ACH-000167,-0.2822584073766705
ACH-000168,-0.23394401275749954
ACH-000169,-0.2088933570885005
ACH-000178,-0.12071463663343528
ACH-000183,-0.23505747511191366
ACH-000188,-0.15901739502831724
ACH-000189,-0.1983183174499675
ACH-000190,-0.4248549863520323
ACH-000198,-0.23552246381324898
ACH-000203,0.6998452823013928
ACH-000204,-0.29948949158751764
ACH-000206,-0.014228953236008162
ACH-000207,-0.19209604286919715
ACH-000208,-0.1030850442747731
ACH-000210,0.06300943319543273
ACH-000211,-0.3141327960649264
ACH-000215,-0.22094809358655332
ACH-000221,-0.10641457274619782
ACH-000222,-0.2975536082644801
ACH-000223,-0.18802479110058606
ACH-000226,-0.11926299499716653
ACH-000227,-0.1271548169108212
ACH-000228,-0.1122467517114888
ACH-000231,-0.18115409387211195
ACH-000232,-0.3238340256264737
ACH-000233,-0.2276795804429633
ACH-000234,-0.14940028135869654
ACH-000235,-0.15593045802247024
ACH-000237,-0.14448441809984558
ACH-000238,-0.18223082930069606
ACH-000242,-0.4347451037788449
ACH-000243,-0.12705539725198842
ACH-000244,-0.11140423141117063
ACH-000246,-0.1426612211470652
ACH-000248,-0.08303125967851352
ACH-000250,-0.10649562068807757
ACH-000251,-0.0874576237074752
ACH-000252,-0.12973565932716827
ACH-000253,-0.14544715465290628
ACH-000255,-0.1465998749265318
ACH-000256,-0.06896754526584617
ACH-000257,-0.3451944876032789
ACH-000258,-0.3224553316011574
ACH-000259,-0.2316752165032754
ACH-000260,-0.08657662561030728
ACH-000261,-0.19891801628556155
ACH-000262,0.017034897651711334
ACH-000263,-0.21044608634673226
ACH-000264,-0.08869331946264704
ACH-000265,-0.3191366301925639
ACH-000266,-0.2324280163989421
ACH-000272,-0.1625953634373192
ACH-000274,-0.19506302033955228
ACH-000277,-0.08204324789378413
ACH-000278,-0.1002451004464211
ACH-000279,-0.2535233279521102
ACH-000280,-0.02020432934385876
ACH-000281,-0.2596094339724521
ACH-000288,-0.20730856601204936
ACH-000291,-0.4010596920898821
ACH-000293,-0.0051054403183576885
ACH-000294,-0.16620621204401873
ACH-000295,-0.4519315646257144
ACH-000296,-0.07991861865981445
ACH-000302,-0.19963954542592832
ACH-000304,-0.2554427647347873
ACH-000307,-0.2744712669014872
ACH-000308,-0.23857359690807198
ACH-000310,-0.31677221595166105
ACH-000311,-0.06580628321921067
ACH-000312,-0.19583113382532572
ACH-000315,-0.18308292376898244
ACH-000316,-0.18889407902371289
ACH-000317,-0.3113936217629049
ACH-000318,-0.24821838946761665
ACH-000319,-0.1390180796062844
ACH-000320,-0.14974451000745306
ACH-000322,-0.3180311712834832
ACH-000323,-0.21651354660232627
ACH-000324,-0.1376871129495918
ACH-000329,-0.2323319618899857
ACH-000330,-0.2212287862484026
ACH-000331,-0.1471811842688632
ACH-000332,-0.20690956142430225
ACH-000334,-0.19493041549319207
ACH-000335,-0.21179672272275615
ACH-000336,-0.3396883596241779
ACH-000337,-0.30778204561364264
ACH-000338,-0.7151053373370817
ACH-000339,-0.15839583464894413
ACH-000341,-0.3462200662416827
ACH-000348,-0.20744944360466386
ACH-000350,-0.3657967065320608
ACH-000352,-0.06681410389426261
ACH-000356,0.04442342015350975
ACH-000361,-0.3264014837906257
ACH-000362,-0.18412355923766985
ACH-000363,-0.32178647069044203
ACH-000364,-0.15778363500070014
ACH-000365,-0.13859338556992346
ACH-000366,-0.3509059639683003
ACH-000368,-0.271032127597518
ACH-000374,-0.37888282849852734
ACH-000375,-0.08312833712689746
ACH-000376,-0.17974031686429162
ACH-000381,-0.2508571109789274
ACH-000383,-0.23063237285920646
ACH-000387,-0.11050538316414107
ACH-000389,-0.05229024665192289
ACH-000390,-0.1853774178683891
ACH-000393,-0.2850830190000405
ACH-000395,-0.16863345816658248
ACH-000396,-0.2388337696020763
ACH-000397,-0.2652664743300577
ACH-000401,-0.1906953937575304
ACH-000402,0.09829897649245056
ACH-000403,-0.2865030386533267
ACH-000404,-0.23598993919309774
ACH-000406,-0.319708266781611
ACH-000407,-0.17144534846821152
ACH-000408,-0.12828655470162376
ACH-000410,-0.2895069885228453
ACH-000411,-0.2315403235770143
ACH-000414,-0.12404428888962345
ACH-000415,-0.0678679463720996
ACH-000416,-0.12371986318563832
ACH-000420,-0.22175116969460967
ACH-000421,-0.2510358054824817
ACH-000424,-0.4550069428280282
ACH-000425,-0.2173151821196504
ACH-000426,-0.014051181232386151
ACH-000427,-0.20341554388129024
ACH-000433,-0.16161508924779966
ACH-000435,-0.047936575033307685
ACH-000436,-0.24753432957977084
ACH-000444,-0.3227719913271556
ACH-000445,-0.24985296819705585
ACH-000448,-0.17409017269980034
ACH-000450,-0.07148781403308879
ACH-000452,-0.3119333487116458
ACH-000454,-0.2365545495784769
ACH-000458,-0.170813673960379
ACH-000459,-0.4240468132922039
ACH-000460,-0.22590339301056714
ACH-000461,-0.2035746846001313
ACH-000463,-0.22472444698005734
ACH-000464,-0.15901638626114786
ACH-000466,-0.13907109004828014
ACH-000467,-0.2914898274425185
ACH-000468,-0.2270989021565574
ACH-000469,-0.2747911779170612
ACH-000470,-0.20968537433081585
ACH-000471,-0.1700996323808875
ACH-000472,-0.3039122861595784
ACH-000473,-0.39627820265488667
