,PRKCG (5582)
ACH-000004,0.0372563738843574
ACH-000005,0.3481181899919381
ACH-000007,0.2475793514237884
ACH-000009,0.20670790164051425
ACH-000011,0.27660056364596464
ACH-000012,0.2100416284538171
ACH-000013,-0.0754764341982663
ACH-000014,0.2524087369699571
ACH-000015,0.05116402522774426
ACH-000017,0.22035237873164648
ACH-000018,0.3068498812920569
ACH-000019,0.20036227299178488
ACH-000021,0.1031222257236451
ACH-000022,0.18494264815169012
ACH-000025,0.2620865469517301
ACH-000028,0.22259051477751607
ACH-000030,0.05853092651242984
ACH-000035,0.18330723397355314
ACH-000036,0.2467596677522103
ACH-000037,0.2097043206447811
ACH-000039,0.2243926371814804
ACH-000040,0.2805076997221472
ACH-000041,0.1973547144085833
ACH-000042,0.161464782609013
ACH-000045,0.15328819492517054
ACH-000047,0.2066725758310524
ACH-000052,0.041729778748990254
ACH-000053,0.21186431231918565
ACH-000054,0.17809291557329132
ACH-000055,-0.04550108643375015
ACH-000060,0.2492576014414953
ACH-000067,0.19539157656558506
ACH-000070,0.1890592057458844
ACH-000075,0.2211127910642605
ACH-000078,0.16923298133285525
ACH-000082,0.23238963543288674
ACH-000085,0.142248140810113
ACH-000086,0.20079275811525327
ACH-000087,0.16178543695013933
ACH-000092,0.2018209075207321
ACH-000095,0.2282378969400797
ACH-000097,0.15261947768809386
ACH-000098,0.19077985842344405
ACH-000099,0.18765305675998709
ACH-000108,0.18991750128800508
ACH-000113,0.2433340042788721
ACH-000116,0.2373460798596565
ACH-000118,0.3009446767524537
ACH-000120,0.27467888947974983
ACH-000123,0.2071190840214424
ACH-000127,0.2148611920721913
ACH-000128,0.12063357214504584
ACH-000132,0.17649356028012747
ACH-000133,0.2446453570459025
ACH-000137,0.08689907209666492
ACH-000138,0.1744248390634752
ACH-000142,0.0940105525019637
ACH-000143,0.3053345450229318
ACH-000146,0.2938977228472401
ACH-000148,0.2796058766183117
ACH-000150,0.2908038023772227
ACH-000152,0.19297309500706056
ACH-000153,0.4271998418659369
ACH-000159,0.1734739638931008
ACH-000160,0.2406411879600173
ACH-000163,0.2345174868088491
ACH-000167,0.3472926119637696
ACH-000168,0.25961211125106115
ACH-000169,0.17419786294289008
ACH-000178,0.30862691550613713
ACH-000183,0.22515135912718032
ACH-000188,0.30381220467423936
ACH-000189,0.3696141898685636
ACH-000190,0.3266215318392151
ACH-000198,0.24531549905534045
ACH-000203,0.06602500797628345
ACH-000204,0.22554817482198025
ACH-000206,0.3949299985469081
ACH-000207,0.13557735419551376
ACH-000208,0.3529726085611544
ACH-000210,0.18121762558857804
ACH-000211,0.23090455814808394
ACH-000215,0.21515777818075504
ACH-000221,0.2562846352248317
ACH-000222,0.2792160686412795
ACH-000223,0.20480080654177826
ACH-000226,0.3264655286326998
ACH-000227,0.3252243611967036
ACH-000228,0.2035498982350837
ACH-000231,0.2778926286175512
ACH-000232,0.15944863138949586
ACH-000233,0.22000582159294407
ACH-000234,0.24260337731200396
ACH-000235,0.22114396843624087
ACH-000237,0.1880802130654164
ACH-000238,0.2129071500339733
ACH-000242,0.2264329587660061
ACH-000243,0.2158686939142455
ACH-000244,0.2299248397033737
ACH-000246,0.1996953363445804
ACH-000248,0.28632786388662057
ACH-000250,0.24986944439653794
ACH-000251,0.14716073429102228
ACH-000252,0.3394876799650432
ACH-000253,0.271876176778409
ACH-000255,0.14501668567505382
ACH-000256,0.2841708591808116
ACH-000257,0.16289656216286305
ACH-000258,0.2514687908433636
ACH-000259,0.2231145324571633
ACH-000260,0.26503866918224456
ACH-000261,0.2319824992479857
ACH-000262,0.04129179148361382
ACH-000263,0.1522708916854109
ACH-000264,0.3097509345216076
ACH-000265,0.13792335587138588
ACH-000266,0.19498994630639926
ACH-000272,0.2304224971210149
ACH-000274,0.29375415367881264
ACH-000277,0.2583181603997959
ACH-000278,0.33773199524347003
ACH-000279,0.22966808856167825
ACH-000280,0.11993723337340385
ACH-000281,0.0894587181827273
ACH-000288,0.28258961583276504
ACH-000291,0.19150306660843994
ACH-000293,0.16996555641752056
ACH-000294,0.13962275666986995
ACH-000295,0.2835178153207366
ACH-000296,0.05101841689873866
ACH-000302,0.02577219023450489
ACH-000304,0.17387383617678442
ACH-000307,0.2566502777649763
ACH-000308,0.17830293993248902
ACH-000310,0.1968722540522297
ACH-000311,0.10338538363056987
ACH-000312,0.18925746695994045
ACH-000315,-0.09556886538334768
ACH-000316,0.26521089774530554
ACH-000317,0.30811170953770856
ACH-000318,0.24063870275965066
ACH-000319,0.21496427991673125
ACH-000320,0.5044814861725577
ACH-000322,0.5302530922728769
ACH-000323,0.2412193778362401
ACH-000324,0.14532930421577422
ACH-000329,0.27094220419097914
ACH-000330,0.31219270473102795
ACH-000331,0.2950310372354065
ACH-000332,0.1725343722459356
ACH-000334,0.2935531641384401
ACH-000335,0.42628102540282814
ACH-000336,0.3472240734065757
ACH-000337,0.35264840265332564
ACH-000338,0.5245733055307638
ACH-000339,0.1406494432248389
ACH-000341,0.11479571664584727
ACH-000348,0.2168093673855999
ACH-000350,0.19340219045125226
ACH-000352,0.2838879432343189
ACH-000356,0.16412693931829878
ACH-000361,0.2049650378399806
ACH-000362,0.19141261507069726
ACH-000363,0.2842065882571281
ACH-000364,0.14822000050509174
ACH-000365,0.1958700408699037
ACH-000366,0.2442779784086303
ACH-000368,0.15913368614949822
ACH-000374,0.2913357351768314
ACH-000375,0.25643399539449857
ACH-000376,0.1672697223575854
ACH-000381,0.08407845051323187
ACH-000383,0.2239450855460892
ACH-000387,0.1850800411729538
ACH-000389,0.2554797874898793
ACH-000390,0.17355828068345333
ACH-000393,0.17560724699325586
ACH-000395,-0.028160842215242732
ACH-000396,0.4273317876856407
ACH-000397,0.10360335248928076
ACH-000401,0.29241888634205404
ACH-000402,0.1862671694095487
ACH-000403,0.21977247254427595
ACH-000404,0.2340120624166957
ACH-000406,0.22563936968305734
ACH-000407,0.1824592960608445
ACH-000408,0.25192131883939045
ACH-000410,0.09487350924280392
ACH-000411,0.3028904243540343
ACH-000414,0.2267060230459654
ACH-000415,0.2709540344017932
ACH-000416,0.2692057187519109
ACH-000420,0.15298931374541358
ACH-000421,0.2892755341150381
ACH-000424,0.3740768743053486
ACH-000425,0.15665865655745034
ACH-000426,0.3027905824607057
ACH-000427,0.17741167520102935
ACH-000433,0.3097395864054328
