,FAXDC2 (10826)
ACH-000004,0.19092375294092528
ACH-000005,0.057717183841480876
ACH-000007,0.08404255574814788
ACH-000009,0.18230267118898008
ACH-000011,0.2283732265652473
ACH-000012,0.2496286794615082
ACH-000013,0.2513040969093893
ACH-000014,0.03994789772093646
ACH-000015,0.12952013508337082
ACH-000017,0.13149644383718506
ACH-000018,0.08120978843795765
ACH-000019,0.19172178457387187
ACH-000021,0.15906134581459605
ACH-000022,0.08000933800277417
ACH-000025,0.2246363065674266
ACH-000028,0.26607223768864485
ACH-000030,0.1708593662253984
ACH-000035,0.2106768438320453
ACH-000036,0.2612560142300252
ACH-000037,0.18959500109316446
ACH-000039,0.20938044682699727
ACH-000040,0.1737027240560689
ACH-000041,0.13903962889957516
ACH-000042,0.13312469501457522
ACH-000045,0.23678998560219414
ACH-000047,0.2337535861816307
ACH-000052,0.17067961351387284
ACH-000053,0.1364417616939305
ACH-000054,0.1575108772070369
ACH-000055,0.2243762099845576
ACH-000060,0.1870631796615594
ACH-000067,0.042036470515123006
ACH-000070,0.06830791842551738
ACH-000075,0.2501672713791588
ACH-000078,0.1250511446417653
ACH-000082,0.16107446706091455
ACH-000085,0.1594852590336489
ACH-000086,0.2005080658419765
ACH-000087,0.15774980978138786
ACH-000092,0.14088749948680293
ACH-000095,0.15882752028388147
ACH-000097,0.21474328910950646
ACH-000098,0.2068701379803251
ACH-000099,0.20989189418554494
ACH-000108,0.09440336780944966
ACH-000113,0.12423662845675301
ACH-000116,0.053604255923931664
ACH-000118,0.1474407674754333
ACH-000120,0.1637556218157786
ACH-000123,0.1671838101332028
ACH-000127,0.0637069309270671
ACH-000128,0.14094906386786304
ACH-000132,0.16475450137597847
ACH-000133,0.17809010281818932
ACH-000137,0.20870160871851975
ACH-000138,0.1230878457706838
ACH-000142,0.20295068121850826
ACH-000143,0.124184574667785
ACH-000146,0.12602848979431044
ACH-000148,0.1481349280255251
ACH-000150,0.152831238608666
ACH-000152,0.1502386387754427
ACH-000153,0.15273270400211542
ACH-000159,0.2062985807733897
ACH-000160,0.11166899767811778
ACH-000163,0.04466272378258681
ACH-000167,0.13683139406830305
ACH-000168,0.008770143027321028
ACH-000169,0.058610398962748035
ACH-000178,0.22131877532046446
ACH-000183,0.10213287762444563
ACH-000188,0.11868625115348368
ACH-000189,0.09320274865484596
ACH-000190,0.2118190658780589
ACH-000198,0.06293160097493214
ACH-000203,-0.02285468327020757
ACH-000204,0.11833322832455193
ACH-000206,0.2816918925804763
ACH-000207,0.12860586147758013
ACH-000208,0.3576660733651951
ACH-000210,0.12477002880492988
ACH-000211,0.10803589192699732
ACH-000215,0.12914242424311093
ACH-000221,0.07021166632561324
ACH-000222,-0.028380068994577037
ACH-000223,0.2058191173944879
ACH-000226,0.1199873279451915
ACH-000227,0.1567285638428857
ACH-000228,0.06210825237779163
ACH-000231,0.1261670954826288
ACH-000232,0.08932556862374066
ACH-000233,0.16065969903274754
ACH-000234,0.03867238399157267
ACH-000235,0.11086612095217167
ACH-000237,0.1464086514094842
ACH-000238,0.16904303873406198
ACH-000242,0.1842838445635752
ACH-000243,0.13311812666908926
ACH-000244,0.3358464504762515
ACH-000246,0.2736734978802715
ACH-000248,0.19885556228552964
ACH-000250,0.1069190425519289
ACH-000251,0.27772205730115435
ACH-000252,0.059905433192237574
ACH-000253,0.26200803481093315
ACH-000255,-0.02522118417983097
ACH-000256,0.2427399829155336
ACH-000257,0.21321572675362088
ACH-000258,0.12179716488407548
ACH-000259,0.1286794698522045
ACH-000260,0.22563595278592205
ACH-000261,0.10814324505036632
ACH-000262,0.04430168241598001
ACH-000263,0.05728166191350841
ACH-000264,0.2019219197393424
ACH-000265,0.15790516565871793
ACH-000266,0.1134593873135628
ACH-000272,0.2820026971877101
ACH-000274,0.12481914302504607
ACH-000277,0.2463317444158749
ACH-000278,0.2295517908918752
ACH-000279,0.10678195411759513
ACH-000280,0.19513698881701294
ACH-000281,0.03293111180233573
ACH-000288,0.07963650610797428
ACH-000291,0.2033056583018561
ACH-000293,0.18457393491619897
ACH-000294,0.26553208936934963
ACH-000295,0.18726604323426727
ACH-000296,0.2649452704325055
ACH-000302,0.21004168217980476
ACH-000304,0.016472411101036255
ACH-000307,0.11964927756370633
ACH-000308,0.1648107507621303
ACH-000310,0.221977404435274
ACH-000311,0.17248264615797776
ACH-000312,0.07838852263122735
ACH-000315,0.29440919552505224
ACH-000316,0.12491770488836755
ACH-000317,0.2721086287567133
ACH-000318,0.2116338577495061
ACH-000319,0.283451190697426
ACH-000320,0.14922223998123338
ACH-000322,0.14091976194631986
ACH-000323,0.2441611192197624
ACH-000324,0.2301437421351187
ACH-000329,0.08398764934618012
ACH-000330,0.1545723221152892
ACH-000331,0.2446453913990473
ACH-000332,0.18852074563531904
ACH-000334,0.1447808540949482
ACH-000335,0.2490098496332008
ACH-000336,0.2679186157107487
ACH-000337,0.04524718627605224
ACH-000338,-0.1867635915118093
ACH-000339,0.18225663258660915
ACH-000341,0.038277485398338806
ACH-000348,0.1822840707274724
ACH-000350,0.15775246800050638
ACH-000352,0.17436924720923466
ACH-000356,0.20974761579159829
ACH-000361,0.25254206834950826
ACH-000362,0.2216087142309987
ACH-000363,0.11627057600234073
ACH-000364,0.15190758626319442
ACH-000365,0.15549422339726335
ACH-000366,0.113894031286324
ACH-000368,0.023319813346355918
ACH-000374,0.08667296320575905
ACH-000375,-0.012242203343575177
ACH-000376,0.14171814750354098
ACH-000381,0.06147261611837459
ACH-000383,0.11297694359792501
ACH-000387,0.3146052940883221
ACH-000389,0.26692991596115656
ACH-000390,0.10171842293159834
ACH-000393,0.1385040723836275
ACH-000395,0.24409112876473524
ACH-000396,0.34728367651072395
ACH-000397,0.164546829226041
ACH-000401,0.1538748622539647
ACH-000402,0.2259633720433149
ACH-000403,0.25024092908264833
ACH-000404,0.3059443264682822
ACH-000406,0.169832553341433
ACH-000407,0.2013214463708819
ACH-000408,0.22922700131259802
ACH-000410,0.16506934950888294
ACH-000411,0.13885488506996507
ACH-000414,0.15003818314927952
ACH-000415,0.183256742905568
ACH-000416,0.21463130311165424
ACH-000420,0.14392251290798108
ACH-000421,0.22573927113780265
ACH-000424,0.18161770686647874
ACH-000425,0.16421288477801238
ACH-000426,0.3351662970435897
ACH-000427,0.211089354757364
ACH-000433,0.24342867178768185
ACH-000435,0.2816990725586595
ACH-000436,-0.09401090917269272
ACH-000444,0.2627964217260099
ACH-000445,0.19330526804542067
ACH-000448,0.1849877092433265
ACH-000450,0.1716678240686863
ACH-000452,0.05382283258678212
ACH-000454,0.17853280490838191
ACH-000458,0.2629410591117838
ACH-000459,0.07410984361008285
ACH-000460,0.17384898605868626
ACH-000461,0.21121221408462815
ACH-000463,0.08714763788291273
ACH-000464,0.15319177893513722
ACH-000466,0.2444406335069758
ACH-000467,0.1557823206785685
ACH-000468,0.24237816566686515
ACH-000469,0.10169192132273627
ACH-000470,0.2006111895195446
ACH-000471,0.07195815285208973
ACH-000472,0.16208870961216582
ACH-000473,0.25624323387941456
ACH-000475,0.13901394960300087
ACH-000476,0.2511517152841716
ACH-000477,0.17237360757629766
ACH-000479,0.3750691898669795
ACH-000480,0.03991779675396361
ACH-000481,0.1869132969036724
ACH-000483,0.0901425190996227
ACH-000484,0.09711589350215666
ACH-000485,0.23324617981807105
ACH-000486,0.20517830723183933
ACH-000487,0.15470759321762828
ACH-000488,0.2221362365785264
ACH-000490,0.15429347014446956
ACH-000491,0.16169151696229989
ACH-000495,0.276727381467032
ACH-000496,0.1143237997763622
ACH-000499,0.1262913580348896
ACH-000500,0.1281568926528053
ACH-000502,0.16341604129439893
ACH-000503,0.201236936239383
ACH-000505,0.1585246746355909
ACH-000507,0.07926004100836917
ACH-000510,0.18322078504664546
ACH-000511,0.2869571286179036
ACH-000512,0.16745492235797416
ACH-000516,0.12350162050585778
ACH-000517,0.2308287801697809
ACH-000518,-0.019145303811289625
ACH-000520,0.2332986113269875
ACH-000521,0.05923746971940345
ACH-000522,0.09201771637003564
ACH-000524,0.208012242539236
ACH-000527,0.2294070700967745
ACH-000528,0.21577022574314306
ACH-000537,0.155604018010262
ACH-000541,0.12806116741914758
ACH-000542,0.07971571907061616
ACH-000544,0.19002489889832933
ACH-000545,0.08285158958780774
ACH-000547,0.5342512009741345
ACH-000548,0.1189230097529484
ACH-000549,0.09713882876887424
ACH-000550,0.14572997107022884
ACH-000552,0.09537099906679793
ACH-000556,0.2413413145356036
ACH-000557,0.05856959358398728
ACH-000569,0.014029536081149029
ACH-000570,0.2244763922471964
ACH-000571,0.17059809331213707
