,MFAP2 (4237)
ACH-000004,0.08231898910879913
ACH-000005,0.1349801857997288
ACH-000007,-0.22464077902800728
ACH-000009,-0.07924296930339228
ACH-000011,-0.150863217854439
ACH-000012,-0.00320023514984322
ACH-000013,-0.0519251235658116
ACH-000014,0.08488350670818072
ACH-000015,0.07257941326731167
ACH-000017,-0.09843724291508824
ACH-000018,-0.032012238662609736
ACH-000019,-0.1360743012159913
ACH-000021,-0.05239938816274573
ACH-000022,-0.1456333953525575
ACH-000025,-0.0514572326610324
ACH-000028,-0.015886524429798092
ACH-000030,-0.13920806630095894
ACH-000035,-0.09898242334668493
ACH-000036,-0.1919821133906372
ACH-000037,-0.14941715726620067
ACH-000039,-0.048705579123440736
ACH-000040,-0.1251558283643484
ACH-000041,0.07984017525445095
ACH-000042,-0.13228902041838855
ACH-000045,-0.13192071082304402
ACH-000047,-0.1823464372415544
ACH-000052,-0.1418768679662466
ACH-000053,-0.12888581669777402
ACH-000054,-0.06466389833883138
ACH-000055,-0.061700971835557915
ACH-000060,-0.1750798080381788
ACH-000067,-0.11461898640273956
ACH-000070,-0.022119587783445454
ACH-000075,-0.022085269287239875
ACH-000078,-0.275248083183907
ACH-000082,-0.11035705418623222
ACH-000085,-0.3545765446232263
ACH-000086,0.031263706287918545
ACH-000087,0.0440695862661438
ACH-000092,-0.12270885720465215
ACH-000095,-0.10347546058538984
ACH-000097,-0.12571439860640365
ACH-000098,-0.024477497250056244
ACH-000099,-0.1573799717044371
ACH-000108,-0.2003068732012465
ACH-000113,0.09941946969610377
ACH-000116,-0.02653396500368822
ACH-000118,0.10014573993556053
ACH-000120,-0.027283140036565817
ACH-000123,-0.12786074296965935
ACH-000127,-0.1679191715370295
ACH-000128,-0.07992060176318035
ACH-000132,-0.030116643129043774
ACH-000133,-0.04031537655243432
ACH-000137,-0.29115584464277555
ACH-000138,-0.09195403575948008
ACH-000142,-0.23087683499027364
ACH-000143,0.02569375646467351
ACH-000146,-0.11873799369539267
ACH-000148,-0.14431170144093886
ACH-000150,-0.2335728953512921
ACH-000152,-0.1641183516065063
ACH-000153,0.00925680562810034
ACH-000159,-0.12063816613466585
ACH-000160,0.01436363348032639
ACH-000163,-0.14182214629784567
ACH-000167,-0.2413055951562272
ACH-000168,-0.03183457172864987
ACH-000169,-0.2153007346856215
ACH-000178,-0.1695014723655417
ACH-000183,-0.10377736501772207
ACH-000188,-0.14221195522459482
ACH-000189,0.17079727113935372
ACH-000190,-0.1934283156262563
ACH-000198,-0.10426730958034046
ACH-000203,0.5041680563853845
ACH-000204,-0.15436914242049646
ACH-000206,0.22608705958703335
ACH-000207,0.0113855140610131
ACH-000208,0.0673438511354845
ACH-000210,-0.03389197712626076
ACH-000211,-0.02193776302738677
ACH-000215,-0.09870445948360046
ACH-000221,-0.16525082039097225
ACH-000222,-0.1390522548503553
ACH-000223,-0.037384804290503816
ACH-000226,-0.15464968824614644
ACH-000227,-0.15247573900934572
ACH-000228,-0.16152334920942304
ACH-000231,-0.12363852929290413
ACH-000232,-0.03896536697309662
ACH-000233,-0.09624874285931946
ACH-000234,-0.2924487155611909
ACH-000235,-0.024326010914489927
ACH-000237,-0.0680393637046889
ACH-000238,-0.2658443229806879
ACH-000242,0.07427818575905422
ACH-000243,-0.02735430826196005
ACH-000244,-0.20001237625985446
ACH-000246,-0.1492153232241824
ACH-000248,-0.16900845924062405
ACH-000250,-0.11894020043220233
ACH-000251,-0.1355677744683789
ACH-000252,0.0037705516269403118
ACH-000253,-0.035033287656187295
ACH-000255,-0.18454389907453173
ACH-000256,-0.20864184144551964
ACH-000257,-0.016992297086683473
ACH-000258,0.05485260961803596
ACH-000259,-0.12945737236259575
ACH-000260,-0.12564911623896505
ACH-000261,-0.16188744875744554
ACH-000262,-0.27864051766863057
ACH-000263,-0.3254574413135227
ACH-000264,-0.15134367876942265
ACH-000265,-0.03398271114292318
ACH-000266,-0.07892122096282674
ACH-000272,-0.04470573904380814
ACH-000274,-0.1423249038957177
ACH-000277,-0.18622571506414834
ACH-000278,-0.1870678213719622
ACH-000279,-0.20006314560994548
ACH-000280,-0.1280983642221609
ACH-000281,-0.023057632748834062
ACH-000288,-0.15715488251881085
ACH-000291,-0.13393800265611522
ACH-000293,-0.06239147324564575
ACH-000294,0.17348637813543288
ACH-000295,0.3247392893563634
ACH-000296,-0.11789674562441214
ACH-000302,-0.18431295750259324
ACH-000304,-0.3794509674177989
ACH-000307,-0.16265086789713534
ACH-000308,-0.05646288261485888
ACH-000310,-0.33116213642216313
ACH-000311,-0.2746948165956989
ACH-000312,-0.04703511489929328
ACH-000315,0.011254926389741498
ACH-000316,-0.08532038172464257
ACH-000317,-0.11641457666327765
ACH-000318,-0.03967118757211485
ACH-000319,-0.0778358266857421
ACH-000320,-0.11034267623478088
ACH-000322,0.0517191323594002
ACH-000323,-0.2089900569763386
ACH-000324,-0.10157923480837447
ACH-000329,-0.16176794709438738
ACH-000330,-0.12290804389510188
ACH-000331,-0.08843400598729037
ACH-000332,-0.11799334869763893
ACH-000334,-0.08333065168272065
ACH-000335,-0.0019548226576609974
ACH-000336,0.0037896974291701923
ACH-000337,-0.05616228417833896
ACH-000338,-0.10339736562994738
ACH-000339,-0.055200113952432635
ACH-000341,-0.09222299923623936
ACH-000348,-0.15855904525384268
ACH-000350,-0.16417111268732945
ACH-000352,-0.1475948177426301
ACH-000356,-0.07201894411449032
ACH-000361,-0.02704804534572717
ACH-000362,-0.060834888264340276
ACH-000363,-0.08339954248255843
ACH-000364,-0.05954181483035902
ACH-000365,-0.03685528882072134
ACH-000366,-0.15120241015215846
ACH-000368,-0.11001403968676612
ACH-000374,-0.030807341057346727
ACH-000375,-0.1078190674147216
ACH-000376,-0.09437189460626892
ACH-000381,-0.17673418002774902
ACH-000383,-0.16031822213488076
ACH-000387,-0.007594481030473297
ACH-000389,-0.12485607151257325
ACH-000390,-0.15106706393254435
ACH-000393,-0.05775619720366649
ACH-000395,-0.24800338181790335
ACH-000396,0.12103803497527901
ACH-000397,-0.05211218909643109
ACH-000401,-0.1530471431253982
ACH-000402,-0.0959470730854057
ACH-000403,-0.2015204704231888
ACH-000404,-0.06540174957788497
ACH-000406,-0.004028798786616872
ACH-000407,-0.14635370278183324
ACH-000408,0.018915375861700574
ACH-000410,-0.04704040365546537
ACH-000411,-0.11264382584060202
ACH-000414,-0.11211960135464116
ACH-000415,-0.06510268715093348
ACH-000416,-0.05441449467666341
ACH-000420,-0.19204496408615915
ACH-000421,-0.16256426449060915
ACH-000424,-0.093561772731335
ACH-000425,-0.1020737506811865
ACH-000426,-0.34910596183972925
ACH-000427,-0.1697399302739596
ACH-000433,0.006536646968776349
ACH-000435,-0.08371352162022112
ACH-000436,-0.16711045446575615
ACH-000444,-0.027043588097539824
ACH-000445,-0.0540151492250399
ACH-000448,-0.02647647395771342
ACH-000450,-0.2279131731696033
ACH-000452,-0.04549834122143187
ACH-000454,-0.03400086641321131
ACH-000458,-0.054916920140997263
ACH-000459,0.024473463317625517
ACH-000460,-0.06629030369313227
ACH-000461,-0.03369260708831704
ACH-000463,-0.04657929445977615
ACH-000464,-0.23095067838851066
ACH-000466,-0.20561726006851394
ACH-000467,-0.049516760654799666
ACH-000468,-0.0972563121496688
ACH-000469,-0.10630621651712643
ACH-000470,-0.1231583452681343
ACH-000471,-0.16105075380420086
ACH-000472,-0.10454978685693857
ACH-000473,-0.21754271946625808
ACH-000475,-0.1134755182126696
ACH-000476,-0.05257462566926928
ACH-000477,-0.03803736768138831
ACH-000479,-0.4024114981387859
ACH-000480,-0.13724869538154255
ACH-000481,-0.07582633295643991
ACH-000483,-0.09568602648410206
ACH-000484,-0.015255222822023271
ACH-000485,-0.1267995421254417
ACH-000486,-0.05042347473550335
ACH-000487,-0.07819183108064855
ACH-000488,-0.14213801749795124
ACH-000490,-0.05320068920805926
ACH-000491,-0.03713105824889032
ACH-000495,-0.2248005195863526
ACH-000496,-0.04969791441914837
ACH-000499,0.1721405480523014
ACH-000500,-0.917649584400415
ACH-000502,-0.05007174757591666
ACH-000503,-0.12354318232486597
ACH-000505,0.0031938815656805115
ACH-000507,-0.030797956879001137
ACH-000510,-0.00014765308854652073
ACH-000511,-0.1020774220865436
ACH-000512,-0.0685351295510678
ACH-000516,0.01888992498575076
ACH-000517,-0.13519585103012044
ACH-000518,-0.0628834803097487
ACH-000520,-0.10765725140760526
ACH-000521,-0.23853298957531646
ACH-000522,-0.14954641941906166
ACH-000524,-0.1134471169810218
ACH-000527,-0.12801091789017735
ACH-000528,-0.11772369347738597
ACH-000537,-0.22430696938172093
ACH-000541,-0.2887016244266794
ACH-000542,-0.028687097128511467
ACH-000544,-0.03468208692270513
ACH-000545,-0.05933861640998474
ACH-000547,-0.09584984329206933
ACH-000548,-0.1816628041742144
ACH-000549,-0.06695940786634272
ACH-000550,-0.18308622463056687
ACH-000552,-0.04587171523000167
ACH-000556,-0.06320437240389097
ACH-000557,-0.043811986595481286
ACH-000569,-0.044772430143601265
ACH-000570,-0.09188745613048713
ACH-000571,-0.06149733796090915
ACH-000573,-0.2257750435059008
ACH-000576,-0.12965982499611228
ACH-000579,0.052364759104485986
ACH-000580,-0.15425738963204985
ACH-000584,-0.07894867214226066
ACH-000585,-0.147760999729676
ACH-000588,0.0009944049600070298
ACH-000589,-0.012432046687312995
ACH-000591,-0.031646817898062465
ACH-000593,-0.1577628569237442
ACH-000600,-0.08230747480930943
ACH-000601,-0.0946104733756453
ACH-000605,-0.07530733313299147
ACH-000606,-0.09037815220109884
ACH-000608,-0.003947980729417286
ACH-000614,-0.010171538232980571
ACH-000616,-0.08890079420430537
ACH-000618,-0.1290273943548633
ACH-000619,-0.02565224007861384
ACH-000620,-0.13030169213516035
ACH-000621,-0.19134135058795226
ACH-000622,-0.17165252411835413
ACH-000623,-0.15773135047298698
ACH-000624,-0.09119640493076762
ACH-000627,-0.08892990625055497
ACH-000630,-0.12225313673285408
ACH-000631,-0.16936941945249598
ACH-000632,-0.11154378288220347
ACH-000633,-0.15746904371721113
ACH-000637,-0.3317686949232069
ACH-000638,-0.09884808709481728
ACH-000646,-0.035732384935537216
ACH-000647,-0.0866549487212853
ACH-000648,-0.0978974889191522
ACH-000649,-0.05447210235519728
ACH-000651,-0.17584200863185412
ACH-000652,0.06999490151799098
ACH-000653,-0.047117238941810864
ACH-000657,-0.15473124324274778
ACH-000658,0.04309896887199605
ACH-000661,-0.1695564411250541
ACH-000662,-0.03889672837727523
ACH-000663,-0.13449081498069115
ACH-000665,-0.056921304122360426
ACH-000671,-0.10253341328092096
ACH-000672,-0.4001182729492303
ACH-000673,-0.11473568291751428
ACH-000676,-0.054646480891975664
ACH-000677,-0.0904166235850872
ACH-000681,-0.2035510849122504
ACH-000683,-0.13915994518870498
ACH-000684,0.02469673398639101
ACH-000688,-0.14303174223113685
ACH-000693,-0.0953196750221021
ACH-000694,-0.05815108961449456
ACH-000695,0.03860338891675965
ACH-000696,-0.1151462917789194
ACH-000697,-0.2514901254278449
ACH-000699,-0.16553617881199667
ACH-000701,-0.008803573834948559
ACH-000706,-0.22176134648483306
ACH-000711,-0.17084098041000367
ACH-000713,-0.040361327522697256
ACH-000714,-0.07580314461252967
ACH-000718,-0.09591552639753192
ACH-000720,-0.07427799911755763
ACH-000721,-0.10254404816048722
ACH-000724,0.04633963649835197
ACH-000725,-0.20011313114728274
ACH-000732,-0.19229245600170689
ACH-000734,-0.14025596135279988
ACH-000735,-0.18025319581408195
ACH-000736,-0.1404449367626672
ACH-000738,-0.1118291972503274
ACH-000746,-0.05044199090024866
ACH-000747,-0.0761687078096524
ACH-000748,-0.18885215012766665
ACH-000753,-0.06888654706663981
ACH-000756,-0.15600824731507054
ACH-000757,-0.07361116834998221
ACH-000758,-0.1640532009927003
ACH-000760,-0.04360064370681571
ACH-000762,-0.01732067889467154
ACH-000763,-0.1005516586904532
ACH-000764,-0.19659278537510988
ACH-000765,-0.1593600230626009
ACH-000766,-0.2385899616976621
ACH-000767,-0.14984644208096673
ACH-000768,-0.038218954000659305
ACH-000769,-0.002218425503371423
ACH-000770,-0.11383039240143092
ACH-000771,-0.06804707579100668
ACH-000773,-0.11428984055349956
ACH-000776,-0.14941404611088116
ACH-000777,-0.2328211022909083
ACH-000778,-0.07704385710499485
ACH-000781,-0.1408914351675444
ACH-000782,0.2582486853954243
ACH-000783,-0.11040827117568608
ACH-000784,-0.16048985951583294
ACH-000785,-0.09947809028467663
ACH-000787,-0.14862849960864213
ACH-000788,-0.01051387902969396
ACH-000791,-0.15058178259127325
ACH-000792,0.09527106117676416
ACH-000794,-0.15388911877766434
ACH-000796,0.017294349752161556
ACH-000798,0.04680588067914481
ACH-000799,-0.0811067926315324
ACH-000800,-0.15669736595226255
ACH-000802,0.057093150503111686
ACH-000804,-0.027884039209654626
ACH-000805,-0.33206191447795275
ACH-000809,-0.0497629143219202
ACH-000810,-0.11766138234551768
ACH-000811,-0.08856593666130629
ACH-000817,-0.07151343392613647
ACH-000819,-0.030216056476669743
ACH-000820,-0.016668101737000698
ACH-000821,-0.24749651235585654
ACH-000822,-0.0555126672136648
ACH-000823,-0.10280984879435699
ACH-000824,-0.05030378851761915
ACH-000827,-0.11223212324490904
ACH-000829,0.1048230363586996
ACH-000831,-0.11422447344399968
ACH-000832,-0.1624055739676817
ACH-000833,-0.07977767174258106
ACH-000834,0.03373830247052199
ACH-000835,-0.1317625302519319
ACH-000836,-0.09534495441124972
ACH-000837,-0.03713258286304156
ACH-000838,-0.20142208400763606
ACH-000839,-0.19791947080220554
ACH-000840,-0.0645140442051661
ACH-000841,-0.09174241245863547
ACH-000843,-0.07743061424419816
ACH-000846,-0.2875885616564221
ACH-000847,-0.10782435632473568
ACH-000848,-0.159746190891335
ACH-000849,-0.06956396458665838
ACH-000851,-0.10017757442925404
ACH-000855,-0.14884521632495912
ACH-000856,0.07438236341490112
ACH-000858,-0.0655345681981554
ACH-000859,-0.11930637262689965
ACH-000861,-0.12196128684964044
ACH-000862,-0.11458661872870728
ACH-000865,-0.04799715058178036
ACH-000866,-0.03701700429894389
ACH-000867,-0.1356335020759399
ACH-000869,-0.041751322936167165
ACH-000872,-0.0811809507247288
ACH-000873,0.11163996929327644
ACH-000876,0.0017679392297556547
ACH-000878,0.1870081392783472
ACH-000880,-0.11798945838233328
ACH-000881,-0.09265400294348784
ACH-000882,-0.301744927586001
ACH-000884,-0.2845391890981393
ACH-000885,-0.059828624683713034
ACH-000887,-0.17676218849321412
ACH-000889,-0.11943975857228115
ACH-000896,-0.06802171805308084
ACH-000898,-0.029337947309100183
ACH-000900,-0.07239836222918254
ACH-000901,-0.15068790903135493
ACH-000905,0.0011432749032350591
ACH-000906,0.04045693025867438
ACH-000907,-0.1237584702369868
ACH-000910,-0.08606396326060325
ACH-000911,-0.2368040077715969
ACH-000912,-0.1812644441576016
ACH-000913,-0.08118376517941778
ACH-000915,-0.12819245607333915
ACH-000916,-0.1078174622918072
ACH-000917,-0.010478175909376651
ACH-000920,-0.37686883091012296
ACH-000921,-0.17020570437551108
ACH-000924,0.09640963507963543
ACH-000926,-0.21581548765085776
ACH-000928,-0.010323182180281179
ACH-000929,-0.3860639624851594
ACH-000932,-0.08144170430456771
ACH-000935,-0.10861709878906213
ACH-000936,-0.2880346466785453
ACH-000937,-0.09990780425239328
ACH-000938,0.05521314917822622
ACH-000939,-0.021773555048264764
ACH-000941,0.001881699784636828
ACH-000943,-0.09963806826375053
ACH-000946,-0.23869558907084384
ACH-000947,-0.12861987577448164
ACH-000948,-0.09092194829944186
ACH-000950,0.022449653690885862
ACH-000953,-0.11774625574915425
ACH-000954,-0.22181552526678527
ACH-000957,-0.26717498297215364
ACH-000958,0.12387637922037915
ACH-000960,0.1522876512256375
ACH-000963,-0.16519467102113092
ACH-000968,-0.07038058719385032
ACH-000969,0.007878630997049815
ACH-000972,-0.0368187482968503
ACH-000973,-0.002826225472829177
ACH-000974,-0.06730281095478385
ACH-000978,-0.10999877670312806
ACH-000984,-0.1359759266604664
ACH-000986,-0.10179344410262092
ACH-000988,-0.02277652725200929
ACH-000993,-0.12264233561294315
ACH-000994,-0.0925403520017048
ACH-000996,-0.06761626068636864
ACH-001001,0.02348127176979868
ACH-001020,0.058815399160936165
ACH-001028,-0.033761891437873955
