,SPRN (503542)
ACH-000004,-0.016228049756677517
ACH-000005,0.3531265005516822
ACH-000007,0.14100777319581412
ACH-000009,-0.0906881235642633
ACH-000011,-0.01613030565790357
ACH-000012,0.032665063220093424
ACH-000013,0.1703371250490314
ACH-000014,-0.1263359306221548
ACH-000015,0.19178382041487754
ACH-000017,0.17580998934179154
ACH-000018,0.23644027089099
ACH-000019,0.15421872773195655
ACH-000021,0.08799398691407158
ACH-000022,0.09431761008154167
ACH-000025,-0.004505902678466402
ACH-000028,0.18855565540959068
ACH-000030,0.055251895529203406
ACH-000035,0.1837002249904504
ACH-000036,0.07529940215454248
ACH-000037,0.02828815182113258
ACH-000039,0.03401504447088246
ACH-000040,0.0053214887736543
ACH-000041,0.010094808984757037
ACH-000042,0.041683628269154664
ACH-000045,0.04390514090637867
ACH-000047,0.07492836509689473
ACH-000052,-0.3060982082448848
ACH-000053,0.12014492513630337
ACH-000054,-0.1121129129134602
ACH-000055,0.06643709584645598
ACH-000060,0.028102729738180957
ACH-000067,-0.013339356203420378
ACH-000070,0.0406121862338316
ACH-000075,-0.19371848242772502
ACH-000078,0.012340347278250991
ACH-000082,0.11946667967276317
ACH-000085,0.04778511368522387
ACH-000086,0.10501794084412802
ACH-000087,0.1255735528588668
ACH-000092,0.07666541080938917
ACH-000095,-0.027697367185911585
ACH-000097,0.07613632002435174
ACH-000098,0.0363989296319829
ACH-000099,-0.011370689539399384
ACH-000108,0.11617501180069405
ACH-000113,-0.08174059941017157
ACH-000116,0.08396754088206744
ACH-000118,0.00575156414176182
ACH-000120,-0.038569759017522465
ACH-000123,0.03400327698162197
ACH-000127,0.018902563824373747
ACH-000128,-0.01731740746445021
ACH-000132,0.04820651799939612
ACH-000133,-0.1161363295430464
ACH-000137,0.008739886491690316
ACH-000138,0.2061838612947446
ACH-000142,0.031664879189674935
ACH-000143,0.1873527599232812
ACH-000146,0.15948664267615198
ACH-000148,-0.12527061679578447
ACH-000150,-0.02772593314591788
ACH-000152,-0.08146389549616394
ACH-000153,0.11677164402184036
ACH-000159,-0.01923157165705764
ACH-000160,0.15677817022576016
ACH-000163,0.10515785971645944
ACH-000167,0.33926235041082176
ACH-000168,0.19797700835574966
ACH-000169,-0.06608392948201387
