,SNTB2 (6645)
ACH-000732,-0.07336249373147859
ACH-000734,-0.17350022736193774
ACH-000735,-0.1361815974311627
ACH-000736,-0.10545912182686844
ACH-000738,-0.10564952510077932
ACH-000746,-0.21446358346045555
ACH-000747,-0.03509470253454273
ACH-000748,-0.10260072456680217
ACH-000753,-0.0841621808147721
ACH-000756,-0.2083632689869712
ACH-000757,0.0012100310784098564
ACH-000758,-0.3407398791676542
ACH-000760,-0.2272273081955619
ACH-000762,-0.1528387828534582
ACH-000763,-0.2301788762703625
ACH-000764,-0.2660865478185083
ACH-000765,-0.06249321528224475
ACH-000766,-0.18159151876863144
ACH-000767,-0.222477590924834
ACH-000768,-0.21318995819970266
ACH-000769,-0.20767048514655084
ACH-000770,-0.16948864067959055
ACH-000771,-0.13560790977258824
ACH-000773,-0.1100165091931949
ACH-000776,-0.1871607583508824
ACH-000777,0.0656770191874243
ACH-000778,-0.11783946094879892
ACH-000781,-0.09732626334111716
ACH-000782,0.0012958865393411902
ACH-000783,-0.18788203183241087
ACH-000784,-0.223832491736982
ACH-000785,-0.19909081318612235
ACH-000787,-0.10091508206090707
ACH-000788,-0.10699881815563532
ACH-000791,-0.017810111006189747
ACH-000792,-0.07297560033903082
ACH-000794,-0.14640350069978136
ACH-000796,-0.0829746791130715
ACH-000798,-0.15483562773587473
ACH-000799,-0.22027825544370652
ACH-000800,0.08168665817292399
ACH-000802,-0.16712772076087742
ACH-000804,-0.03000252041480645
ACH-000805,-0.21883843499730066
ACH-000809,-0.09344377669773986
ACH-000810,-0.011594833071890326
ACH-000811,-0.17641542870174876
ACH-000817,-0.3519093088809256
ACH-000819,-0.33502010479596794
ACH-000820,0.11223506790536757
ACH-000821,-0.04676291068769448
ACH-000822,-0.164161413594397
ACH-000823,-0.06901456831788816
ACH-000824,-0.08011563369020176
ACH-000827,-0.10956563756529646
ACH-000829,-0.3277137022786408
ACH-000831,-0.2886184164242084
ACH-000832,-0.13761382760910626
ACH-000833,-0.09470612577822564
ACH-000834,-0.17459559260407698
ACH-000835,-0.0699922509547172
ACH-000836,-0.21817809323849072
ACH-000837,0.013743610316663156
ACH-000838,-0.19812767426620398
ACH-000839,-0.13351795729715993
ACH-000840,-0.11376657898961333
ACH-000841,-0.2650270678732792
ACH-000843,-0.1333379735598524
ACH-000846,-0.16729819615882413
ACH-000847,-0.22407421292659416
ACH-000848,-0.14048811457566868
ACH-000849,-0.18697183262698744
ACH-000851,-0.120226550949146
ACH-000855,-0.1901219461270172
ACH-000856,-0.2273782869258103
ACH-000858,-0.15814849243289095
ACH-000859,-0.18942258226043396
ACH-000861,-0.4155191166773689
ACH-000862,-0.22412283497476296
ACH-000865,-0.0989004739523524
ACH-000866,-0.02121181184108556
ACH-000867,-0.13078969862227074
ACH-000869,-0.11095111867676076
ACH-000872,0.01793846542419666
ACH-000873,-0.18209435707812205
ACH-000876,0.001103359382647959
ACH-000878,-0.024483793370143312
ACH-000880,-0.3294203050280742
ACH-000881,-0.10349573317850087
ACH-000882,-0.14596463502415444
ACH-000884,-0.12655134918394706
ACH-000885,-0.3365738193911603
ACH-000887,-0.13841103544299274
ACH-000889,-0.12417676352029815
ACH-000896,-0.1234447069431127
ACH-000898,-0.10817584338563056
ACH-000900,0.08810717999320701
ACH-000901,-0.12711469639535106
ACH-000905,-0.1820577619087964
ACH-000906,-0.238598596676648
ACH-000907,-0.052392264029037926
ACH-000910,-0.12677397684129893
ACH-000911,-0.10724579492556888
ACH-000912,-0.10343985475158517
ACH-000913,-0.15259531969373155
ACH-000915,-0.15730894210274327
ACH-000916,-0.028598534302261412
ACH-000917,-0.16151034399179615
ACH-000920,0.2758355072879691
ACH-000921,-0.16123178369471775
ACH-000924,-0.15096661053285138
ACH-000926,-0.2002977274920044
ACH-000928,-0.1605601054622692
ACH-000929,0.10925780957625222
ACH-000932,-0.2340071620270911
ACH-000935,-0.05388572753068948
ACH-000936,-0.34020459473866793
ACH-000937,-0.12998733653076736
ACH-000938,0.10686309331111346
ACH-000939,-0.08930752697193467
ACH-000941,-0.07435253443917196
ACH-000943,-0.16671484031838252
ACH-000946,-0.3979333700866873
ACH-000947,-0.11441858967965528
ACH-000948,-0.2182797072354417
ACH-000950,-0.06812219995598208
ACH-000953,-0.10728512868966797
ACH-000954,-0.06014392917317145
ACH-000957,-0.09934205031597068
ACH-000958,-0.24797377172096235
ACH-000960,0.01366667021137266
ACH-000963,-0.09119487452814773
ACH-000968,-0.25167406041496165
ACH-000969,-0.19206007042241088
ACH-000972,-0.43859879404690905
ACH-000973,-0.10162506353301054
ACH-000974,-0.1647467909268417
ACH-000978,0.147644650627301
ACH-000984,-0.014638137200015184
ACH-000986,-0.21285173449027944
ACH-000988,-0.07619683513311329
ACH-000993,-0.3125468803908893
ACH-000994,-0.12092295098795973
ACH-000996,-0.1685546119111193
ACH-001001,-0.12689210412780913
ACH-001020,-0.304259267873465
ACH-001028,-0.025040459896095636
ACH-001031,-0.08313946482928146
ACH-001038,-0.14361700070178868
ACH-001048,-0.04521027104438705
ACH-001050,-0.20368166108497968
ACH-001053,-0.16768997059786586
ACH-001054,-0.2304254253742637
ACH-001061,-0.009826067120041877
ACH-001067,0.16039084702347473
ACH-001075,-0.2347033656159192
ACH-001096,0.011861814473392029
ACH-001111,-0.2200499042679454
ACH-001119,-0.16661973294441956
ACH-001128,-0.16616970649008525
ACH-001134,-0.12812819255930755
ACH-001151,-0.2468922482490066
ACH-001163,-0.0638227490695055
ACH-001164,-0.08014743857008733
ACH-001183,-0.033764788278007614
ACH-001192,-0.11221049937181213
ACH-001193,-0.07928084134621323
ACH-001196,-0.008290898050610609
ACH-001197,-0.14602106557677547
ACH-001205,-0.3307245310201502
ACH-001211,-0.016517943973942156
ACH-001212,-0.21258054506069327
ACH-001228,-0.08899977859119128
ACH-001232,-0.2357060940615758
ACH-001239,-0.2416667012199337
ACH-001270,-0.052803113066712114
ACH-001274,-0.2262924623052077
ACH-001275,-0.2958878930979017
ACH-001277,-0.2055349544519554
ACH-001278,-0.025106349093920798
ACH-001280,0.12905309354652444
ACH-001283,-0.14022541780587813
ACH-001289,-0.10331961751678068
ACH-001300,-0.1731261536578216
ACH-001301,-0.0464310100135444
ACH-001302,-0.2840384567715057
ACH-001306,-0.095568294812598
ACH-001318,-0.03894086890518718
ACH-001322,-0.2863189908318534
ACH-001328,-0.15209714600198654
ACH-001332,-0.237780507595388
ACH-001336,-0.0814522310321682
ACH-001346,-0.12529381218942404
ACH-001353,-0.12337722278742667
ACH-001354,-0.04807989640990816
ACH-001367,-0.08349153869628845
ACH-001368,-0.11639762609860665
ACH-001374,-0.24233583200058506
ACH-001377,-0.05405277639569808
ACH-001380,-0.11350392694132586
ACH-001391,-0.3021016393022747
ACH-001408,-0.14281638771452412
ACH-001430,-0.2495955064820794
ACH-001431,-0.07390819806344537
ACH-001450,-0.01244137632117056
ACH-001496,-0.14936267702173867
ACH-001500,-0.048040893467542437
ACH-001523,-0.04274842120631863
ACH-001532,-0.009158141425669331
ACH-001550,-0.0838873202386559
ACH-001552,-0.1623728307058567
ACH-001554,-0.1722980370201691
ACH-001654,-0.13649876575871606
ACH-001735,-0.2554505140926266
ACH-001736,-0.10857699480984637
ACH-001737,-0.019114445258673646
ACH-001740,0.04498084127443824
ACH-001745,-0.21564806013230345
ACH-001765,-0.04824481149923475
