,UROC1 (131669)
ACH-000004,-0.06287343492609214
ACH-000005,-0.06943828499234439
ACH-000007,0.045940734076881394
ACH-000009,-0.1504940557590349
ACH-000011,-0.2955498955827866
ACH-000012,0.0006975693811795363
ACH-000013,-0.12537689126602752
ACH-000014,-0.15974017381470107
ACH-000015,-0.14298099846478088
ACH-000017,-0.19766837054705325
ACH-000018,-0.03862592492022759
ACH-000019,-0.1039734231924991
ACH-000021,-0.11492946778244267
ACH-000022,-0.06993287645512293
ACH-000025,-0.22160039624310016
ACH-000028,-0.11932085297009135
ACH-000030,-0.1083384905607217
ACH-000035,-0.2250969817619686
ACH-000036,-0.20201777064033835
ACH-000037,-0.10910219530181156
ACH-000039,-0.12979830557368305
ACH-000040,-0.08596424210724524
ACH-000041,-0.07435707018474805
ACH-000042,-0.17302980655548614
ACH-000045,-0.07729223258604631
ACH-000047,-0.11232367205993833
ACH-000052,0.009258449023983194
ACH-000053,-0.11519561258176482
ACH-000054,-0.13023557532647273
ACH-000055,0.03788271130568219
ACH-000060,-0.27863986206765634
ACH-000067,-0.18508134994222555
ACH-000070,-0.25141457719111915
ACH-000075,-0.2715587675146451
ACH-000078,-0.04595755453610972
ACH-000082,-0.0916551396891918
ACH-000085,-0.06106177675604781
ACH-000086,-0.17191528891831842
ACH-000087,-0.15101397045147044
ACH-000092,-0.14743581287737365
ACH-000095,-0.1416835755016269
ACH-000097,-0.15375832713438595
ACH-000098,-0.08572712676830352
ACH-000099,-0.05506688212404625
ACH-000108,-0.09955077762124204
ACH-000113,-0.07004461748378986
ACH-000116,-0.05176489343402302
ACH-000118,-0.1908984180505404
ACH-000120,-0.09229396934194456
ACH-000123,-0.1966371810992803
ACH-000127,-0.10716444727340252
ACH-000128,-0.284259240959995
ACH-000132,-0.12652761225999412
ACH-000133,-0.09992380806612676
ACH-000137,-0.1415123358311636
ACH-000138,-0.07882875276859147
ACH-000142,-0.07923835913243757
ACH-000143,-0.15181270101964014
ACH-000146,-0.1010818534904702
ACH-000148,-0.10911708803430582
ACH-000150,-0.1797769456804766
ACH-000152,-0.18008684800212896
ACH-000153,-0.06743474435212164
ACH-000159,-0.15679187153302174
ACH-000160,-0.1397560594502394
ACH-000163,-0.06207938275918855
ACH-000167,0.052293494150912584
ACH-000168,-0.14687980039540796
ACH-000169,0.002603167190034737
ACH-000178,-0.13326070985122426
ACH-000183,-0.16498758784995265
ACH-000188,-0.15832104624798754
ACH-000189,-0.07230394100788913
ACH-000190,-0.005468657157714486
ACH-000198,-0.19051610778109196
ACH-000203,0.2923263897333985
ACH-000204,-0.07136462484379619
ACH-000206,-0.2287215653180856
ACH-000207,-0.004998623130608914
ACH-000208,-0.09518271299629176
ACH-000210,-0.3198761722640225
ACH-000211,-0.15323420653858075
ACH-000215,-0.15609623845396925
ACH-000221,-0.3000880558515428
ACH-000222,-0.10132366794983544
ACH-000223,-0.20222008482116025
ACH-000226,-0.07651053860781372
ACH-000227,-0.28482419630282485
ACH-000228,-0.18966472504974466
ACH-000231,-0.06763409704859352
ACH-000232,-0.19310935177318106
ACH-000233,-0.08774202699760854
ACH-000234,-0.17905884164340466
ACH-000235,-0.15728531868064966
ACH-000237,-0.17688549484488006
ACH-000238,-0.111305462530036
ACH-000242,0.009296412613684765
ACH-000243,-0.11201492843513436
ACH-000244,-0.28961316809369064
ACH-000246,-0.08165510244378213
ACH-000248,-0.10333463017712688
ACH-000250,-0.16286432543015128
ACH-000251,-0.1667765744624349
ACH-000252,-0.09445150553125473
ACH-000253,-0.03586107483801218
ACH-000255,-0.2498372707649884
ACH-000256,-0.05260183209697967
ACH-000257,-0.20996377115009346
ACH-000258,-0.16343449124926338
ACH-000259,-0.3134153920695185
ACH-000260,-0.1398656356226802
ACH-000261,-0.1247568843678842
ACH-000262,-0.06429479938036718
ACH-000263,-0.2114271620847452
ACH-000264,-0.06245904686800517
ACH-000265,-0.13137356968053973
ACH-000266,-0.09559471820295548
ACH-000272,-0.11969972626799333
ACH-000274,-0.2241943895151383
ACH-000277,-0.0970849766295656
ACH-000278,-0.08748105994209063
ACH-000279,-0.09322667305589068
ACH-000280,-0.03462519409395151
ACH-000281,-0.1878703647810568
ACH-000288,-0.13661051096948354
ACH-000291,-0.14379235996743034
ACH-000293,-0.20365063891270985
ACH-000294,-0.11897186541915802
ACH-000295,-0.043269429460912966
ACH-000296,-0.1268810737596868
ACH-000302,-0.2425922551002725
ACH-000304,-0.3213071161731788
ACH-000307,-0.16267100954816024
ACH-000308,-0.03853916454794607
ACH-000310,-0.12833319300927262
ACH-000311,-0.2456528295255002
ACH-000312,-0.17056888499016046
ACH-000315,-0.16912357268493586
ACH-000316,-0.20814319587564792
ACH-000317,-0.2380348923116633
ACH-000318,-0.1919492591623686
ACH-000319,-0.024800537659001226
ACH-000320,-0.3728935056965292
ACH-000322,-0.1999991510129028
ACH-000323,-0.1811739347660947
ACH-000324,-0.15022675422600354
ACH-000329,-0.1610630562174192
ACH-000330,-0.1164276938609758
ACH-000331,-0.2868800856892872
ACH-000332,-0.13515089801070146
ACH-000334,0.05198958560048501
ACH-000335,-0.12654707443817267
ACH-000336,-0.02661308874662148
ACH-000337,-0.011512279742092086
ACH-000338,-0.1803001250658164
ACH-000339,-0.09647052466030336
ACH-000341,-0.16497110898682313
ACH-000348,-0.099203628693692
ACH-000350,-0.0639469552255756
ACH-000352,-0.23921511727200864
ACH-000356,-0.1314452507741335
ACH-000361,-0.27968745693541897
ACH-000362,-0.11610288166007815
ACH-000363,-0.08632488855394525
ACH-000364,-0.2319856575927106
ACH-000365,-0.06934324062799377
ACH-000366,-0.19186738634892087
ACH-000368,-0.1103017976658131
ACH-000374,-0.07796202595978735
ACH-000375,-0.34320227808670395
ACH-000376,-0.2074854120915836
ACH-000381,-0.14307994991533393
ACH-000383,-0.11598949582615052
ACH-000387,0.007291741483678069
ACH-000389,-0.33783601943190905
ACH-000390,-0.12267556306403825
ACH-000393,-0.13729153269659078
ACH-000395,-0.1455152374583657
ACH-000396,-0.2707922875272841
ACH-000397,-0.19114764786797725
ACH-000401,0.147009099962642
ACH-000402,0.11128750796240357
ACH-000403,-0.1167010906713734
ACH-000404,0.025779453300862117
ACH-000406,-0.09363086160805288
ACH-000407,-0.15411821862464856
ACH-000408,-0.19773055681998408
ACH-000410,-0.1349447167534406
ACH-000411,-0.07329372583537615
ACH-000414,-0.20048382552406108
ACH-000415,-0.12468720673675605
ACH-000416,-0.06330326910609829
ACH-000420,-0.2667973224769907
ACH-000421,-0.0675043511811984
ACH-000424,-0.2181341715573671
ACH-000425,-0.20123382923637168
ACH-000426,0.013998481155912356
ACH-000427,-0.19392132099537976
ACH-000433,-0.14234468469124378
ACH-000435,-0.20046888902601145
ACH-000436,-0.14048673774041145
ACH-000444,-0.21672661204132102
ACH-000445,-0.0518048830770822
ACH-000448,-0.2020196997244144
ACH-000450,-0.1843015832925821
ACH-000452,-0.28700716471777793
ACH-000454,-0.06322564276878766
ACH-000458,-0.12440230303705495
ACH-000459,-0.12028141391523488
ACH-000460,-0.1369405328159118
ACH-000461,-0.12971475138193794
ACH-000463,-0.0954933658280998
ACH-000464,-0.15766471586816624
ACH-000466,-0.1995844249770884
ACH-000467,0.008350522097183231
ACH-000468,-0.05649545110491758
ACH-000469,-0.13330902002683795
ACH-000470,-0.15382889868403102
ACH-000471,-0.1563085983147054
ACH-000472,-0.18253675662804145
ACH-000473,-0.2537773961281034
ACH-000475,-0.23546882269929584
ACH-000476,-0.15148768995126988
ACH-000477,-0.15728288886946215
ACH-000479,0.1840537200272836
ACH-000480,0.007950241769498555
ACH-000481,-0.1678556505286521
ACH-000483,-0.1366086266229962
ACH-000484,-0.13855378516497374
ACH-000485,-0.2043126257964924
ACH-000486,-0.07475810488221088
ACH-000487,0.04127824317947319
ACH-000488,-0.10003671622635253
ACH-000490,-0.19960572387177847
ACH-000491,-0.17477996721735464
ACH-000495,-0.13251472540965928
ACH-000496,-0.20371988210495715
ACH-000499,-0.15746857045659662
ACH-000500,-0.09969464164847776
ACH-000502,-0.14390543255067612
ACH-000503,-0.033008266168085165
ACH-000505,-0.10344084344587554
ACH-000507,-0.04053675058347271
ACH-000510,-0.036416898571676674
ACH-000511,-0.1855548831665038
ACH-000512,-0.12306105504182545
ACH-000516,-0.1387544528410568
ACH-000517,-0.1928499117177086
ACH-000518,-0.14911480264510432
ACH-000520,-0.3194370268098438
ACH-000521,-0.21309835054201487
ACH-000522,-0.09569668235354507
ACH-000524,-0.17614180532168167
ACH-000527,-0.10386905224908703
ACH-000528,-0.09644718477944438
ACH-000537,-0.173109132479243
ACH-000541,-0.3375577678407665
ACH-000542,-0.05105604144410943
ACH-000544,-0.11530650947955308
ACH-000545,-0.2073156213033276
ACH-000547,-0.2969918305427233
ACH-000548,-0.13809972990099914
ACH-000549,-0.06711376790312885
ACH-000550,-0.042076143626078144
ACH-000552,-0.12486215199380765
ACH-000556,-0.12579810612474385
ACH-000557,-0.03922314129397336
ACH-000569,-0.2294173876576623
ACH-000570,-0.04667736321191103
ACH-000571,-0.1260107922502575
ACH-000573,-0.16994661698329086
ACH-000576,-0.011331070400412216
ACH-000579,-0.11704235822997805
ACH-000580,-0.13461983130344912
ACH-000584,-0.19530709529837992
ACH-000585,-0.1945898280156592
ACH-000588,-0.09405455346917546
ACH-000589,-0.19190625939842004
ACH-000591,-0.05588824629546039
ACH-000593,-0.2933503318613106
ACH-000600,-0.1577716729167373
ACH-000601,-0.1229128398092956
ACH-000605,-0.26914948404919475
ACH-000606,-0.09296253531863387
ACH-000608,-0.10417141773366864
ACH-000614,-0.119305100853245
ACH-000616,-0.06506297659841451
ACH-000618,0.1326498154753645
ACH-000619,-0.1581369925904588
ACH-000620,-0.10639329549267834
ACH-000621,-0.17421397065533545
ACH-000622,-0.1832846958918584
ACH-000623,-0.10959984828743627
ACH-000624,-0.14934927747671314
ACH-000627,-0.10690563352737914
ACH-000630,-0.22678650374566675
ACH-000631,-0.0035447770762672493
ACH-000632,-0.10596322167187608
ACH-000633,-0.10600168436179336
ACH-000637,-0.17532745200070796
ACH-000638,-0.1722348115359001
ACH-000646,-0.14370539121808434
ACH-000647,-0.1049021858634609
ACH-000648,-0.20212892169134591
ACH-000649,-0.2280953822547785
ACH-000651,-0.19859266732974185
ACH-000652,-0.1524372827061211
ACH-000653,-0.15240099171204166
ACH-000657,-0.2436398695475196
ACH-000658,0.0014943884313809398
ACH-000661,-0.180788982287175
ACH-000662,-0.20245906827763346
ACH-000663,-0.0784740813917483
ACH-000665,-0.10897652918628788
ACH-000671,-0.15900690005223214
ACH-000672,-0.4834197472541037
ACH-000673,-0.22496092703238954
ACH-000676,-0.154893588248757
ACH-000677,-0.06581185898487421
ACH-000681,-0.014758059157018846
ACH-000683,-0.14392783737397774
ACH-000684,-0.053508348762691255
ACH-000688,-0.17936807016432854
ACH-000693,-0.16225674006220267
ACH-000694,-0.0797876804544279
ACH-000695,-0.10758932598540877
ACH-000696,-0.2805846825324376
ACH-000697,-0.1542749765664138
ACH-000699,-0.16507005555902718
ACH-000701,-0.11747282132914855
ACH-000706,-0.052710228288532765
ACH-000711,-0.1350663218281472
ACH-000713,-0.1728073103453686
ACH-000714,-0.07823669491990426
ACH-000718,-0.08428720839363217
ACH-000720,-0.15904704157633784
ACH-000721,-0.09169638529270448
ACH-000724,-0.27887636109906944
ACH-000725,-0.018929963114536527
ACH-000732,-0.21761457989104147
ACH-000734,-0.07045194717208256
ACH-000735,-0.3071824118366636
ACH-000736,-0.29754949329731056
ACH-000738,-0.13782646193530967
ACH-000746,-0.1849761561306248
ACH-000747,-0.1527013804239396
ACH-000748,-0.1122849582745464
ACH-000753,-0.11001618024957828
ACH-000756,-0.12548676969468006
ACH-000757,-0.21148201318429605
ACH-000758,-0.1739050485172986
ACH-000760,-0.060630402430545835
ACH-000762,0.10337787720716693
ACH-000763,-0.2099800829118398
ACH-000764,-0.09608792715585264
ACH-000765,-0.22336749597323044
ACH-000766,-0.015487246954080944
ACH-000767,-0.17149300482591462
ACH-000768,-0.07326612132905899
ACH-000769,-0.016115850776991552
ACH-000770,-0.2772514093506709
ACH-000771,-0.2209183651775677
ACH-000773,-0.02328488323768849
ACH-000776,-0.2540960763231921
ACH-000777,0.030956193148362468
ACH-000778,-0.12783905025579864
ACH-000781,-0.1179340792799732
ACH-000782,-0.0767240256305499
ACH-000783,-0.1629455853494611
ACH-000784,-0.13167554660133668
ACH-000785,-0.16315817250673592
ACH-000787,-0.20412472433343967
ACH-000788,-0.1531190740462332
ACH-000791,-0.1320357909901437
ACH-000792,-0.11382161048568387
ACH-000794,-0.1531299436952523
ACH-000796,-0.13978094325218685
ACH-000798,-0.17869462213018444
ACH-000799,-0.13881584114654502
ACH-000800,-0.0528767667215517
ACH-000802,-0.09880227346809467
ACH-000804,-0.04411900107223195
ACH-000805,-0.07001796036570421
ACH-000809,-0.17282579146531638
ACH-000810,-0.14301843642487427
ACH-000811,-0.15682887788673247
ACH-000817,-0.050516449483168094
ACH-000819,-0.3207589816346937
ACH-000820,-0.3441625470114353
ACH-000821,-0.07931162565290609
ACH-000822,-0.09313922135432644
ACH-000823,-0.06006917968005551
ACH-000824,-0.12320558186033588
ACH-000827,-0.15766119248667354
ACH-000829,-0.01848597968194393
ACH-000831,-0.205944942412544
ACH-000832,-0.2853577943556048
ACH-000833,-0.21131055089098927
ACH-000834,-0.1457560532384677
