,AAMP (14)
ACH-000004,-0.7475185694796446
ACH-000005,-0.5742134528703218
ACH-000007,-0.8343846709812469
ACH-000009,-0.6607219598309502
ACH-000011,-0.7337265694078138
ACH-000012,-0.5861411863988321
ACH-000013,-0.5837753899874183
ACH-000014,-0.5018020827961438
ACH-000015,-0.7365575225853671
ACH-000017,-0.6365818771810582
ACH-000018,-0.7499367567688597
ACH-000019,-0.4181319055499077
ACH-000021,-0.29120896125946777
ACH-000022,-0.8232628423289015
ACH-000025,-0.5489386817175352
ACH-000028,-0.47414131160138
ACH-000030,-0.4316633102527625
ACH-000035,-0.658814448252469
ACH-000036,-0.804930204269991
ACH-000037,-0.4897994170534096
ACH-000039,-0.7709334969978991
ACH-000040,-0.7236583001526387
ACH-000041,-0.6034382868119608
ACH-000042,-0.6868595780644533
ACH-000045,-0.6505816763598927
ACH-000047,-0.6556887002306794
ACH-000052,-0.7588472276874316
ACH-000053,-0.6868124212488058
ACH-000054,-0.7050457702746098
ACH-000055,-0.8876246976181641
ACH-000060,-0.7165720719376995
ACH-000067,-0.6671244808286633
ACH-000070,-0.7646726405497207
ACH-000075,-0.6051095937008552
ACH-000078,-0.5839301416365604
ACH-000082,-0.8083771634811308
ACH-000085,-0.8043508088504874
ACH-000086,-0.5545029895242749
ACH-000087,-0.922805337283527
ACH-000092,-0.5828728168320789
ACH-000095,-0.7050445361240301
ACH-000097,-0.5410792405038422
ACH-000098,-0.589756837726646
ACH-000099,-0.7770398281575305
ACH-000108,-0.8007079189123278
ACH-000113,-0.6433294479088931
ACH-000116,-0.4401728008591233
ACH-000118,-0.5394245774818014
ACH-000120,-0.8042373043513218
ACH-000123,-0.8410759597360801
ACH-000127,-0.510077869229565
ACH-000128,-0.7828685757975834
ACH-000132,-0.6801400918371359
ACH-000133,-0.5335798895760009
ACH-000137,-0.7705690361261736
ACH-000138,-0.6888541588285664
ACH-000142,-0.4506873874048773
ACH-000143,-0.8984524036789664
ACH-000146,-0.84308742588328
ACH-000148,-0.6680384469836704
ACH-000150,-0.5866731424240211
ACH-000152,-0.8985176253134013
ACH-000153,-0.8212936933875716
ACH-000159,-0.9161536660453176
ACH-000160,-0.8787587946767861
ACH-000163,-0.473919497564429
ACH-000167,-0.4624819225623809
ACH-000168,-0.6058237307660427
ACH-000169,-0.5887119868371913
ACH-000178,-0.7303899361877977
ACH-000183,-0.4502214635379664
ACH-000188,-0.6560875621181566
ACH-000189,-0.4751825273555722
ACH-000190,-0.6573921039157888
ACH-000198,-0.6611002238959097
ACH-000203,-0.6419878665659512
ACH-000204,-0.5907653342019014
ACH-000206,-0.6307861823700606
ACH-000207,-0.47099197398123294
ACH-000208,-0.5695703216833001
ACH-000210,-0.6370114593059246
ACH-000211,-0.7618860481762199
ACH-000215,-0.4664177583766721
ACH-000221,-0.7271901699232572
ACH-000222,-0.7521488037922827
ACH-000223,-0.7605085716261235
ACH-000226,-0.6717500510502944
ACH-000227,-0.8030807314433474
ACH-000228,-0.5927537226607389
ACH-000231,-0.5639299969277066
