,LARP7 (51574)
ACH-000004,-0.1089496334415584
ACH-000005,-0.04107053742081518
ACH-000007,0.3700989717460697
ACH-000009,0.10194953275803872
ACH-000011,0.31054712832151776
ACH-000012,-0.1938003736524654
ACH-000013,0.1828023098726572
ACH-000014,0.3323202629084299
ACH-000015,0.004124717224362736
ACH-000017,-0.29448147175635586
ACH-000018,0.13520262834225694
ACH-000019,0.032373432957354176
ACH-000021,-0.13197292816071507
ACH-000022,0.10053617435594686
ACH-000025,0.16676506206701205
ACH-000028,-0.15132853884379752
ACH-000030,0.056243282435550365
ACH-000035,0.07754849817886056
ACH-000036,-0.05482378044203958
ACH-000037,-0.2498848389004612
ACH-000039,0.05310109298772568
ACH-000040,-0.21063282863288316
ACH-000041,-0.22550826810025146
ACH-000042,-0.03595567685217752
ACH-000045,0.0874870997470628
ACH-000047,-0.19159487199070266
ACH-000052,-0.14450611178753547
ACH-000053,0.2899831950299169
ACH-000054,0.14676730468349608
ACH-000055,-0.33929062924085995
ACH-000060,-0.13480627725299585
ACH-000067,0.04467742791843863
ACH-000070,0.07163494332744874
ACH-000075,-0.0777166589564364
ACH-000078,-0.08489817717142108
ACH-000082,-0.12511442421276034
ACH-000085,-0.053449540962958085
ACH-000086,-0.22255238264475724
ACH-000087,0.2332693320248536
ACH-000092,-0.2361099371629512
ACH-000095,0.37694627907171296
ACH-000097,-0.42534451865090994
ACH-000098,0.07654723494297112
ACH-000099,0.1183222880467848
ACH-000108,-0.17265901614061824
ACH-000113,0.10431733422092652
ACH-000116,-0.16955442585928446
ACH-000118,-0.13786487627203411
ACH-000120,0.012847065195687695
ACH-000123,-0.0573668185578923
ACH-000127,0.04173799339421213
ACH-000128,-0.03751039469848678
ACH-000132,0.008078629100251127
ACH-000133,-0.2222003666773512
ACH-000137,0.07309275861296649
ACH-000138,0.20343693802609594
ACH-000142,-0.07508883074838349
ACH-000143,0.030144432080349507
ACH-000146,0.034661668746554346
ACH-000148,-0.050359448968795587
ACH-000150,-0.6262931057407817
ACH-000152,-0.09911842181249096
ACH-000153,-0.14579358782459104
ACH-000159,-0.04064382173512664
ACH-000160,-0.035857098927865934
ACH-000163,-0.0497962313497891
ACH-000167,0.17799534853697405
ACH-000168,0.3177733979638489
ACH-000169,-0.14060602285673282
ACH-000178,0.013017196907747485
ACH-000183,-0.035722942387897645
ACH-000188,-0.14949451604892636
ACH-000189,0.07232684719653623
ACH-000190,-0.3047861640173665
ACH-000198,-0.1584999023801452
ACH-000203,-0.2356044302621581
ACH-000204,0.05854047388384553
ACH-000206,0.04769364734144771
ACH-000207,-0.06926005587808583
ACH-000208,0.021471654058775533
ACH-000210,0.1558194611583061
ACH-000211,-0.16073725054675608
ACH-000215,-0.024667292058463592
ACH-000221,-0.12729911808816613
ACH-000222,-0.02955619369615435
