,UBE2D3 (7323)
ACH-000004,-0.908386757353308
ACH-000005,-0.8292799011879058
ACH-000007,-0.7308317321579691
ACH-000009,-0.4912593401954545
ACH-000011,-1.0196924260956268
ACH-000012,-0.6428601649381347
ACH-000013,-0.5406617068164401
ACH-000014,-0.8546656420965287
ACH-000015,-0.7303381722488717
ACH-000017,-0.4708189862258589
ACH-000018,-0.7813601538402339
ACH-000019,-0.8731552271449214
ACH-000021,-0.447118841997354
ACH-000022,-0.6074473492803915
ACH-000025,-0.6707585794091353
ACH-000028,-0.8177096890493116
ACH-000030,-0.7165721574018601
ACH-000035,-0.5061879425809241
ACH-000036,-0.8906634115385154
ACH-000037,-0.4697207192731798
ACH-000039,-0.5084786556999721
ACH-000040,-0.7827206245259266
ACH-000041,-0.6526701021381812
ACH-000042,-0.5216733595114673
ACH-000045,-0.8967925882616302
ACH-000047,-0.6843545763848259
ACH-000052,-0.7903384091514063
ACH-000053,-0.9707935187926244
ACH-000054,-0.6017250422409774
ACH-000055,-0.7999718245643854
ACH-000060,-0.591712253737088
ACH-000067,-0.9130901674856468
ACH-000070,-1.0765494066909809
ACH-000075,-0.8097678684732126
ACH-000078,-0.7172217462394157
ACH-000082,-0.6656940890966249
ACH-000085,-0.8534730845649304
ACH-000086,-0.4274816848806912
ACH-000087,-0.27605435760191394
ACH-000092,-0.6441785813736084
ACH-000095,-0.8719029298138021
ACH-000097,-0.8997660103357678
ACH-000098,-0.4708943357005958
ACH-000099,-0.6915854886593842
ACH-000108,-1.0011043476778605
ACH-000113,-0.92088382273819
ACH-000116,-0.29005529213800857
ACH-000118,-0.8491219242344991
ACH-000120,-0.9637021984943248
ACH-000123,-0.7439403999498942
ACH-000127,-0.8273300202283509
ACH-000128,-0.4303215614501656
ACH-000132,-0.4336074699872501
ACH-000133,-0.5537819295958843
ACH-000137,-0.7455196105627868
ACH-000138,-0.5964419369467948
ACH-000142,-0.2944916450564646
ACH-000143,-0.84145885696452
ACH-000146,-0.8307865168004801
ACH-000148,-0.7006565762035335
ACH-000150,-0.527213410471616
ACH-000152,-0.6046660075068878
ACH-000153,-1.0744771999411022
ACH-000159,-0.7809159544685922
ACH-000160,-0.7826754652985164
ACH-000163,-0.9420124258833537
ACH-000167,-0.10398500802158983
ACH-000168,-0.531558060056417
ACH-000169,-0.6301179684687808
ACH-000178,-0.7229345686945823
ACH-000183,-0.8769069955313668
ACH-000188,-0.9233501308133286
ACH-000189,-0.6786841090110562
ACH-000190,-0.5043051015037834
ACH-000198,-0.7143834432208805
ACH-000203,-0.8580359625599733
ACH-000204,-0.22465618492585065
ACH-000206,-0.885576481453972
ACH-000207,-0.6823172315814328
ACH-000208,-0.6627569930711663
ACH-000210,-0.5963956142496151
ACH-000211,-0.8787565394855195
ACH-000215,-0.6001604688679866
ACH-000221,-0.2667024599847512
ACH-000222,-0.3994859017267845
ACH-000223,-0.7947681696742023
ACH-000226,-0.8666454035710955
ACH-000227,-0.6228756034949565
ACH-000228,-0.6079138455289094
ACH-000231,-0.7713446561484888
ACH-000232,-0.5099087851811199
ACH-000233,-0.9998690211412282
ACH-000234,-0.4770149979183028
ACH-000235,-0.4956481949467069
ACH-000237,-0.8388827154884052
ACH-000238,-1.19962825347648
ACH-000242,-0.3028270546075644
ACH-000243,-0.629017741002876
ACH-000244,0.5972294091524258
ACH-000246,-0.56792400302581
ACH-000248,-0.6966570136672185
ACH-000250,-0.3403315383176374
ACH-000251,-0.4358831666888142
ACH-000252,-0.5616909257710253
ACH-000253,-0.5616977705668862
ACH-000255,-0.7051069160883874
ACH-000256,-0.6698448874929712
ACH-000257,-0.6667692602657344
ACH-000258,-0.6883337173829661
ACH-000259,-0.2536723442763477
ACH-000260,-0.7401423392527311
ACH-000261,-0.6070513780202617
ACH-000262,-0.28788340265184337
ACH-000263,-0.9604758639943964
ACH-000264,-0.6114355889348563
ACH-000265,-0.7596960253447858
ACH-000266,-0.4253952684558637
ACH-000272,-0.9912450272229308
ACH-000274,-0.6546232606528708
ACH-000277,-0.4485275961372642
ACH-000278,-0.4737446233476966
ACH-000279,-0.6095668504989539
ACH-000280,-0.9717474277021796
ACH-000281,-0.6980744726936683
ACH-000288,-0.5652025095133899
ACH-000291,-0.5684820190072333
ACH-000293,-0.6431169052983261
ACH-000294,-1.3442262059287182
ACH-000295,-0.8835426334449117
ACH-000296,-0.6731848143890015
ACH-000302,-0.3144310538258883
ACH-000304,-0.6553572432459668
ACH-000307,-0.7128010537569462
ACH-000308,-0.6483728125572249
ACH-000310,-0.6430740077735017
ACH-000311,-0.9492773760014536
ACH-000312,-0.29046545107953897
ACH-000315,-0.6003177169028991
ACH-000316,-0.6792139799876948
ACH-000317,-0.5384062147984781
ACH-000318,-0.4335779471910311
ACH-000319,-0.33008161899786576
ACH-000320,-0.5484741123044892
ACH-000322,-0.8532892166239316
ACH-000323,-0.5341675171870619
ACH-000324,-0.8225668242826955
ACH-000329,-0.4021047792497663
ACH-000330,-0.3651215009050515
ACH-000331,-0.67210986693538
ACH-000332,-0.28326384865865745
ACH-000334,-0.16830360433648006
ACH-000335,-0.7941124691736716
ACH-000336,-0.5059932056562164
ACH-000337,-0.4684557157463054
ACH-000338,-1.1873860969300796
ACH-000339,-0.8644228735658899
ACH-000341,-0.5891191112519942
ACH-000348,-1.0266720097579474
ACH-000350,-0.6253255627844687
ACH-000352,-0.812132226159324
ACH-000356,-0.39728251737049297
ACH-000361,-0.7350334018640201
ACH-000362,-0.8521698205440623
ACH-000363,-0.5631714121034138
ACH-000364,-0.8234395191889468
ACH-000365,-1.0283791774168398
ACH-000366,-0.18031465210321115
ACH-000368,-0.715656033690005
ACH-000374,-0.9271871503741678
ACH-000375,-0.8954065709895602
ACH-000376,-0.360270206506302
ACH-000381,-0.4106737363744316
ACH-000383,-0.3842970748331332
ACH-000387,-0.952754145751679
ACH-000389,-0.6675488902007218
ACH-000390,-0.5289938985586993
ACH-000393,-0.6610013064824248
ACH-000395,-0.8168974903544419
ACH-000396,-1.3491210812448586
ACH-000397,-0.385036934924058
ACH-000401,-1.0984597421632238
ACH-000402,-0.541578863667761
ACH-000403,-0.2796583310126385
ACH-000404,-0.5755520619765467
ACH-000406,-0.5616532808430581
ACH-000407,-0.6766435199085776
ACH-000408,-0.8746483664697601
ACH-000410,-0.2780204121362785
ACH-000411,-0.7877350617977082
ACH-000414,-0.7142831641757263
ACH-000415,-0.7399281225541054
ACH-000416,-0.5941407819617684
ACH-000420,-0.6874588684038992
ACH-000421,-0.3798406321630231
ACH-000424,-0.6209795932652238
ACH-000425,-0.862662976129944
ACH-000426,-0.4651650550628814
ACH-000427,-0.4250427873917583
ACH-000433,-0.610956900758305
ACH-000435,-0.2739568381760639
ACH-000436,-0.7081734015353408
ACH-000444,-1.1259601135100843
ACH-000445,-0.5946305186199763
ACH-000448,-0.8213855036966985
ACH-000450,-0.8517866393059513
ACH-000452,-0.8038462886321319
ACH-000454,-0.6149929287591813
ACH-000458,-0.6992612316540042
ACH-000459,-0.8076028594532952
ACH-000460,-0.5692783638785103
ACH-000461,-0.9020527751419046
ACH-000463,-0.9635862173374422
ACH-000464,-0.3861667547268785
ACH-000466,-0.43492208916918657
ACH-000467,-0.30706119747986604
ACH-000468,-0.3886152197431653
ACH-000469,-0.7527107176545957
ACH-000470,-0.7185981611540441
ACH-000471,-0.5739219032274449
ACH-000472,-0.6271730053401037
ACH-000473,-0.7454028604032237
ACH-000475,-0.40899247545670425
ACH-000476,-0.7503703906481348
ACH-000477,-1.0005293032470046
ACH-000479,-1.2300996132640332
ACH-000480,-0.7508664256498493
ACH-000481,-0.5040644879194082
ACH-000483,-0.4981707812911354
ACH-000484,-0.6350795352244886
ACH-000485,-0.9329489733907405
ACH-000486,-0.9275038152603536
ACH-000487,-0.4313428120526737
ACH-000488,-0.8612514933890254
ACH-000490,-0.8036038550843854
ACH-000491,-0.4897985596174869
ACH-000495,-0.18659990225975293
ACH-000496,-0.9550661306484782
ACH-000499,-0.7442537345183499
ACH-000500,-0.9345371931275152
ACH-000502,-0.5212548367319272
ACH-000503,-1.047851027508653
ACH-000505,-0.7292577546972145
ACH-000507,-0.3981340727395129
ACH-000510,-0.9019163942735876
ACH-000511,-0.8404951916443044
ACH-000512,-0.4296930989834433
ACH-000516,-0.6340577442515697
ACH-000517,-0.7619324591920384
ACH-000518,-0.6625022354888516
ACH-000520,-0.7164920356108915
ACH-000521,-0.657522007417469
ACH-000522,-0.4769305694221507
ACH-000524,-0.2224536796117404
ACH-000527,-0.3718813078641197
ACH-000528,-0.6615016620769577
ACH-000537,-0.5312971404936879
ACH-000541,-0.5439869959915121
ACH-000542,-0.8381690526660905
ACH-000544,-0.8858993043048259
ACH-000545,-0.7109117696747234
ACH-000547,-0.9564044555164484
ACH-000548,-0.6024429655506122
ACH-000549,-0.9556990998941644
ACH-000550,-0.8938544520107335
ACH-000552,-0.836265234869529
ACH-000556,-0.500236878051154
ACH-000557,-0.5899078648435923
ACH-000569,-1.4460064954871978
ACH-000570,-0.6027573419828159
ACH-000571,-0.8153790128892271
ACH-000573,-0.6157028629185568
ACH-000576,-0.8990270059847227
ACH-000579,-0.7727313639747265
ACH-000580,-1.2090886785602657
ACH-000584,-0.4065998489163975
ACH-000585,0.028630762147681836
ACH-000588,-0.6294235846685621
ACH-000589,-0.6933956683956759
ACH-000591,-0.6460547983485827
ACH-000593,-0.4138580946801269
ACH-000600,-0.4658279959802986
ACH-000601,-0.5411834535815895
ACH-000605,-0.3304718160587317
ACH-000606,-0.5196803242854975
ACH-000608,-0.7972285250491374
ACH-000614,-0.4659696878998445
ACH-000616,-0.613327864524774
ACH-000618,-0.7768939059948228
ACH-000619,-0.6698791098484926
ACH-000620,-0.3808794205491563
ACH-000621,-0.8324451119246747
ACH-000622,-0.20557494231889487
