,LOR (4014)
ACH-000004,-0.012231146331003952
ACH-000005,-0.027561166912389155
ACH-000007,0.16247999875729827
ACH-000009,-0.05649805263020158
ACH-000011,-0.14858337125642246
ACH-000012,-0.15795719899070673
ACH-000013,-0.06192810414241904
ACH-000014,0.09426340067295394
ACH-000015,0.04331235965379883
ACH-000017,0.16998295933588034
ACH-000018,-0.02253128372112965
ACH-000019,0.030241268699522476
ACH-000021,-0.07980171041165895
ACH-000022,-0.04398371986772365
ACH-000025,-0.11771449129522675
ACH-000028,-0.05324660565416125
ACH-000030,0.05590735263722044
ACH-000035,0.1143403969255939
ACH-000036,-0.04353805380870697
ACH-000037,0.09263926493025113
ACH-000039,-0.20174365243370576
ACH-000040,0.009758465053670468
ACH-000041,0.11488375389978317
ACH-000042,0.11563582215274434
ACH-000045,0.1379219445500701
ACH-000047,-0.02341515036163665
ACH-000052,-0.032584363336752374
ACH-000053,0.007742958531191402
ACH-000054,-0.05525892041273557
ACH-000055,-0.03911689212024566
ACH-000060,0.06371338687922838
ACH-000067,0.07683308495024849
ACH-000070,0.05688806962223455
ACH-000075,-0.2634162363945628
ACH-000078,-0.14821884975763475
ACH-000082,-0.018093850917850228
ACH-000085,-0.021873308894656232
ACH-000086,-0.02401210633206441
ACH-000087,-0.0800255918819247
ACH-000092,-0.16572578966116205
ACH-000095,-0.02126693986045749
ACH-000097,-0.06235590331751303
ACH-000098,-0.08384417765842614
ACH-000099,-0.1118077668694809
ACH-000108,-0.029275145402658468
ACH-000113,-0.008999968393042145
ACH-000116,-0.05195864831326275
ACH-000118,0.056936394260563385
ACH-000120,-0.05499415862233482
ACH-000123,0.1032784366156156
ACH-000127,0.025904886681945797
ACH-000128,-0.06803853200974005
ACH-000132,0.03880542915592085
ACH-000133,-0.2380538656370456
ACH-000137,-0.091535715210907
ACH-000138,0.05410206341438392
ACH-000142,-0.09914128866590943
ACH-000143,-0.059157126858307714
ACH-000146,0.09750737807192826
ACH-000148,0.03464785206438521
ACH-000150,-0.06225955700284652
ACH-000152,-0.08573958840570056
ACH-000153,0.04723951502718442
ACH-000159,-0.032843944541188386
ACH-000160,-0.036649152264720986
ACH-000163,-0.08093355288052244
ACH-000167,0.12429212673645502
ACH-000168,0.11380473852782838
ACH-000169,0.07483794780683398
ACH-000178,-0.05535888900932882
ACH-000183,0.14398416396530636
ACH-000188,-0.08536959780469355
ACH-000189,-0.07570883060604393
ACH-000190,-0.1866729568738293
ACH-000198,-0.023748943213312883
ACH-000203,-0.22875768910746436
ACH-000204,-0.2287521279018416
ACH-000206,0.15820389854644426
ACH-000207,0.06428318514235316
ACH-000208,-0.0625968080355906
ACH-000210,0.3227498197152964
ACH-000211,0.03344776714009902
ACH-000215,0.0046800978044427635
ACH-000221,-0.07758719694956
ACH-000222,0.06992465258396159
ACH-000223,0.0522657204453679
ACH-000226,-0.07010299923269869
ACH-000227,0.08215851102480855
ACH-000228,0.09414347252071126
ACH-000231,-0.0024030080050425865
ACH-000232,0.01751618448867364
ACH-000233,0.02325006441320909
ACH-000234,0.05234836148999097
ACH-000235,-0.030075962649799327
ACH-000237,-0.07078922570169309
ACH-000238,0.08771524637958386
ACH-000242,0.08811045278118104
ACH-000243,-0.026394057250164672
ACH-000244,0.034270007443256936
ACH-000246,-0.06384415473291206
ACH-000248,0.02436056544919697
ACH-000250,-0.06258681423928185
ACH-000251,-0.0061537450647954454
ACH-000252,-0.12648030787737718
ACH-000253,-0.08447916698081592
ACH-000255,-0.15396758025653634
ACH-000256,-0.03242516750253173
ACH-000257,0.0794250478849275
ACH-000258,0.022609254367643074
ACH-000259,-0.0020382260681484628
ACH-000260,-0.054282373001874135
