,TCAIM (285343)
ACH-000004,0.15848131798265153
ACH-000005,0.3229141584424152
ACH-000007,0.14789904223848147
ACH-000009,-0.0669422817285172
ACH-000011,0.06678912243222454
ACH-000012,0.11816982964955695
ACH-000013,0.02541043939302761
ACH-000014,0.013342927121004123
ACH-000015,-0.07774591614119541
ACH-000017,-0.04702906007542956
ACH-000018,-0.016462492898767646
ACH-000019,0.17019347377149022
ACH-000021,0.0194493196716868
ACH-000022,0.03110280678749061
ACH-000025,-0.0581230385739412
ACH-000028,0.011992978981651584
ACH-000030,0.009557857659860731
ACH-000035,0.048236354102310745
ACH-000036,-0.11010149531643078
ACH-000037,0.04536412763834121
ACH-000039,0.10079709379154493
ACH-000040,-0.012638366265966226
ACH-000041,-0.00404888818452593
ACH-000042,-0.008533388512458795
ACH-000045,0.049758993006508025
ACH-000047,-0.014118618034270359
ACH-000052,-0.1313779194793675
ACH-000053,0.04937503815990742
ACH-000054,-0.038861585176552436
ACH-000055,-0.027035571931876026
ACH-000060,-0.00478811171434699
ACH-000067,-0.08227068183638964
ACH-000070,-0.05158434504092573
ACH-000075,-0.11783196737645908
ACH-000078,0.2739260058101893
ACH-000082,0.1053480426239594
ACH-000085,-0.21049468761641665
ACH-000086,-0.04037767670235335
ACH-000087,0.010932514331610169
ACH-000092,0.05631446039456385
ACH-000095,0.028221852405180357
ACH-000097,0.025471425534581503
ACH-000098,-0.0020034948590563887
ACH-000099,0.2170522440428125
ACH-000108,0.026877223693372514
ACH-000113,0.01886372818691399
ACH-000116,-0.06379745018501315
ACH-000118,0.07555433436219544
ACH-000120,-0.1472541185222872
ACH-000123,0.11385117272872765
ACH-000127,-0.0014114647021514475
ACH-000128,0.012167833477739956
ACH-000132,-0.0160417843339182
ACH-000133,0.05766138345603889
ACH-000137,0.12556142853602242
ACH-000138,0.03422073575664316
ACH-000142,0.022111654903179158
ACH-000143,0.033600380071216705
ACH-000146,0.04928820659017685
ACH-000148,0.20033860068536788
ACH-000150,-0.16524505916922386
ACH-000152,0.10080051552238628
ACH-000153,-0.0868513946410888
ACH-000159,0.017765946758149416
ACH-000160,0.02082017780800124
ACH-000163,0.022305239468147497
ACH-000167,0.20534925280927505
ACH-000168,-0.032429581024168465
ACH-000169,-0.03884780165771914
ACH-000178,0.08555551310379443
ACH-000183,0.1876450837352278
ACH-000188,-0.04971326561168122
ACH-000189,0.06718727479153158
ACH-000190,-0.1690537503999077
ACH-000198,-0.06987203638301333
ACH-000203,-0.1377774687336442
ACH-000204,-0.0987216222379728
ACH-000206,-0.17346113056001966
ACH-000207,0.06497198111766841
ACH-000208,-0.3583723618745618
ACH-000210,0.049374167895358784
ACH-000211,0.024094710952141125
ACH-000215,0.14439975138591854
ACH-000221,0.07092507920063956
ACH-000222,-0.15132818276918467
ACH-000223,-0.04740138788773575
ACH-000226,0.03875156661975359
ACH-000227,-0.08416379241891249
ACH-000228,-0.04492011471484923
ACH-000231,0.00419314817656066
ACH-000232,0.05275099489049248
