,RPL23 (9349)
ACH-000004,-1.3446688355863592
ACH-000005,-1.176748887278758
ACH-000007,-1.5463016392733704
ACH-000009,-1.5102153188907634
ACH-000011,-1.6367430659951883
ACH-000012,-1.4608085909923143
ACH-000013,-1.7834064297502716
ACH-000014,-1.5187146419517596
ACH-000015,-1.5822033553578327
ACH-000017,-1.5419162328630909
ACH-000018,-1.6993432887622124
ACH-000019,-1.2986304815313054
ACH-000021,-1.614087674389456
ACH-000022,-1.767724642016363
ACH-000025,-1.5306629343773417
ACH-000028,-1.556580543762191
ACH-000030,-1.5625741655142469
ACH-000035,-1.2036883233426428
ACH-000036,-1.5387265634147518
ACH-000037,-1.8396071363517343
ACH-000039,-1.4121510234521033
ACH-000040,-1.2527087581246974
ACH-000041,-1.4958755396635266
ACH-000042,-1.6126440740581345
ACH-000045,-1.7461099231177302
ACH-000047,-1.4148151385808154
ACH-000052,-1.4218065522242256
ACH-000053,-1.3958769348825044
ACH-000054,-1.4983648326260977
ACH-000055,-1.4544756987114813
ACH-000060,-1.5166254906401055
ACH-000067,-1.553562211428232
ACH-000070,-1.5525403367971893
ACH-000075,-1.6951035703920725
ACH-000078,-1.7958853621559463
ACH-000082,-1.570270381773529
ACH-000085,-1.5499470824551818
ACH-000086,-1.3148425974886264
ACH-000087,-1.855862832723135
ACH-000092,-1.5552015649040751
ACH-000095,-1.2795795736148423
ACH-000097,-1.4839784379994398
ACH-000098,-1.5075797978582384
ACH-000099,-1.4352528532588615
ACH-000108,-1.6725464698347974
ACH-000113,-1.6328448816693186
ACH-000116,-1.4657266729547334
ACH-000118,-1.4723826547441234
ACH-000120,-1.1973571350177443
ACH-000123,-1.6521850801778522
ACH-000127,-1.5266699762310465
ACH-000128,-1.2970673921554603
ACH-000132,-1.4728378613415685
ACH-000133,-1.334908787898275
ACH-000137,-1.8153484790295285
ACH-000138,-1.4125261419677857
ACH-000142,-1.4568406746972011
ACH-000143,-1.4595314722839217
ACH-000146,-1.6663652683218881
ACH-000148,-1.8169878397411008
ACH-000150,-1.4340165868126151
ACH-000152,-1.3978913288406256
ACH-000153,-1.4251084521091346
ACH-000159,-1.4779924837866767
ACH-000160,-1.4629313678613054
ACH-000163,-1.653831352628855
ACH-000167,-1.755562755079224
ACH-000168,-1.373585993551388
ACH-000169,-1.3724812890353295
ACH-000178,-1.585666863237142
ACH-000183,-1.6784242841189658
ACH-000188,-1.5056595283643954
ACH-000189,-1.8130469842422356
ACH-000190,-1.606565108856148
ACH-000198,-1.6456930230541191
ACH-000203,-1.4534652701212474
ACH-000204,-1.390700081383954
ACH-000206,-2.08499313093597
ACH-000207,-1.6269842237803285
ACH-000208,-1.4966062513859173
ACH-000210,-1.834702317258856
ACH-000211,-1.5134849290510057
ACH-000215,-1.493607498284075
ACH-000221,-1.6091490541654885
ACH-000222,-1.5457145729521675
ACH-000223,-1.4102098739142856
ACH-000226,-1.3722202506930523
ACH-000227,-1.7972349734015862
ACH-000228,-1.4157883341852382
ACH-000231,-1.4560802170196745
ACH-000232,-1.3678560626644718
ACH-000233,-1.5049334662289833
ACH-000234,-1.456963770536857
ACH-000235,-1.5283202052483231
ACH-000237,-1.6305313824173604
ACH-000238,-1.366328729069089
ACH-000242,-1.2091241490963676
ACH-000243,-1.5168207016924218
ACH-000244,-1.5812558536749093
ACH-000246,-1.5251925143849387
ACH-000248,-1.6900011204412428
ACH-000250,-1.474696840626453
ACH-000251,-2.201014308588185
ACH-000252,-1.1708894427811778
ACH-000253,-1.4976286585288847
ACH-000255,-1.4774267950830164
ACH-000256,-1.5024813491090905
ACH-000257,-1.3121938404647229
ACH-000258,-1.60799082642038
ACH-000259,-1.6721142933079083
ACH-000260,-1.4797815371419365
ACH-000261,-1.5883584892673634
ACH-000262,-1.3973735831537886
ACH-000263,-1.4023897179363112
ACH-000264,-1.477865006799303
ACH-000265,-1.56384848219515
ACH-000266,-1.4686819334812766
ACH-000272,-1.430502881901426
ACH-000274,-1.5707084991781428
ACH-000277,-1.6233610786616328
ACH-000278,-1.551550467973192
ACH-000279,-1.4373919103854325
ACH-000280,-1.6382161628049747
ACH-000281,-1.5624393987719294
ACH-000288,-1.464202897182107
ACH-000291,-1.4955527194710274
ACH-000293,-1.7361750493252457
ACH-000294,-1.5200077370254172
ACH-000295,-1.473334386201762
ACH-000296,-1.2080333949605349
ACH-000302,-1.5316616059633563
ACH-000304,-2.186473651001116
ACH-000307,-1.3064925548712385
ACH-000308,-1.4718239014766574
ACH-000310,-1.7048534012203629
ACH-000311,-1.6133164079774183
ACH-000312,-1.5326718069013388
ACH-000315,-1.5382957897623624
ACH-000316,-1.7614666931549754
ACH-000317,-1.5072510169406552
ACH-000318,-1.5311814416973608
ACH-000319,-1.4992022909601612
ACH-000320,-1.4382647296575104
ACH-000322,-1.4385577297801206
ACH-000323,-1.5773159211289174
ACH-000324,-1.4615729287052155
ACH-000329,-1.6128302126913154
ACH-000330,-1.4644317189378813
ACH-000331,-1.3279284243983744
ACH-000332,-1.5620424209690162
ACH-000334,-1.0345674494150203
ACH-000335,-1.6173616450884616
ACH-000336,-1.7300172250382098
ACH-000337,-1.5790736815739443
ACH-000338,-1.1708803656450006
ACH-000339,-1.5602885358267746
ACH-000341,-1.6352744914127426
ACH-000348,-1.5242784565473428
ACH-000350,-1.4260516775204657
ACH-000352,-1.5194049039927064
ACH-000356,-1.3374088844388112
ACH-000361,-1.5081472496405568
