,MOBP (4336)
ACH-000004,-0.06803517276855214
ACH-000005,-0.07538876741920422
ACH-000007,0.10995354103919697
ACH-000009,-0.01348517844317416
ACH-000011,-0.2652838586770725
ACH-000012,0.08909999696070177
ACH-000013,-0.10537685026443347
ACH-000014,0.1097588698656016
ACH-000015,-0.18097543479533548
ACH-000017,-0.27325593812011345
ACH-000018,-0.012001918452393864
ACH-000019,-0.12109862120965832
ACH-000021,-0.049592539083751316
ACH-000022,-0.020180079106864958
ACH-000025,-0.1152904120686295
ACH-000028,-0.013415170869931908
ACH-000030,0.03270739932031947
ACH-000035,-0.0212958429326919
ACH-000036,-0.07348362872072538
ACH-000037,-0.041042086302294584
ACH-000039,0.13680565036605002
ACH-000040,0.08887838785834583
ACH-000041,-0.20901200172466947
ACH-000042,-0.16924143479275225
ACH-000045,0.03237058561154986
ACH-000047,-0.22004657427710814
ACH-000052,0.0052545092754756675
ACH-000053,-0.07912417357647293
ACH-000054,-0.06420392681123464
ACH-000055,-0.2236436669936997
ACH-000060,-0.200042090195874
ACH-000067,-0.14390642298293355
ACH-000070,-0.11497046278712908
ACH-000075,-0.11179538893807314
ACH-000078,-0.08133391638018056
ACH-000082,-0.0317924789101267
ACH-000085,-0.1138051410474928
ACH-000086,0.002885745868643113
ACH-000087,0.013258170883947791
ACH-000092,-0.0854692629111284
ACH-000095,0.035539382998868344
ACH-000097,0.01550792386970749
ACH-000098,-0.1818944763767616
ACH-000099,0.021632108612237275
ACH-000108,-0.053730190308596014
ACH-000113,-0.07892508223376134
ACH-000116,-0.053597535781924416
ACH-000118,-0.06248488746209716
ACH-000120,-0.11572270482325794
ACH-000123,-0.0790312659767472
ACH-000127,-0.021894759079767543
ACH-000128,-0.13106572037563072
ACH-000132,-0.03673765646705331
ACH-000133,-0.019446907864634908
ACH-000137,0.008279525895457497
ACH-000138,-0.2535706269295921
ACH-000142,-0.15364468836245862
ACH-000143,-0.06656517252046748
ACH-000146,-0.12965648549448872
ACH-000148,0.03742409103376477
ACH-000150,-0.14273381419788714
ACH-000152,0.021273362877116203
ACH-000153,-0.12542176495624902
ACH-000159,0.007953345719513666
ACH-000160,0.08632824866614575
ACH-000163,0.0006654302438563233
ACH-000167,0.021245363480885685
ACH-000168,0.16425699819672673
ACH-000169,-0.11205379907121146
ACH-000178,-0.055593871304314514
ACH-000183,-0.05465607498977045
ACH-000188,-0.18494904631600895
ACH-000189,0.14521389752832595
ACH-000190,0.014351787971658916
ACH-000198,-0.026867193827547462
ACH-000203,-0.061569860652605786
ACH-000204,-0.09163901320175803
ACH-000206,-0.060476386317654875
ACH-000207,-0.08936798396519721
ACH-000208,-0.2050865095936488
ACH-000210,-0.23643733311773624
ACH-000211,-0.0935203350384962
ACH-000215,0.009651778274890702
ACH-000221,-0.14050715298126842
ACH-000222,-0.2614628303974801
ACH-000223,-0.06607400012450641
ACH-000226,0.04246717664225228
ACH-000227,-0.15278417136482478
ACH-000228,-0.11592011646860592
ACH-000231,-0.0942019797858896
ACH-000232,-0.0840741936183499
ACH-000233,0.028103203824971813
ACH-000234,-0.12012126350930676
ACH-000235,-0.054804522732256784
ACH-000237,-0.0950745393992428
ACH-000238,-0.16579756324496153
ACH-000242,-0.014073682126609838
ACH-000243,-0.07697709077583338
ACH-000244,0.06574339709672844
ACH-000246,0.037246873544779235
ACH-000248,-0.08223478846199064
ACH-000250,0.03749867245529947
ACH-000251,-0.1051646161665866
ACH-000252,0.02207198837617195
ACH-000253,-0.02590650991739661
ACH-000255,0.02004022981359793
ACH-000256,-0.0018027789746888226
ACH-000257,0.03926834251972538
ACH-000258,-0.0974847782602226
ACH-000259,-0.0763452087573904
ACH-000260,-0.10182168457248357
ACH-000261,-0.03269983882492932
ACH-000262,-0.08305295883586608
ACH-000263,-0.1884149247104175
ACH-000264,-0.07976642058884383
ACH-000265,-0.08027657596861895
ACH-000266,-0.07876628851895713
ACH-000272,0.0649417952768882
ACH-000274,-0.13134426366033747
ACH-000277,0.005794062481293509
ACH-000278,-0.0361086282264064
