,TANGO2 (128989)
ACH-000004,-0.2368393885237347
ACH-000005,-0.3673401880407231
ACH-000007,-0.17457846070910413
ACH-000009,-0.18004295211524748
ACH-000011,-0.01684993721017871
ACH-000012,-0.2281164996750571
ACH-000013,-0.14842146600816533
ACH-000014,-0.21590039371265746
ACH-000015,-0.226786594385469
ACH-000017,-0.0959545228414167
ACH-000018,-0.2538888163904753
ACH-000019,-0.08166144905904822
ACH-000021,-0.11024542380446377
ACH-000022,-0.13811141576608196
ACH-000025,-0.22404575511940253
ACH-000028,-0.17960771645834028
ACH-000030,-0.08770316679429026
ACH-000035,-0.0764985195775421
ACH-000036,0.042833148496782034
ACH-000037,-0.1682575696447255
ACH-000039,-0.14205188210511385
ACH-000040,0.0018701260601879078
ACH-000041,-0.17796572624044982
ACH-000042,-0.1509896599734225
ACH-000045,-0.02483667711668652
ACH-000047,-0.14755737849320003
ACH-000052,-0.1271096968163181
ACH-000053,-0.17812716379742374
ACH-000054,-0.039180029614446985
ACH-000055,-0.14198476668466373
ACH-000060,-0.18928835049075712
ACH-000067,-0.1224089740298913
ACH-000070,-0.24541710765384034
ACH-000075,-0.14334423361657306
ACH-000078,-0.2192011646398365
ACH-000082,-0.08790811797001467
ACH-000085,-0.04733485784350752
ACH-000086,0.02613171999312217
ACH-000087,-0.002210178664469136
ACH-000092,-0.19931823223166406
ACH-000095,-0.03425165836661726
ACH-000097,-0.17688593174458905
ACH-000098,-0.1986617204687212
ACH-000099,-0.19045026336280046
ACH-000108,-0.1946645265371469
ACH-000113,-0.10309576583171726
ACH-000116,-0.1423315938777745
ACH-000118,-0.06821177280033977
ACH-000120,-0.0814155017253661
ACH-000123,-0.16432653925145546
ACH-000127,0.021574382535654087
ACH-000128,0.020342898550338474
ACH-000132,-0.14445679807207645
ACH-000133,-0.2505161243825396
ACH-000137,-0.2529083755602593
ACH-000138,-0.09115157515181783
ACH-000142,-0.07431027388062526
ACH-000143,0.02921799263903068
ACH-000146,-0.07722627374661446
ACH-000148,-0.06698036482403451
ACH-000150,-0.04061409918859417
ACH-000152,-0.12375482384184268
ACH-000153,-0.057067826539073725
ACH-000159,-0.05618553852145071
ACH-000160,-0.13703563322042076
ACH-000163,-0.14787263365810033
ACH-000167,0.010758484417888887
ACH-000168,-0.216360366696451
ACH-000169,-0.2463269506216371
ACH-000178,-0.20764313532392045
ACH-000183,-0.034791379324695705
ACH-000188,-0.07833723512811627
ACH-000189,-0.14163479346826252
ACH-000190,-0.1879102286207809
ACH-000198,-0.04987699085114527
ACH-000203,0.4788524011761908
ACH-000204,-0.2111205919500153
ACH-000206,0.0841388929188114
ACH-000207,-0.00594080431461806
ACH-000208,0.1338047851964395
ACH-000210,-0.5150746808616375
ACH-000211,-0.0411976353916186
ACH-000215,-0.19739725912833356
ACH-000221,-0.12288184984442115
ACH-000222,0.027451410319045983
ACH-000223,-0.10420623981051988
ACH-000226,-0.0815484626486337
ACH-000227,-0.23251285841577926
ACH-000228,-0.15601408138519415
ACH-000231,-0.1970618159955684
ACH-000232,-0.07470586333713868
ACH-000233,-0.20226715635183734
ACH-000234,-0.04652372604996048
ACH-000235,-0.09300493098489766
ACH-000237,-0.061003252389112875
ACH-000238,-0.08363160009863739
ACH-000242,-0.2877638864231792
ACH-000243,-0.21833006248614487
ACH-000244,-0.03831645535406667
ACH-000246,-0.005297797143737582
ACH-000248,0.09714732112229596
ACH-000250,-0.0769314325348939
ACH-000251,-0.043331855625224236
ACH-000252,-0.15716188700970118
ACH-000253,-0.04841444027683773
ACH-000255,-0.16396747676335285
ACH-000256,-0.2730880804066662
ACH-000257,-0.07721576005711611
ACH-000258,-0.2549364716881629
ACH-000259,-0.19585318839340612
ACH-000260,-0.07091922432996475
ACH-000261,-0.11492262953511613
