,MYH3 (4621)
ACH-000004,-0.10634019955012776
ACH-000005,-0.12619389400707276
ACH-000007,-0.02222377242224939
ACH-000009,-0.10866926280096706
ACH-000011,-0.0009678140791993672
ACH-000012,-0.12447981124059465
ACH-000013,-0.2184688467259417
ACH-000014,-0.1590193442344585
ACH-000015,-0.28982117685303704
ACH-000017,-0.13976218732608015
ACH-000018,-0.15556579903394244
ACH-000019,-0.07367839462312427
ACH-000021,-0.08447569619475367
ACH-000022,-0.23147034347877804
ACH-000025,-0.113727740863659
ACH-000028,-0.13773725526588287
ACH-000030,-0.1540662334756093
ACH-000035,-0.2583503316568977
ACH-000036,0.11031242807592777
ACH-000037,-0.05931306845762091
ACH-000039,-0.15107649451062413
ACH-000040,-0.2585915185679319
ACH-000041,-0.21082762381118192
ACH-000042,-0.1414992739935011
ACH-000045,-0.14640908509040335
ACH-000047,-0.0920667495295898
ACH-000052,-0.0957156199783908
ACH-000053,-0.13354479619067888
ACH-000054,-0.20571609561358456
ACH-000055,-0.3441033206794773
ACH-000060,-0.1662548621923572
ACH-000067,-0.296666038486205
ACH-000070,-0.35440904352795816
ACH-000075,-0.22682460777027896
ACH-000078,-0.060067874971305876
ACH-000082,-0.1557708529600238
ACH-000085,-0.1103151941645344
ACH-000086,-0.04278268713269706
ACH-000087,-0.07354551546319425
ACH-000092,-0.112094133245026
ACH-000095,-0.2487012551316201
ACH-000097,-0.05104876147889867
ACH-000098,-0.2760092973773697
ACH-000099,-0.047681196061498385
ACH-000108,-0.060327195521090136
ACH-000113,-0.23135722778675835
ACH-000116,0.013424404668912348
ACH-000118,-0.047300585466414816
ACH-000120,-0.19207150569273654
ACH-000123,-0.09881120361451147
ACH-000127,-0.12355461158555213
ACH-000128,-0.11581492443259556
ACH-000132,-0.17805065739774134
ACH-000133,-0.012970826900542284
ACH-000137,-0.1294874199340606
ACH-000138,-0.17119955018076194
ACH-000142,-0.14772478871733705
ACH-000143,-0.10845693090388156
ACH-000146,-0.2301192389698652
