,CHMP6 (79643)
ACH-000004,-1.2100542674438102
ACH-000005,-0.7383584244931601
ACH-000007,-1.240445319330307
ACH-000009,-1.4349965098435815
ACH-000011,-1.0239834610446186
ACH-000012,-1.4122230057328609
ACH-000013,-1.302277498396051
ACH-000014,-0.9987837424549018
ACH-000015,-1.2129082540744167
ACH-000017,-1.1442096316495938
ACH-000018,-1.4671978994239978
ACH-000019,-1.4860920795671135
ACH-000021,-1.2324247638835275
ACH-000022,-1.3163852649412957
ACH-000025,-1.1284089267638189
ACH-000028,-1.090934919404604
ACH-000030,-1.346359397315603
ACH-000035,-1.4258176871381454
ACH-000036,-1.2026042160047714
ACH-000037,-1.0409569143686168
ACH-000039,-1.3352686565249825
ACH-000040,-1.0926344882412586
ACH-000041,-1.2436340102667804
ACH-000042,-1.037095787711232
ACH-000045,-1.2513262188459198
ACH-000047,-1.2602845574796735
ACH-000052,-1.2485497081734207
ACH-000053,-1.251377951352192
ACH-000054,-1.2717491678031412
ACH-000055,-1.2188720224784502
ACH-000060,-1.3129258325143969
ACH-000067,-1.1253309851108677
ACH-000070,-1.1773785784549649
ACH-000075,-0.9890236884037008
ACH-000078,-1.1905707461035746
ACH-000082,-1.382054799968122
ACH-000085,-1.2974395961201135
ACH-000086,-1.2330428643547138
ACH-000087,-1.3674900289260519
ACH-000092,-1.2035472615637908
ACH-000095,-1.0650006141024886
ACH-000097,-1.210469366663907
ACH-000098,-1.0947373194544583
ACH-000099,-1.1171519307552125
ACH-000108,-1.4550581810902878
ACH-000113,-1.2733615564484708
ACH-000116,-1.3931137842672905
ACH-000118,-1.2381327609418191
ACH-000120,-1.0984298660246723
ACH-000123,-1.3773683096741474
ACH-000127,-1.361075688477113
ACH-000128,-1.1457421948878792
ACH-000132,-1.1913073304484991
ACH-000133,-1.1406783030359395
ACH-000137,-1.2561780797528035
ACH-000138,-1.3426310212679715
ACH-000142,-1.3131921859805544
ACH-000143,-1.2169176061885991
ACH-000146,-1.2818041678888803
ACH-000148,-1.369787727480989
ACH-000150,-1.184265815744496
ACH-000152,-1.2284421737966862
ACH-000153,-1.148323344667354
ACH-000159,-1.0301038939061369
ACH-000160,-1.1331101605720286
ACH-000163,-1.1155926494540214
ACH-000167,-1.7796143360631331
ACH-000168,-1.1079065338151806
ACH-000169,-1.478118295525325
ACH-000178,-1.3275615044288311
ACH-000183,-1.4145714338314541
ACH-000188,-1.2604646425401909
ACH-000189,-1.4968690186349478
ACH-000190,-1.2490590474497465
ACH-000198,-1.2005099598321922
ACH-000203,-1.4210534352920106
ACH-000204,-1.1633633433535278
ACH-000206,-0.8176687159705746
ACH-000207,-1.3365111691620926
ACH-000208,-1.332934973897879
ACH-000210,-0.862328092167695
ACH-000211,-1.2196639690451907
ACH-000215,-0.9072281375266104
ACH-000221,-1.368635942914826
ACH-000222,-1.4964789244227108
