,PTPLAD2 (401494)
ACH-000004,0.09047442079516313
ACH-000005,0.5720235467783976
ACH-000007,0.12211386647588747
ACH-000009,-0.07433524493791989
ACH-000011,0.02227242054531904
ACH-000012,0.14244134274266268
ACH-000013,0.16383152767158252
ACH-000014,-0.0037705104466099594
ACH-000015,-0.08624248056709277
ACH-000017,0.2692904600964093
ACH-000018,-0.1731240969456979
ACH-000019,0.211742748832125
ACH-000021,0.08166091497850374
ACH-000022,0.033854153917713264
ACH-000025,0.1970654470269385
ACH-000028,0.19540301249407066
ACH-000030,0.01855096702486739
ACH-000035,0.1265571657285894
ACH-000036,0.038973103855086
ACH-000037,0.03305054014623942
ACH-000039,0.16414000983712235
ACH-000040,0.10411880208481723
ACH-000041,0.036914628403729166
ACH-000042,0.07789452791474585
ACH-000045,0.0008993629399543984
ACH-000047,-0.08868146497284908
ACH-000052,-0.03507480569570258
ACH-000053,0.03444234686662935
ACH-000054,0.006934311327218056
ACH-000055,0.1057032509504636
ACH-000060,0.13921361697179274
ACH-000067,0.15424361452025312
ACH-000070,0.1470274723845333
ACH-000075,-0.034663987851123415
ACH-000078,-0.02215029074485188
ACH-000082,-0.06032993073093931
ACH-000085,-0.13148727518702544
ACH-000086,0.04791584126802263
ACH-000087,0.0003529983088451864
ACH-000092,-0.007399935921646192
ACH-000095,0.00017371016165389344
ACH-000097,0.0685415246324766
ACH-000098,0.06320714517298717
ACH-000099,0.0902345786842368
ACH-000108,0.12520991109494578
ACH-000113,0.06195806872371624
ACH-000116,0.181228993370744
ACH-000118,0.10546256406010952
ACH-000120,0.10625943358292213
ACH-000123,0.030436244178651768
ACH-000127,0.02510377800287636
ACH-000128,0.06647829570383404
ACH-000132,-0.16805474897855366
ACH-000133,-0.07338687232327121
ACH-000137,-0.1865068700500808
ACH-000138,0.09806731606545688
ACH-000142,0.20440938632241085
ACH-000143,-0.24559477043801314
ACH-000146,0.004054972468485908
ACH-000148,0.016208598520350077
ACH-000150,-0.024020486246053557
ACH-000152,0.2540214686986044
ACH-000153,0.06203216629836453
ACH-000159,0.018403958573531425
ACH-000160,0.15193199846197927
ACH-000163,0.11497450229068955
ACH-000167,0.1816198991309595
ACH-000168,0.07994951355511996
ACH-000169,-0.0760034589733853
ACH-000178,0.08967336983624576
ACH-000183,0.2075309089360863
ACH-000188,0.17907492022590193
ACH-000189,0.1900938281443132
ACH-000190,-0.12771126754656908
ACH-000198,0.08784172946305895
ACH-000203,-0.0284105027387888
ACH-000204,-0.0857223746164696
ACH-000206,0.19610024287487934
ACH-000207,0.03191715576015885
ACH-000208,0.10126310278956742
ACH-000210,-0.09316565725132944
ACH-000211,-0.0858120495094067
ACH-000215,0.052117332216211586
ACH-000221,0.07268199039516045
ACH-000222,-0.09230072379231563
ACH-000223,0.07927886067942115
ACH-000226,0.2260809492713202
ACH-000227,-0.005635214344520417
ACH-000228,0.15307500842374067
ACH-000231,0.09642525990941378
ACH-000232,-0.010580118300996371
ACH-000233,0.04462379057445444
ACH-000234,0.1123657128901954
ACH-000235,0.05931415728735458
ACH-000237,0.0945977177887454
ACH-000238,-0.02804722031680329
ACH-000242,-0.08410686564931617
ACH-000243,0.042100865875201184
ACH-000244,0.2816643304571315
ACH-000246,0.026865514419954925
ACH-000248,0.20293799350804295
ACH-000250,0.12170234070421802
ACH-000251,0.11439361074436842
ACH-000252,0.16500220658543652
ACH-000253,0.011266273662668802
ACH-000255,0.05440563902445138
ACH-000256,0.16147805987918126
ACH-000257,0.14380981401495982
ACH-000258,0.09470237101546472
ACH-000259,0.12587779069334082
ACH-000260,0.09139349929504492
ACH-000261,-0.0614588871907247
ACH-000262,0.10498966194183264
ACH-000263,0.21556501812107495
ACH-000264,0.04643802596186905
ACH-000265,-0.09990151233643084
ACH-000266,0.12623320164855772
ACH-000272,0.06504788105511422
ACH-000274,0.02239133314801217
ACH-000277,-0.02286593613747024
ACH-000278,0.08967922661448803
ACH-000279,0.11768106426352097
ACH-000280,0.18857401672295296
ACH-000281,0.11047043619520568
ACH-000288,0.07116411953758378
ACH-000291,0.03819902399539345
ACH-000293,0.049470279857726215
ACH-000294,0.003999267638909375
ACH-000295,0.29092457571188235
ACH-000296,0.11922071440677615
ACH-000302,0.027692451384798145
ACH-000304,0.06304232906142505
ACH-000307,0.047941760030802284
ACH-000308,0.09800637717433287
ACH-000310,0.014826569730406185
ACH-000311,0.0901279494343118
ACH-000312,0.0801005950189578
ACH-000315,0.028447893673019493
ACH-000316,0.09934454069276724
ACH-000317,0.12759990079823874
ACH-000318,0.06045921191342118
ACH-000319,0.12384210475841405
ACH-000320,0.19089033022707955
ACH-000322,0.041195946580984286
ACH-000323,0.08792060365386205
ACH-000324,0.04199813840181288
ACH-000329,0.15483326957338472
ACH-000330,0.13957720667949292
ACH-000331,0.0022325722491648896
