,ST6GAL2 (84620)
ACH-000004,-0.4596344220804249
ACH-000005,0.12169358866759775
ACH-000007,-0.14937766901462746
ACH-000009,-0.20847805081332768
ACH-000011,-0.17729919019826726
ACH-000012,-0.10996301290082564
ACH-000013,-0.08716026072957456
ACH-000014,-0.2388933961625092
ACH-000015,-0.20357333841630795
ACH-000017,-0.17808964623058635
ACH-000018,0.004414946554415083
ACH-000019,-0.2742757479894759
ACH-000021,-0.07922963990920258
ACH-000022,-0.12437778373308997
ACH-000025,-0.07499164531400558
ACH-000028,-0.3223817996573931
ACH-000030,-0.18922424049010106
ACH-000035,-0.3121102770490207
ACH-000036,-0.07680064284705232
ACH-000037,-0.16367131853914638
ACH-000039,-0.14634131309658366
ACH-000040,-0.1256138083758848
ACH-000041,-0.21638783629276534
ACH-000042,-0.09064977356228553
ACH-000045,-0.2119215354317545
ACH-000047,-0.14177040391111434
ACH-000052,-0.34600240671887345
ACH-000053,-0.12342715106452333
ACH-000054,-0.2409867259991175
ACH-000055,-0.13366190913381726
ACH-000060,-0.2271047740043325
ACH-000067,-0.15360098045477813
ACH-000070,-0.1529495717722926
ACH-000075,-0.02701876846978575
ACH-000078,0.11545258925936115
ACH-000082,-0.031671466989196075
ACH-000085,-0.19441149816825493
ACH-000086,-0.1549303004257409
ACH-000087,-0.06417954922200156
ACH-000092,-0.2692957680656674
ACH-000095,-0.16394857277939814
ACH-000097,-0.14743938052308342
ACH-000098,-0.2873363336075295
ACH-000099,-0.0623711364659885
ACH-000108,-0.13317107732680192
ACH-000113,-0.1837729076637991
ACH-000116,-0.0963707344214014
ACH-000118,-0.13987050552084376
ACH-000120,-0.1248405239604648
ACH-000123,-0.20751247021617727
ACH-000127,-0.18715752013122008
ACH-000128,-0.21075468858820975
ACH-000132,-0.12346247771699452
ACH-000133,-0.2178273072394332
ACH-000137,-0.3360696928394538
ACH-000138,-0.19523582608457168
ACH-000142,-0.04034179530719476
ACH-000143,-0.08114270367484082
ACH-000146,-0.09516078565345397
ACH-000148,-0.028747234473930888
ACH-000150,0.008255857545151908
ACH-000152,-0.0817749173235355
ACH-000153,-0.12421113084714926
ACH-000159,-0.17733714148081953
ACH-000160,-0.18013200071555438
ACH-000163,-0.11591980239527586
ACH-000167,-0.025903698359939192
ACH-000168,-0.23964432586070036
ACH-000169,-0.07126165940630237
ACH-000178,-0.23712082781866015
ACH-000183,-0.022093559869454167
ACH-000188,-0.2109839163934928
ACH-000189,-0.05582060567191307
ACH-000190,-0.11764885734992765
ACH-000198,-0.2280424379946959
ACH-000203,-0.046478346023420936
ACH-000204,-0.010295882205159028
ACH-000206,-0.1967977238712528
ACH-000207,-0.28363235648758817
ACH-000208,-0.38093434423304295
ACH-000210,-0.2431072530386844
ACH-000211,-0.12675527584938615
ACH-000215,-0.17856486301451865
ACH-000221,-0.27879434156270866
ACH-000222,0.017418429130565568
ACH-000223,-0.22300291538282224
ACH-000226,-0.14045825204820414
ACH-000227,-0.12349748370417665
ACH-000228,-0.2911926929863973
ACH-000231,-0.13762215007814202
ACH-000232,-0.20470651887317545
ACH-000233,-0.10400848201357302
ACH-000234,-0.24547510832545
ACH-000235,-0.11180166969999968
ACH-000237,-0.0901903084230201
ACH-000238,-0.1146489920775666
ACH-000242,0.08837687711157784
ACH-000243,-0.11112566129987844
ACH-000244,-0.1622215170252054
ACH-000246,-0.18907228155565256
ACH-000248,-0.19906101449451755
ACH-000250,-0.10718548989280786
ACH-000251,-0.15529249607888554
ACH-000252,-0.08127867052647669
ACH-000253,-0.042185919137469934
ACH-000255,-0.36142168661303403
ACH-000256,-0.20244780061907325
ACH-000257,0.05972531964696064
ACH-000258,-0.14077995834955614
ACH-000259,-0.06398292691235097
ACH-000260,-0.11837606402404414
ACH-000261,-0.1680989659274357
ACH-000262,-0.0623859628503034
ACH-000263,-0.18849338203495225
ACH-000264,-0.09520680774969748
ACH-000265,-0.18531618757976545
ACH-000266,-0.09490713213330684
ACH-000272,-0.21845415650636246
ACH-000274,-0.08386281950273168
ACH-000277,-0.06275562383023033
ACH-000278,-0.08583527400898247
ACH-000279,-0.3247786568885385
ACH-000280,-0.09614443692350846
ACH-000281,-0.20323886561255552
ACH-000288,-0.18412784222802975
ACH-000291,-0.12483886875478173
ACH-000293,-0.09797557761023117
ACH-000294,-0.3575128859047405
ACH-000295,-0.007253213362332349
ACH-000296,-0.11752100621029707
