,HAPLN2 (60484)
ACH-000004,-0.20774565861429564
ACH-000005,-0.3403570167866129
ACH-000007,-0.4764617089620367
ACH-000009,-0.3361619357835613
ACH-000011,-0.3026247513692661
ACH-000012,-0.3810856485429113
ACH-000013,-0.476522546558713
ACH-000014,-0.3787635779699166
ACH-000015,-0.23306632712769734
ACH-000017,-0.5708971477373707
ACH-000018,-0.31302939036793165
ACH-000019,-0.4556959096985183
ACH-000021,-0.30696918146120483
ACH-000022,-0.3204709837423451
ACH-000025,-0.53130989734587
ACH-000028,-0.3940251165642302
ACH-000030,-0.2913759416850788
ACH-000035,-0.30346967219512033
ACH-000036,-0.494222238025873
ACH-000037,-0.4098726780536234
ACH-000039,-0.3813519749829413
ACH-000040,-0.2437234139378053
ACH-000041,-0.1177785899183829
ACH-000042,-0.2196665062773266
ACH-000045,-0.303448350121722
ACH-000047,-0.5398038727522144
ACH-000052,-0.31078896532210903
ACH-000053,-0.35674368997081685
ACH-000054,-0.2961162480473399
ACH-000055,-0.31615680549226177
ACH-000060,-0.513960757344892
ACH-000067,-0.15689805425401498
ACH-000070,-0.2751762034638053
ACH-000075,-0.28217111252909943
ACH-000078,-0.3466483846186075
ACH-000082,-0.4108858127511149
ACH-000085,-0.3351342397406445
ACH-000086,-0.7054879531593583
ACH-000087,-0.2530065644345713
ACH-000092,-0.4464645271070069
ACH-000095,-0.2665978472108704
ACH-000097,-0.4319588666448965
ACH-000098,-0.4153367797177071
ACH-000099,-0.2387928241132481
ACH-000108,-0.4412388145702123
ACH-000113,-0.2553424182103564
ACH-000116,-0.32160446717016355
ACH-000118,-0.33381424850224456
ACH-000120,-0.4219241283435321
ACH-000123,-0.2014463431136484
ACH-000127,-0.4292708695503893
ACH-000128,-0.2963172866337905
ACH-000132,-0.4132194604045886
ACH-000133,-0.5395974022320225
ACH-000137,-0.2507741650172396
ACH-000138,-0.16403763323507775
ACH-000142,-0.4450220296292039
ACH-000143,-0.2956885933758772
ACH-000146,-0.3173482636730677
ACH-000148,-0.3849832193517898
ACH-000150,-0.4804530200221402
ACH-000152,-0.2739006747456299
ACH-000153,-0.2783750123598773
ACH-000159,-0.3178197911188743
ACH-000160,-0.14084810311407955
ACH-000163,-0.3817446932688337
ACH-000167,-0.429354321794248
ACH-000168,-0.3155117938152873
ACH-000169,-0.3114028698472586
ACH-000178,-0.35379565303021304
ACH-000183,-0.3283429837971963
ACH-000188,-0.4203961670813869
ACH-000189,-0.3780649446616935
ACH-000190,-0.28372698515333106
ACH-000198,-0.3266820782281122
ACH-000203,-0.6834592245002594
ACH-000204,-0.6476465561338306
ACH-000206,-0.2793011106700558
ACH-000207,-0.09265398209309086
ACH-000208,-0.40362239735805294
ACH-000210,-0.2180322432984588
ACH-000211,-0.2877805439428515
ACH-000215,-0.3365959398315449
ACH-000221,-0.19402579712339654
ACH-000222,-0.2815326329127402
ACH-000223,-0.31357562315044313
ACH-000226,-0.19577924353758466
ACH-000227,0.007753519365071934
ACH-000228,-0.3890950651638845
ACH-000231,-0.3653528559866477
ACH-000232,-0.314370121880156
ACH-000233,-0.29698836152758
ACH-000234,-0.4264895952042985
ACH-000235,-0.4693434108461256
ACH-000237,-0.370877438499952
ACH-000238,-0.3086237099105373
ACH-000242,-0.33338898761495345
ACH-000243,-0.2991286589665325
ACH-000244,-0.43761310266842224
ACH-000246,-0.4627573301991
ACH-000248,-0.39835567898418417
ACH-000250,-0.3076870233397181
ACH-000251,-0.37046048386574937
ACH-000252,-0.2626366721120441
ACH-000253,-0.2975492643645402
