,NOP16 (51491)
ACH-000004,-1.034475328822261
ACH-000005,-1.2441366750356846
ACH-000007,-1.3209336329182226
ACH-000009,-0.9701990224483368
ACH-000011,-0.6776453627852671
ACH-000012,-0.9258644737893073
ACH-000013,-1.02530370836131
ACH-000014,-0.972320129938278
ACH-000015,-1.0380521104710512
ACH-000017,-0.8598217454854181
ACH-000018,-0.826197294349132
ACH-000019,-0.6742888087008043
ACH-000021,-0.8871675654294219
ACH-000022,-0.9623748983541076
ACH-000025,-1.1380938178151805
ACH-000028,-1.0652206434025857
ACH-000030,-1.0692146232244997
ACH-000035,-1.0375910333367766
ACH-000036,-0.9476361587910236
ACH-000037,-1.232247090660615
ACH-000039,-0.8487205523345963
ACH-000040,-0.8367708619679418
ACH-000041,-0.9691140146905816
ACH-000042,-0.8206080676431632
ACH-000045,-0.8786078423429579
ACH-000047,-0.6578252163879919
ACH-000052,-1.2649657325069548
ACH-000053,-1.016195148952949
ACH-000054,-0.9828267075947168
ACH-000055,-0.8438006856783011
ACH-000060,-0.9123690394023846
ACH-000067,-1.1498040642103364
ACH-000070,-0.8193125137341327
ACH-000075,-0.7300346768470913
ACH-000078,-1.0212543216030383
ACH-000082,-0.9675738507780656
ACH-000085,-0.9997920055438848
ACH-000086,-0.9161582967108464
ACH-000087,-0.9046747608881432
ACH-000092,-0.7599812546321749
ACH-000095,-0.9455254700165796
ACH-000097,-0.8627150420294227
ACH-000098,-0.8275580021422942
ACH-000099,-0.8657868894365047
ACH-000108,-0.9025054648784688
ACH-000113,-0.8099084072650168
ACH-000116,-0.8840882796575854
ACH-000118,-0.9356481537925222
ACH-000120,-0.9390545040605351
ACH-000123,-0.8937693099285285
ACH-000127,-1.1548553468863896
ACH-000128,-0.8955675262510964
ACH-000132,-0.8462701524146345
ACH-000133,-1.0632755478381672
ACH-000137,-0.9976959804278512
ACH-000138,-0.9744745053436684
ACH-000142,-0.6306575086623083
ACH-000143,-1.1206406158883755
ACH-000146,-1.0177419172425914
ACH-000148,-1.060201379456605
ACH-000150,-0.8314679957165401
ACH-000152,-0.8686822584961014
ACH-000153,-1.3417653848138056
ACH-000159,-0.9122223672420524
ACH-000160,-1.0700227029513585
ACH-000163,-1.1071815075899123
ACH-000167,-0.9915881346748272
ACH-000168,-1.0607470491419002
ACH-000169,-1.1134624393857466
