,UBR2 (23304)
ACH-000004,-0.05145565288017447
ACH-000005,0.257599205569826
ACH-000007,-0.17610579009957344
ACH-000009,-0.07509644189425654
ACH-000011,-0.06749637334809097
ACH-000012,-0.12673728844606752
ACH-000013,-0.026177381000972992
ACH-000014,-0.3174960029046787
ACH-000015,-0.19536290120694197
ACH-000017,-0.05371757040183589
ACH-000018,-0.029995184152451625
ACH-000019,-0.16727134851269967
ACH-000021,-0.10684659104479413
ACH-000022,-0.03547926406701643
ACH-000025,-0.16707981261658428
ACH-000028,-0.1486078783416196
ACH-000030,-0.09074120149795298
ACH-000035,-0.021391472703420213
ACH-000036,-0.10411135346766597
ACH-000037,-0.11939956140335782
ACH-000039,-0.18452048558806056
ACH-000040,-0.0938299019853564
ACH-000041,-0.1681874320185447
ACH-000042,-0.07096891673261163
ACH-000045,0.31082839819091235
ACH-000047,-0.12463113623872316
ACH-000052,-0.1132224438099456
ACH-000053,-0.021344279976976046
ACH-000054,-0.2024507249784603
ACH-000055,-0.1206289684278766
ACH-000060,-0.03812376766487001
ACH-000067,-0.03273777977477997
ACH-000070,-0.07701458363593837
ACH-000075,-0.09442227919100538
ACH-000078,-0.2865699989818493
ACH-000082,-0.16369011672649478
ACH-000085,-0.15133137669722244
ACH-000086,-0.1327448804387253
ACH-000087,-0.2271499105294086
ACH-000092,-0.10381502497029976
ACH-000095,-0.14731548921911106
ACH-000097,-0.23288398642337116
ACH-000098,0.04509474586294265
ACH-000099,-0.2038375097968592
ACH-000108,-0.0481454192736851
ACH-000113,0.06278179828286054
ACH-000116,-0.2388595017171828
ACH-000118,-0.029726448896012232
ACH-000120,-0.2582205501265209
ACH-000123,-0.10810510169485404
ACH-000127,-0.11636996737632407
ACH-000128,-0.09090343450502032
ACH-000132,-0.12233907905977782
ACH-000133,-0.1771890974456762
ACH-000137,-0.06236294028402045
ACH-000138,-0.1700910611231725
ACH-000142,-0.18107839484922386
ACH-000143,-0.10862470309966432
ACH-000146,-0.1069606774750371
ACH-000148,0.08605768324338467
