,PSME2 (5721)
ACH-000004,-0.5256769036905656
ACH-000005,-0.3156305475240364
ACH-000007,-0.3621487311493543
ACH-000009,-0.2827416277099096
ACH-000011,-0.5085678771487218
ACH-000012,-0.2742797755683817
ACH-000013,-0.16601194427990928
ACH-000014,-0.3230759126494721
ACH-000015,-0.3132338911361797
ACH-000017,-0.24792787020495305
ACH-000018,-0.4834387506429945
ACH-000019,-0.431728348856133
ACH-000021,-0.2811551295465494
ACH-000022,-0.2260738201880559
ACH-000025,-0.1595144522502519
ACH-000028,-0.24734029123002124
ACH-000030,-0.38587683667281397
ACH-000035,-0.4114948450186242
ACH-000036,-0.3845659654119515
ACH-000037,-0.21618085518130492
ACH-000039,-0.2296972428467561
ACH-000040,-0.19968697585749395
ACH-000041,-0.4402372615916837
ACH-000042,-0.2648035255753443
ACH-000045,-0.5306510655477363
ACH-000047,-0.3142832059818994
ACH-000052,-0.5057780647836733
ACH-000053,-0.3079111132896681
ACH-000054,-0.3363112127385461
ACH-000055,-0.39637588887507175
ACH-000060,-0.2464211215106967
ACH-000067,-0.3074880855130226
ACH-000070,-0.3533828176228847
ACH-000075,-0.5947056280651829
ACH-000078,-0.3736071188963437
ACH-000082,-0.2634414930255306
ACH-000085,-0.4015931648229908
ACH-000086,-0.44320421261362464
ACH-000087,-0.47088509187055794
ACH-000092,-0.3790427614531813
ACH-000095,-0.543686491235041
ACH-000097,-0.29936605043409503
ACH-000098,-0.2529772706532952
ACH-000099,-0.31350788619095193
ACH-000108,-0.29395266164770195
ACH-000113,-0.427277866490665
ACH-000116,-0.4398812408618634
ACH-000118,-0.4010572153993579
ACH-000120,-0.4020979607924777
ACH-000123,-0.24245331555591426
ACH-000127,-0.27372867308027937
ACH-000128,-0.4498624467640872
ACH-000132,-0.3417650252793901
ACH-000133,-0.29390665416246675
ACH-000137,-0.28047810692545033
ACH-000138,-0.2121880935029744
ACH-000142,-0.2236528652832144
ACH-000143,-0.3600919397400261
ACH-000146,-0.22825531739013155
ACH-000148,-0.34321653058847384
ACH-000150,-0.2572603930219092
ACH-000152,-0.29000831427792684
ACH-000153,-0.3841202664559662
ACH-000159,-0.2299252869809104
ACH-000160,-0.4756164804307202
ACH-000163,-0.3293851103330569
ACH-000167,2.232638656059833
ACH-000168,-0.2917305542911562
ACH-000169,-0.4538815421610794
ACH-000178,-0.2514901409966536
ACH-000183,-0.4934105197492584
ACH-000188,-0.2387883082158868
ACH-000189,-0.3525385482875763
ACH-000190,-0.2329246448548797
ACH-000198,-0.35285756371439786
ACH-000203,-0.4909342129199783
ACH-000204,-0.3743284990694747
ACH-000206,-0.3207239435479328
ACH-000207,-0.27239330922199995
ACH-000208,-0.3958874016893567
ACH-000210,-0.2539972519962483
ACH-000211,-0.20271626987528404
ACH-000215,-0.3001143467059243
ACH-000221,-0.342984128466978
ACH-000222,-0.17206253146998507
ACH-000223,-0.2780575619855281
ACH-000226,-0.4621101514777395
ACH-000227,-0.3197951096454945
ACH-000228,-0.5494311589170776
ACH-000231,-0.39870449494761134
ACH-000232,-0.3990327177018653
ACH-000233,-0.30887180041067475
ACH-000234,-0.2919239989726504
ACH-000235,-0.27407205019389913
ACH-000237,-0.11847346830405825
ACH-000238,-0.2600673028093508
ACH-000242,-0.3041567337655935
ACH-000243,-0.3949538281384336
ACH-000244,-0.2479988037875253
ACH-000246,-0.24064316469223965
ACH-000248,-0.4003545596272464
ACH-000250,-0.33516292630950323
ACH-000251,-0.15742341309100494
ACH-000252,-0.5244314509101127
ACH-000253,-0.2480429890415369
ACH-000255,-0.3923555293656769
ACH-000256,-0.24314895606667936
ACH-000257,-0.41367836033822336
ACH-000258,-0.09042247274063024
ACH-000259,-0.221936337362872
ACH-000260,-0.2950172214250023
ACH-000261,-0.3175840293539701
ACH-000262,-0.3039239064009209
ACH-000263,-0.5004498326097127
ACH-000264,-0.3857833822525474
ACH-000265,-0.32493167159926184
ACH-000266,-0.1730380006231237
ACH-000272,-0.3480572269053599
ACH-000274,-0.3093277502349005
ACH-000277,-0.2724613715507153
ACH-000278,-0.4153549687209712
ACH-000279,-0.3312388303996022
ACH-000280,-0.3806229997840449
ACH-000281,-0.2742628922369264
ACH-000288,-0.2832658325316121
ACH-000291,-0.4206171948498432
ACH-000293,-0.22270755764996264
ACH-000294,-0.26590560386585443
ACH-000295,-0.3725319586845094
ACH-000296,-0.44504025265613706
ACH-000302,-0.29290166644462395
ACH-000304,-0.3708537099890529
ACH-000307,-0.4413140508636612
ACH-000308,-0.3200702311647609
ACH-000310,-0.2983520936260263
ACH-000311,-0.3427296108766118
ACH-000312,-0.3351210341304023
ACH-000315,-0.5755002268978887
ACH-000316,-0.28298461118333634
ACH-000317,-0.2347058535628598
ACH-000318,-0.32979504362042633
ACH-000319,-0.27125064542465194
ACH-000320,-0.2734785064490685
ACH-000322,-0.3248345633310926
ACH-000323,-0.2967161937766473
ACH-000324,-0.16864277886442947
ACH-000329,-0.19323298594116686
ACH-000330,-0.28164308683635025
ACH-000331,-0.2702608747983739
ACH-000332,-0.2546086316419079
ACH-000334,-0.12043306440003113
ACH-000335,-0.6169437095597949
ACH-000336,-0.3590914175141098
ACH-000337,-0.2789577912764812
ACH-000338,-0.4194264145824256
ACH-000339,-0.2975403098708579
ACH-000341,-0.4160535965595544
ACH-000348,-0.3489525997129848
ACH-000350,-0.3306458396902465
ACH-000352,-0.25276968410885003
ACH-000356,-0.38418870516480347
ACH-000361,-0.2670528243987758
ACH-000362,-0.37026451294573504
ACH-000363,-0.28462373441027794
ACH-000364,-0.3635466641644546
ACH-000365,-0.4640784881824861
ACH-000366,-0.39002777605491057
ACH-000368,-0.3020181214713529
ACH-000374,-0.41302148210482265
ACH-000375,-0.3751727481503411
ACH-000376,-0.3350477340424685
ACH-000381,-0.17023395361823213
ACH-000383,-0.2690596399034609
ACH-000387,-0.4072448210560543
ACH-000389,-0.4579214850769603
ACH-000390,-0.3418978300613321
ACH-000393,-0.5202173028795922
ACH-000395,-0.37372989186791705
ACH-000396,-0.5005100960285174
ACH-000397,-0.22375704993029813
ACH-000401,-0.2438416708823248
ACH-000402,-0.4213726536611412
ACH-000403,-0.2855886727259723
ACH-000404,-0.4712045886168936
ACH-000406,-0.257305968596415
ACH-000407,-0.4505033450344783
ACH-000408,-0.15447483106115156
ACH-000410,-0.3807191925377975
ACH-000411,-0.3157092651377068
ACH-000414,-0.2955439085082753
ACH-000415,-0.39177935298963423
ACH-000416,-0.2842890096242823
ACH-000420,-0.2853044418342652
ACH-000421,-0.30353027058791915
ACH-000424,-0.2996634001705423
ACH-000425,-0.3722621619987144
ACH-000426,-0.2826593303443933
ACH-000427,-0.29655192870816405
ACH-000433,-0.3060186355256113
ACH-000435,-0.3240474352233049
ACH-000436,-0.4567902525397176
ACH-000444,-0.15893037482254874
ACH-000445,-0.2376266248527011
ACH-000448,-0.3101110660343667
ACH-000450,-0.17931690523776486
ACH-000452,-0.2368113246571245
ACH-000454,-0.4118763646736253
ACH-000458,-0.4530806531018076
ACH-000459,-0.3671879978777979
ACH-000460,-0.3840766035594075
ACH-000461,-0.2942463861814366
ACH-000463,-0.36105576151121305
ACH-000464,-0.29272060598073363
ACH-000466,-0.25171577035479065
ACH-000467,-0.3339534596812149
ACH-000468,-0.24164967021245265
ACH-000469,-0.3300583891802819
ACH-000470,-0.23127135241881205
ACH-000471,-0.2172829321023169
ACH-000472,-0.2811014248782867
ACH-000473,-0.3219986358911221
ACH-000475,-0.28725327151437285
ACH-000476,-0.3169522513558006
ACH-000477,-0.2924498101649173
