,CYSRT1 (375791)
ACH-000004,0.14504449812367273
ACH-000005,0.035077925225966436
ACH-000007,-0.07090913634780165
ACH-000009,-0.16622286772599065
ACH-000011,-0.10147993956325137
ACH-000012,-0.0465006551318304
ACH-000013,-0.20904889685332312
ACH-000014,0.08633705866752316
ACH-000015,-0.10063006309298254
ACH-000017,-0.036257152840956604
ACH-000018,-0.10925477377289418
ACH-000019,0.03810348963877323
ACH-000021,-0.12625188822309305
ACH-000022,-0.04437473217698485
ACH-000025,-0.0037019488396317353
ACH-000028,-0.06977490953987704
ACH-000030,-0.005840382100537948
ACH-000035,0.09019012355509183
ACH-000036,0.03961597773316451
ACH-000037,-0.15673027677682394
ACH-000039,-0.15583128261826334
ACH-000040,-0.15735016711123295
ACH-000041,0.025342426742229245
ACH-000042,-0.05608849057743792
ACH-000045,-0.06539940410696726
ACH-000047,-0.117572692062425
ACH-000052,-0.18103793213685326
ACH-000053,-0.09831964184704277
ACH-000054,-0.15943957133747558
ACH-000055,-0.06476072731726931
ACH-000060,-0.05469007998478608
ACH-000067,-0.02677521879988442
ACH-000070,0.08444079997169877
ACH-000075,-0.18779594089837973
ACH-000078,-0.11049154025224302
ACH-000082,-0.101428741223489
ACH-000085,-0.008233926036321174
ACH-000086,-0.1543381686358836
ACH-000087,-0.12414160333481244
ACH-000092,-0.002905912738187577
ACH-000095,-0.06232430399589505
ACH-000097,-0.023942669968425388
ACH-000098,-0.05018840396586725
ACH-000099,-0.06045457039152195
ACH-000108,-0.219996472663584
ACH-000113,-0.10454619801856943
ACH-000116,-0.19577725070480173
ACH-000118,0.053133728432803284
ACH-000120,-0.15428121247440513
ACH-000123,-0.05367063321403237
ACH-000127,-0.16054465901786996
ACH-000128,-0.1481678371705398
ACH-000132,0.07416526924299534
ACH-000133,-0.00824593430423006
ACH-000137,-0.25851755037374824
ACH-000138,-0.19510358725856172
ACH-000142,-0.012249765408161166
ACH-000143,0.010562862223194849
ACH-000146,-0.07409138164753776
ACH-000148,-0.10422793951691613
ACH-000150,0.08507505647744326
ACH-000152,-0.09772915922940256
ACH-000153,-0.061419394007060674
ACH-000159,-0.07842635960880241
ACH-000160,0.06323175761854555
ACH-000163,-0.1651915341850245
ACH-000167,-0.16777719845074
ACH-000168,-0.07448595260816847
ACH-000169,-0.09268279565073907
ACH-000178,0.003983934816339116
ACH-000183,-0.03618675144674227
ACH-000188,-0.08765879184488935
ACH-000189,-0.0662210962961673
ACH-000190,-0.1103391287059879
ACH-000198,-0.14305620571293354
ACH-000203,-0.15946623521293185
ACH-000204,0.19655011423749733
ACH-000206,-0.3061888845538188
ACH-000207,-0.15279347959332928
ACH-000208,-0.003808935987763983
ACH-000210,-0.1405739622342686
ACH-000211,-0.051074753168848026
ACH-000215,-0.12265736295295596
ACH-000221,-0.041326797229845225
ACH-000222,0.053786877360364735
ACH-000223,-0.1330271040388393
ACH-000226,-0.1725023674373634
ACH-000227,-0.013304093558715658
ACH-000228,-0.1847558035098752
ACH-000231,-0.04629435665462209
ACH-000232,-0.09135197104359437
ACH-000233,-0.18421887372389184
ACH-000234,-0.13073746888314106
ACH-000235,-0.10691402275648246
ACH-000237,-0.07572791391382415
ACH-000238,-0.2035327013491657
ACH-000242,0.3234610346174791
ACH-000243,-0.11332277706915088
ACH-000244,-0.22893444718803155
ACH-000246,-0.06383847900772076
ACH-000248,0.06943881977952443
ACH-000250,-0.1813820240193629
ACH-000251,-0.15457009808024533
ACH-000252,-0.10088465676259226
ACH-000253,-0.2674014592399937
ACH-000255,-0.028226311914345187
ACH-000256,-0.17570167407871434
ACH-000257,-0.18844631514959392
ACH-000258,-0.1256217768286224
ACH-000259,-0.1448364541588192
ACH-000260,0.015958777359185942
ACH-000261,-0.05445818570849694
ACH-000262,-0.06454446105451357
ACH-000263,0.05492526953325515
ACH-000264,-0.12289348345093012
ACH-000265,-0.05934958016550795
ACH-000266,-0.1484959393007604
ACH-000272,-0.07511437093594275
ACH-000274,-0.03665910254022989
ACH-000277,-0.05249624633005605
ACH-000278,-0.019565683392906975
ACH-000279,-0.18299976598096265
ACH-000280,-0.28029009837782976
ACH-000281,-0.0765372861712033
ACH-000288,0.01104641918039205
ACH-000291,-0.10253765376906407
ACH-000293,0.020028889712615957
ACH-000294,0.03724626040603568
ACH-000295,-0.10576776388701996
ACH-000296,0.17207617264103495
ACH-000302,-0.09293547159090816
ACH-000304,-0.29312036682361425
ACH-000307,-0.06728172248973363
ACH-000308,-0.14796155415248707
ACH-000310,-0.07319887659880063
ACH-000311,-0.0624933312534919
ACH-000312,-0.05914767059016765
ACH-000315,0.06682657083851266
ACH-000316,-0.15788271351696656
ACH-000317,-0.14392844768427554
ACH-000318,-0.2364245288227301
ACH-000319,-0.08161738484712737
ACH-000320,-0.2791635157157395
ACH-000322,-0.12147706337215144
ACH-000323,-0.18086449281068348
ACH-000324,-0.17412534458320866
ACH-000329,-0.045879888030965
ACH-000330,-0.12662170868200062
ACH-000331,-0.20182362263960374
ACH-000332,-0.10505784802711926
ACH-000334,-0.1100386448000818
ACH-000335,-0.09325854432009782
ACH-000336,-0.10474099757753896
ACH-000337,-0.10276442366998634
ACH-000338,0.4761273898373529
ACH-000339,-0.1120051970371414
ACH-000341,-0.23875750282016306
ACH-000348,-0.18292085768513253
ACH-000350,-0.07414176511203202
ACH-000352,-0.12274720388607813
ACH-000356,-0.029047885517298068
ACH-000361,0.20171881309626305
ACH-000362,0.05991834452334805
ACH-000363,-0.006473461701421878
ACH-000364,0.05115125664224473
ACH-000365,-0.11410328887997385
ACH-000366,-0.054457139903137934
ACH-000368,-0.1629033986995541
ACH-000374,-0.13453868533755248
ACH-000375,-0.03988255541076518
ACH-000376,-0.10407049793603274
ACH-000381,-0.24748631978045
ACH-000383,-0.10053601948169767
ACH-000387,0.0047122740085070785
ACH-000389,-0.08764335265696169
ACH-000390,-0.0754408824833192
ACH-000393,-0.12587564863246406
ACH-000395,-0.30450710194667696
ACH-000396,-0.1496575164242201
ACH-000397,-0.2379389171183263
ACH-000401,-0.03812251626993017
ACH-000402,-0.22673238766586865
ACH-000403,-0.1295641600953824
ACH-000404,-0.07810627643263965
ACH-000406,-0.026063080613347268
ACH-000407,-0.05624049831748202
ACH-000408,-0.2139481718894285
ACH-000410,0.04228940688018839
ACH-000411,-0.03171853033179637
ACH-000414,-0.15618683595018434
ACH-000415,0.059670619006543676
ACH-000416,-0.008555636108789224
ACH-000420,-0.26318328523927986
ACH-000421,-0.06124703972132245
ACH-000424,0.1465179608496498
ACH-000425,-0.037235547193271816
ACH-000426,-0.11702925857232392
ACH-000427,-0.07710070409493111
ACH-000433,-0.17279491633339458
ACH-000435,0.05381293010631714
ACH-000436,-0.1105085203380478
ACH-000444,-0.1694906100215711
ACH-000445,-0.2480244636112636
ACH-000448,0.017587433124881754
ACH-000450,-0.20868327150735727
ACH-000452,-0.11710321411658987
ACH-000454,-0.0403166801661488
ACH-000458,-0.08079912087135974
ACH-000459,-0.07104047561021481
ACH-000460,-0.1299003410963467
ACH-000461,-0.2808623886271813
ACH-000463,-0.14086079643967836
ACH-000464,-0.004919344329018639
ACH-000466,-0.1505850990109498
ACH-000467,-0.2251248892141899
ACH-000468,-0.04078834442008878
ACH-000469,0.002918054679836185
ACH-000470,-0.027277516206409967
ACH-000471,-0.1151784122024588
ACH-000472,-0.03431278253525519
ACH-000473,-0.12640130351035184
ACH-000475,-0.1729019699602752
ACH-000476,-0.02024350719899352
ACH-000477,-0.13760782573627384
ACH-000479,-0.3988809583482158
ACH-000480,0.1488203455209875
ACH-000481,0.047277584348070466
ACH-000483,-0.1623520146809185
ACH-000484,-0.1593628085766919
ACH-000485,-0.19424472273378554
ACH-000486,-0.058734642091049415
ACH-000487,-0.1174340846580042
ACH-000488,-0.11323761941018427
ACH-000490,-0.1756425191464419
ACH-000491,-0.15049431365307764
ACH-000495,0.051831912497909735
ACH-000496,-0.022718750337856426
ACH-000499,-0.16267620154884788
