,CTNNBL1 (56259)
ACH-000004,-1.0830013634214577
ACH-000005,-0.9901351128501851
ACH-000007,-0.9507904079114512
ACH-000009,-0.6696100151361731
ACH-000011,-0.6639025696694423
ACH-000012,-0.9969410017557844
ACH-000013,-0.7633485306566158
ACH-000014,-0.71221381009854
ACH-000015,-0.8172385709299168
ACH-000017,-0.6452367277677672
ACH-000018,-0.7011047178077127
ACH-000019,-0.6293044689709874
ACH-000021,-1.0512353141506816
ACH-000022,-0.6290706981904091
ACH-000025,-0.8369010627366563
ACH-000028,-0.7902289748104918
ACH-000030,-0.8633816053919332
ACH-000035,-0.6605143368984683
ACH-000036,-0.7355351684972994
ACH-000037,-0.5356473582958133
ACH-000039,-1.048493770976956
ACH-000040,-1.062743057120061
ACH-000041,-0.7946090939278024
ACH-000042,-0.7603962863131967
ACH-000045,-0.5884989551012529
ACH-000047,-1.0782360030414757
ACH-000052,-0.6744898590620868
ACH-000053,-0.5820277462197081
ACH-000054,-0.5639385941937239
ACH-000055,-0.7894704967014338
ACH-000060,-0.9050230983045496
ACH-000067,-0.8590228114390666
ACH-000070,-1.0102427094739241
ACH-000075,-0.6907509270713006
ACH-000078,-0.93764841648545
ACH-000082,-0.7159706780157453
ACH-000085,-0.8959394149261904
ACH-000086,-0.8573180149899703
ACH-000087,-0.9291536796773588
ACH-000092,-0.6046657426947928
ACH-000095,-0.5323966740037986
ACH-000097,-0.7841328832688818
ACH-000098,-0.8162806780190504
ACH-000099,-0.9701757343240056
ACH-000108,-0.8037801945960182
ACH-000113,-0.8494399164547477
ACH-000116,-0.9183181235222898
ACH-000118,-0.781966255401767
ACH-000120,-1.062050225089047
ACH-000123,-0.7651095479033667
ACH-000127,-0.6531477996269222
ACH-000128,-1.0566897264733508
ACH-000132,-0.4780377707845812
ACH-000133,-1.0220876438395767
ACH-000137,-0.9205956554791952
ACH-000138,-0.6869057332161759
ACH-000142,-0.6112665919710666
ACH-000143,-1.0219238729313582
ACH-000146,-0.7458106122702616
ACH-000148,-1.0365098810071824
ACH-000150,-0.7379951694044175
ACH-000152,-0.977722274454396
ACH-000153,-0.7462543928715398
ACH-000159,-0.5324387221530062
ACH-000160,-0.9452553858381498
ACH-000163,-0.6935081118562596
ACH-000167,-0.08053340884515357
ACH-000168,-0.6004379805249003
ACH-000169,-0.8370684610798321
ACH-000178,-0.624500313722731
ACH-000183,-0.9265748466435362
ACH-000188,-0.6666710304779255
ACH-000189,-0.6653170613731777
ACH-000190,-1.0272367902579669
ACH-000198,-0.6093182719621187
ACH-000203,-0.9968405605635492
ACH-000204,-0.6273678845104167
ACH-000206,-0.6783900163155361
ACH-000207,-0.6585222255523748
ACH-000208,-0.9554051377865038
ACH-000210,-0.5482248988667878
ACH-000211,-0.8573849267633571
ACH-000215,-0.7975305820574861
ACH-000221,-0.8742569655470124
ACH-000222,-0.6095735995429947
ACH-000223,-0.7174377532084808
ACH-000226,-0.8799374257883121
ACH-000227,-0.7842901306177297
ACH-000228,-0.5638098125114139
ACH-000231,-0.9460672224124972
ACH-000232,-1.069644933574557
ACH-000233,-0.6387748663980632
ACH-000234,-0.8945401627262659
ACH-000235,-0.6556542706760986
ACH-000237,-0.7448381044465134
ACH-000238,-0.899822425158284
ACH-000242,-0.2976986973000408
ACH-000243,-0.7723046111854013
ACH-000244,-0.7502584449332741
ACH-000246,-0.7751569534960515
ACH-000248,-0.8022839775342981
ACH-000250,-0.9216847182797986
ACH-000251,-0.1360052566949518
ACH-000252,-0.8404239183054419
ACH-000253,-0.4014877997439126
ACH-000255,-0.8747972194899517
ACH-000256,-0.739553913623388
ACH-000257,-0.6147552261058356
ACH-000258,-0.9905411415157956
ACH-000259,-0.7104537614856394
ACH-000260,-0.9022568179253838
ACH-000261,-0.7017019371536667
ACH-000262,-0.6937231523527869
ACH-000263,-0.8330766581322786
ACH-000264,-0.7748957118217298
ACH-000265,-0.7843631101087707
ACH-000266,-0.5670653354852695
ACH-000272,-0.7210762258743714
ACH-000274,-0.6631770669012717
ACH-000277,-0.7772549946863947
ACH-000278,-0.7512089967733179
ACH-000279,-1.178394261108462
ACH-000280,-0.5677315305099087
ACH-000281,-0.6951333285431603
ACH-000288,-0.9896575450797244
ACH-000291,-0.9642525612511906
ACH-000293,-0.7056854532856891
ACH-000294,-0.8889082547503481
ACH-000295,-0.8543703544884056
ACH-000296,-0.9258199017158892
ACH-000302,-0.8510839678733334
ACH-000304,-0.6236690571415205
ACH-000307,-0.8533186516772492
ACH-000308,-0.7160775870283028
ACH-000310,-0.8143301326703846
ACH-000311,-0.8273191173392345
ACH-000312,-0.9018582946880164
ACH-000315,-0.8005838091867143
ACH-000316,-0.8474446567753432
ACH-000317,-1.0881666269014705
ACH-000318,-0.914502008032272
ACH-000319,-0.7608256132978104
ACH-000320,-0.5659858523987386
ACH-000322,-0.7376501648308941
ACH-000323,-0.8811618399264223
ACH-000324,-0.7165719334802555
ACH-000329,-0.7656604695829642
ACH-000330,-1.094701406539193
ACH-000331,-1.0499095243922
ACH-000332,-0.5081325424700638
ACH-000334,-0.5136929986267852
ACH-000335,-0.9809969798619884
ACH-000336,-0.6296922904795526
ACH-000337,-0.9199730531257092
ACH-000338,-0.4618296316340976
ACH-000339,-0.6364724210910409
ACH-000341,-1.0723952744101928
ACH-000348,-0.6277398825643397
ACH-000350,-0.4600065851268301
ACH-000352,-1.0212022715685216
ACH-000356,-0.6416535104619762
ACH-000361,-0.9904884679653722
ACH-000362,-0.7432606172080323
ACH-000363,-0.4863582233513248
ACH-000364,-0.7768178745889285
ACH-000365,-0.8834819146168658
ACH-000366,-0.8980520600339618
ACH-000368,-0.960507859297984
ACH-000374,-0.935154709762052
ACH-000375,-0.5832555033058695
ACH-000376,-1.0162665372377917
ACH-000381,-0.9046796177869629
ACH-000383,-0.5230268689891232
ACH-000387,-0.8639868899437141
ACH-000389,-0.9877847143360772
ACH-000390,-0.5564383752502757
ACH-000393,-0.7700907764844375
ACH-000395,-1.0748008962808466
ACH-000396,-0.8124462353307602
