,MLX (6945)
ACH-000829,-0.12588738627883594
ACH-000831,-0.21975053173444087
ACH-000832,-0.4620877191265401
ACH-000833,-0.20346738917176965
ACH-000834,-0.18231118441740649
ACH-000835,-0.1740576210255523
ACH-000836,-0.2966463502148318
ACH-000837,-0.3795947417775487
ACH-000838,-0.3135921016028493
ACH-000839,-0.5566549713771151
ACH-000840,-0.4479960053250165
ACH-000841,-0.4058977753692342
ACH-000843,-0.3581365576379959
ACH-000846,-0.16772699077493547
ACH-000847,-0.14816113346237764
ACH-000848,-0.3490160124527125
ACH-000849,-0.4809595829547202
ACH-000851,-0.2923994325621766
ACH-000855,0.1000344660736659
ACH-000856,-0.3075359196410811
ACH-000858,-0.30823629517322665
ACH-000859,-0.1588209790633984
ACH-000861,-0.20044680665903652
ACH-000862,-0.3114204452240181
ACH-000865,-0.3735226982472261
ACH-000866,-0.2761553889736957
ACH-000867,-0.2993788503563055
ACH-000869,-0.32480867765408805
ACH-000872,-0.2275479415538997
ACH-000873,-0.34219609216306085
ACH-000876,-0.4224483095927085
ACH-000878,-0.2910064382322184
ACH-000880,-0.19462062517209516
ACH-000881,-0.16718623670410496
ACH-000882,-0.17862745103412875
ACH-000884,-0.30588338150560257
ACH-000885,-0.06750252920197675
ACH-000887,-0.2362151681897314
ACH-000889,-0.2786778313036857
ACH-000896,-0.2696759898984301
ACH-000898,-0.014310783998605803
ACH-000900,-0.4013273903988296
ACH-000901,-0.27294727151203096
ACH-000905,-0.2726568117582138
ACH-000906,-0.4779139712983684
ACH-000907,-0.4120820435059267
ACH-000910,-0.25147061617677463
ACH-000911,-0.3978796785145917
ACH-000912,-0.32699457587846875
ACH-000913,-0.34368426317176
ACH-000915,-0.34827089454709403
ACH-000916,-0.7506004755931325
ACH-000917,-0.4513996426466811
ACH-000920,-0.4946193600806498
ACH-000921,-0.16490402983949876
ACH-000924,-0.0088341081972077
ACH-000926,-0.3909433488141866
ACH-000928,-0.4204981888018774
ACH-000929,-0.2562744954926159
ACH-000932,-0.3727276797438981
ACH-000935,-0.26788526581104044
ACH-000936,-0.24834307545746195
ACH-000937,-0.3310213805149385
ACH-000938,0.06623131721824481
ACH-000939,-0.14416745252760932
ACH-000941,-0.3422993394322144
ACH-000943,-0.23037854628181295
ACH-000946,-0.09993392696369033
ACH-000947,-0.2049106763421052
ACH-000948,-0.119001743775855
ACH-000950,-0.09757322096802387
ACH-000953,-0.34903290588277475
ACH-000954,-0.5138954804113148
ACH-000957,-0.17379286855425205
ACH-000958,-0.19169871318867335
ACH-000960,-0.2350727979799672
ACH-000963,-0.19834674787811854
ACH-000968,-0.3719677714655448
ACH-000969,-0.2146931761564572
ACH-000972,-0.33122001891168523
ACH-000973,-0.3127354630027272
ACH-000974,-0.2955186912890585
ACH-000978,-0.3140871660506205
ACH-000984,-0.21577976164561008
ACH-000986,-0.06902452702288685
ACH-000988,-0.25714466173718364
ACH-000993,-0.3729465189012637
ACH-000994,-0.3159403380950567
ACH-000996,-0.2511671568002683
ACH-001001,-0.3003424417305209
ACH-001020,-0.168875048916614
ACH-001028,-0.2280199766862532
ACH-001031,-0.20773868022535893
ACH-001038,-0.4778714099629553
ACH-001048,-0.30998847606759383
ACH-001050,-0.36117186759122266
ACH-001053,-0.2955551560923045
ACH-001054,-0.4268324406279605
ACH-001061,-0.2759681553016103
ACH-001067,-0.1929896247798712
ACH-001075,-0.3346313725831363
ACH-001096,-0.13436098465966745
ACH-001111,-0.3661320605577361
ACH-001119,-0.4868615264445778
ACH-001128,-0.1655437440494992
ACH-001134,-0.16491760128047644
ACH-001151,-0.32231258016684106
ACH-001163,-0.21153432531604344
ACH-001164,-0.2995215952578151
ACH-001183,-0.36152825701157343
ACH-001192,-0.5389562777584809
ACH-001193,-0.5377892439239839
ACH-001196,-0.1932512708755647
ACH-001197,-0.10412967263641272
ACH-001205,-0.05552781294053205
ACH-001211,-0.4328147293930243
ACH-001212,-0.31601465720268485
ACH-001228,-0.1827792057957965
ACH-001232,-0.08379326768053058
ACH-001239,-0.2896211241999729
ACH-001270,-0.528878418378345
ACH-001274,-0.3108793439043908
ACH-001275,-0.4011999980209755
ACH-001277,-0.2709283572249286
ACH-001278,-0.21329045665230809
ACH-001280,-0.2386121862355947
ACH-001283,-0.3546096047499864
ACH-001289,-0.2775697775485468
ACH-001300,-0.19658593918026626
ACH-001301,-0.39841515525354604
ACH-001302,-0.09933819699247187
ACH-001306,-0.23785515268797214
ACH-001318,-0.2764120568241414
ACH-001322,-0.5347204500984166
ACH-001328,-0.22884771075609875
ACH-001332,-0.12617541916451874
ACH-001336,-0.31512092092178856
ACH-001346,-0.2065772057872844
ACH-001353,-0.41066416484040813
ACH-001354,-0.4480632829011693
ACH-001367,-0.439352949813509
ACH-001368,-0.2710133645009299
ACH-001374,-0.3027479364714582
ACH-001377,-0.11709002877589428
ACH-001380,-0.341854542342586
ACH-001391,-0.2446130512264243
ACH-001408,-0.2701113649536529
ACH-001430,-0.3838281583986434
ACH-001431,-0.4198889868716734
ACH-001450,-0.3395802265494103
ACH-001496,-0.06771465705581052
ACH-001500,-0.31643565346548336
ACH-001523,-0.1821350044331339
ACH-001532,-0.21200773445239465
ACH-001550,-0.327080329181
ACH-001552,-0.3629022949556442
ACH-001554,-0.1745149645350597
ACH-001654,-0.3058136754562635
ACH-001735,-0.3866468861635697
ACH-001736,-0.43544553990366464
ACH-001737,-0.9248716676418682
ACH-001740,-0.21628339839250568
ACH-001745,-0.24795368989301225
ACH-001765,-0.3229877499637072
