,MLX (6945)
ACH-000004,-0.4527422043632122
ACH-000005,-0.3948818147705613
ACH-000007,0.00721308791934667
ACH-000009,-0.5211338529046472
ACH-000011,-0.4980360962139177
ACH-000012,-0.4997587240567952
ACH-000013,-0.3141462060453547
ACH-000014,-0.3636262158232143
ACH-000015,-0.278575021305406
ACH-000017,-0.19160910214223506
ACH-000018,-0.430707422789932
ACH-000019,-0.04895401695719739
ACH-000021,-0.15532807668526522
ACH-000022,-0.3329368850205183
ACH-000025,-0.27613286507119644
ACH-000028,-0.2019391687739964
ACH-000030,-0.22492716758624634
ACH-000035,-0.3898923275538136
ACH-000036,-0.2252111307231464
ACH-000037,-0.01268843675126696
ACH-000039,-0.2533800250993831
ACH-000040,-0.2565166914616353
ACH-000041,-0.4792182047662299
ACH-000042,-0.336200265813522
ACH-000045,-0.5291090040836735
ACH-000047,-0.4062985461440549
ACH-000052,0.2655755481507183
ACH-000053,-0.18056694762213255
ACH-000054,-0.16527483419788674
ACH-000055,-0.4044234999795991
ACH-000060,-0.2613674647171369
ACH-000067,-0.3022592953544034
ACH-000070,-0.02199490947826396
ACH-000075,-0.5446895804504757
ACH-000078,-0.29666385553044466
ACH-000082,-0.3099706830877131
ACH-000085,-0.1787508170254234
ACH-000086,-0.34159841624545584
ACH-000087,-0.4108209560645618
ACH-000092,-0.17297433885270447
ACH-000095,-0.30799450862424
ACH-000097,-0.2842233406543064
ACH-000098,-0.243218685222602
ACH-000099,-0.3277783866946684
ACH-000108,-0.2833723976283359
ACH-000113,-0.4252109464550177
ACH-000116,-0.20254399463174635
ACH-000118,-0.16517582527321234
ACH-000120,-0.4150426896986365
ACH-000123,-0.18746809181330695
ACH-000127,-0.2983403368746667
ACH-000128,-0.3886819493764159
ACH-000132,-0.31500236254725755
ACH-000133,-0.10722924668424214
ACH-000137,-0.14723420060120276
ACH-000138,-0.42790542613634014
ACH-000142,-0.27025505238138303
ACH-000143,-0.03642465198265785
ACH-000146,-0.3815864242035561
ACH-000148,-0.29810755268682937
ACH-000150,-0.4830063197159137
ACH-000152,-0.1822112415486906
ACH-000153,-0.07289385926981838
ACH-000159,-0.4539783515621844
ACH-000160,-0.2807502652713316
ACH-000163,-0.18355549584310388
ACH-000167,0.15083050308229976
ACH-000168,-0.11318797276238833
ACH-000169,-0.29554604992008604
ACH-000178,-0.17672044445407153
ACH-000183,-0.1799183709002838
ACH-000188,-0.2793537704395261
ACH-000189,-0.4342851554288609
ACH-000190,-0.32724530817958897
ACH-000198,-0.2719813489902377
ACH-000203,-0.4649145285367484
ACH-000204,-0.17984222411380998
ACH-000206,-0.13474814705827698
ACH-000207,-0.15989216303676534
ACH-000208,-0.4709049637626954
ACH-000210,-0.09490358602109662
ACH-000211,-0.30454090482835583
ACH-000215,-0.2058779886957169
ACH-000221,-0.3650067252256006
ACH-000222,-0.5083677341054962
ACH-000223,-0.1477998912571328
ACH-000226,-0.14375855931020326
ACH-000227,-0.2812829792298044
ACH-000228,-0.2941086490749484
ACH-000231,-0.3051936817787003
ACH-000232,-0.2871678870653653
ACH-000233,-0.29645066640984497
ACH-000234,-0.29717921032336325
ACH-000235,-0.3353980766180112
ACH-000237,-0.17841606735944854
ACH-000238,-0.4597670457513469
ACH-000242,-0.09364325549006462
ACH-000243,-0.46817227984369003
ACH-000244,-0.11245039302430453
ACH-000246,-0.0851909880463647
ACH-000248,-0.17466827276601446
ACH-000250,-0.3220679954441376
ACH-000251,-0.10401489634580943
ACH-000252,-0.17211026379686645
ACH-000253,-0.19584974688162834
ACH-000255,-0.22254041238946387
ACH-000256,-0.490456075268434
ACH-000257,-0.33844366035920737
ACH-000258,-0.3398159352283029
ACH-000259,-0.25833090534435144
ACH-000260,-0.1510688416347783
ACH-000261,-0.17087589094458874
ACH-000262,0.04003918209893198
ACH-000263,-0.4144106296477926
ACH-000264,-0.2086106817327453
ACH-000265,-0.2667722213482108
ACH-000266,-0.30100450548751
ACH-000272,-0.3037044452982657
ACH-000274,-0.38847071422828294
ACH-000277,-0.3325291068809281
ACH-000278,-0.17102879915598093
ACH-000279,-0.3463300433130201
ACH-000280,-0.2463865824903773
ACH-000281,-0.2849702030258456
ACH-000288,-0.3924274612614067
ACH-000291,-0.2554415268095186
ACH-000293,-0.30717485948457873
ACH-000294,-0.2275474284327978
ACH-000295,-0.2968310405528233
ACH-000296,-0.13731585744617678
ACH-000302,-0.31441238903159685
ACH-000304,-0.4187395132122229
ACH-000307,-0.2460509345490665
ACH-000308,-0.25637819264031336
ACH-000310,-0.0851492653860555
ACH-000311,-0.1784382812190749
ACH-000312,-0.25578680940016685
ACH-000315,-0.2009819169223437
ACH-000316,-0.46687411607145207
ACH-000317,-0.056933180760761634
ACH-000318,-0.3639352051858512
ACH-000319,-0.4208071073625631
ACH-000320,-0.33312802878968445
ACH-000322,-0.3302243171166707
ACH-000323,-0.3551545980573093
ACH-000324,-0.3357493717160561
ACH-000329,-0.19974181610628924
ACH-000330,-0.30306405423522
ACH-000331,-0.21651330039567349
ACH-000332,-0.35878940503652584
ACH-000334,-0.1990499334713004
ACH-000335,-0.12429644777360695
ACH-000336,-0.05565967495514594
ACH-000337,-0.3822633454110304
ACH-000338,-0.8647025381933198
ACH-000339,-0.17751121061633746
ACH-000341,-0.17761829326670514
ACH-000348,-0.18320596334451025
ACH-000350,-0.424486497144153
ACH-000352,-0.425078047212986
ACH-000356,-0.2343660301377808
ACH-000361,-0.33346675519249863
ACH-000362,-0.37512202950140855
ACH-000363,-0.26070487230399864
ACH-000364,-0.2754348202846356
ACH-000365,-0.2783497143838751
ACH-000366,-0.3298826483077719
ACH-000368,-0.17345901017777493
ACH-000374,-0.14035005540436055
ACH-000375,-0.01197490256859374
ACH-000376,-0.2008798262734724
ACH-000381,-0.3271211340061244
ACH-000383,-0.30455434616815896
ACH-000387,-0.13298459795256753
ACH-000389,-0.3215377672092198
ACH-000390,-0.42592031916631495
ACH-000393,-0.1716389214980706
ACH-000395,-0.3898303200063404
ACH-000396,-0.19785306410846895
ACH-000397,-0.23865258438225784
ACH-000401,-0.3465545352303292
ACH-000402,-0.3934509872649353
ACH-000403,-0.3513674750555458
ACH-000404,-0.5200998659447172
ACH-000406,-0.2065459852269687
ACH-000407,-0.4300423023940365
ACH-000408,-0.24866660651191685
ACH-000410,-0.17338850352095578
ACH-000411,-0.3135329490062284
ACH-000414,-0.35089190450414026
ACH-000415,-0.3839065253308204
ACH-000416,-0.2299210241936161
ACH-000420,-0.14954430664332505
ACH-000421,-0.2430428734912335
ACH-000424,-0.08128715174063987
ACH-000425,-0.3347763235046624
ACH-000426,-0.06389121904004759
ACH-000427,-0.19278208323557988
ACH-000433,-0.3327504632195903
ACH-000435,-0.18914857888572129
ACH-000436,-0.07918436324849304
ACH-000444,-0.30810158497847306
ACH-000445,0.05374264968364735
ACH-000448,-0.2617582391337538
ACH-000450,-0.26000103983305595
ACH-000452,-0.2632212083771181
ACH-000454,-0.1611856077990971
ACH-000458,-0.26818368387018954
ACH-000459,-0.06260968390562822
ACH-000460,-0.3779905793094051
ACH-000461,-0.3034043515207088
ACH-000463,-0.15675927422896022
ACH-000464,-0.416206381903952
ACH-000466,-0.19454119500521974
ACH-000467,-0.2920677337609401
ACH-000468,-0.3997102157113065
ACH-000469,-0.3493998194416609
ACH-000470,-0.2916417813671115
ACH-000471,-0.5301984802573962
ACH-000472,-0.2972620408079897
ACH-000473,-0.4317167738393447
ACH-000475,-0.26032420503302306
ACH-000476,-0.21602407054851056
ACH-000477,-0.1421930293175242
ACH-000479,-0.3721740100700979
ACH-000480,-0.28664597708531736
ACH-000481,-0.4106754396133632
ACH-000483,-0.1911108159052584
ACH-000484,-0.12399688369916632
ACH-000485,-0.060110753114899836
ACH-000486,-0.3464532038562747
ACH-000487,-0.057342152294778785
ACH-000488,-0.04166434569919575
ACH-000490,-0.3157651306961525
ACH-000491,-0.3884588468111032
ACH-000495,-0.20885597951216214
ACH-000496,-0.2916700026246026
ACH-000499,-0.12980974777174262
ACH-000500,-0.14373122567814248
ACH-000502,-0.29031265078164303
ACH-000503,0.20282966278522832
ACH-000505,-0.18555408141712684
ACH-000507,-0.3509551421829942
ACH-000510,-0.19358073045434385
ACH-000511,-0.2588739161965691
ACH-000512,0.13832266880597113
ACH-000516,-0.2070325837794935
ACH-000517,-0.29583284143671223
ACH-000518,-0.2443086346118917
ACH-000520,-0.492581867583096
ACH-000521,-0.4909562993548186
ACH-000522,-0.291973560203836
ACH-000524,-0.2411771916534877
ACH-000527,-0.3944348594078073
ACH-000528,-0.16460318167859264
ACH-000537,-0.2417310368060196
ACH-000541,0.06294702403801346
ACH-000542,-0.3075842807370456
ACH-000544,-0.3647255877155085
ACH-000545,-0.21296887000372544
ACH-000547,-0.10847243925974068
ACH-000548,-0.4773477990142412
ACH-000549,-0.34277565439769164
ACH-000550,-0.2587339029676775
ACH-000552,-0.4080655848877829
ACH-000556,-0.4077045246269612
ACH-000557,-0.2541674354633669
ACH-000569,-0.52519597774233
ACH-000570,-0.27383542853277365
ACH-000571,-0.15091043954521088
ACH-000573,-0.2606666474554898
ACH-000576,-0.1879152349699724
ACH-000579,-0.09438209409367393
ACH-000580,-0.1493472358554846
ACH-000584,-0.3374962231116927
ACH-000585,-0.15045515559947906
ACH-000588,-0.3440346682878124
ACH-000589,-0.2987875259992099
ACH-000591,-0.309096177094368
ACH-000593,-0.3479120448045682
ACH-000600,-0.3203839881220338
ACH-000601,-0.18044931525247584
ACH-000605,-0.16629447839164646
ACH-000606,-0.2931177803186587
ACH-000608,-0.4724324763567479
ACH-000614,-0.2192373995272165
ACH-000616,-0.2749916666428324
ACH-000618,-0.27574517831926004
ACH-000619,-0.4186798642435777
ACH-000620,-0.24781330634058246
ACH-000621,-0.25024943864754656
ACH-000622,-0.2370540760771871
ACH-000623,-0.2545206759591213
ACH-000624,-0.25417770967069697
ACH-000627,-0.32951184279224216
ACH-000630,-0.3273639071376836
ACH-000631,0.2771742538704807
ACH-000632,-0.26680610434332985
ACH-000633,-0.3927596216078151
ACH-000637,-0.32958381890206
ACH-000638,-0.4165213041464884
ACH-000646,-0.3842144435227729
ACH-000647,-0.2878537505079803
ACH-000648,-0.15636322079441778
ACH-000649,-0.2753084391712849
ACH-000651,-0.3559497775680652
ACH-000652,-0.31532673699677577
ACH-000653,-0.3282399444094706
ACH-000657,-0.2973689159901546
ACH-000658,-0.05790821804248681
ACH-000661,-0.3373387702822907
ACH-000662,-0.2837096759964172
ACH-000663,-0.4570383206185522
ACH-000665,-0.16616244079523004
ACH-000671,-0.3700269805020731
ACH-000672,-0.3208868076077209
ACH-000673,-0.2450116603607443
ACH-000676,-0.3513459395984889
ACH-000677,-0.3204031067463861
ACH-000681,-0.4357438113847185
ACH-000683,-0.326376901695817
ACH-000684,-0.31949172990791713
ACH-000688,-0.4066370166430917
ACH-000693,-0.265064934582484
ACH-000694,-0.2915128846688216
ACH-000695,-0.3975333860390329
ACH-000696,-0.2769310729164075
ACH-000697,-0.5261173580020317
ACH-000699,-0.10128128993266934
ACH-000701,-0.328174544616321
ACH-000706,-0.2391204638909151
ACH-000711,-0.17611523358093706
ACH-000713,-0.22814310621165654
ACH-000714,-0.3393908798393083
ACH-000718,-0.3233692046692457
ACH-000720,-0.33278132273645217
ACH-000721,-0.284431576406776
ACH-000724,-0.1835286112791651
ACH-000725,-0.2542819172819582
ACH-000732,-0.4103981709260585
ACH-000734,-0.20775201038358407
ACH-000735,-0.2645721590640264
ACH-000736,-0.2911748750977402
ACH-000738,-0.12201054208928275
ACH-000746,-0.2720452337859928
ACH-000747,-0.40488659743509336
ACH-000748,-0.1867746809971736
ACH-000753,-0.15991946836495524
ACH-000756,-0.3306046274050517
ACH-000757,-0.2309947580747804
ACH-000758,-0.41334012133421466
ACH-000760,-0.2879627525231789
ACH-000762,-0.28729748312820125
ACH-000763,-0.2280334851356657
ACH-000764,-0.15137319371859656
ACH-000765,-0.16208626715832808
ACH-000766,-0.33208440872215633
ACH-000767,-0.20316717536661666
ACH-000768,-0.3537288252893024
ACH-000769,-0.2289059450860381
ACH-000770,-0.231830803604422
ACH-000771,-0.3599430217549368
ACH-000773,-0.435778773860906
ACH-000776,-0.19829234075754834
ACH-000777,-0.20073678927884986
ACH-000778,-0.22502606339720208
ACH-000781,-0.22022447186005736
ACH-000782,-0.3391421626699146
ACH-000783,-0.35015502261351755
ACH-000784,-0.2534806218319311
ACH-000785,-0.3478579940680737
ACH-000787,-0.15368060907441364
ACH-000788,-0.2884483931350751
ACH-000791,-0.31237233872099607
ACH-000792,-0.17931489072952578
ACH-000794,-0.26767182214267266
ACH-000796,-0.21372662659147035
ACH-000798,0.08573075992466632
ACH-000799,-0.13459320899090127
ACH-000800,-0.3451422434693245
ACH-000802,-0.3444592509418232
ACH-000804,-0.16161581495473262
ACH-000805,-0.2978647336961913
ACH-000809,-0.30099004129986545
ACH-000810,-0.3552440985146817
ACH-000811,-0.3836949714083241
ACH-000817,0.007219078405584786
ACH-000819,-0.2412054209695951
ACH-000820,-0.29525989748373765
ACH-000821,-0.5447156628178387
ACH-000822,-0.3053311501755212
ACH-000823,-0.4059571215466368
ACH-000824,-0.3375313031702645
ACH-000827,-0.28618143181790484
