,AHCY (191)
ACH-000004,-0.7793782940217613
ACH-000005,-0.6716699690992389
ACH-000007,-0.9330581884481726
ACH-000009,-0.4775090253545401
ACH-000011,-0.5507872816674814
ACH-000012,-0.7241109947237175
ACH-000013,-0.22811059541405174
ACH-000014,-0.6509550334024498
ACH-000015,-0.6739949971524238
ACH-000017,-1.0571072970712083
ACH-000018,-0.8866694022153968
ACH-000019,-0.8016318376019169
ACH-000021,-0.6478931044965254
ACH-000022,-0.6667361746177783
ACH-000025,-0.9043541016515484
ACH-000028,-0.8339638659930203
ACH-000030,-0.8650365811037398
ACH-000035,-0.5935433864289982
ACH-000036,-0.6770778443523804
ACH-000037,-0.4274558852997424
ACH-000039,-0.4158766562183033
ACH-000040,-0.7042433376867595
ACH-000041,-0.6295371767684613
ACH-000042,-0.8345834585578722
ACH-000045,-0.7448914756439928
ACH-000047,-0.5284869727709475
ACH-000052,-0.7809654552962069
ACH-000053,-0.980935095389806
ACH-000054,-0.4165428577732031
ACH-000055,-0.7579145976354873
ACH-000060,-0.7681223727134502
ACH-000067,-0.6569335164911538
ACH-000070,-1.137141887993059
ACH-000075,-0.7933938694158463
ACH-000078,-0.5231213238217557
ACH-000082,-0.5395928720691961
ACH-000085,-0.5286684092995766
ACH-000086,-0.34358820830729675
ACH-000087,-1.0290470206360165
ACH-000092,-0.7090702527884548
ACH-000095,-0.4964748589166639
ACH-000097,-0.655622045976669
ACH-000098,-0.4170938227252247
ACH-000099,-0.8166901271533713
ACH-000108,-1.0225897867841116
ACH-000113,-0.5519410144766623
ACH-000116,-0.6446899005418429
ACH-000118,-0.8769125515668453
ACH-000120,-0.3233341859109302
ACH-000123,-0.5919712576530828
ACH-000127,-0.7433030308121973
ACH-000128,-0.8011650940129983
ACH-000132,-0.4269293521849349
ACH-000133,-0.5499603069147188
ACH-000137,-0.6465377761302241
ACH-000138,-0.8062993783252117
ACH-000142,-0.7509218402444309
ACH-000143,-0.7712344513359901
ACH-000146,-1.1958688313715211
ACH-000148,-0.7255179917450929
ACH-000150,-0.6402055029321699
ACH-000152,-0.6785486444748107
ACH-000153,-0.6793185305139339
ACH-000159,-0.6694907515204633
ACH-000160,-0.7164812712200251
ACH-000163,-0.5824389411550609
ACH-000167,-0.8307022865629367
ACH-000168,-0.7338028460598849
ACH-000169,-0.5822287301409353
ACH-000178,-0.7650855795672438
ACH-000183,-1.077284004086419
ACH-000188,-0.7101863700830592
ACH-000189,-0.6646748197016846
ACH-000190,-0.6409618616117946
ACH-000198,-0.8186458723545068
ACH-000203,-0.7681222125832387
ACH-000204,-0.6036200016970258
ACH-000206,-0.7742162798072681
ACH-000207,-1.012879342794292
ACH-000208,-0.7538960691346659
ACH-000210,-0.6846405485081364
ACH-000211,-0.7901877609622043
ACH-000215,-0.3669528085093105
ACH-000221,-0.6295658252407642
ACH-000222,-0.9408120646917894
ACH-000223,-0.9723855420113025
ACH-000226,-0.9521754862453272
ACH-000227,-0.8034857838582624
ACH-000228,-0.715395902682053
ACH-000231,-0.32931827924585844
ACH-000232,-0.5565513989314145
ACH-000233,-0.7317254836037386
ACH-000234,-0.9168676101756379
ACH-000235,-0.8316923339499036
ACH-000237,-0.6285789739599316
ACH-000238,-0.5735007212837605
ACH-000242,-0.3828676004827119
ACH-000243,-0.6737277216916531
ACH-000244,-0.5579471486027975
ACH-000246,-0.5332404308372919
ACH-000248,-1.041960539232308
ACH-000250,-0.720575964334067
ACH-000251,-0.8532638355563928
ACH-000252,-0.5405202280007542
ACH-000253,-0.6583507066881985
ACH-000255,-0.8326588474440448
ACH-000256,-0.6557438446345666
ACH-000257,-0.7937428098152229
ACH-000258,-0.9251985693578048
ACH-000259,-0.9016931470339972
ACH-000260,-0.4072894107486987
ACH-000261,-0.5939463770357107
ACH-000262,-0.3692476066121322
ACH-000263,-0.7365568060193134
ACH-000264,-0.5949471247614427
ACH-000265,-0.5932016271649909
ACH-000266,-0.8770635318100778
ACH-000272,-0.9967335272691464
ACH-000274,-0.7016418393392982
ACH-000277,-1.129101661491152
ACH-000278,-0.8080908114081319
ACH-000279,-0.9448909099932088
ACH-000280,-0.45357101680838
ACH-000281,-0.9721015447786486
ACH-000288,-0.5173687335553003
ACH-000291,-0.516833310341878
ACH-000293,-0.6264211970363615
ACH-000294,-0.7208361324571323
ACH-000295,-0.7114223002504949
ACH-000296,-0.44813330908235177
ACH-000302,-0.4403058695007317
ACH-000304,-0.9481715514445804
ACH-000307,-0.8545335719953707
ACH-000308,-1.176750210161082
ACH-000310,-0.3141436947908759
ACH-000311,-0.7129981648066022
ACH-000312,-0.6595636835946485
ACH-000315,-0.9602435379455952
ACH-000316,-0.6945757900686643
ACH-000317,-1.1743483173894051
ACH-000318,-0.8997178366610765
ACH-000319,-0.5481324584307985
ACH-000320,-0.5490564113851388
ACH-000322,-0.7184653044731842
ACH-000323,-0.5158548559139655
ACH-000324,-0.5854514226165148
ACH-000329,-0.6495344131154186
ACH-000330,-1.0611304621649211
ACH-000331,-0.4252118715224237
ACH-000332,-0.7644901471440073
ACH-000334,-0.7464513164153355
ACH-000335,-0.6366958747928129
ACH-000336,-0.97085723027171
ACH-000337,-0.7873527492333655
ACH-000338,-0.5709861386745193
ACH-000339,-0.7018897130858446
ACH-000341,-0.5463873241575048
ACH-000348,-0.8359841315107458
ACH-000350,-0.6602967092233839
ACH-000352,-0.7242695275581018
ACH-000356,-0.6255752925049959
ACH-000361,-0.6821952583447659
ACH-000362,-0.8009153070159967
ACH-000363,-0.6850398698374098
ACH-000364,-0.7880474546529087
ACH-000365,-0.8758423409733944
ACH-000366,-0.7663491014475394
ACH-000368,-0.5038900017132184
ACH-000374,-0.6543897252794371
ACH-000375,-1.0231744724888243
ACH-000376,-0.4846789402333571
ACH-000381,-1.0178716109878547
ACH-000383,-1.0481283651258206
ACH-000387,-0.7951463228625668
ACH-000389,-0.4222617067519316
ACH-000390,-0.5875700829130711
ACH-000393,-0.5965091605013876
ACH-000395,-0.8689010274168035
ACH-000396,-0.9045873480029611
ACH-000397,-0.6330628685037327
ACH-000401,-1.0509751209843383
ACH-000402,-0.7014266343584418
ACH-000403,-0.7423088170080525
ACH-000404,-0.7908694092939703
ACH-000406,-1.0350053975597775
ACH-000407,-0.5897811784513263
ACH-000408,-0.8551571841394837
ACH-000410,-0.6724974399858965
ACH-000411,-0.8153760341718027
ACH-000414,-0.4232403918942481
ACH-000415,-0.6363684334309352
ACH-000416,-0.7251109985708326
ACH-000420,-0.5142835531940616
ACH-000421,-0.6657390499792218
ACH-000424,-0.6888363350666727
ACH-000425,-0.6171192644081217
ACH-000426,-0.7220062308587046
ACH-000427,-0.9057455894177108
ACH-000433,-0.5682975398813257
ACH-000435,-0.9720424348809538
ACH-000436,-0.8186738294707271
ACH-000444,-0.8600185011088376
ACH-000445,-0.6223575055736436
ACH-000448,-0.8532499792646303
ACH-000450,-0.5553243303974048
ACH-000452,-0.7192482383901885
ACH-000454,-0.6884198082070712
ACH-000458,-0.6922713459310275
ACH-000459,-1.0287121011415796
ACH-000460,-0.864516162031436
ACH-000461,-0.9566759101094798
ACH-000463,-0.5671101206432434
ACH-000464,-0.5085691035286151
ACH-000466,-0.8522813054415604
ACH-000467,-0.5590959950631943
ACH-000468,-0.91523672519832
ACH-000469,-0.6223714293694489
ACH-000470,-0.9897704091754485
ACH-000471,-0.7619013471528285
ACH-000472,-0.4788885703351463
ACH-000473,-0.4430549502778967
ACH-000475,-0.9482972597674444
ACH-000476,-0.592361673450503
ACH-000477,-0.6644744597656022
ACH-000479,-0.8995138594482126
ACH-000480,-0.543735775849452
ACH-000481,-0.4494063416318911
ACH-000483,-0.6077402224320432
ACH-000484,-0.6945213680517188
ACH-000485,-0.830688290968146
ACH-000486,-0.4155497972535484
ACH-000487,-0.8522994811254568
ACH-000488,-0.3964208250375875
ACH-000490,-0.45088593696000107
ACH-000491,-0.6536878797693922
ACH-000495,-0.7661051105982104
ACH-000496,-0.7678265366577149
ACH-000499,-0.8163016752648986
ACH-000500,-0.7502948051721892
ACH-000502,-0.7574742908766524
ACH-000503,-0.9097293628051516
ACH-000505,-0.7209786827141391
ACH-000507,-0.7020144452798371
ACH-000510,-0.9260574149468964
ACH-000511,-0.6292399020486942
ACH-000512,-0.9092708727986216
ACH-000516,-0.5978235418170059
ACH-000517,-0.5688242895557784
ACH-000518,-0.7549196382795101
ACH-000520,-0.6231854540363618
ACH-000521,-0.6501104293374491
ACH-000522,-0.7706667686819766
ACH-000524,-0.40794961128797214
ACH-000527,-0.4676847809699124
ACH-000528,-0.5556391850078747
ACH-000537,-0.9868335101128216
ACH-000541,-0.9034447310558928
ACH-000542,-0.4232608760068268
ACH-000544,-0.7255568627669251
ACH-000545,-0.717289672497192
ACH-000547,-0.6835166237010558
ACH-000548,-0.8704015304950536
ACH-000549,-1.0366154671504682
ACH-000550,-0.7508017331640731
ACH-000552,-0.6060057539202158
ACH-000556,-0.9937817904845712
ACH-000557,-1.0586099310836352
ACH-000569,-0.3544357164370135
ACH-000570,-0.4666272884330481
ACH-000571,-0.5750275832955524
ACH-000573,-0.8422414098073767
ACH-000576,-0.9188839771329422
ACH-000579,-0.6656765707248992
ACH-000580,-0.6473871698482289
ACH-000584,-1.0836339441550706
ACH-000585,-0.7667240287214075
ACH-000588,-0.8557827991755927
ACH-000589,-0.7363078376525963
ACH-000591,-0.5378626615163183
ACH-000593,-0.6415054736048497
ACH-000600,-0.5809905025524558
ACH-000601,-0.9821414709055832
ACH-000605,-0.8080601171238231
ACH-000606,-0.4278653709232754
ACH-000608,-0.8024041766553304
ACH-000614,-0.7621601513842535
ACH-000616,-0.8124039757768958
ACH-000618,-0.6112548846789482
ACH-000619,-0.7695536969279687
ACH-000620,-0.8002914993865641
ACH-000621,-0.7496445307765818
ACH-000622,-0.8352189910929475
ACH-000623,-0.5989021861137717
ACH-000624,-0.4525382425923489
ACH-000627,-0.7981531956827036
ACH-000630,-0.31338841018984176
ACH-000631,-0.6742031424714483
ACH-000632,-0.7802708680995682
ACH-000633,-0.7339526879997429
ACH-000637,-0.34178951517534145
ACH-000638,-0.7270332971972956
ACH-000646,-0.614716967274587
ACH-000647,-0.759435246976098
ACH-000648,-0.8749677542908331
ACH-000649,-0.6978424249519362
ACH-000651,-0.6453575825971658
ACH-000652,-1.0160919488772475
ACH-000653,-0.8275865603370374
ACH-000657,-0.3894227993488616
ACH-000658,-1.0002468624092862
ACH-000661,-0.8046281168929329
ACH-000662,-0.3572698867592037
ACH-000663,-0.664308352643522
ACH-000665,-0.6857559661273458
ACH-000671,-0.5649401533205121
ACH-000672,-0.5983042964512145
ACH-000673,-0.6474397330822621
ACH-000676,-0.8869096273603249
ACH-000677,-0.6915512708502765
ACH-000681,-0.5575974372656998
