,R3HDML (140902)
ACH-000004,0.07836181479918643
ACH-000005,-0.03942693133792692
ACH-000007,0.07258508586823142
ACH-000009,-0.12655046973065948
ACH-000011,-0.18062706233932166
ACH-000012,-0.030597472501650926
ACH-000013,0.029839899974799574
ACH-000014,-0.05974448473911696
ACH-000015,-0.0551041658526097
ACH-000017,-0.0029888357135949197
ACH-000018,-0.007888894632377635
ACH-000019,-0.1474534274754068
ACH-000021,-0.13449913619558088
ACH-000022,-0.06398078635822407
ACH-000025,0.03750953053930324
ACH-000028,0.12117008451237993
ACH-000030,-0.190088489801596
ACH-000035,-0.03141603204105068
ACH-000036,-0.09936458018741903
ACH-000037,-0.0753994278619931
ACH-000039,-0.2824782537145737
ACH-000040,-0.014185677842186812
ACH-000041,0.05352817657796363
ACH-000042,-0.1278492918884373
ACH-000045,0.0027568532403670987
ACH-000047,-0.11990747511489723
ACH-000052,-0.18841828131592836
ACH-000053,-0.18964035816868716
ACH-000054,-0.19976801668031705
ACH-000055,0.058495288658675884
ACH-000060,-0.053718336894054586
ACH-000067,-0.12344157865876965
ACH-000070,0.043998422520491916
ACH-000075,-0.06833007165894832
ACH-000078,-0.2203533919013307
ACH-000082,-0.012004194489254234
ACH-000085,-0.394712774731654
ACH-000086,-0.024098248221802298
ACH-000087,-0.002010826727426093
ACH-000092,-0.10803624826842853
ACH-000095,0.0010875818911036956
ACH-000097,-0.15548780103678872
ACH-000098,-0.035921831797670126
ACH-000099,-0.10983584929531166
ACH-000108,-0.09027859073472676
ACH-000113,-0.016538350551748536
ACH-000116,-0.052756366274612033
ACH-000118,-0.09856300960102092
ACH-000120,0.03425885629382305
ACH-000123,-0.11599406496549602
ACH-000127,-0.16236437898291967
ACH-000128,-0.026646570231744927
ACH-000132,0.13937278040004347
ACH-000133,-0.1693811365331479
ACH-000137,-0.0183142613203202
ACH-000138,-0.04937996571849266
ACH-000142,0.027529954862575482
ACH-000143,0.0510896959980744
ACH-000146,-0.06608237964608724
ACH-000148,-0.12103707871683862
ACH-000150,-0.008675602724957234
ACH-000152,-0.18629030736685745
ACH-000153,-0.10699391257284252
ACH-000159,-0.05336769898785467
ACH-000160,-0.1022868491507526
ACH-000163,-0.08088349975661202
ACH-000167,-0.14722455879170354
ACH-000168,-0.0918715670761241
ACH-000169,-0.1513702327676502
ACH-000178,-0.12922970693374153
ACH-000183,-0.2238610702700154
ACH-000188,0.0003126291921732274
ACH-000189,-0.2346209799133796
ACH-000190,-0.16172689513686986
ACH-000198,-0.014249777012541296
ACH-000203,0.21971397907181345
ACH-000204,-0.03712618973110173
ACH-000206,-0.0022669901527655376
ACH-000207,-0.02314343115268624
ACH-000208,-0.1780194989376347
ACH-000210,-0.05514606651064791
ACH-000211,-0.055087158188814316
ACH-000215,-0.05432971677536293
ACH-000221,-0.1902663360124412
ACH-000222,-0.1088648074355392
ACH-000223,-0.049665358841137285
ACH-000226,-0.0984083458346612
ACH-000227,0.005327348167959203
ACH-000228,-0.045703221089619286
ACH-000231,-0.0728574992953051
ACH-000232,-0.021627315263423496
ACH-000233,-0.15770951488043033
ACH-000234,-0.04949646600114544
ACH-000235,-0.08034991543975648
ACH-000237,-0.15991784966389452
ACH-000238,-0.09767765229977192
ACH-000242,0.31086778354529937
ACH-000243,-0.052267234854251804
ACH-000244,-0.26052563119505084
ACH-000246,-0.11655749192677092
ACH-000248,-0.0047452874667856144
ACH-000250,-0.11803426622301967
ACH-000251,0.0662047339967916
ACH-000252,-0.3098168501218671
ACH-000253,-0.03362603788608093
ACH-000255,-0.0067948284997317926
ACH-000256,0.0037176562380807094
ACH-000257,0.06585272677477394
ACH-000258,-0.2587214801488418
ACH-000259,-0.047889011878547605
ACH-000260,-0.12774949801735394
ACH-000261,-0.1422799822643237
ACH-000262,-0.0695228973580483
ACH-000263,0.061945613557101535
ACH-000264,-0.11366905944286484
ACH-000265,-0.030225700322042488
ACH-000266,-0.04776819574089749
ACH-000272,-0.17553220593652238
ACH-000274,-0.06469984567023235
ACH-000277,-0.4358610940218512
ACH-000278,-0.12400954796070007
ACH-000279,0.07619255885604742
ACH-000280,-0.15068749898391562
ACH-000281,-0.12226948735856186
ACH-000288,-0.00758713343197889
ACH-000291,-0.11144410678809533
ACH-000293,-0.031686095892017214
ACH-000294,-0.1992523598049564
ACH-000295,0.06560189170353116
ACH-000296,-0.03827775258310028
ACH-000302,-0.04897792984957295
ACH-000304,0.07988966377784965
ACH-000307,-0.04683207584434588
ACH-000308,-0.0968636776583663
ACH-000310,-0.024893699165388517
ACH-000311,-0.035970746585480544
ACH-000312,-0.02086620616077271
ACH-000315,-0.2710736300724678
ACH-000316,-0.057527331679069586
ACH-000317,-0.033331250049048494
ACH-000318,-0.051994853976924715
ACH-000319,-0.060880071783496886
ACH-000320,0.1462001843106959
ACH-000322,-0.2448587416224509
ACH-000323,0.04716429468265503
ACH-000324,-0.1500600462776434
ACH-000329,-0.06437949239814347
ACH-000330,-0.2036143516282795
ACH-000331,-0.23035052450838275
ACH-000332,-0.03781617648181946
ACH-000334,0.05004983031694208
ACH-000335,0.0719329424548609
ACH-000336,0.23637186179385936
ACH-000337,-0.13469358982124074
ACH-000338,0.0023837894276898387
ACH-000339,-0.012090204350419912
ACH-000341,0.02245900945993501
ACH-000348,-0.08938707727214727
ACH-000350,-0.18227848585674392
ACH-000352,-0.040020967216119904
ACH-000356,-0.08536397343693795
ACH-000361,-0.054648787040078375
ACH-000362,-0.0211801723419074
ACH-000363,-0.07610716027414233
ACH-000364,-0.018084924635175727
ACH-000365,0.06764373799286237
ACH-000366,-0.0287728592308262
ACH-000368,-0.0586209313269873
ACH-000374,0.04674402224724315
ACH-000375,-0.2405681478646456
ACH-000376,-0.14718395767559528
ACH-000381,-0.008026220364943373
ACH-000383,0.0013428639817292727
ACH-000387,-0.12313644211832138
ACH-000389,0.15520219055405474
ACH-000390,-0.03442199372620945
ACH-000393,-0.05008466919258822
ACH-000395,-0.4326691610131708
ACH-000396,-0.2466045964487165
ACH-000397,-0.0036394224206590733
ACH-000401,-0.04329438283132351
ACH-000402,-0.3590441462470877
ACH-000403,-0.1486257165599769
ACH-000404,-0.11015162421034366
ACH-000406,-0.09175638046740324
ACH-000407,-0.021133029639843443
ACH-000408,0.021510922290712824
ACH-000410,-0.08380584123417817
ACH-000411,-0.0718750743460609
ACH-000414,-0.02581521274870037
ACH-000415,0.0855962837862106
ACH-000416,-0.10878876216013812
ACH-000420,-0.2391366558815789
ACH-000421,-0.11920958357941412
ACH-000424,0.043368288022764725
ACH-000425,-0.11506430747632206
ACH-000426,-0.11049620830451493
ACH-000427,-0.11708811393234272
ACH-000433,-0.10691222783605137
ACH-000435,-0.06737267449243181
ACH-000436,-0.36958147529005503
ACH-000444,-0.07316351827120006
ACH-000445,-0.17233575074139595
ACH-000448,0.03880821866842071
ACH-000450,-0.09904170743776564
ACH-000452,-0.09019907793531567
ACH-000454,0.0799738777776558
ACH-000458,-0.11174283348262444
ACH-000459,0.054745542775987976
ACH-000460,-0.03908120582115966
ACH-000461,-0.0723159593935024
ACH-000463,-0.09847427068375178
ACH-000464,0.05196614652906677
ACH-000466,-0.05626598173698937
ACH-000467,-0.1602561798893604
ACH-000468,-0.18425321943745346
ACH-000469,-0.10706537869675599
ACH-000470,-0.05272933195210052
ACH-000471,-0.014337122058461356
ACH-000472,-0.09897238762475168
ACH-000473,-0.03618274962499673
ACH-000475,-0.07857806910325886
ACH-000476,-0.03970124088729342
ACH-000477,-0.06409057076010824
ACH-000479,0.2592581647201471
ACH-000480,-0.06539063350771361
ACH-000481,-0.1262027949475842
ACH-000483,-0.002831212185278733
ACH-000484,-0.11033991183648907
ACH-000485,-0.03668395490507969
ACH-000486,-0.05031318622252472
ACH-000487,-0.12120090438376233
ACH-000488,-0.15730967691183648
ACH-000490,-0.1309472331932472
ACH-000491,-0.002246897381350741
ACH-000495,0.025093364158116173
ACH-000496,-0.0536314025879155
ACH-000499,0.1269920770499207
ACH-000500,-0.3618912446774071
ACH-000502,-0.023368295010187213
ACH-000503,0.25417501321278824
ACH-000505,0.02395095882714763
ACH-000507,-0.11584865058955472
ACH-000510,-0.15364629314881625
ACH-000511,-0.04199963799868795
ACH-000512,-0.12053320335861675
ACH-000516,-0.15866614273611224
ACH-000517,-0.07224629298092021
ACH-000518,-0.1542627515647537
ACH-000520,-0.002920703302363444
ACH-000521,-0.0981509605243304
ACH-000522,-0.01604938945369736
ACH-000524,-0.07789366159116394
ACH-000527,-0.1119860921295665
ACH-000528,-0.1037147321436065
ACH-000537,-0.0959646124377834
ACH-000541,-0.04619187473688351
ACH-000542,-0.0292478710838274
ACH-000544,0.08434148549410761
ACH-000545,-0.12680857405538765
ACH-000547,0.0693850049576769
ACH-000548,-0.08097946495347283
ACH-000549,0.017692438783314782
ACH-000550,-0.13679263072106712
ACH-000552,0.10814050228116852
ACH-000556,-0.115072768628533
ACH-000557,-0.22356248087400005
ACH-000569,0.0314446937637515
ACH-000570,-0.15727339229210474
ACH-000571,-0.06488807043153952
ACH-000573,-0.09047752869716223
ACH-000576,-0.18506584384925653
ACH-000579,-0.03529646534809009
ACH-000580,-0.12639688879952354
ACH-000584,-0.037196038360365516
ACH-000585,0.03612104837427056
ACH-000588,-0.08586025492873635
ACH-000589,-0.05364296280789276
ACH-000591,-0.03657885328444084
ACH-000593,-0.09289114770129522
ACH-000600,-0.07048250790896063
ACH-000601,-0.0486816831134583
ACH-000605,-0.17298207126596207
ACH-000606,-0.04065159405954223
ACH-000608,-0.08420511675158165
ACH-000614,-0.2402259017602044
ACH-000616,-0.06502834373295467
ACH-000618,-0.2377624190870645
ACH-000619,0.07439580200048572
ACH-000620,-0.08860907894367794
ACH-000621,0.017333474984357174
ACH-000622,-0.07542966469009996
