,DEAF1 (10522)
ACH-000004,0.06423757082718977
ACH-000005,-0.09839651666171892
ACH-000007,0.1278387885154102
ACH-000009,0.05928607684025716
ACH-000011,0.08354871405901089
ACH-000012,0.02425941142218494
ACH-000013,0.12289418971862195
ACH-000014,0.14802201484351607
ACH-000015,0.20958512201193727
ACH-000017,0.18947570967985813
ACH-000018,-0.08165523726769514
ACH-000019,0.025073226181861696
ACH-000021,0.044091955137492006
ACH-000022,-0.05706186464391516
ACH-000025,-0.10119826868261217
ACH-000028,-0.019443984341532047
ACH-000030,-0.006779968374308573
ACH-000035,-0.2249499185587517
ACH-000036,0.05702475597713855
ACH-000037,0.043778403581008485
ACH-000039,0.16690754436021352
ACH-000040,-0.056782247281495286
ACH-000041,-0.13126924319898592
ACH-000042,0.043752454552700035
ACH-000045,0.04775193511321173
ACH-000047,-0.04850170914763792
ACH-000052,0.15905727011085272
ACH-000053,0.2011396780816436
ACH-000054,-0.0806246174896662
ACH-000055,-0.023049468046882262
ACH-000060,-0.14998852497154574
ACH-000067,0.1360586648911576
ACH-000070,0.024692953324576352
ACH-000075,0.15718112295271208
ACH-000078,-0.19113002971477824
ACH-000082,-0.12086225348828733
ACH-000085,-0.05819997931408885
ACH-000086,-0.07814798708946805
ACH-000087,-0.18667969024058256
ACH-000092,0.1770901778833635
ACH-000095,-0.0020669662247332844
ACH-000097,-0.03147702860196285
ACH-000098,0.15329263616272604
ACH-000099,0.021197589418740632
ACH-000108,-0.05325630613849831
ACH-000113,0.01881608564715355
ACH-000116,0.15775660845767808
ACH-000118,0.05069176184235587
ACH-000120,-0.3638826404955224
ACH-000123,-0.11026236408368596
ACH-000127,-0.03417451844688805
ACH-000128,0.011892383935326815
ACH-000132,0.1457764891233566
ACH-000133,0.0416432886930764
ACH-000137,-0.02699289607883325
ACH-000138,-0.16796255066531313
ACH-000142,-0.012596184117319895
ACH-000143,-0.011628906766991923
ACH-000146,-0.06500534851354868
ACH-000148,0.0544421166893728
ACH-000150,-0.045377206612088536
ACH-000152,0.007781515738352188
ACH-000153,-0.15556761190542046
ACH-000159,0.05784144409234341
ACH-000160,0.22140749526758152
ACH-000163,0.02015869967105299
ACH-000167,0.8428171505554929
ACH-000168,0.01585019498963224
ACH-000169,-0.0666123460400118
ACH-000178,-0.09600929990563599
ACH-000183,0.02696387258129014
ACH-000188,0.08203146334949342
ACH-000189,-0.08318199622929888
ACH-000190,0.31623942862201965
ACH-000198,0.11876288173856525
ACH-000203,0.0230949687541305
ACH-000204,-0.10005605312419152
ACH-000206,0.0402182552652154
ACH-000207,-0.10155410909453312
ACH-000208,-0.4397605175516772
ACH-000210,-0.3349266242095083
ACH-000211,0.1602832469583724
ACH-000215,0.07413192814599953
ACH-000221,0.14527506869672374
ACH-000222,0.19727335353186254
ACH-000223,0.10841827798055337
ACH-000226,0.044197870873253664
ACH-000227,0.020368725686715397
ACH-000228,-0.049509979196588894
ACH-000231,0.04859618035808736
ACH-000232,0.10752717784167476
ACH-000233,-0.2294734770372213
ACH-000234,-0.1325011844325914
ACH-000235,-0.009424005578577708
ACH-000237,-0.10130692268284043
ACH-000238,-0.016470841517503103
ACH-000242,-0.20578984128204586
ACH-000243,0.11834345811139305
ACH-000244,-0.07310627019202402
ACH-000246,-0.12240660305070948
ACH-000248,0.058101157579084385
ACH-000250,-0.06696421934054521
ACH-000251,0.408573759283856
ACH-000252,-0.14700494953384108
ACH-000253,-0.11417521164860756
ACH-000255,0.10919188838408134
ACH-000256,0.07971180012913218
ACH-000257,0.16637978821484084
ACH-000258,0.03838567259669965
ACH-000259,0.024369453917645303
ACH-000260,-0.019115668059892756
ACH-000261,0.06620191022401815
ACH-000262,0.10131331163004356
ACH-000263,0.06337755997448451
ACH-000264,-0.033978631565827214
ACH-000265,-0.12188537360058882
ACH-000266,0.02469149242434484
ACH-000272,0.07598710610113134
ACH-000274,-0.12296014580324045
ACH-000277,-0.2222956490889534
ACH-000278,-0.02914582460926868
ACH-000279,0.030237143718915543
ACH-000280,-0.050245934816942985
ACH-000281,-0.1065833159946062
ACH-000288,-0.13214099894702389
ACH-000291,-0.02988422768703355
ACH-000293,-0.17883740164119785
ACH-000294,0.10810404543887782
ACH-000295,-0.01837108689738129
ACH-000296,0.09748231930097236
ACH-000302,0.07578600861341303
ACH-000304,0.016465389243503926
ACH-000307,0.006299029376097235
ACH-000308,0.04275710814674593
ACH-000310,0.017475735495842366
ACH-000311,-0.11760235568826133
ACH-000312,-0.05013998519507325
ACH-000315,-0.13935939103060532
ACH-000316,-0.1474785212077061
ACH-000317,-0.18699608687875985
ACH-000318,0.014174484977225819
ACH-000319,0.0461691194747581
ACH-000320,0.007405400446665196
ACH-000322,0.07720363570281935
ACH-000323,-0.21888411899015314
ACH-000324,-0.09699551499312743
ACH-000329,0.030664662026679945
ACH-000330,-0.1198828429515822
ACH-000331,-0.1381673263050839
ACH-000332,0.03871076627563226
ACH-000334,-0.04827530465272388
ACH-000335,0.1897322957473428
ACH-000336,0.19330277970355011
ACH-000337,-0.27379110046949673
ACH-000338,0.5203212430519021
ACH-000339,0.036330208638369305
ACH-000341,0.07814948193060102
ACH-000348,-0.05562135106681348
ACH-000350,-0.04260006348925035
ACH-000352,0.08156980048228606
ACH-000356,-0.26911271351132554
ACH-000361,-0.09332783757593316
ACH-000362,0.005735091972895325
ACH-000363,-0.07974266493583347
ACH-000364,0.019895569139026938
ACH-000365,-0.12469776300980598
ACH-000366,-0.08647056989320102
ACH-000368,0.16826263042267314
ACH-000374,-0.0806175324582592
ACH-000375,0.03355776988496726
ACH-000376,0.0024417164589979378
ACH-000381,-0.02428841398302089
ACH-000383,-0.027886276811620547
ACH-000387,-0.1133336939486066
ACH-000389,0.15773341080521452
ACH-000390,0.017920818450411984
ACH-000393,-0.05040302751593954
ACH-000395,0.06533801382979086
ACH-000396,-0.2538443506692819
ACH-000397,0.0408999608251556
ACH-000401,-0.1611040934486143
ACH-000402,-0.12664923732663771
ACH-000403,-0.02015482629923639
ACH-000404,-0.32593587174950456
ACH-000406,0.04222909797412115
ACH-000407,-0.09897207958692146
ACH-000408,0.12999519053320185
ACH-000410,0.05559050129160276
ACH-000411,-0.09066127220549597
ACH-000414,-0.06510808145634832
ACH-000415,-0.054776712524356536
ACH-000416,-0.02575208251656689
ACH-000420,0.1542150154750915
ACH-000421,-0.07776073066397082
ACH-000424,0.09872573145849288
ACH-000425,-0.051417536091977
ACH-000426,-0.21097638861307152
ACH-000427,0.0667740681035468
ACH-000433,0.02916762149101161
ACH-000435,0.12936248502014075
ACH-000436,0.009314970226978095
ACH-000444,-0.17605972989096544
ACH-000445,0.0050928490406609355
ACH-000448,-0.0992805508366848
ACH-000450,0.03771970258023728
ACH-000452,-0.018689868865250637
ACH-000454,0.11842472851460865
ACH-000458,0.04278707655165502
ACH-000459,0.02892740401624275
ACH-000460,-0.07643279366345074
ACH-000461,-0.027724351131047025
ACH-000463,0.03158611457155885
ACH-000464,0.14601976151576676
ACH-000466,-0.002563517731256576
ACH-000467,0.05187663658056417
ACH-000468,-0.06662152014509577
ACH-000469,-0.03803836977014125
ACH-000470,0.1595034404837302
ACH-000471,0.09541558616694126
ACH-000472,-0.001564548975288471
ACH-000473,-0.13518000906829672
ACH-000475,-0.056017722135324535
ACH-000476,-0.09853570128411578
ACH-000477,0.06768064359601048
ACH-000479,0.3732696857028981
ACH-000480,0.05807020905635085
ACH-000481,-0.0440934565387798
ACH-000483,0.05552370944781137
ACH-000484,-0.08009827947009728
ACH-000485,-0.06389473585904526
ACH-000486,-0.13877693028064292
ACH-000487,0.08711697349045286
ACH-000488,0.013100096955681977
ACH-000490,0.025082778789520137
ACH-000491,-0.15853601994653935
ACH-000495,-0.19168089530982524
ACH-000496,0.013735189868737624
ACH-000499,-0.07947661569082133
ACH-000500,0.3085286527532042
ACH-000502,-0.10038338089059398
ACH-000503,0.005365031913930528
ACH-000505,0.022440660114290745
ACH-000507,0.0618678472819696
ACH-000510,-0.04418839148020497
ACH-000511,-0.04887139613745864
ACH-000512,-0.02244530381055371
ACH-000516,0.0010706294672352687
ACH-000517,-0.051448594377837775
ACH-000518,-0.011079301132488536
ACH-000520,0.07350747306894785
ACH-000521,-0.14160471067889704
ACH-000522,-0.06807592571854604
ACH-000524,0.08761235383282304
ACH-000527,0.026190789556401268
ACH-000528,0.03876831247067382
ACH-000537,0.016695237644690736
ACH-000541,0.27764538071203915
ACH-000542,-0.01798197045794027
ACH-000544,-0.03374270308325264
ACH-000545,0.10958120105859208
ACH-000547,0.021858480914314967
ACH-000548,-0.07879772771652048
ACH-000549,0.04139470031824825
ACH-000550,0.032020859129044066
ACH-000552,0.07606603469522283
ACH-000556,0.058562973781294075
ACH-000557,-0.06050160056516101
ACH-000569,0.19501793371221748
ACH-000570,-0.0683625274231278
ACH-000571,-0.02763071590608575
ACH-000573,0.024587261395908708
ACH-000576,-0.11654064011122195
ACH-000579,0.08129207474755169
ACH-000580,-0.12899207020618947
ACH-000584,-0.06744676705683401
ACH-000585,0.025918054329953918
ACH-000588,-0.053145767198022366
ACH-000589,0.02725983100645019
ACH-000591,0.04577910360808632
ACH-000593,0.13378151284931233
ACH-000600,-0.03357700781211463
ACH-000601,-0.1776216000018333
ACH-000605,0.1423813339625977
ACH-000606,0.2885572547672227
ACH-000608,-0.0755534117120667
ACH-000614,-0.19597805053984607
ACH-000616,0.08487776305740909
ACH-000618,0.02058294039817644
ACH-000619,0.06069439850930217
ACH-000620,0.09749454616700999
ACH-000621,0.030771848047193018
ACH-000622,0.1724358092681019
ACH-000623,-0.05377914721423184
ACH-000624,-0.1582560850780335
